,0,1,2,3,4,cluster
0,0.0097,0.0025,0.0029,0.0051,0.0041,1
0,0.0029,0.0051,0.0041,0.0031,0.0027,1
0,0.0041,0.0031,0.0027,0.005,0.0026,1
0,0.0027,0.005,0.0026,0.003,0.0028,1
0,0.0026,0.003,0.0028,0.0028,0.0035,1
0,0.0028,0.0028,0.0035,0.003,0.0028,1
0,0.0035,0.003,0.0028,0.0057,0.0032,1
0,0.0028,0.0057,0.0032,0.0027,0.0081,1
0,0.0032,0.0027,0.0081,0.0036,0.0025,1
0,0.0081,0.0036,0.0025,0.0066,0.004,1
0,0.0025,0.0066,0.004,0.0034,0.0033,1
0,0.004,0.0034,0.0033,0.029,0.003,3
0,0.0033,0.029,0.003,0.0542,0.1803,4
0,0.003,0.0542,0.1803,0.0467,0.0182,4
0,0.1803,0.0467,0.0182,0.0652,0.0449,4
0,0.0182,0.0652,0.0449,0.04,0.0223,3
0,0.0449,0.04,0.0223,0.0269,0.0313,3
0,0.0223,0.0269,0.0313,0.0078,0.006,3
0,0.0313,0.0078,0.006,0.0038,0.021,3
0,0.006,0.0038,0.021,0.0358,0.0103,3
0,0.021,0.0358,0.0103,0.014,0.0116,3
0,0.0103,0.014,0.0116,0.005,0.0051,2
0,0.0116,0.005,0.0051,0.0081,0.0184,2
0,0.0051,0.0081,0.0184,0.0138,0.0145,2
0,0.0184,0.0138,0.0145,0.0453,0.0323,3
0,0.0145,0.0453,0.0323,0.0832,0.0729,4
0,0.0323,0.0832,0.0729,0.0674,0.0286,4
0,0.0729,0.0674,0.0286,0.0614,0.0347,4
0,0.0286,0.0614,0.0347,0.1201,0.1352,4
0,0.0347,0.1201,0.1352,0.0902,0.067,4
0,0.1352,0.0902,0.067,0.0263,0.0368,4
0,0.067,0.0263,0.0368,0.0692,0.1441,4
0,0.0368,0.0692,0.1441,0.0623,0.0221,4
0,0.1441,0.0623,0.0221,0.0772,0.0756,4
0,0.0221,0.0772,0.0756,0.0109,0.0053,4
0,0.0756,0.0109,0.0053,0.0436,0.0059,4
0,0.0053,0.0436,0.0059,0.0676,0.0588,4
0,0.0059,0.0676,0.0588,0.1329,0.1943,4
0,0.0588,0.1329,0.1943,0.0405,0.1122,4
0,0.1943,0.0405,0.1122,0.0171,0.0252,4
0,0.1122,0.0171,0.0252,0.029,0.0151,4
0,0.0252,0.029,0.0151,0.0219,0.0344,3
0,0.0151,0.0219,0.0344,0.0391,0.0113,3
0,0.0344,0.0391,0.0113,0.0188,0.0145,3
0,0.0113,0.0188,0.0145,0.0171,0.0112,2
