,0,1,2,3,4,cluster
0,0.0258,0.0209,0.0125,0.0183,0.011,2
0,0.0125,0.0183,0.011,0.0074,0.0094,1
0,0.011,0.0074,0.0094,0.0307,0.074,2
0,0.0094,0.0307,0.074,0.0783,0.0746,3
0,0.074,0.0783,0.0746,0.0772,0.0911,3
0,0.0746,0.0772,0.0911,0.0517,0.0411,3
0,0.0911,0.0517,0.0411,0.0529,0.0598,3
0,0.0411,0.0529,0.0598,0.0618,0.0535,3
0,0.0598,0.0618,0.0535,0.0465,0.0494,3
0,0.0535,0.0465,0.0494,0.0306,0.0409,2
0,0.0494,0.0306,0.0409,0.0754,0.0779,3
0,0.0409,0.0754,0.0779,0.0811,0.0795,3
0,0.0779,0.0811,0.0795,0.057,0.0568,3
0,0.0795,0.057,0.0568,0.0391,0.0355,3
0,0.0568,0.0391,0.0355,0.0457,0.0479,2
0,0.0355,0.0457,0.0479,0.0534,0.0452,2
0,0.0479,0.0534,0.0452,0.042,0.0377,2
0,0.0452,0.042,0.0377,0.044,0.0114,2
0,0.0377,0.044,0.0114,0.0139,0.014,2
0,0.0114,0.0139,0.014,0.0124,0.014,1
0,0.014,0.0124,0.014,0.014,0.0186,1
0,0.014,0.014,0.0186,0.0165,0.0226,1
0,0.0186,0.0165,0.0226,0.0157,0.0177,1
0,0.0226,0.0157,0.0177,0.0179,0.0134,1
0,0.0177,0.0179,0.0134,0.0165,0.0146,1
0,0.0134,0.0165,0.0146,0.0159,0.0242,1
0,0.0146,0.0159,0.0242,0.0209,0.0269,2
0,0.0242,0.0209,0.0269,0.0139,0.0135,2
0,0.0269,0.0139,0.0135,0.011,0.0086,2
0,0.0135,0.011,0.0086,0.0076,0.008,1
0,0.0086,0.0076,0.008,0.0081,0.0051,1
0,0.008,0.0081,0.0051,0.0043,0.0067,1
0,0.0051,0.0043,0.0067,0.0083,0.0086,1
0,0.0067,0.0083,0.0086,0.0064,0.0079,1
0,0.0086,0.0064,0.0079,0.0084,0.0071,1
0,0.0079,0.0084,0.0071,0.0058,0.0043,1
0,0.0071,0.0058,0.0043,0.0024,0.0024,1
0,0.0043,0.0024,0.0024,0.0027,0.006,1
0,0.0024,0.0027,0.006,0.0068,0.0074,1
0,0.006,0.0068,0.0074,0.0055,0.0087,1
0,0.0074,0.0055,0.0087,0.012,0.0106,1
0,0.0087,0.012,0.0106,0.009,0.0045,1
0,0.0106,0.009,0.0045,0.0051,0.0037,1
0,0.0045,0.0051,0.0037,0.0054,0.005,1
0,0.0037,0.0054,0.005,0.0059,0.0106,1
0,0.005,0.0059,0.0106,0.0052,0.0042,1
0,0.0106,0.0052,0.0042,0.0042,0.004,1
0,0.0042,0.0042,0.004,0.0083,0.0064,1
0,0.004,0.0083,0.0064,0.0068,0.0131,1
0,0.0064,0.0068,0.0131,0.0222,0.0315,2
0,0.0131,0.0222,0.0315,0.0106,0.008,2
0,0.0315,0.0106,0.008,0.0072,0.008,2
0,0.008,0.0072,0.008,0.0079,0.005,1
0,0.008,0.0079,0.005,0.0069,0.0091,1
0,0.005,0.0069,0.0091,0.0062,0.0055,1
0,0.0091,0.0062,0.0055,0.0097,0.0083,1
0,0.0055,0.0097,0.0083,0.0054,0.0089,1
0,0.0083,0.0054,0.0089,0.0044,0.0026,1
0,0.0089,0.0044,0.0026,0.0015,0.0017,1
0,0.0026,0.0015,0.0017,0.0018,0.0015,1
0,0.0017,0.0018,0.0015,0.0015,0.0016,1
0,0.0015,0.0015,0.0016,0.0017,0.0017,1
0,0.0016,0.0017,0.0017,0.0019,0.0015,1
0,0.0017,0.0019,0.0015,0.0016,0.0017,1
0,0.0015,0.0016,0.0017,0.0016,0.0044,1
0,0.0017,0.0016,0.0044,0.0246,0.0157,2
0,0.0044,0.0246,0.0157,0.0184,0.0145,2
0,0.0157,0.0184,0.0145,0.0139,0.0145,1
0,0.0145,0.0139,0.0145,0.0114,0.0123,1
0,0.0145,0.0114,0.0123,0.0122,0.0127,1
0,0.0123,0.0122,0.0127,0.0116,0.0131,1
0,0.0127,0.0116,0.0131,0.0185,0.0015,2
0,0.0131,0.0185,0.0015,0.0016,0.0016,2
0,0.0015,0.0016,0.0016,0.0014,0.0017,1
0,0.0016,0.0014,0.0017,0.0016,0.0017,1
0,0.0017,0.0016,0.0017,0.0015,0.0016,1
0,0.0017,0.0015,0.0016,0.0111,0.0044,1
0,0.0016,0.0111,0.0044,0.0028,0.0036,1
0,0.0044,0.0028,0.0036,0.0035,0.0023,1
0,0.0036,0.0035,0.0023,0.0026,0.0122,1
0,0.0023,0.0026,0.0122,0.002,0.0018,1
0,0.0122,0.002,0.0018,0.0021,0.0055,1
0,0.0018,0.0021,0.0055,0.0024,0.0048,1
0,0.0055,0.0024,0.0048,0.0028,0.0034,1
0,0.0048,0.0028,0.0034,0.0048,0.0027,1
0,0.0034,0.0048,0.0027,0.002,0.0042,1
0,0.0027,0.002,0.0042,0.0092,0.0202,1
0,0.0042,0.0092,0.0202,0.0125,0.0168,2
0,0.0202,0.0125,0.0168,0.0147,0.021,1
0,0.0168,0.0147,0.021,0.0112,0.0105,1
0,0.021,0.0112,0.0105,0.0112,0.0035,1
0,0.0105,0.0112,0.0035,0.0036,0.0043,1
0,0.0035,0.0036,0.0043,0.0032,0.0026,1
0,0.0043,0.0032,0.0026,0.0024,0.0021,1
0,0.0026,0.0024,0.0021,0.0021,0.0021,1
0,0.0021,0.0021,0.0021,0.0022,0.002,1
0,0.0021,0.0022,0.002,0.0022,0.002,1
0,0.002,0.0022,0.002,0.0021,0.0022,1
0,0.002,0.0021,0.0022,0.0024,0.0024,1
0,0.0022,0.0024,0.0024,0.0023,0.0021,1
0,0.0024,0.0023,0.0021,0.0018,0.0017,1
0,0.0021,0.0018,0.0017,0.002,0.002,1
0,0.0017,0.002,0.002,0.0022,0.0022,1
0,0.002,0.0022,0.0022,0.002,0.0024,1
0,0.0022,0.002,0.0024,0.002,0.0071,1
0,0.0024,0.002,0.0071,0.0114,0.0083,1
0,0.0071,0.0114,0.0083,0.0069,0.0073,1
0,0.0083,0.0069,0.0073,0.0068,0.0056,1
