,seconds,date,activity_load_2d,activity_load_3d
116,1.709,[2023-04-23 18:10:15 958],0.0447,0.0566
225,2.709,[2023-04-23 18:10:16 958],0.0353,0.0427
336,3.709,[2023-04-23 18:10:17 958],0.0433,0.0543
446,4.709,[2023-04-23 18:10:18 958],0.0393,0.0495
553,5.709,[2023-04-23 18:10:19 958],0.0253,0.0335
663,6.709,[2023-04-23 18:10:20 958],0.0255,0.0337
774,7.709,[2023-04-23 18:10:21 958],0.0272,0.0367
884,8.709,[2023-04-23 18:10:22 958],0.0537,0.0686
991,9.709,[2023-04-23 18:10:23 958],0.0103,0.0137
1101,10.709,[2023-04-23 18:10:24 958],0.0048,0.0059
1212,11.709,[2023-04-23 18:10:25 958],0.0042,0.007
1322,12.709,[2023-04-23 18:10:26 958],0.0068,0.0087
1430,13.709,[2023-04-23 18:10:27 958],0.0858,0.1203
1541,14.709,[2023-04-23 18:10:28 958],0.0132,0.0161
1652,15.709,[2023-04-23 18:10:29 958],0.0107,0.0138
1762,16.709,[2023-04-23 18:10:30 958],0.0151,0.0201
1871,17.709,[2023-04-23 18:10:31 958],0.0419,0.0538
1980,18.709,[2023-04-23 18:10:32 958],0.0879,0.1134
2091,19.709,[2023-04-23 18:10:33 958],0.2002,0.252
2201,20.709,[2023-04-23 18:10:34 958],0.0266,0.0376
2308,21.709,[2023-04-23 18:10:35 958],0.0433,0.0529
2419,22.709,[2023-04-23 18:10:36 958],0.1722,0.2035
2530,23.709,[2023-04-23 18:10:37 958],0.119,0.1643
2640,24.709,[2023-04-23 18:10:38 958],0.0941,0.1257
2747,25.709,[2023-04-23 18:10:39 958],0.0559,0.0772
2858,26.709,[2023-04-23 18:10:40 958],0.0466,0.0602
2969,27.709,[2023-04-23 18:10:41 958],0.0434,0.0498
3077,28.709,[2023-04-23 18:10:42 958],0.0608,0.0712
3187,29.709,[2023-04-23 18:10:43 958],0.0958,0.1939
3298,30.709,[2023-04-23 18:10:44 958],0.0327,0.0475
3408,31.709,[2023-04-23 18:10:45 958],0.0159,0.0252
3515,32.709,[2023-04-23 18:10:46 958],0.0108,0.0143
3625,33.709,[2023-04-23 18:10:47 958],0.0067,0.0111
3736,34.709,[2023-04-23 18:10:48 958],0.0079,0.011
3846,35.709,[2023-04-23 18:10:49 958],0.0172,0.0231
3953,36.709,[2023-04-23 18:10:50 958],0.0139,0.0215
4064,37.709,[2023-04-23 18:10:51 958],0.0165,0.0229
4175,38.709,[2023-04-23 18:10:52 958],0.0117,0.0206
4284,39.709,[2023-04-23 18:10:53 958],0.0153,0.027
4393,40.709,[2023-04-23 18:10:54 958],0.0123,0.0192
4504,41.709,[2023-04-23 18:10:55 958],0.0121,0.0172
4614,42.709,[2023-04-23 18:10:56 958],0.0067,0.0089
4722,43.709,[2023-04-23 18:10:57 958],0.0124,0.0179
4832,44.709,[2023-04-23 18:10:58 958],0.0045,0.0062
4943,45.709,[2023-04-23 18:10:59 958],0.0046,0.0058
5053,46.709,[2023-04-23 18:11:00 958],0.0083,0.0115
5162,47.709,[2023-04-23 18:11:01 958],0.0051,0.0066
5273,48.709,[2023-04-23 18:11:02 958],0.0042,0.005
5384,49.709,[2023-04-23 18:11:03 958],0.0033,0.0044
5494,50.709,[2023-04-23 18:11:04 958],0.0036,0.0048
5601,51.709,[2023-04-23 18:11:05 958],0.0033,0.0038
5712,52.709,[2023-04-23 18:11:06 958],0.0027,0.0035
5823,53.709,[2023-04-23 18:11:07 958],0.0053,0.0071
5933,54.709,[2023-04-23 18:11:08 958],0.0064,0.0081
6041,55.709,[2023-04-23 18:11:09 958],0.0072,0.0092
6151,56.709,[2023-04-23 18:11:10 958],0.0091,0.0135
6262,57.709,[2023-04-23 18:11:11 958],0.0085,0.0113
6372,58.709,[2023-04-23 18:11:12 958],0.0053,0.0071
6479,59.709,[2023-04-23 18:11:13 958],0.0039,0.005
6590,60.709,[2023-04-23 18:11:14 958],0.0036,0.0046
6701,61.709,[2023-04-23 18:11:15 958],0.0064,0.0081
6827,62.87,[2023-04-23 18:11:17 119],0.0085,0.0124
6936,63.87,[2023-04-23 18:11:18 119],0.0109,0.0133
7047,64.87,[2023-04-23 18:11:19 119],0.0075,0.0098
7157,65.87,[2023-04-23 18:11:20 119],0.023,0.0312
7263,66.87,[2023-04-23 18:11:21 119],0.0082,0.0119
7373,67.87,[2023-04-23 18:11:22 119],0.0021,0.0024
7484,68.87,[2023-04-23 18:11:23 119],0.0019,0.0022
7594,69.87,[2023-04-23 18:11:24 119],0.0031,0.0037
7701,70.87,[2023-04-23 18:11:25 119],0.007,0.0103
7812,71.87,[2023-04-23 18:11:26 119],0.0046,0.0063
7923,72.87,[2023-04-23 18:11:27 119],0.0064,0.0099
8033,73.87,[2023-04-23 18:11:28 119],0.01,0.0145
8140,74.87,[2023-04-23 18:11:29 119],0.0108,0.015
8251,75.87,[2023-04-23 18:11:30 119],0.0076,0.0111
8362,76.87,[2023-04-23 18:11:31 119],0.0097,0.0151
8470,77.87,[2023-04-23 18:11:32 119],0.0051,0.0084
8579,78.87,[2023-04-23 18:11:33 119],0.0032,0.004
8690,79.87,[2023-04-23 18:11:34 119],0.0032,0.0036
8801,80.87,[2023-04-23 18:11:35 119],0.0063,0.0077
8906,81.87,[2023-04-23 18:11:36 119],0.0107,0.0163
9016,82.87,[2023-04-23 18:11:37 119],0.0062,0.0078
9127,83.87,[2023-04-23 18:11:38 119],0.007,0.0085
9238,84.87,[2023-04-23 18:11:39 119],0.0044,0.0051
9344,85.87,[2023-04-23 18:11:40 119],0.0064,0.0079
9455,86.87,[2023-04-23 18:11:41 119],0.0067,0.0078
9566,87.87,[2023-04-23 18:11:42 119],0.0065,0.0077
9674,88.87,[2023-04-23 18:11:43 119],0.0062,0.0078
9782,89.87,[2023-04-23 18:11:44 119],0.0085,0.0104
9893,90.87,[2023-04-23 18:11:45 119],0.0161,0.0258
10004,91.87,[2023-04-23 18:11:46 119],0.016,0.0213
10114,92.87,[2023-04-23 18:11:47 119],0.0061,0.0075
10220,93.87,[2023-04-23 18:11:48 119],0.0022,0.0028
10331,94.87,[2023-04-23 18:11:49 119],0.0021,0.0026
10442,95.87,[2023-04-23 18:11:50 119],0.0021,0.0027
10552,96.87,[2023-04-23 18:11:51 119],0.0124,0.0153
10659,97.87,[2023-04-23 18:11:52 119],0.0098,0.0139
10770,98.87,[2023-04-23 18:11:53 119],0.0157,0.022
10881,99.87,[2023-04-23 18:11:54 119],0.0151,0.0242
10990,100.87,[2023-04-23 18:11:55 119],0.014,0.0206
11099,101.87,[2023-04-23 18:11:56 119],0.0137,0.0212
11210,102.87,[2023-04-23 18:11:57 119],0.0093,0.0129
11320,103.87,[2023-04-23 18:11:58 119],0.0037,0.0048
11427,104.87,[2023-04-23 18:11:59 119],0.0034,0.0043
11538,105.87,[2023-04-23 18:12:00 119],0.005,0.0058
11649,106.87,[2023-04-23 18:12:01 119],0.0051,0.0062
11759,107.87,[2023-04-23 18:12:02 119],0.008,0.0098
11866,108.87,[2023-04-23 18:12:03 119],0.0054,0.0077
11977,109.87,[2023-04-23 18:12:04 119],0.0097,0.0127
12088,110.87,[2023-04-23 18:12:05 119],0.0071,0.0093
12198,111.87,[2023-04-23 18:12:06 119],0.0079,0.0095
12305,112.87,[2023-04-23 18:12:07 119],0.0074,0.0103
12416,113.87,[2023-04-23 18:12:08 119],0.0078,0.0126
12526,114.87,[2023-04-23 18:12:09 119],0.0095,0.0156
12634,115.87,[2023-04-23 18:12:10 119],0.006,0.0111
12744,116.87,[2023-04-23 18:12:11 119],0.0055,0.0077
12855,117.87,[2023-04-23 18:12:12 119],0.0073,0.0109
12966,118.87,[2023-04-23 18:12:13 119],0.0103,0.0143
13073,119.87,[2023-04-23 18:12:14 119],0.0072,0.0117
13184,120.87,[2023-04-23 18:12:15 119],0.0136,0.0206
13295,121.87,[2023-04-23 18:12:16 119],0.0181,0.0272
13406,122.87,[2023-04-23 18:12:17 119],0.0348,0.0502
13530,124.032,[2023-04-23 18:12:18 281],0.025,0.0336
13641,125.032,[2023-04-23 18:12:19 281],0.0471,0.0716
13752,126.032,[2023-04-23 18:12:20 281],0.0314,0.0435
13859,127.032,[2023-04-23 18:12:21 281],0.0148,0.0248
13969,128.032,[2023-04-23 18:12:22 281],0.0167,0.0237
14080,129.032,[2023-04-23 18:12:23 281],0.0156,0.0216
14191,130.032,[2023-04-23 18:12:24 281],0.0128,0.0198
14301,131.032,[2023-04-23 18:12:25 281],0.0179,0.0266
14407,132.032,[2023-04-23 18:12:26 281],0.0118,0.0209
14518,133.032,[2023-04-23 18:12:27 281],0.0133,0.0187
14629,134.032,[2023-04-23 18:12:28 281],0.0129,0.0206
14738,135.032,[2023-04-23 18:12:29 281],0.0156,0.0224
14846,136.032,[2023-04-23 18:12:30 281],0.017,0.0231
14957,137.032,[2023-04-23 18:12:31 281],0.0111,0.0156
15068,138.032,[2023-04-23 18:12:32 281],0.0128,0.0198
15174,139.032,[2023-04-23 18:12:33 281],0.0131,0.0214
15284,140.032,[2023-04-23 18:12:34 281],0.0131,0.0201
15395,141.032,[2023-04-23 18:12:35 281],0.0142,0.0215
15506,142.032,[2023-04-23 18:12:36 281],0.01,0.0171
15611,143.032,[2023-04-23 18:12:37 281],0.0118,0.0189
15721,144.032,[2023-04-23 18:12:38 281],0.0158,0.0234
15832,145.032,[2023-04-23 18:12:39 281],0.0151,0.0209
15942,146.032,[2023-04-23 18:12:40 281],0.0147,0.0214
16050,147.032,[2023-04-23 18:12:41 281],0.0142,0.0227
16160,148.032,[2023-04-23 18:12:42 281],0.0151,0.0231
16271,149.032,[2023-04-23 18:12:43 281],0.0156,0.0243
16379,150.032,[2023-04-23 18:12:44 281],0.0124,0.0177
16488,151.032,[2023-04-23 18:12:45 281],0.0124,0.0181
16599,152.032,[2023-04-23 18:12:46 281],0.0139,0.0209
16710,153.032,[2023-04-23 18:12:47 281],0.0134,0.0214
16816,154.032,[2023-04-23 18:12:48 281],0.0145,0.0225
16926,155.032,[2023-04-23 18:12:49 281],0.0127,0.0189
17037,156.032,[2023-04-23 18:12:50 281],0.0156,0.0203
17147,157.032,[2023-04-23 18:12:51 281],0.0148,0.0217
17255,158.032,[2023-04-23 18:12:52 281],0.0143,0.0214
17365,159.032,[2023-04-23 18:12:53 281],0.012,0.0193
17476,160.032,[2023-04-23 18:12:54 281],0.0111,0.0164
17585,161.032,[2023-04-23 18:12:55 281],0.0116,0.018
17694,162.032,[2023-04-23 18:12:56 281],0.0127,0.0202
17805,163.032,[2023-04-23 18:12:57 281],0.0149,0.0209
17916,164.032,[2023-04-23 18:12:58 281],0.015,0.0227
18023,165.032,[2023-04-23 18:12:59 281],0.0162,0.0247
18133,166.032,[2023-04-23 18:13:00 281],0.0141,0.021
18244,167.032,[2023-04-23 18:13:01 281],0.0144,0.021
18355,168.032,[2023-04-23 18:13:02 281],0.0141,0.021
18465,169.032,[2023-04-23 18:13:03 281],0.0142,0.0201
18572,170.032,[2023-04-23 18:13:04 281],0.0138,0.02
18683,171.032,[2023-04-23 18:13:05 281],0.0155,0.0221
18794,172.032,[2023-04-23 18:13:06 281],0.0111,0.0182
18904,173.032,[2023-04-23 18:13:07 281],0.0118,0.0178
19013,174.032,[2023-04-23 18:13:08 281],0.0131,0.0202
19124,175.032,[2023-04-23 18:13:09 281],0.0134,0.0205
19235,176.032,[2023-04-23 18:13:10 281],0.0142,0.0204
19342,177.032,[2023-04-23 18:13:11 281],0.0125,0.0185
19453,178.032,[2023-04-23 18:13:12 281],0.0119,0.0177
19564,179.032,[2023-04-23 18:13:13 281],0.0128,0.0209
19675,180.032,[2023-04-23 18:13:14 281],0.0121,0.0203
19781,181.032,[2023-04-23 18:13:15 281],0.0138,0.0195
19891,182.032,[2023-04-23 18:13:16 281],0.0154,0.0222
20002,183.032,[2023-04-23 18:13:17 281],0.0181,0.0257
20111,184.032,[2023-04-23 18:13:18 281],0.0146,0.0203
20235,185.193,[2023-04-23 18:13:19 442],0.015,0.0212
20346,186.193,[2023-04-23 18:13:20 442],0.0131,0.0189
20457,187.193,[2023-04-23 18:13:21 442],0.0146,0.0207
20564,188.193,[2023-04-23 18:13:22 442],0.0124,0.0188
20674,189.193,[2023-04-23 18:13:23 442],0.0158,0.0224
20785,190.193,[2023-04-23 18:13:24 442],0.0129,0.019
20896,191.193,[2023-04-23 18:13:25 442],0.0138,0.0195
21005,192.193,[2023-04-23 18:13:26 442],0.0127,0.0196
21116,193.193,[2023-04-23 18:13:27 442],0.0174,0.0238
21227,194.193,[2023-04-23 18:13:28 442],0.0224,0.0311
21336,195.193,[2023-04-23 18:13:29 442],0.0139,0.02
21444,196.193,[2023-04-23 18:13:30 442],0.0133,0.0183
21555,197.193,[2023-04-23 18:13:31 442],0.017,0.024
21666,198.193,[2023-04-23 18:13:32 442],0.0129,0.0189
21775,199.193,[2023-04-23 18:13:33 442],0.0135,0.0197
21884,200.193,[2023-04-23 18:13:34 442],0.0156,0.022
21995,201.193,[2023-04-23 18:13:35 442],0.0148,0.0211
22106,202.193,[2023-04-23 18:13:36 442],0.0175,0.0248
22213,203.193,[2023-04-23 18:13:37 442],0.0156,0.0223
22323,204.193,[2023-04-23 18:13:38 442],0.0156,0.0244
22433,205.193,[2023-04-23 18:13:39 442],0.016,0.0243
22544,206.193,[2023-04-23 18:13:40 442],0.0137,0.021
22654,207.193,[2023-04-23 18:13:41 442],0.0139,0.0205
22762,208.193,[2023-04-23 18:13:42 442],0.0119,0.0175
22873,209.193,[2023-04-23 18:13:43 442],0.0128,0.018
22984,210.193,[2023-04-23 18:13:44 442],0.0103,0.0158
23091,211.193,[2023-04-23 18:13:45 442],0.011,0.0171
23201,212.193,[2023-04-23 18:13:46 442],0.0113,0.0198
23312,213.193,[2023-04-23 18:13:47 442],0.0083,0.0115
23423,214.193,[2023-04-23 18:13:48 442],0.0111,0.0165
23528,215.193,[2023-04-23 18:13:49 442],0.0088,0.0133
23638,216.193,[2023-04-23 18:13:50 442],0.0128,0.0183
23749,217.193,[2023-04-23 18:13:51 442],0.0087,0.0123
23859,218.193,[2023-04-23 18:13:52 442],0.0186,0.0363
23967,219.193,[2023-04-23 18:13:53 442],0.0086,0.0128
24078,220.193,[2023-04-23 18:13:54 442],0.012,0.0163
24189,221.193,[2023-04-23 18:13:55 442],0.0069,0.0097
24297,222.193,[2023-04-23 18:13:56 442],0.0105,0.0159
24406,223.193,[2023-04-23 18:13:57 442],0.0062,0.009
24517,224.193,[2023-04-23 18:13:58 442],0.0054,0.0079
24628,225.193,[2023-04-23 18:13:59 442],0.0056,0.0076
24735,226.193,[2023-04-23 18:14:00 442],0.0021,0.0025
24845,227.193,[2023-04-23 18:14:01 442],0.0019,0.0023
24956,228.193,[2023-04-23 18:14:02 442],0.0021,0.0023
25066,229.193,[2023-04-23 18:14:03 442],0.0023,0.0028
25174,230.193,[2023-04-23 18:14:04 442],0.0021,0.0024
25285,231.193,[2023-04-23 18:14:05 442],0.0018,0.0021
25396,232.193,[2023-04-23 18:14:06 442],0.0016,0.0019
25504,233.193,[2023-04-23 18:14:07 442],0.0018,0.0021
25613,234.193,[2023-04-23 18:14:08 442],0.0023,0.0025
25724,235.193,[2023-04-23 18:14:09 442],0.0022,0.0027
25835,236.193,[2023-04-23 18:14:10 442],0.0018,0.0021
25943,237.193,[2023-04-23 18:14:11 442],0.0019,0.0021
26053,238.193,[2023-04-23 18:14:12 442],0.0019,0.0021
26164,239.193,[2023-04-23 18:14:13 442],0.0018,0.0021
26275,240.193,[2023-04-23 18:14:14 442],0.0019,0.0022
26382,241.193,[2023-04-23 18:14:15 442],0.0018,0.0021
26492,242.193,[2023-04-23 18:14:16 442],0.0017,0.002
26602,243.193,[2023-04-23 18:14:17 442],0.0018,0.002
26713,244.193,[2023-04-23 18:14:18 442],0.0017,0.002
26822,245.193,[2023-04-23 18:14:19 442],0.0016,0.0019
26949,246.355,[2023-04-23 18:14:20 604],0.0033,0.0039
27059,247.355,[2023-04-23 18:14:21 604],0.0043,0.005
27170,248.355,[2023-04-23 18:14:22 604],0.0021,0.0024
27277,249.355,[2023-04-23 18:14:23 604],0.0025,0.0027
27387,250.355,[2023-04-23 18:14:24 604],0.0018,0.0021
27498,251.355,[2023-04-23 18:14:25 604],0.0016,0.0019
27608,252.355,[2023-04-23 18:14:26 604],0.002,0.0023
27717,253.355,[2023-04-23 18:14:27 604],0.002,0.0024
27827,254.355,[2023-04-23 18:14:28 604],0.0018,0.0022
27938,255.355,[2023-04-23 18:14:29 604],0.002,0.0023
28045,256.355,[2023-04-23 18:14:30 604],0.0017,0.002
28154,257.355,[2023-04-23 18:14:31 604],0.0018,0.002
28265,258.355,[2023-04-23 18:14:32 604],0.0024,0.0027
28376,259.355,[2023-04-23 18:14:33 604],0.002,0.0022
28483,260.355,[2023-04-23 18:14:34 604],0.0019,0.0022
28593,261.355,[2023-04-23 18:14:35 604],0.0019,0.0021
28704,262.355,[2023-04-23 18:14:36 604],0.0019,0.0022
28815,263.355,[2023-04-23 18:14:37 604],0.0018,0.0021
28922,264.355,[2023-04-23 18:14:38 604],0.0018,0.0021
29033,265.355,[2023-04-23 18:14:39 604],0.0017,0.002
29143,266.355,[2023-04-23 18:14:40 604],0.0016,0.0018
29252,267.355,[2023-04-23 18:14:41 604],0.0017,0.002
29362,268.355,[2023-04-23 18:14:42 604],0.0019,0.0022
29472,269.355,[2023-04-23 18:14:43 604],0.0019,0.0022
29582,270.355,[2023-04-23 18:14:44 604],0.0019,0.0022
29689,271.355,[2023-04-23 18:14:45 604],0.0019,0.0022
29800,272.355,[2023-04-23 18:14:46 604],0.0017,0.002
29910,273.355,[2023-04-23 18:14:47 604],0.0019,0.0022
30021,274.355,[2023-04-23 18:14:48 604],0.002,0.0022
30127,275.355,[2023-04-23 18:14:49 604],0.0018,0.0021
30238,276.355,[2023-04-23 18:14:50 604],0.0019,0.0021
30348,277.355,[2023-04-23 18:14:51 604],0.0017,0.0019
30457,278.355,[2023-04-23 18:14:52 604],0.0017,0.002
30566,279.355,[2023-04-23 18:14:53 604],0.002,0.0022
30676,280.355,[2023-04-23 18:14:54 604],0.0021,0.0024
30786,281.355,[2023-04-23 18:14:55 604],0.0021,0.0025
30897,282.355,[2023-04-23 18:14:56 604],0.0016,0.002
31005,283.355,[2023-04-23 18:14:57 604],0.0022,0.0025
31115,284.355,[2023-04-23 18:14:58 604],0.0021,0.0023
31226,285.355,[2023-04-23 18:14:59 604],0.0026,0.0029
31337,286.355,[2023-04-23 18:15:00 604],0.0025,0.0029
31443,287.355,[2023-04-23 18:15:01 604],0.0036,0.0041
31553,288.355,[2023-04-23 18:15:02 604],0.0031,0.0037
31664,289.355,[2023-04-23 18:15:03 604],0.0047,0.0066
31773,290.355,[2023-04-23 18:15:04 604],0.0045,0.0071
31882,291.355,[2023-04-23 18:15:05 604],0.0048,0.0059
31992,292.355,[2023-04-23 18:15:06 604],0.0102,0.0161
32103,293.355,[2023-04-23 18:15:07 604],0.0082,0.0122
32211,294.355,[2023-04-23 18:15:08 604],0.0095,0.0149
32321,295.355,[2023-04-23 18:15:09 604],0.0127,0.0178
32432,296.355,[2023-04-23 18:15:10 604],0.0093,0.014
32543,297.355,[2023-04-23 18:15:11 604],0.008,0.0114
32650,298.355,[2023-04-23 18:15:12 604],0.0081,0.012
32760,299.355,[2023-04-23 18:15:13 604],0.0084,0.0123
32871,300.355,[2023-04-23 18:15:14 604],0.0091,0.0137
32982,301.355,[2023-04-23 18:15:15 604],0.0084,0.0121
33089,302.355,[2023-04-23 18:15:16 604],0.0075,0.0118
33199,303.355,[2023-04-23 18:15:17 604],0.0071,0.0101
33309,304.355,[2023-04-23 18:15:18 604],0.0074,0.0113
33418,305.355,[2023-04-23 18:15:19 604],0.01,0.0156
33528,306.355,[2023-04-23 18:15:20 604],0.0115,0.0137
33656,307.517,[2023-04-23 18:15:21 766],0.0144,0.0203
33767,308.517,[2023-04-23 18:15:22 766],0.0134,0.0205
33876,309.517,[2023-04-23 18:15:23 766],0.0162,0.0208
33987,310.517,[2023-04-23 18:15:24 766],0.0125,0.0156
34097,311.517,[2023-04-23 18:15:25 766],0.0052,0.0078
34206,312.517,[2023-04-23 18:15:26 766],0.0118,0.0172
34315,313.517,[2023-04-23 18:15:27 766],0.0112,0.0145
34426,314.517,[2023-04-23 18:15:28 766],0.008,0.0098
34536,315.517,[2023-04-23 18:15:29 766],0.0117,0.0178
34643,316.517,[2023-04-23 18:15:30 766],0.0093,0.0118
34754,317.517,[2023-04-23 18:15:31 766],0.0063,0.0085
34864,318.517,[2023-04-23 18:15:32 766],0.0113,0.0137
34975,319.517,[2023-04-23 18:15:33 766],0.0096,0.0135
35086,320.517,[2023-04-23 18:15:34 766],0.0102,0.0141
35194,321.517,[2023-04-23 18:15:35 766],0.0056,0.0074
35304,322.517,[2023-04-23 18:15:36 766],0.0051,0.0074
35415,323.517,[2023-04-23 18:15:37 766],0.0066,0.0095
35526,324.517,[2023-04-23 18:15:38 766],0.0087,0.0121
35634,325.517,[2023-04-23 18:15:39 766],0.0071,0.0117
35744,326.517,[2023-04-23 18:15:40 766],0.0043,0.0057
35854,327.517,[2023-04-23 18:15:41 766],0.0033,0.004
35961,328.517,[2023-04-23 18:15:42 766],0.0034,0.0053
36071,329.517,[2023-04-23 18:15:43 766],0.0073,0.0105
36181,330.517,[2023-04-23 18:15:44 766],0.0046,0.0086
36291,331.517,[2023-04-23 18:15:45 766],0.0028,0.0034
36397,332.517,[2023-04-23 18:15:46 766],0.0034,0.0039
36508,333.517,[2023-04-23 18:15:47 766],0.0028,0.0033
36618,334.517,[2023-04-23 18:15:48 766],0.0035,0.0041
36728,335.517,[2023-04-23 18:15:49 766],0.0033,0.0037
36837,336.517,[2023-04-23 18:15:50 766],0.0028,0.0032
36948,337.517,[2023-04-23 18:15:51 766],0.0042,0.0046
37058,338.517,[2023-04-23 18:15:52 766],0.0049,0.0063
37166,339.517,[2023-04-23 18:15:53 766],0.0032,0.0045
37276,340.517,[2023-04-23 18:15:54 766],0.0039,0.0045
37386,341.517,[2023-04-23 18:15:55 766],0.0027,0.0031
37497,342.517,[2023-04-23 18:15:56 766],0.003,0.0035
37605,343.517,[2023-04-23 18:15:57 766],0.0037,0.0043
37716,344.517,[2023-04-23 18:15:58 766],0.003,0.0035
37826,345.517,[2023-04-23 18:15:59 766],0.0034,0.0053
37936,346.517,[2023-04-23 18:16:00 766],0.0036,0.0041
38044,347.517,[2023-04-23 18:16:01 766],0.0021,0.0024
38155,348.517,[2023-04-23 18:16:02 766],0.0019,0.0022
38265,349.517,[2023-04-23 18:16:03 766],0.0023,0.0027
38373,350.517,[2023-04-23 18:16:04 766],0.0024,0.0027
38483,351.517,[2023-04-23 18:16:05 766],0.004,0.0048
38593,352.517,[2023-04-23 18:16:06 766],0.0073,0.0079
38703,353.517,[2023-04-23 18:16:07 766],0.0021,0.0025
38810,354.517,[2023-04-23 18:16:08 766],0.0032,0.0037
38921,355.517,[2023-04-23 18:16:09 766],0.0021,0.0025
39031,356.517,[2023-04-23 18:16:10 766],0.0055,0.0066
39142,357.517,[2023-04-23 18:16:11 766],0.0042,0.0055
39253,358.517,[2023-04-23 18:16:12 766],0.004,0.0047
39361,359.517,[2023-04-23 18:16:13 766],0.0039,0.0045
39471,360.517,[2023-04-23 18:16:14 766],0.0089,0.01
39582,361.517,[2023-04-23 18:16:15 766],0.003,0.0034
39692,362.517,[2023-04-23 18:16:16 766],0.0023,0.0026
39801,363.517,[2023-04-23 18:16:17 766],0.0021,0.0025
39911,364.517,[2023-04-23 18:16:18 766],0.0047,0.0069
40021,365.517,[2023-04-23 18:16:19 766],0.0117,0.0158
40129,366.517,[2023-04-23 18:16:20 766],0.0081,0.0095
40240,367.517,[2023-04-23 18:16:21 766],0.0124,0.0151
40367,368.678,[2023-04-23 18:16:22 927],0.0074,0.0083
40478,369.678,[2023-04-23 18:16:23 927],0.0287,0.0374
40585,370.678,[2023-04-23 18:16:24 927],0.0493,0.0731
40696,371.678,[2023-04-23 18:16:25 927],0.0142,0.0182
40806,372.678,[2023-04-23 18:16:26 927],0.0087,0.0112
40914,373.678,[2023-04-23 18:16:27 927],0.0088,0.0127
41023,374.678,[2023-04-23 18:16:28 927],0.0058,0.0073
41133,375.678,[2023-04-23 18:16:29 927],0.0126,0.0151
41243,376.678,[2023-04-23 18:16:30 927],0.0146,0.0179
41350,377.678,[2023-04-23 18:16:31 927],0.0123,0.014
41461,378.678,[2023-04-23 18:16:32 927],0.0182,0.022
41571,379.678,[2023-04-23 18:16:33 927],0.0104,0.0122
41681,380.678,[2023-04-23 18:16:34 927],0.0097,0.0117
41791,381.678,[2023-04-23 18:16:35 927],0.0045,0.0068
41902,382.678,[2023-04-23 18:16:36 927],0.0069,0.0122
42012,383.678,[2023-04-23 18:16:37 927],0.0037,0.0046
42121,384.678,[2023-04-23 18:16:38 927],0.0061,0.0129
42231,385.678,[2023-04-23 18:16:39 927],0.014,0.023
42342,386.678,[2023-04-23 18:16:40 927],0.0141,0.0201
42452,387.678,[2023-04-23 18:16:41 927],0.014,0.0224
42559,388.678,[2023-04-23 18:16:42 927],0.0149,0.0198
42669,389.678,[2023-04-23 18:16:43 927],0.0161,0.0232
42780,390.678,[2023-04-23 18:16:44 927],0.0137,0.0215
42890,391.678,[2023-04-23 18:16:45 927],0.0223,0.0295
42997,392.678,[2023-04-23 18:16:46 927],0.0281,0.0399
43108,393.678,[2023-04-23 18:16:47 927],0.0141,0.0203
43219,394.678,[2023-04-23 18:16:48 927],0.0177,0.0241
43329,395.678,[2023-04-23 18:16:49 927],0.0157,0.0235
43438,396.678,[2023-04-23 18:16:50 927],0.018,0.0318
43547,397.678,[2023-04-23 18:16:51 927],0.0114,0.0155
43658,398.678,[2023-04-23 18:16:52 927],0.0064,0.0093
43768,399.678,[2023-04-23 18:16:53 927],0.0055,0.0078
43875,400.678,[2023-04-23 18:16:54 927],0.0075,0.0094
43986,401.678,[2023-04-23 18:16:55 927],0.0053,0.007
44096,402.678,[2023-04-23 18:16:56 927],0.0048,0.006
44206,403.678,[2023-04-23 18:16:57 927],0.0061,0.0077
44312,404.678,[2023-04-23 18:16:58 927],0.003,0.0036
44423,405.678,[2023-04-23 18:16:59 927],0.0024,0.0029
44533,406.678,[2023-04-23 18:17:00 927],0.0037,0.0046
44643,407.678,[2023-04-23 18:17:01 927],0.004,0.0057
44752,408.678,[2023-04-23 18:17:02 927],0.0041,0.005
44863,409.678,[2023-04-23 18:17:03 927],0.0022,0.0027
44973,410.678,[2023-04-23 18:17:04 927],0.0031,0.0036
45081,411.678,[2023-04-23 18:17:05 927],0.0032,0.0035
45191,412.678,[2023-04-23 18:17:06 927],0.0026,0.0029
45301,413.678,[2023-04-23 18:17:07 927],0.0024,0.0029
45411,414.678,[2023-04-23 18:17:08 927],0.0021,0.0024
45519,415.678,[2023-04-23 18:17:09 927],0.0021,0.0025
45630,416.678,[2023-04-23 18:17:10 927],0.0056,0.0082
45740,417.678,[2023-04-23 18:17:11 927],0.0082,0.0136
45850,418.678,[2023-04-23 18:17:12 927],0.0036,0.0048
45958,419.678,[2023-04-23 18:17:13 927],0.0029,0.0036
46068,420.678,[2023-04-23 18:17:14 927],0.0031,0.0039
46178,421.678,[2023-04-23 18:17:15 927],0.0025,0.0029
46285,422.678,[2023-04-23 18:17:16 927],0.0034,0.0048
46395,423.678,[2023-04-23 18:17:17 927],0.0048,0.0058
46506,424.678,[2023-04-23 18:17:18 927],0.0066,0.0075
46616,425.678,[2023-04-23 18:17:19 927],0.0085,0.0094
46723,426.678,[2023-04-23 18:17:20 927],0.0074,0.0083
46834,427.678,[2023-04-23 18:17:21 927],0.0115,0.0127
