,seconds,date,hr,activity_load_2d,activity_load_3d,IsOnCourt
1212,4174.302,[2023-04-23 19:19:48 551],81.0,0.0021,0.0026,1
1213,4175.302,[2023-04-23 19:19:49 551],80.0,0.0024,0.0028,1
1214,4176.302,[2023-04-23 19:19:50 551],79.0,0.0022,0.0025,1
1215,4177.302,[2023-04-23 19:19:51 551],78.0,0.0021,0.0024,1
1216,4178.302,[2023-04-23 19:19:52 551],76.0,0.0023,0.0027,1
1217,4179.302,[2023-04-23 19:19:53 551],74.0,0.0021,0.0025,1
1218,4180.302,[2023-04-23 19:19:54 551],73.0,0.0031,0.005,1
1219,4181.302,[2023-04-23 19:19:55 551],72.0,0.0191,0.0231,1
1220,4182.302,[2023-04-23 19:19:56 551],71.0,0.0113,0.0162,1
1221,4183.302,[2023-04-23 19:19:57 551],71.0,0.0062,0.0092,1
1222,4184.302,[2023-04-23 19:19:58 551],71.0,0.0079,0.0103,1
1223,4185.302,[2023-04-23 19:19:59 551],71.0,0.0047,0.0059,1
1224,4186.302,[2023-04-23 19:20:00 551],71.0,0.0023,0.0028,1
1225,4187.302,[2023-04-23 19:20:01 551],72.0,0.0022,0.0025,1
1226,4188.302,[2023-04-23 19:20:02 551],72.0,0.0017,0.0019,1
1227,4189.302,[2023-04-23 19:20:03 551],72.0,0.002,0.0022,1
1228,4190.302,[2023-04-23 19:20:04 551],74.0,0.0019,0.0022,1
1229,4191.302,[2023-04-23 19:20:05 551],75.0,0.0017,0.002,1
1230,4192.302,[2023-04-23 19:20:06 551],76.0,0.0018,0.0022,1
1231,4193.302,[2023-04-23 19:20:07 551],77.0,0.0019,0.0021,1
1232,4194.302,[2023-04-23 19:20:08 551],78.0,0.0016,0.0019,1
1233,4195.302,[2023-04-23 19:20:09 551],79.0,0.0019,0.0022,1
1234,4196.302,[2023-04-23 19:20:10 551],78.0,0.0019,0.0021,1
1235,4197.302,[2023-04-23 19:20:11 551],76.0,0.0019,0.0022,1
1236,4198.302,[2023-04-23 19:20:12 551],74.0,0.0016,0.002,1
1237,4199.302,[2023-04-23 19:20:13 551],72.0,0.0018,0.0021,1
1238,4200.302,[2023-04-23 19:20:14 551],70.0,0.0017,0.002,1
1239,4201.302,[2023-04-23 19:20:15 551],68.0,0.0017,0.0021,1
1240,4202.302,[2023-04-23 19:20:16 551],67.0,0.0076,0.0095,1
1241,4203.302,[2023-04-23 19:20:17 551],67.0,0.0235,0.0339,1
1242,4204.302,[2023-04-23 19:20:18 551],66.0,0.017,0.0244,1
1243,4205.302,[2023-04-23 19:20:19 551],66.0,0.0139,0.0226,1
1244,4206.302,[2023-04-23 19:20:20 551],66.0,0.0153,0.0232,1
1245,4207.302,[2023-04-23 19:20:21 551],67.0,0.0025,0.003,1
1246,4208.302,[2023-04-23 19:20:22 551],69.0,0.0021,0.0025,1
1247,4209.302,[2023-04-23 19:20:23 551],70.0,0.0019,0.0022,1
1248,4210.302,[2023-04-23 19:20:24 551],72.0,0.0022,0.0025,1
1249,4211.302,[2023-04-23 19:20:25 551],74.0,0.0024,0.0027,1
1250,4212.302,[2023-04-23 19:20:26 551],75.0,0.0017,0.002,1
1251,4213.302,[2023-04-23 19:20:27 551],76.0,0.002,0.0024,1
1252,4214.302,[2023-04-23 19:20:28 551],76.0,0.0019,0.0022,1
1253,4215.302,[2023-04-23 19:20:29 551],75.0,0.0017,0.0022,1
1254,4216.302,[2023-04-23 19:20:30 551],74.0,0.0018,0.0021,1
1255,4217.302,[2023-04-23 19:20:31 551],73.0,0.0016,0.0021,1
1256,4218.302,[2023-04-23 19:20:32 551],71.0,0.0019,0.0024,1
1257,4219.302,[2023-04-23 19:20:33 551],69.0,0.0018,0.0022,1
1258,4220.302,[2023-04-23 19:20:34 551],68.0,0.0018,0.0022,1
1259,4221.302,[2023-04-23 19:20:35 551],68.0,0.0021,0.0024,1
1260,4222.302,[2023-04-23 19:20:36 551],66.0,0.0023,0.0026,1
1261,4223.302,[2023-04-23 19:20:37 551],65.0,0.0024,0.0028,1
1262,4224.302,[2023-04-23 19:20:38 551],64.0,0.0018,0.0021,1
1263,4225.302,[2023-04-23 19:20:39 551],63.0,0.002,0.0024,1
1264,4226.302,[2023-04-23 19:20:40 551],62.0,0.0018,0.0021,1
1265,4227.302,[2023-04-23 19:20:41 551],63.0,0.0016,0.002,1
1266,4228.302,[2023-04-23 19:20:42 551],64.0,0.0022,0.0025,1
1267,4229.302,[2023-04-23 19:20:43 551],65.0,0.0021,0.0025,1
1268,4230.302,[2023-04-23 19:20:44 551],66.0,0.0019,0.0023,1
1269,4231.302,[2023-04-23 19:20:45 551],67.0,0.0018,0.0021,1
1270,4232.302,[2023-04-23 19:20:46 551],68.0,0.0019,0.0022,1
1271,4233.302,[2023-04-23 19:20:47 551],67.0,0.0024,0.0027,1
1272,4234.302,[2023-04-23 19:20:48 551],67.0,0.0022,0.0025,1
1273,4235.302,[2023-04-23 19:20:49 551],68.0,0.002,0.0023,1
1274,4236.302,[2023-04-23 19:20:50 551],68.0,0.0017,0.002,1
1275,4237.302,[2023-04-23 19:20:51 551],69.0,0.0054,0.0066,1
1276,4238.302,[2023-04-23 19:20:52 551],70.0,0.0068,0.0093,1
1277,4239.302,[2023-04-23 19:20:53 551],69.0,0.0105,0.0123,1
1278,4240.302,[2023-04-23 19:20:54 551],69.0,0.0209,0.0279,1
1279,4241.302,[2023-04-23 19:20:55 551],70.0,0.0295,0.0356,1
1280,4242.302,[2023-04-23 19:20:56 551],70.0,0.0309,0.0595,1
1281,4243.302,[2023-04-23 19:20:57 551],71.0,0.016,0.0188,1
1282,4244.302,[2023-04-23 19:20:58 551],72.0,0.007,0.0085,1
1283,4245.302,[2023-04-23 19:20:59 551],73.0,0.0051,0.0066,1
1284,4246.302,[2023-04-23 19:21:00 551],73.0,0.0198,0.0317,1
1285,4247.302,[2023-04-23 19:21:01 551],73.0,0.0157,0.0251,1
1286,4248.302,[2023-04-23 19:21:02 551],73.0,0.0083,0.0118,1
1287,4249.302,[2023-04-23 19:21:03 551],73.0,0.003,0.0035,1
1288,4250.302,[2023-04-23 19:21:04 551],73.0,0.0027,0.0032,1
1289,4251.302,[2023-04-23 19:21:05 551],73.0,0.0031,0.0041,1
1290,4252.302,[2023-04-23 19:21:06 551],73.0,0.004,0.0052,1
1291,4253.302,[2023-04-23 19:21:07 551],73.0,0.004,0.0051,1
1292,4254.302,[2023-04-23 19:21:08 551],74.0,0.0028,0.0038,1
1293,4255.302,[2023-04-23 19:21:09 551],77.0,0.003,0.0035,1
1294,4256.302,[2023-04-23 19:21:10 551],80.0,0.0023,0.0028,1
1295,4257.302,[2023-04-23 19:21:11 551],81.0,0.0023,0.0027,1
1296,4258.302,[2023-04-23 19:21:12 551],80.0,0.0028,0.0034,1
1297,4259.302,[2023-04-23 19:21:13 551],78.0,0.0038,0.0046,1
1298,4260.302,[2023-04-23 19:21:14 551],77.0,0.0029,0.0036,1
1299,4261.302,[2023-04-23 19:21:15 551],76.0,0.0026,0.0032,1
1300,4262.302,[2023-04-23 19:21:16 551],74.0,0.0026,0.0035,1
1301,4263.302,[2023-04-23 19:21:17 551],73.0,0.0023,0.0028,1
1302,4264.302,[2023-04-23 19:21:18 551],72.0,0.0021,0.0027,1
1303,4265.302,[2023-04-23 19:21:19 551],74.0,0.0027,0.0033,1
1304,4266.302,[2023-04-23 19:21:20 551],75.0,0.0029,0.0035,1
1305,4267.302,[2023-04-23 19:21:21 551],74.0,0.0027,0.0043,1
1306,4268.302,[2023-04-23 19:21:22 551],73.0,0.0026,0.0033,1
1307,4269.302,[2023-04-23 19:21:23 551],72.0,0.0024,0.0029,1
1308,4270.302,[2023-04-23 19:21:24 551],73.0,0.0025,0.0031,1
1309,4271.302,[2023-04-23 19:21:25 551],73.0,0.0033,0.0044,1
1310,4272.302,[2023-04-23 19:21:26 551],72.0,0.0038,0.0047,1
1311,4273.302,[2023-04-23 19:21:27 551],70.0,0.0063,0.0078,1
1312,4274.302,[2023-04-23 19:21:28 551],69.0,0.0049,0.0067,1
1313,4275.302,[2023-04-23 19:21:29 551],69.0,0.0028,0.0037,1
1314,4276.302,[2023-04-23 19:21:30 551],68.0,0.0062,0.0101,1
1315,4277.302,[2023-04-23 19:21:31 551],69.0,0.007,0.0113,1
1316,4278.302,[2023-04-23 19:21:32 551],70.0,0.016,0.0231,1
1317,4279.302,[2023-04-23 19:21:33 551],70.0,0.0178,0.0208,1
1318,4280.302,[2023-04-23 19:21:34 551],71.0,0.1087,0.1343,1
1319,4281.302,[2023-04-23 19:21:35 551],73.0,0.0251,0.0351,1
1320,4282.302,[2023-04-23 19:21:36 551],76.0,0.0141,0.0175,1
1321,4283.302,[2023-04-23 19:21:37 551],79.0,0.0221,0.03,1
1322,4284.302,[2023-04-23 19:21:38 551],81.0,0.0305,0.0483,1
1323,4285.302,[2023-04-23 19:21:39 551],81.0,0.0437,0.0727,1
1324,4286.302,[2023-04-23 19:21:40 551],82.0,0.0318,0.0448,1
1325,4287.302,[2023-04-23 19:21:41 551],86.0,0.0305,0.0447,1
1326,4288.302,[2023-04-23 19:21:42 551],87.0,0.037,0.0562,1
1327,4289.302,[2023-04-23 19:21:43 551],88.0,0.0095,0.0142,1
1328,4290.302,[2023-04-23 19:21:44 551],89.0,0.0043,0.0051,1
1329,4291.302,[2023-04-23 19:21:45 551],89.0,0.004,0.0044,1
1330,4292.302,[2023-04-23 19:21:46 551],90.0,0.0044,0.0053,1
1331,4293.302,[2023-04-23 19:21:47 551],91.0,0.0037,0.0041,1
1332,4294.302,[2023-04-23 19:21:48 551],92.0,0.0099,0.0113,1
1333,4295.302,[2023-04-23 19:21:49 551],94.0,0.0144,0.0183,1
1334,4296.302,[2023-04-23 19:21:50 551],98.0,0.0114,0.0195,1
1335,4297.302,[2023-04-23 19:21:51 551],101.0,0.0067,0.01,1
1336,4298.302,[2023-04-23 19:21:52 551],103.0,0.0157,0.0292,1
1337,4299.302,[2023-04-23 19:21:53 551],102.0,0.0536,0.135,1
1338,4300.302,[2023-04-23 19:21:54 551],100.0,0.057,0.163,1
1339,4301.302,[2023-04-23 19:21:55 551],99.0,0.0681,0.1472,1
1340,4302.302,[2023-04-23 19:21:56 551],98.0,0.0545,0.1439,1
1341,4303.302,[2023-04-23 19:21:57 551],97.0,0.0579,0.1305,1
1342,4304.302,[2023-04-23 19:21:58 551],97.0,0.1102,0.2172,1
1343,4305.302,[2023-04-23 19:21:59 551],96.0,0.0972,0.176,1
1344,4306.302,[2023-04-23 19:22:00 551],96.0,0.0634,0.1426,1
1345,4307.302,[2023-04-23 19:22:01 551],96.0,0.062,0.1411,1
1346,4308.302,[2023-04-23 19:22:02 551],96.0,0.1115,0.1887,1
1347,4309.302,[2023-04-23 19:22:03 551],96.0,0.0855,0.1847,1
1348,4310.302,[2023-04-23 19:22:04 551],97.0,0.0696,0.1431,1
1349,4311.302,[2023-04-23 19:22:05 551],97.0,0.0425,0.0675,1
1350,4312.302,[2023-04-23 19:22:06 551],97.0,0.0589,0.0665,1
1351,4313.302,[2023-04-23 19:22:07 551],97.0,0.0356,0.0398,1
1352,4314.302,[2023-04-23 19:22:08 551],97.0,0.0033,0.006,1
1353,4315.302,[2023-04-23 19:22:09 551],97.0,0.0067,0.0094,1
1354,4316.302,[2023-04-23 19:22:10 551],98.0,0.0098,0.0122,1
1355,4317.302,[2023-04-23 19:22:11 551],99.0,0.0121,0.0152,1
1356,4318.302,[2023-04-23 19:22:12 551],99.0,0.0066,0.0076,1
1357,4319.302,[2023-04-23 19:22:13 551],100.0,0.0091,0.0109,1
1358,4320.302,[2023-04-23 19:22:14 551],100.0,0.0134,0.0171,1
1359,4321.302,[2023-04-23 19:22:15 551],100.0,0.0077,0.0108,1
1360,4322.302,[2023-04-23 19:22:16 551],100.0,0.0112,0.0136,1
1361,4323.302,[2023-04-23 19:22:17 551],100.0,0.008,0.0095,1
1362,4324.302,[2023-04-23 19:22:18 551],103.0,0.0089,0.0112,1
1363,4325.302,,104.5,0.0172,0.0234,1
1364,4326.302,,104.5,0.0195,0.0301,1
1365,4327.302,[2023-04-23 19:22:21 551],109.0,0.03,0.0436,1
1366,4328.302,[2023-04-23 19:22:22 551],109.0,0.0725,0.0991,1
1367,4329.302,[2023-04-23 19:22:23 551],108.0,0.0412,0.0757,1
1368,4330.302,[2023-04-23 19:22:24 551],110.0,0.0807,0.1535,1
1369,4331.302,[2023-04-23 19:22:25 551],114.0,0.0836,0.1537,1
1370,4332.302,[2023-04-23 19:22:26 551],115.0,0.0585,0.087,1
1371,4333.302,[2023-04-23 19:22:27 551],116.0,0.0462,0.0679,1
1372,4334.302,[2023-04-23 19:22:28 551],117.0,0.0447,0.0722,1
1373,4335.302,[2023-04-23 19:22:29 551],116.0,0.0686,0.1333,1
1374,4336.302,[2023-04-23 19:22:30 551],115.0,0.0902,0.1536,1
1375,4337.302,[2023-04-23 19:22:31 551],116.0,0.0503,0.0919,1
1376,4338.302,[2023-04-23 19:22:32 551],119.0,0.0651,0.1207,1
1377,4339.302,[2023-04-23 19:22:33 551],124.0,0.0424,0.0898,1
1378,4340.302,[2023-04-23 19:22:34 551],125.0,0.029,0.047,1
1379,4341.302,[2023-04-23 19:22:35 551],124.0,0.0193,0.0312,1
1380,4342.302,[2023-04-23 19:22:36 551],124.0,0.0232,0.0379,1
1381,4343.302,[2023-04-23 19:22:37 551],126.0,0.0283,0.0358,1
1382,4344.302,[2023-04-23 19:22:38 551],129.0,0.039,0.0517,1
1383,4345.302,[2023-04-23 19:22:39 551],132.0,0.0342,0.055,1
1384,4346.302,[2023-04-23 19:22:40 551],134.0,0.0487,0.0778,1
1385,4347.302,[2023-04-23 19:22:41 551],135.0,0.0322,0.0526,1
1386,4348.302,[2023-04-23 19:22:42 551],136.0,0.0151,0.0237,1
1387,4349.302,[2023-04-23 19:22:43 551],137.0,0.0109,0.0176,1
1388,4350.302,[2023-04-23 19:22:44 551],138.0,0.0118,0.0168,1
1389,4351.302,[2023-04-23 19:22:45 551],139.0,0.0176,0.0264,1
1390,4352.302,[2023-04-23 19:22:46 551],140.0,0.0379,0.0555,1
1391,4353.302,[2023-04-23 19:22:47 551],141.0,0.0667,0.121,1
1392,4354.302,[2023-04-23 19:22:48 551],141.0,0.0271,0.0414,1
1393,4355.302,[2023-04-23 19:22:49 551],142.0,0.0364,0.0592,1
1394,4356.302,[2023-04-23 19:22:50 551],141.0,0.0639,0.0856,1
1395,4357.302,[2023-04-23 19:22:51 551],141.0,0.0706,0.1128,1
1396,4358.302,[2023-04-23 19:22:52 551],141.0,0.1879,0.2648,1
1397,4359.302,[2023-04-23 19:22:53 551],140.0,0.3017,0.4299,1
1398,4360.302,[2023-04-23 19:22:54 551],139.0,0.289,0.4024,1
1399,4361.302,[2023-04-23 19:22:55 551],139.0,0.2285,0.3692,1
1400,4362.302,[2023-04-23 19:22:56 551],139.0,0.1288,0.2295,1
1401,4363.302,[2023-04-23 19:22:57 551],139.0,0.026,0.0384,1
1402,4364.302,[2023-04-23 19:22:58 551],139.0,0.0118,0.0192,1
1403,4365.302,[2023-04-23 19:22:59 551],139.0,0.0194,0.0311,1
1404,4366.302,[2023-04-23 19:23:00 551],139.0,0.017,0.0256,1
1405,4367.302,[2023-04-23 19:23:01 551],138.0,0.0088,0.0136,1
1406,4368.302,[2023-04-23 19:23:02 551],139.0,0.0101,0.0126,1
1407,4369.302,[2023-04-23 19:23:03 551],142.0,0.0083,0.0102,1
1408,4370.302,[2023-04-23 19:23:04 551],146.0,0.0114,0.0166,1
1409,4371.302,[2023-04-23 19:23:05 551],150.0,0.016,0.0216,1
1410,4372.302,[2023-04-23 19:23:06 551],153.0,0.0177,0.027,1
1411,4373.302,[2023-04-23 19:23:07 551],155.0,0.0129,0.0192,1
1412,4374.302,[2023-04-23 19:23:08 551],156.0,0.0132,0.0171,1
1413,4375.302,[2023-04-23 19:23:09 551],157.0,0.0134,0.0227,1
1414,4376.302,[2023-04-23 19:23:10 551],159.0,0.0138,0.0221,1
1415,4377.302,[2023-04-23 19:23:11 551],160.0,0.0154,0.0212,1
1416,4378.302,[2023-04-23 19:23:12 551],160.0,0.0188,0.0306,1
1417,4379.302,[2023-04-23 19:23:13 551],160.0,0.0111,0.0156,1
1418,4380.302,[2023-04-23 19:23:14 551],160.0,0.0171,0.0282,1
1419,4381.302,[2023-04-23 19:23:15 551],159.0,0.0149,0.0214,1
1420,4382.302,[2023-04-23 19:23:16 551],159.0,0.0381,0.0537,1
1421,4383.302,[2023-04-23 19:23:17 551],160.0,0.0443,0.0674,1
1422,4384.302,[2023-04-23 19:23:18 551],160.0,0.0295,0.0484,1
1423,4385.302,[2023-04-23 19:23:19 551],159.0,0.0556,0.0847,1
1424,4386.302,[2023-04-23 19:23:20 551],157.0,0.0238,0.0353,1
1425,4387.302,[2023-04-23 19:23:21 551],155.0,0.0537,0.0691,1
1426,4388.302,[2023-04-23 19:23:22 551],153.0,0.067,0.1074,1
1427,4389.302,[2023-04-23 19:23:23 551],149.0,0.0377,0.0462,1
1428,4390.302,[2023-04-23 19:23:24 551],147.0,0.027,0.0367,1
1429,4391.302,[2023-04-23 19:23:25 551],146.0,0.0393,0.0623,1
1430,4392.302,[2023-04-23 19:23:26 551],146.0,0.0938,0.1458,1
1431,4393.302,[2023-04-23 19:23:27 551],146.0,0.1007,0.1682,1
1432,4394.302,[2023-04-23 19:23:28 551],148.0,0.0964,0.1737,1
1433,4395.302,[2023-04-23 19:23:29 551],148.0,0.063,0.1254,1
1434,4396.302,[2023-04-23 19:23:30 551],150.0,0.1168,0.1668,1
1435,4397.302,[2023-04-23 19:23:31 551],151.0,0.1468,0.2364,1
1436,4398.302,[2023-04-23 19:23:32 551],151.0,0.1648,0.2566,1
1437,4399.302,[2023-04-23 19:23:33 551],153.0,0.2024,0.2858,1
1438,4400.302,[2023-04-23 19:23:34 551],153.0,0.0982,0.1528,1
1439,4401.302,[2023-04-23 19:23:35 551],150.0,0.025,0.0389,1
1440,4402.302,[2023-04-23 19:23:36 551],150.0,0.0378,0.0544,1
1441,4403.302,[2023-04-23 19:23:37 551],154.0,0.0667,0.1004,1
1442,4404.302,[2023-04-23 19:23:38 551],158.0,0.0385,0.0876,1
1443,4405.302,[2023-04-23 19:23:39 551],160.0,0.0518,0.0839,1
1444,4406.302,[2023-04-23 19:23:40 551],164.0,0.1303,0.1849,1
1445,4407.302,[2023-04-23 19:23:41 551],166.0,0.1791,0.249,1
1446,4408.302,[2023-04-23 19:23:42 551],168.0,0.1896,0.2589,1
1447,4409.302,[2023-04-23 19:23:43 551],169.0,0.1903,0.2899,1
1448,4410.302,[2023-04-23 19:23:44 551],169.0,0.1107,0.1852,1
1449,4411.302,[2023-04-23 19:23:45 551],170.0,0.0835,0.148,1
1450,4412.302,[2023-04-23 19:23:46 551],171.0,0.1154,0.183,1
1451,4413.302,[2023-04-23 19:23:47 551],171.0,0.1073,0.1876,1
1452,4414.302,[2023-04-23 19:23:48 551],172.0,0.0246,0.0395,1
1453,4415.302,[2023-04-23 19:23:49 551],173.0,0.0091,0.0138,1
1454,4416.302,[2023-04-23 19:23:50 551],174.0,0.0081,0.0123,1
1455,4417.302,[2023-04-23 19:23:51 551],174.0,0.009,0.0138,1
1456,4418.302,[2023-04-23 19:23:52 551],173.0,0.0136,0.0214,1
1457,4419.302,[2023-04-23 19:23:53 551],172.0,0.0071,0.0096,1
1458,4420.302,[2023-04-23 19:23:54 551],174.0,0.0062,0.0089,1
1459,4421.302,[2023-04-23 19:23:55 551],174.0,0.0115,0.0178,1
1460,4422.302,[2023-04-23 19:23:56 551],173.0,0.0104,0.0163,1
1461,4423.302,[2023-04-23 19:23:57 551],174.0,0.0062,0.0095,1
1462,4424.302,[2023-04-23 19:23:58 551],174.0,0.0056,0.009,1
1463,4425.302,[2023-04-23 19:23:59 551],173.0,0.009,0.015,1
1464,4426.302,[2023-04-23 19:24:00 551],174.0,0.0091,0.014,1
1465,4427.302,[2023-04-23 19:24:01 551],175.0,0.0126,0.0203,1
1466,4428.302,[2023-04-23 19:24:02 551],174.0,0.0106,0.0153,1
1467,4429.302,[2023-04-23 19:24:03 551],174.0,0.0094,0.0129,1
1468,4430.302,[2023-04-23 19:24:04 551],175.0,0.0149,0.021,1
1469,4431.302,[2023-04-23 19:24:05 551],175.0,0.0241,0.0333,1
1470,4432.302,[2023-04-23 19:24:06 551],174.0,0.0163,0.0231,1
1471,4433.302,[2023-04-23 19:24:07 551],173.0,0.0988,0.1626,1
1472,4434.302,[2023-04-23 19:24:08 551],169.0,0.1021,0.158,1
1473,4435.302,[2023-04-23 19:24:09 551],165.0,0.0562,0.1012,1
1474,4436.302,[2023-04-23 19:24:10 551],161.0,0.0159,0.0253,1
1475,4437.302,[2023-04-23 19:24:11 551],157.0,0.0106,0.0167,1
1476,4438.302,[2023-04-23 19:24:12 551],155.0,0.014,0.0204,1
1477,4439.302,[2023-04-23 19:24:13 551],156.0,0.0205,0.0298,1
1478,4440.302,[2023-04-23 19:24:14 551],158.0,0.0137,0.0198,1
1479,4441.302,[2023-04-23 19:24:15 551],156.0,0.0138,0.0191,1
1480,4442.302,[2023-04-23 19:24:16 551],155.0,0.0114,0.0196,1
1481,4443.302,[2023-04-23 19:24:17 551],154.0,0.0111,0.0155,1
1482,4444.302,[2023-04-23 19:24:18 551],155.0,0.0307,0.0449,1
1483,4445.302,[2023-04-23 19:24:19 551],155.0,0.0973,0.1415,1
1484,4446.302,[2023-04-23 19:24:20 551],156.0,0.2544,0.3555,1
1485,4447.302,[2023-04-23 19:24:21 551],154.0,0.2857,0.4315,1
1486,4448.302,[2023-04-23 19:24:22 551],153.0,0.1813,0.321,1
1487,4449.302,[2023-04-23 19:24:23 551],152.0,0.1788,0.2801,1
1488,4450.302,[2023-04-23 19:24:24 551],151.0,0.2833,0.4357,1
1489,4451.302,[2023-04-23 19:24:25 551],151.0,0.2754,0.4084,1
1490,4452.302,[2023-04-23 19:24:26 551],151.0,0.057,0.0906,1
1491,4453.302,[2023-04-23 19:24:27 551],151.0,0.1001,0.1465,1
1492,4454.302,[2023-04-23 19:24:28 551],154.0,0.1386,0.2111,1
1493,4455.302,[2023-04-23 19:24:29 551],159.0,0.1876,0.2664,1
1494,4456.302,[2023-04-23 19:24:30 551],160.0,0.1954,0.2724,1
1495,4457.302,[2023-04-23 19:24:31 551],160.0,0.1904,0.2726,1
1496,4458.302,[2023-04-23 19:24:32 551],163.0,0.2108,0.3004,1
1497,4459.302,[2023-04-23 19:24:33 551],166.0,0.1291,0.221,1
1498,4460.302,[2023-04-23 19:24:34 551],167.0,0.0496,0.0784,1
1499,4461.302,[2023-04-23 19:24:35 551],167.0,0.0145,0.0233,1
1500,4462.302,[2023-04-23 19:24:36 551],168.0,0.0139,0.0188,1
1501,4463.302,[2023-04-23 19:24:37 551],171.0,0.0077,0.0116,1
1502,4464.302,[2023-04-23 19:24:38 551],175.0,0.0096,0.014,1
1503,4465.302,[2023-04-23 19:24:39 551],178.0,0.0111,0.0151,1
1504,4466.302,[2023-04-23 19:24:40 551],178.0,0.0089,0.0132,1
1505,4467.302,[2023-04-23 19:24:41 551],179.0,0.0068,0.0092,1
1506,4468.302,[2023-04-23 19:24:42 551],179.0,0.0076,0.0104,1
1507,4469.302,[2023-04-23 19:24:43 551],179.0,0.0058,0.0074,1
1508,4470.302,[2023-04-23 19:24:44 551],178.0,0.0068,0.0088,1
1509,4471.302,[2023-04-23 19:24:45 551],179.0,0.0106,0.0145,1
1510,4472.302,[2023-04-23 19:24:46 551],179.0,0.0122,0.0182,1
1511,4473.302,[2023-04-23 19:24:47 551],179.0,0.0081,0.0114,1
1512,4474.302,[2023-04-23 19:24:48 551],178.0,0.0096,0.0169,1
1513,4475.302,[2023-04-23 19:24:49 551],177.0,0.0204,0.03,1
1514,4476.302,[2023-04-23 19:24:50 551],176.0,0.0121,0.0172,1
1515,4477.302,[2023-04-23 19:24:51 551],176.0,0.0169,0.0285,1
1516,4478.302,[2023-04-23 19:24:52 551],175.0,0.0124,0.0179,1
1517,4479.302,[2023-04-23 19:24:53 551],174.0,0.0089,0.0135,1
1518,4480.302,[2023-04-23 19:24:54 551],174.0,0.0155,0.0247,1
1519,4481.302,[2023-04-23 19:24:55 551],173.0,0.0207,0.0322,1
1520,4482.302,[2023-04-23 19:24:56 551],172.0,0.0475,0.0649,1
1521,4483.302,[2023-04-23 19:24:57 551],171.0,0.0889,0.1305,1
1522,4484.302,[2023-04-23 19:24:58 551],169.0,0.0749,0.1214,1
1523,4485.302,[2023-04-23 19:24:59 551],167.0,0.0723,0.1186,1
1524,4486.302,[2023-04-23 19:25:00 551],167.0,0.0964,0.1591,1
1525,4487.302,[2023-04-23 19:25:01 551],167.0,0.0591,0.093,1
1526,4488.302,[2023-04-23 19:25:02 551],166.0,0.0432,0.0753,1
1527,4489.302,[2023-04-23 19:25:03 551],164.0,0.0255,0.0355,1
1528,4490.302,[2023-04-23 19:25:04 551],163.0,0.0154,0.0243,1
1529,4491.302,[2023-04-23 19:25:05 551],163.0,0.0434,0.0653,1
1530,4492.302,[2023-04-23 19:25:06 551],163.0,0.0244,0.0343,1
1531,4493.302,[2023-04-23 19:25:07 551],163.0,0.0112,0.0166,1
1532,4494.302,[2023-04-23 19:25:08 551],163.0,0.028,0.0524,1
1533,4495.302,[2023-04-23 19:25:09 551],164.0,0.0246,0.0428,1
1534,4496.302,[2023-04-23 19:25:10 551],165.0,0.0101,0.0139,1
1535,4497.302,[2023-04-23 19:25:11 551],165.0,0.0185,0.0242,1
1536,4498.302,[2023-04-23 19:25:12 551],165.0,0.0163,0.0258,1
1537,4499.302,[2023-04-23 19:25:13 551],166.0,0.0228,0.0374,1
1538,4500.302,[2023-04-23 19:25:14 551],167.0,0.0253,0.0414,1
1539,4501.302,[2023-04-23 19:25:15 551],165.0,0.0225,0.0369,1
1540,4502.302,[2023-04-23 19:25:16 551],163.0,0.0242,0.0366,1
1541,4503.302,[2023-04-23 19:25:17 551],161.0,0.0203,0.0325,1
1542,4504.302,[2023-04-23 19:25:18 551],159.0,0.0156,0.0246,1
1543,4505.302,[2023-04-23 19:25:19 551],157.0,0.0182,0.0284,1
1544,4506.302,[2023-04-23 19:25:20 551],153.0,0.0198,0.0292,1
1545,4507.302,[2023-04-23 19:25:21 551],152.0,0.0054,0.0081,1
1546,4508.302,[2023-04-23 19:25:22 551],153.0,0.0042,0.006,1
1547,4509.302,[2023-04-23 19:25:23 551],154.0,0.005,0.0075,1
1548,4510.302,[2023-04-23 19:25:24 551],153.0,0.003,0.0038,1
1549,4511.302,[2023-04-23 19:25:25 551],154.0,0.0031,0.0038,1
1550,4512.302,[2023-04-23 19:25:26 551],154.0,0.006,0.0092,1
1551,4513.302,[2023-04-23 19:25:27 551],154.0,0.0144,0.0231,1
1552,4514.302,[2023-04-23 19:25:28 551],151.0,0.0061,0.0076,1
1553,4515.302,[2023-04-23 19:25:29 551],149.0,0.0035,0.0042,1
1554,4516.302,[2023-04-23 19:25:30 551],147.0,0.0034,0.0038,1
1555,4517.302,[2023-04-23 19:25:31 551],144.0,0.0029,0.0033,1
1556,4518.302,[2023-04-23 19:25:32 551],142.0,0.0032,0.0038,1
1557,4519.302,[2023-04-23 19:25:33 551],142.0,0.0031,0.0036,1
1558,4520.302,[2023-04-23 19:25:34 551],141.0,0.0031,0.0037,1
1559,4521.302,[2023-04-23 19:25:35 551],142.0,0.0031,0.0036,1
1560,4522.302,[2023-04-23 19:25:36 551],142.0,0.0026,0.003,1
1561,4523.302,[2023-04-23 19:25:37 551],141.0,0.0027,0.0033,1
1562,4524.302,[2023-04-23 19:25:38 551],138.0,0.0027,0.0032,1
