,seconds,date,hr,activity_load_2d,activity_load_3d,IsOnCourt
0,2962.302,[2023-04-23 18:59:36 551],87.0,0.016,0.0193,0
1,2963.302,[2023-04-23 18:59:37 551],86.0,0.0144,0.0164,0
2,2964.302,[2023-04-23 18:59:38 551],86.0,0.0105,0.0125,0
3,2965.302,[2023-04-23 18:59:39 551],85.0,0.0076,0.0091,0
4,2966.302,[2023-04-23 18:59:40 551],86.0,0.0066,0.0075,0
5,2967.302,[2023-04-23 18:59:41 551],86.0,0.0113,0.0129,0
6,2968.302,[2023-04-23 18:59:42 551],86.0,0.0033,0.0038,0
7,2969.302,[2023-04-23 18:59:43 551],85.0,0.0022,0.0027,0
8,2970.302,[2023-04-23 18:59:44 551],84.0,0.002,0.0023,0
9,2971.302,[2023-04-23 18:59:45 551],84.0,0.0019,0.0022,0
10,2972.302,[2023-04-23 18:59:46 551],83.0,0.0023,0.0031,0
11,2973.302,[2023-04-23 18:59:47 551],84.0,0.0028,0.0044,0
12,2974.302,[2023-04-23 18:59:48 551],85.0,0.0028,0.0035,0
13,2975.302,[2023-04-23 18:59:49 551],87.0,0.0023,0.0029,0
14,2976.302,[2023-04-23 18:59:50 551],89.0,0.0022,0.0026,0
15,2977.302,[2023-04-23 18:59:51 551],90.0,0.0021,0.0025,0
16,2978.302,[2023-04-23 18:59:52 551],90.0,0.0067,0.0156,0
17,2979.302,[2023-04-23 18:59:53 551],88.0,0.0262,0.0642,0
18,2980.302,[2023-04-23 18:59:54 551],85.0,0.0257,0.0549,0
19,2981.302,[2023-04-23 18:59:55 551],84.0,0.0262,0.0447,0
20,2982.302,[2023-04-23 18:59:56 551],83.0,0.0287,0.0353,0
21,2983.302,[2023-04-23 18:59:57 551],83.0,0.0182,0.0252,0
22,2984.302,[2023-04-23 18:59:58 551],84.0,0.0174,0.0223,0
23,2985.302,[2023-04-23 18:59:59 551],87.0,0.0165,0.0252,0
24,2986.302,[2023-04-23 19:00:00 551],89.0,0.0111,0.0169,0
25,2987.302,[2023-04-23 19:00:01 551],92.0,0.0136,0.0196,0
26,2988.302,[2023-04-23 19:00:02 551],94.0,0.0094,0.0186,0
27,2989.302,[2023-04-23 19:00:03 551],93.0,0.0125,0.0203,0
28,2990.302,[2023-04-23 19:00:04 551],94.0,0.0129,0.0252,0
29,2991.302,[2023-04-23 19:00:05 551],95.0,0.0058,0.0074,0
30,2992.302,[2023-04-23 19:00:06 551],97.0,0.0054,0.0087,0
31,2993.302,[2023-04-23 19:00:07 551],98.0,0.0033,0.0045,0
32,2994.302,[2023-04-23 19:00:08 551],99.0,0.0045,0.0069,0
33,2995.302,[2023-04-23 19:00:09 551],99.0,0.0064,0.0104,0
34,2996.302,[2023-04-23 19:00:10 551],99.0,0.0066,0.0092,0
35,2997.302,[2023-04-23 19:00:11 551],99.0,0.0049,0.0074,0
36,2998.302,[2023-04-23 19:00:12 551],99.0,0.0025,0.0033,0
37,2999.302,[2023-04-23 19:00:13 551],99.0,0.0032,0.0056,0
38,3000.302,[2023-04-23 19:00:14 551],99.0,0.0042,0.0078,0
39,3001.302,[2023-04-23 19:00:15 551],99.0,0.0048,0.0079,0
40,3002.302,[2023-04-23 19:00:16 551],99.0,0.0034,0.0042,0
41,3003.302,[2023-04-23 19:00:17 551],99.0,0.0022,0.0028,0
42,3004.302,[2023-04-23 19:00:18 551],99.0,0.0041,0.0059,0
43,3005.302,[2023-04-23 19:00:19 551],99.0,0.0035,0.0054,0
44,3006.302,[2023-04-23 19:00:20 551],99.0,0.0047,0.0075,0
45,3007.302,[2023-04-23 19:00:21 551],99.0,0.004,0.0063,0
46,3008.302,[2023-04-23 19:00:22 551],99.0,0.0036,0.0049,0
47,3009.302,[2023-04-23 19:00:23 551],99.0,0.0035,0.0051,0
48,3010.302,[2023-04-23 19:00:24 551],99.0,0.002,0.0025,0
49,3011.302,[2023-04-23 19:00:25 551],99.0,0.002,0.0023,0
50,3012.302,[2023-04-23 19:00:26 551],99.0,0.0019,0.0024,0
51,3013.302,[2023-04-23 19:00:27 551],99.0,0.002,0.0024,0
52,3014.302,[2023-04-23 19:00:28 551],98.0,0.002,0.0023,0
53,3015.302,[2023-04-23 19:00:29 551],96.0,0.0018,0.0022,0
54,3016.302,[2023-04-23 19:00:30 551],94.0,0.0019,0.0024,0
55,3017.302,[2023-04-23 19:00:31 551],89.0,0.0018,0.0021,0
56,3018.302,,87.5,0.0019,0.0023,0
57,3019.302,,87.5,0.002,0.0024,0
58,3020.302,[2023-04-23 19:00:34 551],86.0,0.0018,0.0022,0
59,3021.302,[2023-04-23 19:00:35 551],84.0,0.0019,0.0023,0
60,3022.302,[2023-04-23 19:00:36 551],84.0,0.0019,0.0023,0
61,3023.302,[2023-04-23 19:00:37 551],83.0,0.0019,0.0022,0
62,3024.302,[2023-04-23 19:00:38 551],82.0,0.0019,0.0022,0
63,3025.302,[2023-04-23 19:00:39 551],80.0,0.0017,0.002,0
64,3026.302,[2023-04-23 19:00:40 551],78.0,0.0018,0.0021,0
65,3027.302,[2023-04-23 19:00:41 551],76.0,0.0018,0.0022,0
66,3028.302,[2023-04-23 19:00:42 551],75.0,0.0019,0.0023,0
67,3029.302,[2023-04-23 19:00:43 551],75.0,0.0018,0.0021,0
68,3030.302,[2023-04-23 19:00:44 551],76.0,0.0019,0.0023,0
69,3031.302,[2023-04-23 19:00:45 551],80.0,0.0019,0.0023,0
70,3032.302,[2023-04-23 19:00:46 551],82.0,0.002,0.0022,0
71,3033.302,[2023-04-23 19:00:47 551],83.0,0.002,0.0023,0
72,3034.302,[2023-04-23 19:00:48 551],82.0,0.002,0.0025,0
73,3035.302,[2023-04-23 19:00:49 551],81.0,0.0019,0.0022,0
74,3036.302,[2023-04-23 19:00:50 551],79.0,0.0021,0.0027,0
75,3037.302,[2023-04-23 19:00:51 551],78.0,0.002,0.0023,0
76,3038.302,[2023-04-23 19:00:52 551],79.0,0.0022,0.0025,0
77,3039.302,[2023-04-23 19:00:53 551],81.0,0.0022,0.0025,0
78,3040.302,[2023-04-23 19:00:54 551],83.0,0.002,0.0023,0
79,3041.302,[2023-04-23 19:00:55 551],86.0,0.002,0.0022,0
80,3042.302,[2023-04-23 19:00:56 551],88.0,0.0022,0.0026,0
81,3043.302,[2023-04-23 19:00:57 551],89.0,0.0019,0.0023,0
82,3044.302,[2023-04-23 19:00:58 551],88.0,0.0019,0.0021,0
83,3045.302,[2023-04-23 19:00:59 551],87.0,0.0022,0.0025,0
84,3046.302,[2023-04-23 19:01:00 551],86.0,0.0021,0.0025,0
85,3047.302,[2023-04-23 19:01:01 551],87.0,0.0022,0.0025,0
86,3048.302,[2023-04-23 19:01:02 551],86.0,0.0063,0.0092,0
87,3049.302,[2023-04-23 19:01:03 551],86.0,0.0215,0.0299,0
88,3050.302,[2023-04-23 19:01:04 551],86.0,0.0218,0.0347,0
89,3051.302,[2023-04-23 19:01:05 551],87.0,0.023,0.035,0
90,3052.302,[2023-04-23 19:01:06 551],90.0,0.0153,0.0192,0
91,3053.302,[2023-04-23 19:01:07 551],91.0,0.0197,0.0246,0
92,3054.302,[2023-04-23 19:01:08 551],93.0,0.0085,0.0104,0
93,3055.302,[2023-04-23 19:01:09 551],95.0,0.009,0.0123,0
94,3056.302,[2023-04-23 19:01:10 551],95.0,0.0136,0.0212,0
95,3057.302,[2023-04-23 19:01:11 551],95.0,0.0178,0.0258,0
96,3058.302,[2023-04-23 19:01:12 551],95.0,0.0185,0.0286,0
97,3059.302,[2023-04-23 19:01:13 551],94.0,0.0176,0.0279,0
98,3060.302,[2023-04-23 19:01:14 551],95.0,0.0229,0.034,0
99,3061.302,[2023-04-23 19:01:15 551],98.0,0.0039,0.0055,0
100,3062.302,[2023-04-23 19:01:16 551],98.0,0.008,0.0116,0
101,3063.302,[2023-04-23 19:01:17 551],98.0,0.011,0.0152,0
102,3064.302,[2023-04-23 19:01:18 551],98.0,0.0135,0.0231,0
103,3065.302,[2023-04-23 19:01:19 551],98.0,0.0152,0.0259,0
104,3066.302,[2023-04-23 19:01:20 551],98.0,0.0141,0.0229,0
105,3067.302,[2023-04-23 19:01:21 551],98.0,0.014,0.0218,0
106,3068.302,[2023-04-23 19:01:22 551],98.0,0.0113,0.0187,0
107,3069.302,[2023-04-23 19:01:23 551],98.0,0.0106,0.019,0
108,3070.302,[2023-04-23 19:01:24 551],98.0,0.0059,0.0097,0
109,3071.302,[2023-04-23 19:01:25 551],98.0,0.004,0.0058,0
110,3072.302,[2023-04-23 19:01:26 551],98.0,0.003,0.0039,0
111,3073.302,[2023-04-23 19:01:27 551],98.0,0.0348,0.0761,0
112,3074.302,[2023-04-23 19:01:28 551],96.0,0.0488,0.1203,0
113,3075.302,[2023-04-23 19:01:29 551],93.0,0.0433,0.0761,0
114,3076.302,[2023-04-23 19:01:30 551],92.0,0.0411,0.1006,0
115,3077.302,[2023-04-23 19:01:31 551],91.0,0.0391,0.0953,0
116,3078.302,[2023-04-23 19:01:32 551],91.0,0.0509,0.1395,0
117,3079.302,[2023-04-23 19:01:33 551],91.0,0.0564,0.1441,0
118,3080.302,[2023-04-23 19:01:34 551],91.0,0.0382,0.0818,0
119,3081.302,[2023-04-23 19:01:35 551],91.0,0.0148,0.0254,0
120,3082.302,[2023-04-23 19:01:36 551],91.0,0.0223,0.0409,0
121,3083.302,[2023-04-23 19:01:37 551],90.0,0.0556,0.1089,0
122,3084.302,[2023-04-23 19:01:38 551],90.0,0.036,0.0687,0
123,3085.302,[2023-04-23 19:01:39 551],91.0,0.0484,0.091,0
124,3086.302,[2023-04-23 19:01:40 551],91.0,0.0287,0.0673,0
125,3087.302,[2023-04-23 19:01:41 551],91.0,0.0371,0.0815,0
126,3088.302,[2023-04-23 19:01:42 551],91.0,0.0291,0.0666,0
127,3089.302,[2023-04-23 19:01:43 551],91.0,0.0264,0.0439,0
128,3090.302,[2023-04-23 19:01:44 551],91.0,0.0253,0.0347,0
129,3091.302,[2023-04-23 19:01:45 551],91.0,0.0076,0.0126,0
130,3092.302,[2023-04-23 19:01:46 551],92.0,0.0063,0.0087,0
131,3093.302,[2023-04-23 19:01:47 551],90.0,0.0164,0.0217,0
132,3094.302,[2023-04-23 19:01:48 551],90.0,0.015,0.0222,0
133,3095.302,[2023-04-23 19:01:49 551],91.0,0.0232,0.0298,0
134,3096.302,[2023-04-23 19:01:50 551],93.0,0.0199,0.0265,0
135,3097.302,[2023-04-23 19:01:51 551],96.0,0.0306,0.0345,0
136,3098.302,[2023-04-23 19:01:52 551],98.0,0.02,0.0246,0
137,3099.302,[2023-04-23 19:01:53 551],101.0,0.0132,0.0166,0
138,3100.302,[2023-04-23 19:01:54 551],100.0,0.0144,0.016,0
139,3101.302,[2023-04-23 19:01:55 551],98.0,0.0107,0.0124,0
140,3102.302,[2023-04-23 19:01:56 551],97.0,0.0092,0.0116,0
141,3103.302,[2023-04-23 19:01:57 551],97.0,0.0068,0.0094,0
142,3104.302,[2023-04-23 19:01:58 551],97.0,0.01,0.0142,0
143,3105.302,[2023-04-23 19:01:59 551],97.0,0.0087,0.0131,0
144,3106.302,[2023-04-23 19:02:00 551],96.0,0.0171,0.0262,0
145,3107.302,[2023-04-23 19:02:01 551],95.0,0.02,0.0286,0
146,3108.302,[2023-04-23 19:02:02 551],95.0,0.0179,0.0287,0
147,3109.302,[2023-04-23 19:02:03 551],96.0,0.0222,0.0363,0
148,3110.302,[2023-04-23 19:02:04 551],96.0,0.0241,0.035,0
149,3111.302,[2023-04-23 19:02:05 551],97.0,0.0395,0.0511,0
150,3112.302,[2023-04-23 19:02:06 551],99.0,0.0151,0.0215,0
151,3113.302,[2023-04-23 19:02:07 551],100.0,0.0113,0.0189,0
152,3114.302,[2023-04-23 19:02:08 551],100.0,0.0122,0.0193,0
153,3115.302,[2023-04-23 19:02:09 551],100.0,0.0112,0.0169,0
154,3116.302,[2023-04-23 19:02:10 551],98.0,0.0109,0.014,0
155,3117.302,[2023-04-23 19:02:11 551],96.0,0.0087,0.0103,0
156,3118.302,[2023-04-23 19:02:12 551],92.0,0.0026,0.0032,0
157,3119.302,[2023-04-23 19:02:13 551],91.0,0.002,0.0023,0
158,3120.302,[2023-04-23 19:02:14 551],90.0,0.0019,0.0023,0
159,3121.302,[2023-04-23 19:02:15 551],89.0,0.0024,0.0028,0
160,3122.302,[2023-04-23 19:02:16 551],88.0,0.0022,0.0028,0
161,3123.302,[2023-04-23 19:02:17 551],84.0,0.0035,0.0042,0
162,3124.302,[2023-04-23 19:02:18 551],83.0,0.0021,0.0026,0
163,3125.302,[2023-04-23 19:02:19 551],81.0,0.0025,0.0028,0
164,3126.302,[2023-04-23 19:02:20 551],79.0,0.002,0.0023,0
165,3127.302,[2023-04-23 19:02:21 551],79.0,0.0022,0.0024,0
166,3128.302,[2023-04-23 19:02:22 551],78.0,0.0021,0.0025,0
167,3129.302,[2023-04-23 19:02:23 551],78.0,0.0021,0.0025,0
168,3130.302,[2023-04-23 19:02:24 551],78.0,0.0024,0.0028,0
169,3131.302,[2023-04-23 19:02:25 551],80.0,0.0073,0.0086,0
170,3132.302,[2023-04-23 19:02:26 551],81.0,0.0148,0.0177,0
171,3133.302,[2023-04-23 19:02:27 551],81.0,0.0175,0.0228,0
172,3134.302,[2023-04-23 19:02:28 551],81.0,0.0558,0.0662,0
173,3135.302,[2023-04-23 19:02:29 551],81.0,0.076,0.1013,0
174,3136.302,[2023-04-23 19:02:30 551],83.0,0.0755,0.1191,0
175,3137.302,[2023-04-23 19:02:31 551],84.0,0.1453,0.2328,0
176,3138.302,[2023-04-23 19:02:32 551],85.0,0.1349,0.2031,0
177,3139.302,[2023-04-23 19:02:33 551],85.0,0.2105,0.2966,0
178,3140.302,[2023-04-23 19:02:34 551],85.0,0.1678,0.2746,0
179,3141.302,[2023-04-23 19:02:35 551],85.0,0.1263,0.1937,0
180,3142.302,[2023-04-23 19:02:36 551],85.0,0.1424,0.2185,0
181,3143.302,[2023-04-23 19:02:37 551],85.0,0.1658,0.2439,0
182,3144.302,[2023-04-23 19:02:38 551],85.0,0.1729,0.2798,0
183,3145.302,[2023-04-23 19:02:39 551],85.0,0.1165,0.201,0
184,3146.302,[2023-04-23 19:02:40 551],85.0,0.0758,0.1105,0
185,3147.302,[2023-04-23 19:02:41 551],85.0,0.0222,0.0314,0
186,3148.302,[2023-04-23 19:02:42 551],85.0,0.0103,0.0146,0
187,3149.302,[2023-04-23 19:02:43 551],85.0,0.0229,0.0321,0
188,3150.302,[2023-04-23 19:02:44 551],85.0,0.0178,0.0235,0
189,3151.302,[2023-04-23 19:02:45 551],85.0,0.005,0.0071,0
190,3152.302,[2023-04-23 19:02:46 551],85.0,0.0073,0.0104,0
191,3153.302,[2023-04-23 19:02:47 551],87.0,0.0118,0.0143,0
192,3154.302,[2023-04-23 19:02:48 551],104.0,0.0054,0.0071,0
193,3155.302,,109.0,0.0044,0.0058,0
194,3156.302,,109.0,0.0117,0.0143,0
195,3157.302,,109.0,0.0077,0.0126,0
196,3158.302,,109.0,0.003,0.0036,0
197,3159.302,,109.0,0.0027,0.0034,0
198,3160.302,,109.0,0.0032,0.0037,0
199,3161.302,,109.0,0.0038,0.0045,0
200,3162.302,,109.0,0.0045,0.0058,0
201,3163.302,,109.0,0.0032,0.0038,0
202,3164.302,,109.0,0.0029,0.0039,0
203,3165.302,,119.0,0.0027,0.0032,0
204,3166.302,,119.0,0.0024,0.0028,0
205,3167.302,,119.0,0.0022,0.0027,0
206,3168.302,,119.0,0.0024,0.0029,0
207,3169.302,,119.0,0.0024,0.0033,0
208,3170.302,,119.0,0.0043,0.0054,0
209,3171.302,,121.5,0.0027,0.0032,0
210,3172.302,,121.5,0.0025,0.0029,0
211,3173.302,[2023-04-23 19:03:07 551],119.0,0.0025,0.0028,0
212,3174.302,[2023-04-23 19:03:08 551],114.0,0.0025,0.0029,0
213,3175.302,[2023-04-23 19:03:09 551],112.0,0.0028,0.0034,0
214,3176.302,[2023-04-23 19:03:10 551],109.0,0.0024,0.0028,0
215,3177.302,[2023-04-23 19:03:11 551],108.0,0.0022,0.0025,0
216,3178.302,[2023-04-23 19:03:12 551],106.0,0.0027,0.0031,0
217,3179.302,[2023-04-23 19:03:13 551],103.0,0.0052,0.0064,0
218,3180.302,[2023-04-23 19:03:14 551],101.0,0.0087,0.0136,0
219,3181.302,[2023-04-23 19:03:15 551],100.0,0.0182,0.0313,0
220,3182.302,[2023-04-23 19:03:16 551],99.0,0.0081,0.0096,0
221,3183.302,[2023-04-23 19:03:17 551],99.0,0.0048,0.0063,0
222,3184.302,[2023-04-23 19:03:18 551],100.0,0.0034,0.0048,0
223,3185.302,[2023-04-23 19:03:19 551],101.0,0.0026,0.003,0
224,3186.302,[2023-04-23 19:03:20 551],104.0,0.0022,0.0026,0
225,3187.302,[2023-04-23 19:03:21 551],107.0,0.0034,0.0039,0
226,3188.302,[2023-04-23 19:03:22 551],107.0,0.0103,0.0159,0
227,3189.302,[2023-04-23 19:03:23 551],106.0,0.0126,0.0228,0
228,3190.302,[2023-04-23 19:03:24 551],106.0,0.0082,0.0119,0
229,3191.302,[2023-04-23 19:03:25 551],106.0,0.0057,0.0083,0
230,3192.302,[2023-04-23 19:03:26 551],105.0,0.0095,0.015,0
231,3193.302,[2023-04-23 19:03:27 551],105.0,0.0327,0.0412,0
232,3194.302,[2023-04-23 19:03:28 551],105.0,0.1199,0.1483,0
233,3195.302,[2023-04-23 19:03:29 551],104.0,0.0258,0.0339,0
234,3196.302,[2023-04-23 19:03:30 551],104.0,0.1348,0.1728,0
235,3197.302,[2023-04-23 19:03:31 551],102.0,0.0128,0.0177,0
236,3198.302,[2023-04-23 19:03:32 551],99.0,0.0095,0.0106,0
237,3199.302,[2023-04-23 19:03:33 551],98.0,0.0024,0.0029,0
238,3200.302,[2023-04-23 19:03:34 551],98.0,0.0402,0.0435,0
239,3201.302,[2023-04-23 19:03:35 551],98.0,0.1432,0.2058,0
240,3202.302,[2023-04-23 19:03:36 551],98.0,0.0313,0.0431,0
241,3203.302,[2023-04-23 19:03:37 551],98.0,0.0204,0.028,0
242,3204.302,[2023-04-23 19:03:38 551],98.0,0.0803,0.1111,0
243,3205.302,[2023-04-23 19:03:39 551],96.0,0.0629,0.0749,0
244,3206.302,[2023-04-23 19:03:40 551],95.0,0.1057,0.1636,0
245,3207.302,[2023-04-23 19:03:41 551],96.0,0.0687,0.1005,0
246,3208.302,[2023-04-23 19:03:42 551],97.0,0.0573,0.0874,0
247,3209.302,[2023-04-23 19:03:43 551],97.0,0.0331,0.0466,0
248,3210.302,[2023-04-23 19:03:44 551],97.0,0.0733,0.1397,0
249,3211.302,[2023-04-23 19:03:45 551],97.0,0.0272,0.0435,0
250,3212.302,[2023-04-23 19:03:46 551],97.0,0.0521,0.0683,0
251,3213.302,[2023-04-23 19:03:47 551],97.0,0.1942,0.2365,0
252,3214.302,[2023-04-23 19:03:48 551],97.0,0.0334,0.0512,0
253,3215.302,[2023-04-23 19:03:49 551],97.0,0.0835,0.1032,0
254,3216.302,[2023-04-23 19:03:50 551],97.0,0.2301,0.2818,0
255,3217.302,[2023-04-23 19:03:51 551],97.0,0.0934,0.1171,0
256,3218.302,[2023-04-23 19:03:52 551],96.0,0.0752,0.1195,0
257,3219.302,[2023-04-23 19:03:53 551],95.0,0.0223,0.0284,0
258,3220.302,[2023-04-23 19:03:54 551],95.0,0.0187,0.0252,0
259,3221.302,[2023-04-23 19:03:55 551],95.0,0.0347,0.0445,0
260,3222.302,[2023-04-23 19:03:56 551],95.0,0.1794,0.2205,0
261,3223.302,[2023-04-23 19:03:57 551],95.0,0.066,0.0883,0
262,3224.302,[2023-04-23 19:03:58 551],96.0,0.0412,0.0534,0
263,3225.302,[2023-04-23 19:03:59 551],97.0,0.0698,0.0843,0
264,3226.302,[2023-04-23 19:04:00 551],98.0,0.159,0.2087,0
265,3227.302,[2023-04-23 19:04:01 551],99.0,0.0205,0.0312,0
266,3228.302,[2023-04-23 19:04:02 551],99.0,0.0113,0.0171,0
267,3229.302,[2023-04-23 19:04:03 551],99.0,0.0107,0.0131,0
268,3230.302,[2023-04-23 19:04:04 551],99.0,0.0304,0.0454,0
269,3231.302,[2023-04-23 19:04:05 551],100.0,0.2206,0.2642,0
270,3232.302,[2023-04-23 19:04:06 551],101.0,0.0267,0.0356,0
271,3233.302,[2023-04-23 19:04:07 551],101.0,0.0134,0.0182,0
272,3234.302,[2023-04-23 19:04:08 551],100.0,0.032,0.046,0
273,3235.302,[2023-04-23 19:04:09 551],100.0,0.1015,0.1502,0
274,3236.302,[2023-04-23 19:04:10 551],101.0,0.0407,0.0548,0
275,3237.302,[2023-04-23 19:04:11 551],103.0,0.014,0.0186,0
276,3238.302,[2023-04-23 19:04:12 551],104.0,0.0141,0.0211,0
277,3239.302,[2023-04-23 19:04:13 551],105.0,0.0137,0.0187,0
278,3240.302,[2023-04-23 19:04:14 551],105.0,0.0227,0.0321,0
279,3241.302,[2023-04-23 19:04:15 551],104.0,0.082,0.0951,0
280,3242.302,[2023-04-23 19:04:16 551],104.0,0.0873,0.1241,0
281,3243.302,[2023-04-23 19:04:17 551],104.0,0.0567,0.0883,0
282,3244.302,[2023-04-23 19:04:18 551],104.0,0.0248,0.0371,0
283,3245.302,[2023-04-23 19:04:19 551],104.0,0.0189,0.0258,0
284,3246.302,[2023-04-23 19:04:20 551],105.0,0.0444,0.0553,0
285,3247.302,[2023-04-23 19:04:21 551],106.0,0.0365,0.0498,0
286,3248.302,[2023-04-23 19:04:22 551],106.0,0.0249,0.038,0
287,3249.302,[2023-04-23 19:04:23 551],107.0,0.0133,0.0222,0
288,3250.302,[2023-04-23 19:04:24 551],108.0,0.0171,0.0252,0
289,3251.302,[2023-04-23 19:04:25 551],108.0,0.0287,0.0427,0
290,3252.302,[2023-04-23 19:04:26 551],108.0,0.0184,0.0234,0
291,3253.302,[2023-04-23 19:04:27 551],108.0,0.0122,0.0172,0
292,3254.302,[2023-04-23 19:04:28 551],108.0,0.0341,0.0415,0
293,3255.302,[2023-04-23 19:04:29 551],106.0,0.0069,0.0113,0
294,3256.302,[2023-04-23 19:04:30 551],104.0,0.0026,0.003,0
295,3257.302,[2023-04-23 19:04:31 551],102.0,0.0052,0.0075,0
296,3258.302,[2023-04-23 19:04:32 551],100.0,0.0082,0.0139,0
297,3259.302,[2023-04-23 19:04:33 551],97.0,0.0162,0.0339,0
298,3260.302,[2023-04-23 19:04:34 551],95.0,0.0027,0.0035,0
299,3261.302,[2023-04-23 19:04:35 551],94.0,0.0051,0.0074,0
300,3262.302,[2023-04-23 19:04:36 551],94.0,0.0081,0.0092,0
301,3263.302,[2023-04-23 19:04:37 551],96.0,0.0051,0.0063,0
302,3264.302,[2023-04-23 19:04:38 551],100.0,0.0081,0.0097,0
303,3265.302,[2023-04-23 19:04:39 551],101.0,0.0054,0.0064,0
304,3266.302,[2023-04-23 19:04:40 551],101.0,0.0031,0.0042,0
305,3267.302,[2023-04-23 19:04:41 551],101.0,0.0028,0.0033,0
306,3268.302,[2023-04-23 19:04:42 551],101.0,0.0036,0.0053,0
307,3269.302,[2023-04-23 19:04:43 551],101.0,0.0038,0.0047,0
308,3270.302,[2023-04-23 19:04:44 551],101.0,0.0025,0.0029,0
309,3271.302,[2023-04-23 19:04:45 551],100.0,0.0029,0.0035,0
310,3272.302,[2023-04-23 19:04:46 551],97.0,0.0029,0.0035,0
311,3273.302,[2023-04-23 19:04:47 551],95.0,0.005,0.0069,0
312,3274.302,[2023-04-23 19:04:48 551],94.0,0.0133,0.0161,0
313,3275.302,[2023-04-23 19:04:49 551],93.0,0.0096,0.0156,0
314,3276.302,[2023-04-23 19:04:50 551],93.0,0.0077,0.012,0
315,3277.302,[2023-04-23 19:04:51 551],94.0,0.0035,0.0043,0
316,3278.302,[2023-04-23 19:04:52 551],94.0,0.015,0.0342,0
317,3279.302,[2023-04-23 19:04:53 551],92.0,0.0056,0.0086,0
318,3280.302,[2023-04-23 19:04:54 551],90.0,0.0034,0.0041,0
319,3281.302,[2023-04-23 19:04:55 551],89.0,0.003,0.0038,0
320,3282.302,[2023-04-23 19:04:56 551],90.0,0.0031,0.0039,0
321,3283.302,[2023-04-23 19:04:57 551],91.0,0.0131,0.0162,0
322,3284.302,[2023-04-23 19:04:58 551],91.0,0.0072,0.0095,0
323,3285.302,[2023-04-23 19:04:59 551],91.0,0.016,0.0232,0
324,3286.302,[2023-04-23 19:05:00 551],89.0,0.0156,0.0191,0
325,3287.302,[2023-04-23 19:05:01 551],86.0,0.0141,0.0166,0
326,3288.302,[2023-04-23 19:05:02 551],87.0,0.0181,0.031,0
327,3289.302,[2023-04-23 19:05:03 551],87.0,0.0082,0.0125,0
328,3290.302,[2023-04-23 19:05:04 551],86.0,0.0056,0.0074,0
329,3291.302,[2023-04-23 19:05:05 551],85.0,0.0045,0.0065,0
330,3292.302,[2023-04-23 19:05:06 551],86.0,0.0024,0.0027,0
331,3293.302,[2023-04-23 19:05:07 551],86.0,0.0119,0.0149,0
332,3294.302,[2023-04-23 19:05:08 551],87.0,0.0122,0.0175,0
333,3295.302,[2023-04-23 19:05:09 551],87.0,0.0053,0.0062,0
334,3296.302,[2023-04-23 19:05:10 551],87.0,0.0038,0.0048,0
335,3297.302,[2023-04-23 19:05:11 551],86.0,0.0047,0.0061,0
336,3298.302,[2023-04-23 19:05:12 551],85.0,0.0078,0.0161,0
337,3299.302,[2023-04-23 19:05:13 551],84.0,0.0104,0.0207,0
338,3300.302,[2023-04-23 19:05:14 551],83.0,0.0065,0.0088,0
339,3301.302,[2023-04-23 19:05:15 551],83.0,0.0066,0.0095,0
340,3302.302,[2023-04-23 19:05:16 551],84.0,0.0056,0.0076,0
341,3303.302,[2023-04-23 19:05:17 551],85.0,0.0048,0.0062,0
342,3304.302,[2023-04-23 19:05:18 551],86.0,0.0029,0.0037,0
343,3305.302,[2023-04-23 19:05:19 551],85.0,0.0021,0.0024,0
344,3306.302,[2023-04-23 19:05:20 551],86.0,0.0023,0.0027,0
345,3307.302,[2023-04-23 19:05:21 551],86.0,0.0024,0.0028,0
346,3308.302,[2023-04-23 19:05:22 551],87.0,0.0021,0.0024,0
347,3309.302,[2023-04-23 19:05:23 551],89.0,0.0029,0.0035,0
348,3310.302,[2023-04-23 19:05:24 551],91.0,0.0023,0.0028,0
349,3311.302,[2023-04-23 19:05:25 551],92.0,0.0024,0.003,0
350,3312.302,[2023-04-23 19:05:26 551],90.0,0.0025,0.0033,0
351,3313.302,[2023-04-23 19:05:27 551],88.0,0.0022,0.0031,0
352,3314.302,[2023-04-23 19:05:28 551],86.0,0.0021,0.0026,0
353,3315.302,[2023-04-23 19:05:29 551],83.0,0.0022,0.0026,0
354,3316.302,[2023-04-23 19:05:30 551],80.0,0.0046,0.0059,0
355,3317.302,[2023-04-23 19:05:31 551],79.0,0.0043,0.0066,0
356,3318.302,[2023-04-23 19:05:32 551],78.0,0.0025,0.0039,0
357,3319.302,[2023-04-23 19:05:33 551],78.0,0.0021,0.0037,0
358,3320.302,[2023-04-23 19:05:34 551],78.0,0.0026,0.0037,0
359,3321.302,[2023-04-23 19:05:35 551],79.0,0.0019,0.0023,0
360,3322.302,[2023-04-23 19:05:36 551],81.0,0.0045,0.0064,0
361,3323.302,[2023-04-23 19:05:37 551],85.0,0.0084,0.0131,0
362,3324.302,[2023-04-23 19:05:38 551],87.0,0.0062,0.0084,0
363,3325.302,[2023-04-23 19:05:39 551],90.0,0.0057,0.0073,0
364,3326.302,[2023-04-23 19:05:40 551],90.0,0.0044,0.0058,0
365,3327.302,[2023-04-23 19:05:41 551],88.0,0.0025,0.0043,0
366,3328.302,[2023-04-23 19:05:42 551],86.0,0.0021,0.0026,0
