seconds,date,speed,hr,core_temperature,x,y,z,raw_rr,filtered_rr,difference_rr,hr_rmssd,activity_load_2d,activity_load_3d
4827.403,2023-04-23 19:31:05.170,,,,,,,318.0,,,,,
4827.651,2023-04-23 19:31:05.418,,,,,,,,398.0,132.0,,,
4827.721,2023-04-23 19:31:05.488,,,,,,,375.0,,,,,
4828.049,2023-04-23 19:31:05.816,,,,,,,,414.0,0.0,,,
4828.096,2023-04-23 19:31:05.863,,,,,,,266.0,,,,,
4828.362,2023-04-23 19:31:06.129,,,,,,,414.0,,,,,
4828.463,2023-04-23 19:31:06.230,,,,,,,,352.0,0.0,,,
4828.776,2023-04-23 19:31:06.543,,,,,,,352.0,,,,,
4828.815,2023-04-23 19:31:06.582,,,,,,,,389.0,56.0,,,
4829.128,2023-04-23 19:31:06.895,,,,,,,333.0,,,,,
4829.204,2023-04-23 19:31:06.971,,,,,,,,393.0,62.0,,,
4829.461,2023-04-23 19:31:07.228,,,,,,,331.0,,,,,
4829.597,2023-04-23 19:31:07.364,,,,,,,,350.0,0.0,,,
4829.792,2023-04-23 19:31:07.559,,,,,,,350.0,,,,,
4829.947,2023-04-23 19:31:07.714,,,,,,,,392.0,0.0,,,
4830.142,2023-04-23 19:31:07.909,,,,,,,392.0,,,,,
4830.339,2023-04-23 19:31:08.106,,,,,,,,409.0,94.0,,,
4830.534,2023-04-23 19:31:08.301,,,,,,,315.0,,,,,
4830.748,2023-04-23 19:31:08.515,,,,,,,,486.0,-123.0,,,
4830.849,2023-04-23 19:31:08.616,,,,,,,609.0,,,,,
4831.234,2023-04-23 19:31:09.001,,,,,,,,421.0,-211.0,,,
4831.458,2023-04-23 19:31:09.225,,,,,,,632.0,,,,,
4831.655,2023-04-23 19:31:09.422,,,,,,,,500.0,-368.0,,,
4832.09,2023-04-23 19:31:09.857,,,,,,,868.0,,,,,
4832.155,2023-04-23 19:31:09.922,,,,,,,,420.0,-336.0,,,
4832.575,2023-04-23 19:31:10.342,,,,,,,,497.0,0.0,,,
4832.958,2023-04-23 19:31:10.725,,,,,,,756.0,,,,,
4833.072,2023-04-23 19:31:10.839,,,,,,,,381.0,107.0,,,
4833.453,2023-04-23 19:31:11.220,,,,,,,,415.0,0.0,,,
4833.714,2023-04-23 19:31:11.481,,,,,,,497.0,,,,,
4833.868,2023-04-23 19:31:11.635,,,,,,,,502.0,0.0,,,
4834.211,2023-04-23 19:31:11.978,,,,,,,274.0,,,,,
4834.37,2023-04-23 19:31:12.137,,,,,,,,346.0,0.0,,,
4834.485,2023-04-23 19:31:12.252,,,,,,,415.0,,,,,
4834.716,2023-04-23 19:31:12.483,,,,,,,,360.0,0.0,,,
4834.9,2023-04-23 19:31:12.667,,,,,,,502.0,,,,,
4835.076,2023-04-23 19:31:12.843,,,,,,,,505.0,-178.0,,,
4835.402,2023-04-23 19:31:13.169,,,,,,,346.0,,,,,
4835.581,2023-04-23 19:31:13.348,,,,,,,,387.0,52.0,,,
4835.748,2023-04-23 19:31:13.515,,,,,,,360.0,,,,,
4835.968,2023-04-23 19:31:13.735,,,,,,,,350.0,0.0,,,
4836.108,2023-04-23 19:31:13.875,,,,,,,683.0,,,,,
4836.318,2023-04-23 19:31:14.085,,,,,,,,429.0,0.0,,,
4836.747,2023-04-23 19:31:14.514,,,,,,,,495.0,-117.0,,,
4836.791,2023-04-23 19:31:14.558,,,,,,,335.0,,,,,
4837.126,2023-04-23 19:31:14.893,,,,,,,350.0,,,,,
4837.242,2023-04-23 19:31:15.009,,,,,,,,392.0,123.0,,,
4837.476,2023-04-23 19:31:15.243,,,,,,,429.0,,,,,
4837.634,2023-04-23 19:31:15.401,,,,,,,,384.0,0.0,,,
4837.905,2023-04-23 19:31:15.672,,,,,,,612.0,,,,,
4838.018,2023-04-23 19:31:15.785,,,,,,,,422.0,0.0,,,
4838.44,2023-04-23 19:31:16.207,,,,,,,,415.0,163.0,,,
4838.517,2023-04-23 19:31:16.284,,,,,,,269.0,,,,,
4838.786,2023-04-23 19:31:16.553,,,,,,,384.0,,,,,
4838.855,2023-04-23 19:31:16.622,,,,,,,,465.0,0.0,,,
4839.17,2023-04-23 19:31:16.937,,,,,,,422.0,,,,,
4839.32,2023-04-23 19:31:17.087,,,,,,,,505.0,-424.0,,,
4839.592,2023-04-23 19:31:17.359,,,,,,,252.0,,,,,
4839.825,2023-04-23 19:31:17.592,,,,,,,,488.0,-57.0,,,
4839.844,2023-04-23 19:31:17.611,,,,,,,465.0,,,,,
4840.309,2023-04-23 19:31:18.076,,,,,,,929.0,,,,,
4840.313,2023-04-23 19:31:18.080,,,,,,,,414.0,0.0,,,
4840.727,2023-04-23 19:31:18.494,,,,,,,,407.0,0.0,,,
4841.134,2023-04-23 19:31:18.901,,,,,,,,349.0,42.0,,,
4841.238,2023-04-23 19:31:19.005,,,,,,,545.0,,,,,
4841.483,2023-04-23 19:31:19.250,,,,,,,,354.0,53.0,,,
4841.783,2023-04-23 19:31:19.550,,,,,,,414.0,,,,,
4841.837,2023-04-23 19:31:19.604,,,,,,,,455.0,-385.0,,,
4842.197,2023-04-23 19:31:19.964,,,,,,,407.0,,,,,
4842.292,2023-04-23 19:31:20.059,,,,,,,,459.0,-259.0,,,
4842.604,2023-04-23 19:31:20.371,,,,,,,307.0,,,,,
4842.751,2023-04-23 19:31:20.518,,,,,,,,447.0,-330.0,,,
4842.911,2023-04-23 19:31:20.678,,,,,,,301.0,,,,,
4843.198,2023-04-23 19:31:20.965,,,,,,,,395.0,0.0,,,
4843.212,2023-04-23 19:31:20.979,,,,,,,840.0,,,,,
4843.593,2023-04-23 19:31:21.360,,,,,,,,466.0,-198.0,,,
4844.052,2023-04-23 19:31:21.819,,,,,,,718.0,,,,,
4844.059,2023-04-23 19:31:21.826,,,,,,,,345.0,0.0,,,
4844.404,2023-04-23 19:31:22.171,,,,,,,,466.0,0.0,,,
4844.77,2023-04-23 19:31:22.537,,,,,,,777.0,,,,,
4844.87,2023-04-23 19:31:22.637,,,,,,,,412.0,-403.0,,,
4845.282,2023-04-23 19:31:23.049,,,,,,,,348.0,0.0,,,
4845.547,2023-04-23 19:31:23.314,,,,,,,395.0,,,,,
4845.63,2023-04-23 19:31:23.397,,,,,,,,365.0,79.0,,,
4845.942,2023-04-23 19:31:23.709,,,,,,,664.0,,,,,
4845.995,2023-04-23 19:31:23.762,,,,,,,,383.0,0.0,,,
4846.378,2023-04-23 19:31:24.145,,,,,,,,422.0,-155.0,,,
4846.606,2023-04-23 19:31:24.373,,,,,,,345.0,,,,,
4846.8,2023-04-23 19:31:24.567,,,,,,,,349.0,52.0,,,
4846.951,2023-04-23 19:31:24.718,,,,,,,466.0,,,,,
4847.149,2023-04-23 19:31:24.916,,,,,,,,378.0,0.0,,,
4847.417,2023-04-23 19:31:25.184,,,,,,,815.0,,,,,
4847.527,2023-04-23 19:31:25.294,,,,,,,,446.0,-213.0,,,
4847.973,2023-04-23 19:31:25.740,,,,,,,,444.0,-216.0,,,
4848.232,2023-04-23 19:31:25.999,,,,,,,348.0,,,,,
4848.417,2023-04-23 19:31:26.184,,,,,,,,339.0,0.0,,,
4848.58,2023-04-23 19:31:26.347,,,,,,,286.0,,,,,
4848.756,2023-04-23 19:31:26.523,,,,,,,,471.0,-142.0,,,
4848.866,2023-04-23 19:31:26.633,,,,,,,383.0,,,,,
4849.227,2023-04-23 19:31:26.994,,,,,,,,331.0,22.0,,,
4849.249,2023-04-23 19:31:27.016,,,,,,,577.0,,,,,
4849.558,2023-04-23 19:31:27.325,,,,,,,,426.0,-159.0,,,
4849.826,2023-04-23 19:31:27.593,,,,,,,297.0,,,,,
4849.984,2023-04-23 19:31:27.751,,,,,,,,444.0,-91.0,,,
4850.123,2023-04-23 19:31:27.890,,,,,,,378.0,,,,,
4850.428,2023-04-23 19:31:28.195,,,,,,,,383.0,64.0,,,
4850.501,2023-04-23 19:31:28.268,,,,,,,659.0,,,,,
4850.811,2023-04-23 19:31:28.578,,,,,,,,375.0,0.0,,,
4851.16,2023-04-23 19:31:28.927,,,,,,,660.0,,,,,
4851.186,2023-04-23 19:31:28.953,,,,,,,,454.0,0.0,,,
4851.64,2023-04-23 19:31:29.407,,,,,,,,388.0,0.0,,,
4851.82,2023-04-23 19:31:29.587,,,,,,,339.0,,,,,
4852.028,2023-04-23 19:31:29.795,,,,,,,,410.0,0.0,,,
4852.159,2023-04-23 19:31:29.926,,,,,,,613.0,,,,,
4852.438,2023-04-23 19:31:30.205,,,,,,,,366.0,92.0,,,
4852.772,2023-04-23 19:31:30.539,,,,,,,309.0,,,,,
4852.804,2023-04-23 19:31:30.571,,,,,,,,394.0,82.0,,,
4853.081,2023-04-23 19:31:30.848,,,,,,,585.0,,,,,
4853.198,2023-04-23 19:31:30.965,,,,,,,,394.0,0.0,,,
4853.592,2023-04-23 19:31:31.359,,,,,,,,332.0,24.0,,,
4853.666,2023-04-23 19:31:31.433,,,,,,,535.0,,,,,
4853.924,2023-04-23 19:31:31.691,,,,,,,,354.0,69.0,,,
4854.201,2023-04-23 19:31:31.968,,,,,,,319.0,,,,,
4854.278,2023-04-23 19:31:32.045,,,,,,,,381.0,121.0,,,
4854.52,2023-04-23 19:31:32.287,,,,,,,375.0,,,,,
4854.659,2023-04-23 19:31:32.426,,,,,,,,375.0,0.0,,,
4854.895,2023-04-23 19:31:32.662,,,,,,,454.0,,,,,
4855.034,2023-04-23 19:31:32.801,,,,,,,,355.0,0.0,,,
4855.349,2023-04-23 19:31:33.116,,,,,,,388.0,,,,,
4855.389,2023-04-23 19:31:33.156,,,,,,,,399.0,-108.0,,,
4855.737,2023-04-23 19:31:33.504,,,,,,,410.0,,,,,
4855.788,2023-04-23 19:31:33.555,,,,,,,,356.0,0.0,,,
4856.144,2023-04-23 19:31:33.911,,,,,,,,372.0,108.0,,,
4856.147,2023-04-23 19:31:33.914,,,,,,,274.0,,,,,
4856.421,2023-04-23 19:31:34.188,,,,,,,312.0,,,,,
4856.516,2023-04-23 19:31:34.283,,,,,,,,338.0,0.0,,,
4856.733,2023-04-23 19:31:34.500,,,,,,,394.0,,,,,
4856.854,2023-04-23 19:31:34.621,,,,,,,,334.0,33.0,,,
4857.127,2023-04-23 19:31:34.894,,,,,,,308.0,,,,,
4857.188,2023-04-23 19:31:34.955,,,,,,,,356.0,0.0,,,
4857.435,2023-04-23 19:31:35.202,,,,,,,285.0,,,,,
4857.544,2023-04-23 19:31:35.311,,,,,,,,339.0,44.0,,,
4857.72,2023-04-23 19:31:35.487,,,,,,,260.0,,,,,
4857.883,2023-04-23 19:31:35.650,,,,,,,,345.0,0.0,,,
4857.98,2023-04-23 19:31:35.747,,,,,,,375.0,,,,,
4858.228,2023-04-23 19:31:35.995,,,,,,,,376.0,53.0,,,
4858.355,2023-04-23 19:31:36.122,,,,,,,355.0,,,,,
4858.604,2023-04-23 19:31:36.371,,,,,,,,389.0,0.0,,,
4858.71,2023-04-23 19:31:36.477,,,,,,,507.0,,,,,
4858.993,2023-04-23 19:31:36.760,,,,,,,,433.0,0.0,,,
4859.217,2023-04-23 19:31:36.984,,,,,,,356.0,,,,,
4859.426,2023-04-23 19:31:37.193,,,,,,,,437.0,0.0,,,
4859.573,2023-04-23 19:31:37.340,,,,,,,264.0,,,,,
4859.837,2023-04-23 19:31:37.604,,,,,,,338.0,,,,,
4859.863,2023-04-23 19:31:37.630,,,,,,,,354.0,0.0,,,
4860.175,2023-04-23 19:31:37.942,,,,,,,301.0,,,,,
4860.217,2023-04-23 19:31:37.984,,,,,,,,342.0,50.0,,,
4860.476,2023-04-23 19:31:38.243,,,,,,,356.0,,,,,
4860.559,2023-04-23 19:31:38.326,,,,,,,,462.0,0.0,,,
4860.832,2023-04-23 19:31:38.599,,,,,,,295.0,,,,,
4861.021,2023-04-23 19:31:38.788,,,,,,,,361.0,87.0,,,
4861.127,2023-04-23 19:31:38.894,,,,,,,345.0,,,,,
4861.382,2023-04-23 19:31:39.149,,,,,,,,359.0,83.0,,,
4861.472,2023-04-23 19:31:39.239,,,,,,,323.0,,,,,
4861.741,2023-04-23 19:31:39.508,,,,,,,,345.0,55.0,,,
4861.795,2023-04-23 19:31:39.562,,,,,,,389.0,,,,,
4862.086,2023-04-23 19:31:39.853,,,,,,,,370.0,0.0,,,
4862.184,2023-04-23 19:31:39.951,,,,,,,433.0,,,,,
4862.456,2023-04-23 19:31:40.223,,,,,,,,397.0,0.0,,,
4862.617,2023-04-23 19:31:40.384,,,,,,,437.0,,,,,
4862.853,2023-04-23 19:31:40.620,,,,,,,,332.0,29.0,,,
4863.054,2023-04-23 19:31:40.821,,,,,,,354.0,,,,,
4863.185,2023-04-23 19:31:40.952,,,,,,,,398.0,0.0,,,
4863.408,2023-04-23 19:31:41.175,,,,,,,292.0,,,,,
4863.583,2023-04-23 19:31:41.350,,,,,,,,403.0,-105.0,,,
4863.7,2023-04-23 19:31:41.467,,,,,,,462.0,,,,,
4863.986,2023-04-23 19:31:41.753,,,,,,,,421.0,0.0,,,
4864.162,2023-04-23 19:31:41.929,,,,,,,274.0,,,,,
4864.407,2023-04-23 19:31:42.174,,,,,,,,459.0,0.0,,,
4864.436,2023-04-23 19:31:42.203,,,,,,,276.0,,,,,
4864.712,2023-04-23 19:31:42.479,,,,,,,290.0,,,,,
4864.866,2023-04-23 19:31:42.633,,,,,,,,470.0,0.0,,,
4865.002,2023-04-23 19:31:42.769,,,,,,,370.0,,,,,
4865.336,2023-04-23 19:31:43.103,,,,,,,,335.0,0.0,,,
4865.372,2023-04-23 19:31:43.139,,,,,,,397.0,,,,,
4865.671,2023-04-23 19:31:43.438,,,,,,,,480.0,-15.0,,,
4865.769,2023-04-23 19:31:43.536,,,,,,,303.0,,,,,
4866.072,2023-04-23 19:31:43.839,,,,,,,398.0,,,,,
4866.151,2023-04-23 19:31:43.918,,,,,,,,348.0,0.0,,,
4866.47,2023-04-23 19:31:44.237,,,,,,,508.0,,,,,
4866.499,2023-04-23 19:31:44.266,,,,,,,,465.0,0.0,,,
4866.964,2023-04-23 19:31:44.731,,,,,,,,423.0,-412.0,,,
4866.978,2023-04-23 19:31:44.745,,,,,,,421.0,,,,,
4867.387,2023-04-23 19:31:45.154,,,,,,,,423.0,-287.0,,,
4867.399,2023-04-23 19:31:45.166,,,,,,,459.0,,,,,
4867.81,2023-04-23 19:31:45.577,,,,,,,,445.0,0.0,,,
4867.858,2023-04-23 19:31:45.625,,,,,,,470.0,,,,,
4868.255,2023-04-23 19:31:46.022,,,,,,,,429.0,0.0,,,
4868.328,2023-04-23 19:31:46.095,,,,,,,335.0,,,,,
4868.663,2023-04-23 19:31:46.430,,,,,,,495.0,,,,,
4868.684,2023-04-23 19:31:46.451,,,,,,,,470.0,-21.0,,,
4869.154,2023-04-23 19:31:46.921,,,,,,,,367.0,0.0,,,
4869.158,2023-04-23 19:31:46.925,,,,,,,348.0,,,,,
4869.506,2023-04-23 19:31:47.273,,,,,,,465.0,,,,,
4869.521,2023-04-23 19:31:47.288,,,,,,,,346.0,0.0,,,
4869.867,2023-04-23 19:31:47.634,,,,,,,,455.0,0.0,,,
4869.971,2023-04-23 19:31:47.738,,,,,,,835.0,,,,,
4870.322,2023-04-23 19:31:48.089,,,,,,,,408.0,-173.0,,,
4870.73,2023-04-23 19:31:48.497,,,,,,,,339.0,48.0,,,
4870.806,2023-04-23 19:31:48.573,,,,,,,710.0,,,,,
4871.069,2023-04-23 19:31:48.836,,,,,,,,463.0,0.0,,,
4871.516,2023-04-23 19:31:49.283,,,,,,,445.0,,,,,
4871.532,2023-04-23 19:31:49.299,,,,,,,,441.0,-224.0,,,
4871.961,2023-04-23 19:31:49.728,,,,,,,429.0,,,,,
4871.973,2023-04-23 19:31:49.740,,,,,,,,391.0,-302.0,,,
4872.364,2023-04-23 19:31:50.131,,,,,,,,451.0,0.0,,,
4872.39,2023-04-23 19:31:50.157,,,,,,,491.0,,,,,
4872.815,2023-04-23 19:31:50.582,,,,,,,,447.0,-34.0,,,
4872.881,2023-04-23 19:31:50.648,,,,,,,367.0,,,,,
4873.248,2023-04-23 19:31:51.015,,,,,,,346.0,,,,,
4873.262,2023-04-23 19:31:51.029,,,,,,,,478.0,-83.0,,,
4873.594,2023-04-23 19:31:51.361,,,,,,,455.0,,,,,
4873.74,2023-04-23 19:31:51.507,,,,,,,,471.0,-86.0,,,
4874.049,2023-04-23 19:31:51.816,,,,,,,581.0,,,,,
4874.211,2023-04-23 19:31:51.978,,,,,,,,437.0,-288.0,,,
4874.63,2023-04-23 19:31:52.397,,,,,,,291.0,,,,,
4874.648,2023-04-23 19:31:52.415,,,,,,,,397.0,-612.0,,,
4874.921,2023-04-23 19:31:52.688,,,,,,,463.0,,,,,
4875.045,2023-04-23 19:31:52.812,,,,,,,,345.0,0.0,,,
4875.384,2023-04-23 19:31:53.151,,,,,,,665.0,,,,,
4875.39,2023-04-23 19:31:53.157,,,,,,,,389.0,0.0,,,
4875.779,2023-04-23 19:31:53.546,,,,,,,,329.0,0.0,,,
4876.049,2023-04-23 19:31:53.816,,,,,,,693.0,,,,,
4876.108,2023-04-23 19:31:53.875,,,,,,,,418.0,0.0,,,
4876.526,2023-04-23 19:31:54.293,,,,,,,,352.0,0.0,,,
4876.742,2023-04-23 19:31:54.509,,,,,,,451.0,,,,,
4876.878,2023-04-23 19:31:54.645,,,,,,,,384.0,72.0,,,
4877.193,2023-04-23 19:31:54.960,,,,,,,481.0,,,,,
4877.262,2023-04-23 19:31:55.029,,,,,,,,378.0,0.0,,,
4877.64,2023-04-23 19:31:55.407,,,,,,,,383.0,70.0,,,
4877.674,2023-04-23 19:31:55.441,,,,,,,561.0,,,,,
4878.023,2023-04-23 19:31:55.790,,,,,,,,381.0,129.0,,,
4878.235,2023-04-23 19:31:56.002,,,,,,,557.0,,,,,
4878.404,2023-04-23 19:31:56.171,,,,,,,,345.0,0.0,,,
4878.749,2023-04-23 19:31:56.516,,,,,,,,417.0,-169.0,,,
4878.792,2023-04-23 19:31:56.559,,,,,,,725.0,,,,,
4879.166,2023-04-23 19:31:56.933,,,,,,,,414.0,0.0,,,
4879.517,2023-04-23 19:31:57.284,,,,,,,1009.0,,,,,
4879.58,2023-04-23 19:31:57.347,,,,,,,,382.0,0.0,,,
4879.962,2023-04-23 19:31:57.729,,,,,,,,443.0,0.0,,,
4880.405,2023-04-23 19:31:58.172,,,,,,,,466.0,-151.0,,,
4880.526,2023-04-23 19:31:58.293,,,,,,,345.0,,,,,
4880.871,2023-04-23 19:31:58.638,,,,,,,389.0,387.0,-2.0,,,
4881.258,2023-04-23 19:31:59.025,,,,,,,,379.0,126.0,,,
4881.26,2023-04-23 19:31:59.027,,,,,,,329.0,,,,,
4881.589,2023-04-23 19:31:59.356,,,,,,,418.0,,,,,
4881.637,2023-04-23 19:31:59.404,,,,,,,,350.0,70.0,,,
4881.987,2023-04-23 19:31:59.754,,,,,,,,376.0,57.0,,,
4882.007,2023-04-23 19:31:59.774,,,,,,,352.0,,,,,
4882.359,2023-04-23 19:32:00.126,,,,,,,312.0,,,,,
4882.363,2023-04-23 19:32:00.130,,,,,,,,447.0,0.0,,,
4882.671,2023-04-23 19:32:00.438,,,,,,,378.0,,,,,
4882.81,2023-04-23 19:32:00.577,,,,,,,,479.0,0.0,,,
4883.049,2023-04-23 19:32:00.816,,,,,,,313.0,,,,,
4883.289,2023-04-23 19:32:01.056,,,,,,,,466.0,0.0,,,
4883.362,2023-04-23 19:32:01.129,,,,,,,252.0,,,,,
4883.614,2023-04-23 19:32:01.381,,,,,,,345.0,,,,,
4883.755,2023-04-23 19:32:01.522,,,,,,,,336.0,0.0,,,
4883.959,2023-04-23 19:32:01.726,,,,,,,586.0,,,,,
4884.091,2023-04-23 19:32:01.858,,,,,,,,326.0,21.0,,,
4884.417,2023-04-23 19:32:02.184,,,,,,,,333.0,36.0,,,
4884.545,2023-04-23 19:32:02.312,,,,,,,414.0,,,,,
4884.75,2023-04-23 19:32:02.517,,,,,,,,403.0,-174.0,,,
4884.959,2023-04-23 19:32:02.726,,,,,,,382.0,,,,,
4885.153,2023-04-23 19:32:02.920,,,,,,,,430.0,-103.0,,,
4885.341,2023-04-23 19:32:03.108,,,,,,,443.0,,,,,
4885.583,2023-04-23 19:32:03.350,,,,,,,,379.0,126.0,,,
4885.784,2023-04-23 19:32:03.551,,,,,,,617.0,,,,,
4885.962,2023-04-23 19:32:03.729,,,,,,,,436.0,-288.0,,,
4886.398,2023-04-23 19:32:04.165,,,,,,,,324.0,0.0,,,
4886.401,2023-04-23 19:32:04.168,,,,,,,387.0,,,,,
4886.722,2023-04-23 19:32:04.489,,,,,,,,352.0,0.0,,,
4886.788,2023-04-23 19:32:04.555,,,,,,,253.0,,,,,
4887.041,2023-04-23 19:32:04.808,,,,,,,280.0,,,,,
4887.074,2023-04-23 19:32:04.841,,,,,,,,345.0,60.0,,,
4887.321,2023-04-23 19:32:05.088,,,,,,,319.0,,,,,
4887.419,2023-04-23 19:32:05.186,,,,,,,,370.0,109.0,,,
4887.64,2023-04-23 19:32:05.407,,,,,,,447.0,,,,,
4887.789,2023-04-23 19:32:05.556,,,,,,,,424.0,-292.0,,,
4888.087,2023-04-23 19:32:05.854,,,,,,,479.0,,,,,
4888.213,2023-04-23 19:32:05.980,,,,,,,,328.0,25.0,,,
4888.541,2023-04-23 19:32:06.308,,,,,,,,339.0,48.0,,,
4888.566,2023-04-23 19:32:06.333,,,,,,,466.0,,,,,
4888.88,2023-04-23 19:32:06.647,,,,,,,,382.0,68.0,,,
4889.032,2023-04-23 19:32:06.799,,,,,,,336.0,,,,,
4889.262,2023-04-23 19:32:07.029,,,,,,,,350.0,70.0,,,
4889.368,2023-04-23 19:32:07.135,,,,,,,305.0,,,,,
4889.612,2023-04-23 19:32:07.379,,,,,,,,357.0,84.0,,,
4889.673,2023-04-23 19:32:07.440,,,,,,,297.0,,,,,
4889.969,2023-04-23 19:32:07.736,,,,,,,,384.0,134.0,,,
4889.97,2023-04-23 19:32:07.737,,,,,,,577.0,,,,,
4890.353,2023-04-23 19:32:08.120,,,,,,,,398.0,0.0,,,
4890.547,2023-04-23 19:32:08.314,,,,,,,533.0,,,,,
4890.751,2023-04-23 19:32:08.518,,,,,,,,327.0,0.0,,,
4891.078,2023-04-23 19:32:08.845,,,,,,,,330.0,25.0,,,
4891.08,2023-04-23 19:32:08.847,,,,,,,253.0,,,,,
4891.333,2023-04-23 19:32:09.100,,,,,,,724.0,,,,,
4891.408,2023-04-23 19:32:09.175,,,,,,,,362.0,89.0,,,
4891.77,2023-04-23 19:32:09.537,,,,,,,,326.0,0.0,,,
4892.057,2023-04-23 19:32:09.824,,,,,,,324.0,,,,,
4892.096,2023-04-23 19:32:09.863,,,,,,,,344.0,0.0,,,
4892.381,2023-04-23 19:32:10.148,,,,,,,352.0,,,,,
4892.44,2023-04-23 19:32:10.207,,,,,,,,381.0,62.0,,,
4892.733,2023-04-23 19:32:10.500,,,,,,,285.0,,,,,
4892.821,2023-04-23 19:32:10.588,,,,,,,,333.0,0.0,,,
4893.018,2023-04-23 19:32:10.785,,,,,,,261.0,,,,,
4893.154,2023-04-23 19:32:10.921,,,,,,,,383.0,68.0,,,
4893.279,2023-04-23 19:32:11.046,,,,,,,716.0,,,,,
4893.537,2023-04-23 19:32:11.304,,,,,,,,371.0,0.0,,,
4893.908,2023-04-23 19:32:11.675,,,,,,,,406.0,-173.0,,,
4893.995,2023-04-23 19:32:11.762,,,,,,,303.0,,,,,
4894.298,2023-04-23 19:32:12.065,,,,,,,291.0,,,,,
4894.314,2023-04-23 19:32:12.081,,,,,,,,329.0,28.0,,,
4894.589,2023-04-23 19:32:12.356,,,,,,,314.0,,,,,
4894.643,2023-04-23 19:32:12.410,,,,,,,,352.0,72.0,,,
4894.903,2023-04-23 19:32:12.670,,,,,,,280.0,,,,,
4894.995,2023-04-23 19:32:12.762,,,,,,,,393.0,0.0,,,
4895.183,2023-04-23 19:32:12.950,,,,,,,273.0,,,,,
4895.388,2023-04-23 19:32:13.155,,,,,,,,435.0,0.0,,,
4895.456,2023-04-23 19:32:13.223,,,,,,,250.0,,,,,
4895.706,2023-04-23 19:32:13.473,,,,,,,398.0,,,,,
4895.823,2023-04-23 19:32:13.590,,,,,,,,414.0,0.0,,,
4896.104,2023-04-23 19:32:13.871,,,,,,,327.0,,,,,
4896.237,2023-04-23 19:32:14.004,,,,,,,,378.0,0.0,,,
4896.431,2023-04-23 19:32:14.198,,,,,,,305.0,,,,,
4896.615,2023-04-23 19:32:14.382,,,,,,,,346.0,0.0,,,
4896.736,2023-04-23 19:32:14.503,,,,,,,273.0,,,,,
4896.961,2023-04-23 19:32:14.728,,,,,,,,384.0,-178.0,,,
4897.009,2023-04-23 19:32:14.776,,,,,,,326.0,,,,,
4897.335,2023-04-23 19:32:15.102,,,,,,,344.0,,,,,
4897.345,2023-04-23 19:32:15.112,,,,,,,,472.0,0.0,,,
4897.679,2023-04-23 19:32:15.446,,,,,,,319.0,,,,,
4897.817,2023-04-23 19:32:15.584,,,,,,,,343.0,0.0,,,
4897.998,2023-04-23 19:32:15.765,,,,,,,333.0,,,,,
4898.16,2023-04-23 19:32:15.927,,,,,,,,370.0,109.0,,,
4898.331,2023-04-23 19:32:16.098,,,,,,,315.0,,,,,
4898.53,2023-04-23 19:32:16.297,,,,,,,,438.0,0.0,,,
4898.646,2023-04-23 19:32:16.413,,,,,,,371.0,,,,,
4898.968,2023-04-23 19:32:16.735,,,,,,,,452.0,0.0,,,
4899.017,2023-04-23 19:32:16.784,,,,,,,579.0,,,,,
4899.42,2023-04-23 19:32:17.187,,,,,,,,358.0,86.0,,,
4899.596,2023-04-23 19:32:17.363,,,,,,,301.0,,,,,
4899.778,2023-04-23 19:32:17.545,,,,,,,,330.0,0.0,,,
4899.897,2023-04-23 19:32:17.664,,,,,,,280.0,,,,,
4900.108,2023-04-23 19:32:17.875,,,,,,,,359.0,88.0,,,
4900.177,2023-04-23 19:32:17.944,,,,,,,393.0,,,,,
4900.467,2023-04-23 19:32:18.234,,,,,,,,440.0,0.0,,,
4900.57,2023-04-23 19:32:18.337,,,,,,,435.0,,,,,
4900.907,2023-04-23 19:32:18.674,,,,,,,,457.0,0.0,,,
4901.005,2023-04-23 19:32:18.772,,,,,,,414.0,,,,,
4901.364,2023-04-23 19:32:19.131,,,,,,,,336.0,0.0,,,
4901.419,2023-04-23 19:32:19.186,,,,,,,378.0,,,,,
4901.7,2023-04-23 19:32:19.467,,,,,,,,386.0,0.0,,,
4901.797,2023-04-23 19:32:19.564,,,,,,,346.0,,,,,
4902.086,2023-04-23 19:32:19.853,,,,,,,,371.0,0.0,,,
4902.143,2023-04-23 19:32:19.910,,,,,,,562.0,,,,,
4902.457,2023-04-23 19:32:20.224,,,,,,,,327.0,26.0,,,
4902.705,2023-04-23 19:32:20.472,,,,,,,472.0,,,,,
4902.784,2023-04-23 19:32:20.551,,,,,,,,464.0,0.0,,,
4903.177,2023-04-23 19:32:20.944,,,,,,,343.0,,,,,
4903.248,2023-04-23 19:32:21.015,,,,,,,,379.0,0.0,,,
4903.52,2023-04-23 19:32:21.287,,,,,,,261.0,,,,,
4903.627,2023-04-23 19:32:21.394,,,,,,,,361.0,96.0,,,
4903.781,2023-04-23 19:32:21.548,,,,,,,438.0,,,,,
4903.988,2023-04-23 19:32:21.755,,,,,,,,390.0,-118.0,,,
4904.219,2023-04-23 19:32:21.986,,,,,,,452.0,,,,,
4904.378,2023-04-23 19:32:22.145,,,,,,,,393.0,-242.0,,,
4904.671,2023-04-23 19:32:22.438,,,,,,,272.0,,,,,
4904.771,2023-04-23 19:32:22.538,,,,,,,,376.0,0.0,,,
