seconds,date,speed,hr,core_temperature,x,y,z,raw_rr,filtered_rr,difference_rr,hr_rmssd,activity_load_2d,activity_load_3d
2879.466,2023-04-23 18:58:37.233,,,,,,,399.0,,,,,
2879.865,2023-04-23 18:58:37.632,,,,,,,268.0,,,,,
2879.956,2023-04-23 18:58:37.723,,,,,,,,657.0,-23.0,,,
2880.133,2023-04-23 18:58:37.900,,,,,,,410.0,,,,,
2880.543,2023-04-23 18:58:38.310,,,,,,,467.0,,,,,
2880.613,2023-04-23 18:58:38.380,,,,,,,,460.0,31.0,,,
2881.01,2023-04-23 18:58:38.777,,,,,,,693.0,,,,,
2881.073,2023-04-23 18:58:38.840,,,,,,,,527.0,207.0,,,
2881.6,2023-04-23 18:58:39.367,,,,,,,,591.0,0.0,,,
2881.703,2023-04-23 18:58:39.470,,,,,,,755.0,,,,,
2882.191,2023-04-23 18:58:39.958,,,,,,,,472.0,0.0,,,
2882.458,2023-04-23 18:58:40.225,,,,,,,507.0,,,,,
2882.663,2023-04-23 18:58:40.430,,,,,,,,463.0,0.0,,,
2882.965,2023-04-23 18:58:40.732,,,,,,,456.0,,,,,
2883.126,2023-04-23 18:58:40.893,,,,,,,,626.0,-162.0,,,
2883.421,2023-04-23 18:58:41.188,,,,,,,704.0,,,,,
2883.752,2023-04-23 18:58:41.519,,,,,,,,524.0,71.0,,,
2884.125,2023-04-23 18:58:41.892,,,,,,,565.0,,,,,
2884.276,2023-04-23 18:58:42.043,,,,,,,,472.0,0.0,,,
2884.69,2023-04-23 18:58:42.457,,,,,,,580.0,,,,,
2884.748,2023-04-23 18:58:42.515,,,,,,,,515.0,116.0,,,
2885.263,2023-04-23 18:58:43.030,,,,,,,,524.0,256.0,,,
2885.27,2023-04-23 18:58:43.037,,,,,,,544.0,,,,,
2885.787,2023-04-23 18:58:43.554,,,,,,,,499.0,89.0,,,
2885.814,2023-04-23 18:58:43.581,,,,,,,504.0,,,,,
2886.286,2023-04-23 18:58:44.053,,,,,,,,467.0,0.0,,,
2886.318,2023-04-23 18:58:44.085,,,,,,,431.0,,,,,
2886.749,2023-04-23 18:58:44.516,,,,,,,680.0,,,,,
2886.753,2023-04-23 18:58:44.520,,,,,,,,566.0,-127.0,,,
2887.319,2023-04-23 18:58:45.086,,,,,,,,566.0,-189.0,,,
2887.429,2023-04-23 18:58:45.196,,,,,,,488.0,,,,,
2887.885,2023-04-23 18:58:45.652,,,,,,,,507.0,0.0,,,
2887.917,2023-04-23 18:58:45.684,,,,,,,508.0,,,,,
2888.392,2023-04-23 18:58:46.159,,,,,,,,524.0,68.0,,,
2888.425,2023-04-23 18:58:46.192,,,,,,,510.0,,,,,
2888.916,2023-04-23 18:58:46.683,,,,,,,,586.0,-118.0,,,
2888.935,2023-04-23 18:58:46.702,,,,,,,511.0,,,,,
2889.446,2023-04-23 18:58:47.213,,,,,,,542.0,,,,,
2889.502,2023-04-23 18:58:47.269,,,,,,,,565.0,0.0,,,
2889.988,2023-04-23 18:58:47.755,,,,,,,644.0,,,,,
2890.067,2023-04-23 18:58:47.834,,,,,,,,580.0,0.0,,,
2890.632,2023-04-23 18:58:48.399,,,,,,,634.0,,,,,
2890.647,2023-04-23 18:58:48.414,,,,,,,,544.0,0.0,,,
2891.191,2023-04-23 18:58:48.958,,,,,,,,504.0,0.0,,,
2891.266,2023-04-23 18:58:49.033,,,,,,,448.0,,,,,
2891.695,2023-04-23 18:58:49.462,,,,,,,,474.0,43.0,,,
2891.714,2023-04-23 18:58:49.481,,,,,,,333.0,,,,,
2892.047,2023-04-23 18:58:49.814,,,,,,,529.0,,,,,
2892.169,2023-04-23 18:58:49.936,,,,,,,,680.0,0.0,,,
2892.576,2023-04-23 18:58:50.343,,,,,,,307.0,,,,,
2892.849,2023-04-23 18:58:50.616,,,,,,,,488.0,0.0,,,
2892.883,2023-04-23 18:58:50.650,,,,,,,490.0,,,,,
2893.337,2023-04-23 18:58:51.104,,,,,,,,508.0,0.0,,,
2893.373,2023-04-23 18:58:51.140,,,,,,,730.0,,,,,
2893.845,2023-04-23 18:58:51.612,,,,,,,,510.0,0.0,,,
2894.103,2023-04-23 18:58:51.870,,,,,,,717.0,,,,,
2894.355,2023-04-23 18:58:52.122,,,,,,,,511.0,0.0,,,
2894.82,2023-04-23 18:58:52.587,,,,,,,310.0,,,,,
2894.866,2023-04-23 18:58:52.633,,,,,,,,542.0,0.0,,,
2895.13,2023-04-23 18:58:52.897,,,,,,,307.0,,,,,
2895.408,2023-04-23 18:58:53.175,,,,,,,,644.0,0.0,,,
2895.437,2023-04-23 18:58:53.204,,,,,,,363.0,,,,,
2895.8,2023-04-23 18:58:53.567,,,,,,,811.0,,,,,
2896.052,2023-04-23 18:58:53.819,,,,,,,,634.0,0.0,,,
2896.611,2023-04-23 18:58:54.378,,,,,,,444.0,,,,,
2896.686,2023-04-23 18:58:54.453,,,,,,,,527.0,79.0,,,
2897.055,2023-04-23 18:58:54.822,,,,,,,613.0,,,,,
2897.213,2023-04-23 18:58:54.980,,,,,,,,510.0,177.0,,,
2897.668,2023-04-23 18:58:55.435,,,,,,,679.0,,,,,
2897.723,2023-04-23 18:58:55.490,,,,,,,,529.0,0.0,,,
2898.252,2023-04-23 18:58:56.019,,,,,,,,456.0,149.0,,,
2898.347,2023-04-23 18:58:56.114,,,,,,,526.0,,,,,
2898.708,2023-04-23 18:58:56.475,,,,,,,,490.0,0.0,,,
2898.873,2023-04-23 18:58:56.640,,,,,,,336.0,,,,,
2899.198,2023-04-23 18:58:56.965,,,,,,,,626.0,-104.0,,,
2899.209,2023-04-23 18:58:56.976,,,,,,,298.0,,,,,
2899.507,2023-04-23 18:58:57.274,,,,,,,888.0,,,,,
2899.824,2023-04-23 18:58:57.591,,,,,,,,598.0,-119.0,,,
2900.395,2023-04-23 18:58:58.162,,,,,,,403.0,,,,,
2900.422,2023-04-23 18:58:58.189,,,,,,,,452.0,142.0,,,
2900.798,2023-04-23 18:58:58.565,,,,,,,286.0,,,,,
2900.874,2023-04-23 18:58:58.641,,,,,,,,456.0,149.0,,,
2901.084,2023-04-23 18:58:58.851,,,,,,,268.0,,,,,
2901.33,2023-04-23 18:58:59.097,,,,,,,,464.0,101.0,,,
2901.352,2023-04-23 18:58:59.119,,,,,,,280.0,,,,,
2901.632,2023-04-23 18:58:59.399,,,,,,,706.0,,,,,
2901.794,2023-04-23 18:58:59.561,,,,,,,,673.0,-138.0,,,
2902.338,2023-04-23 18:59:00.105,,,,,,,510.0,,,,,
2902.467,2023-04-23 18:59:00.234,,,,,,,,528.0,84.0,,,
2902.848,2023-04-23 18:59:00.615,,,,,,,820.0,,,,,
2902.995,2023-04-23 18:59:00.762,,,,,,,,613.0,0.0,,,
2903.608,2023-04-23 18:59:01.375,,,,,,,,655.0,-24.0,,,
2903.668,2023-04-23 18:59:01.435,,,,,,,897.0,,,,,
2904.263,2023-04-23 18:59:02.030,,,,,,,,526.0,0.0,,,
2904.565,2023-04-23 18:59:02.332,,,,,,,500.0,,,,,
2904.789,2023-04-23 18:59:02.556,,,,,,,,496.0,160.0,,,
2905.065,2023-04-23 18:59:02.832,,,,,,,462.0,,,,,
2905.285,2023-04-23 18:59:03.052,,,,,,,,463.0,165.0,,,
2905.527,2023-04-23 18:59:03.294,,,,,,,651.0,,,,,
2905.748,2023-04-23 18:59:03.515,,,,,,,,560.0,-328.0,,,
2906.178,2023-04-23 18:59:03.945,,,,,,,534.0,,,,,
2906.308,2023-04-23 18:59:04.075,,,,,,,,491.0,88.0,,,
2906.712,2023-04-23 18:59:04.479,,,,,,,543.0,,,,,
2906.799,2023-04-23 18:59:04.566,,,,,,,,480.0,194.0,,,
2907.255,2023-04-23 18:59:05.022,,,,,,,554.0,,,,,
2907.279,2023-04-23 18:59:05.046,,,,,,,,505.0,237.0,,,
2907.784,2023-04-23 18:59:05.551,,,,,,,,488.0,208.0,,,
2907.809,2023-04-23 18:59:05.576,,,,,,,569.0,,,,,
2908.272,2023-04-23 18:59:06.039,,,,,,,,569.0,-137.0,,,
2908.378,2023-04-23 18:59:06.145,,,,,,,534.0,,,,,
2908.841,2023-04-23 18:59:06.608,,,,,,,,510.0,0.0,,,
2908.912,2023-04-23 18:59:06.679,,,,,,,449.0,,,,,
2909.351,2023-04-23 18:59:07.118,,,,,,,,530.0,-290.0,,,
2909.361,2023-04-23 18:59:07.128,,,,,,,513.0,,,,,
2909.874,2023-04-23 18:59:07.641,,,,,,,758.0,,,,,
2909.881,2023-04-23 18:59:07.648,,,,,,,,557.0,-340.0,,,
2910.438,2023-04-23 18:59:08.205,,,,,,,,500.0,0.0,,,
2910.632,2023-04-23 18:59:08.399,,,,,,,269.0,,,,,
2910.901,2023-04-23 18:59:08.668,,,,,,,329.0,,,,,
2910.938,2023-04-23 18:59:08.705,,,,,,,,462.0,0.0,,,
2911.23,2023-04-23 18:59:08.997,,,,,,,534.0,,,,,
2911.4,2023-04-23 18:59:09.167,,,,,,,,564.0,-87.0,,,
2911.764,2023-04-23 18:59:09.531,,,,,,,550.0,,,,,
2911.964,2023-04-23 18:59:09.731,,,,,,,,534.0,0.0,,,
2912.314,2023-04-23 18:59:10.081,,,,,,,250.0,,,,,
2912.498,2023-04-23 18:59:10.265,,,,,,,,543.0,0.0,,,
2912.564,2023-04-23 18:59:10.331,,,,,,,898.0,,,,,
2913.041,2023-04-23 18:59:10.808,,,,,,,,554.0,0.0,,,
2913.462,2023-04-23 18:59:11.229,,,,,,,628.0,,,,,
2913.595,2023-04-23 18:59:11.362,,,,,,,,569.0,0.0,,,
2914.09,2023-04-23 18:59:11.857,,,,,,,579.0,,,,,
2914.164,2023-04-23 18:59:11.931,,,,,,,,534.0,0.0,,,
2914.669,2023-04-23 18:59:12.436,,,,,,,572.0,,,,,
2914.698,2023-04-23 18:59:12.465,,,,,,,,449.0,0.0,,,
2915.147,2023-04-23 18:59:12.914,,,,,,,,513.0,0.0,,,
2915.241,2023-04-23 18:59:13.008,,,,,,,819.0,,,,,
2915.66,2023-04-23 18:59:13.427,,,,,,,,551.0,-207.0,,,
2916.06,2023-04-23 18:59:13.827,,,,,,,326.0,,,,,
2916.211,2023-04-23 18:59:13.978,,,,,,,,504.0,235.0,,,
2916.386,2023-04-23 18:59:14.153,,,,,,,288.0,,,,,
2916.674,2023-04-23 18:59:14.441,,,,,,,620.0,,,,,
2916.715,2023-04-23 18:59:14.482,,,,,,,,508.0,179.0,,,
2917.223,2023-04-23 18:59:14.990,,,,,,,,534.0,0.0,,,
2917.294,2023-04-23 18:59:15.061,,,,,,,399.0,,,,,
2917.693,2023-04-23 18:59:15.460,,,,,,,839.0,,,,,
2917.757,2023-04-23 18:59:15.524,,,,,,,,550.0,0.0,,,
2918.307,2023-04-23 18:59:16.074,,,,,,,,538.0,288.0,,,
2918.532,2023-04-23 18:59:16.299,,,,,,,339.0,,,,,
2918.845,2023-04-23 18:59:16.612,,,,,,,,584.0,-314.0,,,
2918.871,2023-04-23 18:59:16.638,,,,,,,341.0,,,,,
2919.212,2023-04-23 18:59:16.979,,,,,,,433.0,,,,,
2919.429,2023-04-23 18:59:17.196,,,,,,,,628.0,0.0,,,
2919.645,2023-04-23 18:59:17.412,,,,,,,626.0,,,,,
2920.057,2023-04-23 18:59:17.824,,,,,,,,579.0,0.0,,,
2920.271,2023-04-23 18:59:18.038,,,,,,,574.0,,,,,
2920.636,2023-04-23 18:59:18.403,,,,,,,,572.0,0.0,,,
2920.845,2023-04-23 18:59:18.612,,,,,,,578.0,,,,,
2921.208,2023-04-23 18:59:18.975,,,,,,,,567.0,-252.0,,,
2921.423,2023-04-23 18:59:19.190,,,,,,,539.0,,,,,
2921.775,2023-04-23 18:59:19.542,,,,,,,,532.0,206.0,,,
2921.962,2023-04-23 18:59:19.729,,,,,,,577.0,,,,,
2922.307,2023-04-23 18:59:20.074,,,,,,,,495.0,207.0,,,
2922.539,2023-04-23 18:59:20.306,,,,,,,573.0,,,,,
2922.802,2023-04-23 18:59:20.569,,,,,,,,620.0,0.0,,,
2923.112,2023-04-23 18:59:20.879,,,,,,,255.0,,,,,
2923.367,2023-04-23 18:59:21.134,,,,,,,369.0,,,,,
2923.422,2023-04-23 18:59:21.189,,,,,,,,515.0,116.0,,,
2923.736,2023-04-23 18:59:21.503,,,,,,,290.0,,,,,
2923.937,2023-04-23 18:59:21.704,,,,,,,,608.0,-231.0,,,
2924.026,2023-04-23 18:59:21.793,,,,,,,546.0,,,,,
2924.545,2023-04-23 18:59:22.312,,,,,,,,510.0,171.0,,,
2924.572,2023-04-23 18:59:22.339,,,,,,,833.0,,,,,
2925.055,2023-04-23 18:59:22.822,,,,,,,,507.0,166.0,,,
2925.405,2023-04-23 18:59:23.172,,,,,,,577.0,,,,,
2925.562,2023-04-23 18:59:23.329,,,,,,,,467.0,34.0,,,
2925.982,2023-04-23 18:59:23.749,,,,,,,554.0,,,,,
2926.029,2023-04-23 18:59:23.796,,,,,,,,626.0,0.0,,,
2926.536,2023-04-23 18:59:24.303,,,,,,,561.0,,,,,
2926.655,2023-04-23 18:59:24.422,,,,,,,,574.0,0.0,,,
2927.097,2023-04-23 18:59:24.864,,,,,,,311.0,,,,,
2927.229,2023-04-23 18:59:24.996,,,,,,,,578.0,0.0,,,
2927.408,2023-04-23 18:59:25.175,,,,,,,275.0,,,,,
2927.683,2023-04-23 18:59:25.450,,,,,,,337.0,,,,,
2927.807,2023-04-23 18:59:25.574,,,,,,,,539.0,0.0,,,
2928.02,2023-04-23 18:59:25.787,,,,,,,382.0,,,,,
2928.346,2023-04-23 18:59:26.113,,,,,,,,577.0,0.0,,,
2928.402,2023-04-23 18:59:26.169,,,,,,,436.0,,,,,
2928.838,2023-04-23 18:59:26.605,,,,,,,498.0,,,,,
2928.923,2023-04-23 18:59:26.690,,,,,,,,573.0,0.0,,,
2929.336,2023-04-23 18:59:27.103,,,,,,,420.0,,,,,
2929.496,2023-04-23 18:59:27.263,,,,,,,,555.0,300.0,,,
2929.756,2023-04-23 18:59:27.523,,,,,,,750.0,,,,,
2930.051,2023-04-23 18:59:27.818,,,,,,,,479.0,110.0,,,
2930.506,2023-04-23 18:59:28.273,,,,,,,432.0,,,,,
2930.53,2023-04-23 18:59:28.297,,,,,,,,501.0,211.0,,,
2930.938,2023-04-23 18:59:28.705,,,,,,,428.0,,,,,
2931.031,2023-04-23 18:59:28.798,,,,,,,,546.0,0.0,,,
2931.366,2023-04-23 18:59:29.133,,,,,,,970.0,,,,,
2931.577,2023-04-23 18:59:29.344,,,,,,,,607.0,-226.0,,,
2932.184,2023-04-23 18:59:29.951,,,,,,,,577.0,0.0,,,
2932.336,2023-04-23 18:59:30.103,,,,,,,538.0,,,,,
2932.761,2023-04-23 18:59:30.528,,,,,,,,554.0,0.0,,,
2932.874,2023-04-23 18:59:30.641,,,,,,,556.0,,,,,
2933.315,2023-04-23 18:59:31.082,,,,,,,,561.0,0.0,,,
2933.43,2023-04-23 18:59:31.197,,,,,,,976.0,,,,,
2933.876,2023-04-23 18:59:31.643,,,,,,,,468.0,157.0,,,
2934.344,2023-04-23 18:59:32.111,,,,,,,,518.0,243.0,,,
2934.406,2023-04-23 18:59:32.173,,,,,,,639.0,,,,,
2934.862,2023-04-23 18:59:32.629,,,,,,,,518.0,181.0,,,
2935.045,2023-04-23 18:59:32.812,,,,,,,281.0,,,,,
2935.326,2023-04-23 18:59:33.093,,,,,,,433.0,,,,,
2935.38,2023-04-23 18:59:33.147,,,,,,,,547.0,165.0,,,
2935.759,2023-04-23 18:59:33.526,,,,,,,306.0,,,,,
2935.927,2023-04-23 18:59:33.694,,,,,,,,468.0,32.0,,,
2936.065,2023-04-23 18:59:33.832,,,,,,,366.0,,,,,
2936.395,2023-04-23 18:59:34.162,,,,,,,,498.0,0.0,,,
2936.431,2023-04-23 18:59:34.198,,,,,,,734.0,,,,,
2936.893,2023-04-23 18:59:34.660,,,,,,,,488.0,68.0,,,
2937.165,2023-04-23 18:59:34.932,,,,,,,631.0,,,,,
2937.381,2023-04-23 18:59:35.148,,,,,,,,560.0,-190.0,,,
2937.796,2023-04-23 18:59:35.563,,,,,,,487.0,,,,,
2937.941,2023-04-23 18:59:35.708,,,,,,,,473.0,41.0,,,
2938.283,2023-04-23 18:59:36.050,,,,,,,592.0,,,,,
2938.414,2023-04-23 18:59:36.181,,,,,,,,478.0,50.0,,,
2938.875,2023-04-23 18:59:36.642,,,,,,,555.0,,,,,
2938.892,2023-04-23 18:59:36.659,,,,,,,,627.0,-343.0,,,
2939.43,2023-04-23 18:59:37.197,,,,,,,484.0,,,,,
2939.519,2023-04-23 18:59:37.286,,,,,,,,538.0,0.0,,,
2939.914,2023-04-23 18:59:37.681,,,,,,,750.0,,,,,
2940.057,2023-04-23 18:59:37.824,,,,,,,,556.0,0.0,,,
2940.613,2023-04-23 18:59:38.380,,,,,,,,634.0,-342.0,,,
2940.664,2023-04-23 18:59:38.431,,,,,,,590.0,,,,,
2941.247,2023-04-23 18:59:39.014,,,,,,,,639.0,0.0,,,
2941.254,2023-04-23 18:59:39.021,,,,,,,375.0,,,,,
2941.629,2023-04-23 18:59:39.396,,,,,,,340.0,,,,,
2941.886,2023-04-23 18:59:39.653,,,,,,,,505.0,224.0,,,
2941.969,2023-04-23 18:59:39.736,,,,,,,330.0,,,,,
2942.299,2023-04-23 18:59:40.066,,,,,,,282.0,,,,,
2942.391,2023-04-23 18:59:40.158,,,,,,,,467.0,34.0,,,
2942.581,2023-04-23 18:59:40.348,,,,,,,333.0,,,,,
2942.858,2023-04-23 18:59:40.625,,,,,,,,470.0,164.0,,,
2942.914,2023-04-23 18:59:40.681,,,,,,,257.0,,,,,
2943.171,2023-04-23 18:59:40.938,,,,,,,262.0,,,,,
2943.328,2023-04-23 18:59:41.095,,,,,,,,474.0,108.0,,,
2943.433,2023-04-23 18:59:41.200,,,,,,,342.0,,,,,
2943.775,2023-04-23 18:59:41.542,,,,,,,344.0,,,,,
2943.802,2023-04-23 18:59:41.569,,,,,,,,653.0,-81.0,,,
2944.119,2023-04-23 18:59:41.886,,,,,,,684.0,,,,,
2944.455,2023-04-23 18:59:42.222,,,,,,,,631.0,0.0,,,
2944.803,2023-04-23 18:59:42.570,,,,,,,524.0,,,,,
2945.086,2023-04-23 18:59:42.853,,,,,,,,487.0,0.0,,,
2945.327,2023-04-23 18:59:43.094,,,,,,,668.0,,,,,
2945.573,2023-04-23 18:59:43.340,,,,,,,,592.0,0.0,,,
2945.995,2023-04-23 18:59:43.762,,,,,,,719.0,,,,,
2946.165,2023-04-23 18:59:43.932,,,,,,,,555.0,0.0,,,
2946.714,2023-04-23 18:59:44.481,,,,,,,1055.0,,,,,
2946.72,2023-04-23 18:59:44.487,,,,,,,,484.0,0.0,,,
2947.204,2023-04-23 18:59:44.971,,,,,,,,573.0,-177.0,,,
2947.769,2023-04-23 18:59:45.536,,,,,,,345.0,,,,,
2947.777,2023-04-23 18:59:45.544,,,,,,,,590.0,0.0,,,
2948.114,2023-04-23 18:59:45.881,,,,,,,532.0,,,,,
2948.367,2023-04-23 18:59:46.134,,,,,,,,569.0,194.0,,,
2948.646,2023-04-23 18:59:46.413,,,,,,,251.0,,,,,
2948.897,2023-04-23 18:59:46.664,,,,,,,441.0,,,,,
2948.936,2023-04-23 18:59:46.703,,,,,,,,523.0,183.0,,,
2949.338,2023-04-23 18:59:47.105,,,,,,,785.0,,,,,
2949.459,2023-04-23 18:59:47.226,,,,,,,,540.0,210.0,,,
2949.999,2023-04-23 18:59:47.766,,,,,,,,518.0,236.0,,,
2950.123,2023-04-23 18:59:47.890,,,,,,,415.0,,,,,
2950.517,2023-04-23 18:59:48.284,,,,,,,,534.0,201.0,,,
2950.538,2023-04-23 18:59:48.305,,,,,,,567.0,,,,,
2951.051,2023-04-23 18:59:48.818,,,,,,,,557.0,300.0,,,
2951.105,2023-04-23 18:59:48.872,,,,,,,434.0,,,,,
2951.539,2023-04-23 18:59:49.306,,,,,,,318.0,,,,,
2951.608,2023-04-23 18:59:49.375,,,,,,,,549.0,287.0,,,
2951.857,2023-04-23 18:59:49.624,,,,,,,277.0,,,,,
2952.134,2023-04-23 18:59:49.901,,,,,,,417.0,,,,,
2952.157,2023-04-23 18:59:49.924,,,,,,,,520.0,178.0,,,
2952.551,2023-04-23 18:59:50.318,,,,,,,320.0,,,,,
2952.677,2023-04-23 18:59:50.444,,,,,,,,518.0,174.0,,,
2952.871,2023-04-23 18:59:50.638,,,,,,,331.0,,,,,
2953.195,2023-04-23 18:59:50.962,,,,,,,,684.0,0.0,,,
2953.202,2023-04-23 18:59:50.969,,,,,,,1000.0,,,,,
2953.879,2023-04-23 18:59:51.646,,,,,,,,524.0,0.0,,,
2954.202,2023-04-23 18:59:51.969,,,,,,,541.0,,,,,
2954.403,2023-04-23 18:59:52.170,,,,,,,,668.0,0.0,,,
2954.743,2023-04-23 18:59:52.510,,,,,,,564.0,,,,,
2955.071,2023-04-23 18:59:52.838,,,,,,,,625.0,-94.0,,,
2955.307,2023-04-23 18:59:53.074,,,,,,,519.0,,,,,
2955.696,2023-04-23 18:59:53.463,,,,,,,,682.0,-373.0,,,
2955.826,2023-04-23 18:59:53.593,,,,,,,540.0,,,,,
2956.366,2023-04-23 18:59:54.133,,,,,,,515.0,,,,,
2956.378,2023-04-23 18:59:54.145,,,,,,,,506.0,161.0,,,
2956.881,2023-04-23 18:59:54.648,,,,,,,557.0,,,,,
2956.884,2023-04-23 18:59:54.651,,,,,,,,532.0,0.0,,,
2957.416,2023-04-23 18:59:55.183,,,,,,,,547.0,296.0,,,
2957.438,2023-04-23 18:59:55.205,,,,,,,572.0,,,,,
2957.963,2023-04-23 18:59:55.730,,,,,,,,543.0,102.0,,,
2958.01,2023-04-23 18:59:55.777,,,,,,,733.0,,,,,
2958.506,2023-04-23 18:59:56.273,,,,,,,,620.0,-165.0,,,
2958.743,2023-04-23 18:59:56.510,,,,,,,1032.0,,,,,
2959.126,2023-04-23 18:59:56.893,,,,,,,,492.0,77.0,,,
2959.618,2023-04-23 18:59:57.385,,,,,,,,567.0,0.0,,,
2959.775,2023-04-23 18:59:57.542,,,,,,,532.0,,,,,
2960.185,2023-04-23 18:59:57.952,,,,,,,,466.0,32.0,,,
2960.307,2023-04-23 18:59:58.074,,,,,,,564.0,,,,,
2960.651,2023-04-23 18:59:58.418,,,,,,,,545.0,227.0,,,
2960.871,2023-04-23 18:59:58.638,,,,,,,567.0,,,,,
2961.196,2023-04-23 18:59:58.963,,,,,,,,510.0,233.0,,,
2961.438,2023-04-23 18:59:59.205,,,,,,,563.0,,,,,
2961.706,2023-04-23 18:59:59.473,,,,,,,,488.0,71.0,,,
2962.001,2023-04-23 18:59:59.768,,,,,,,555.0,,,,,
2962.194,2023-04-23 18:59:59.961,,,,,,,,542.0,222.0,,,
2962.556,2023-04-23 19:00:00.323,,,,,,,556.0,,,,,
2962.736,2023-04-23 19:00:00.503,,,,,,,,524.0,193.0,,,
2963.112,2023-04-23 19:00:00.879,,,,,,,551.0,,,,,
2963.26,2023-04-23 19:00:01.027,,,,,,,,555.0,-445.0,,,
2963.663,2023-04-23 19:00:01.430,,,,,,,526.0,,,,,
2963.815,2023-04-23 19:00:01.582,,,,,,,,541.0,0.0,,,
2964.189,2023-04-23 19:00:01.956,,,,,,,264.0,,,,,
2964.356,2023-04-23 19:00:02.123,,,,,,,,564.0,0.0,,,
2964.453,2023-04-23 19:00:02.220,,,,,,,353.0,,,,,
2964.806,2023-04-23 19:00:02.573,,,,,,,492.0,,,,,
2964.92,2023-04-23 19:00:02.687,,,,,,,,519.0,0.0,,,
2965.298,2023-04-23 19:00:03.065,,,,,,,537.0,,,,,
2965.439,2023-04-23 19:00:03.206,,,,,,,,540.0,0.0,,,
2965.835,2023-04-23 19:00:03.602,,,,,,,512.0,,,,,
2965.979,2023-04-23 19:00:03.746,,,,,,,,515.0,0.0,,,
2966.347,2023-04-23 19:00:04.114,,,,,,,669.0,,,,,
2966.494,2023-04-23 19:00:04.261,,,,,,,,557.0,0.0,,,
2967.016,2023-04-23 19:00:04.783,,,,,,,610.0,,,,,
2967.051,2023-04-23 19:00:04.818,,,,,,,,572.0,0.0,,,
2967.623,2023-04-23 19:00:05.390,,,,,,,,645.0,-88.0,,,
2967.626,2023-04-23 19:00:05.393,,,,,,,589.0,,,,,
2968.215,2023-04-23 19:00:05.982,,,,,,,632.0,,,,,
2968.268,2023-04-23 19:00:06.035,,,,,,,,613.0,-419.0,,,
2968.847,2023-04-23 19:00:06.614,,,,,,,599.0,,,,,
2968.881,2023-04-23 19:00:06.648,,,,,,,,532.0,0.0,,,
2969.413,2023-04-23 19:00:07.180,,,,,,,,564.0,0.0,,,
2969.446,2023-04-23 19:00:07.213,,,,,,,342.0,,,,,
2969.788,2023-04-23 19:00:07.555,,,,,,,403.0,,,,,
2969.977,2023-04-23 19:00:07.744,,,,,,,,567.0,0.0,,,
2970.191,2023-04-23 19:00:07.958,,,,,,,548.0,,,,,
2970.544,2023-04-23 19:00:08.311,,,,,,,,563.0,0.0,,,
2970.739,2023-04-23 19:00:08.506,,,,,,,553.0,,,,,
2971.107,2023-04-23 19:00:08.874,,,,,,,,555.0,0.0,,,
2971.292,2023-04-23 19:00:09.059,,,,,,,587.0,,,,,
2971.662,2023-04-23 19:00:09.429,,,,,,,,556.0,0.0,,,
2971.879,2023-04-23 19:00:09.646,,,,,,,586.0,,,,,
2972.218,2023-04-23 19:00:09.985,,,,,,,,551.0,0.0,,,
2972.465,2023-04-23 19:00:10.232,,,,,,,548.0,,,,,
2972.769,2023-04-23 19:00:10.536,,,,,,,,526.0,0.0,,,
2973.013,2023-04-23 19:00:10.780,,,,,,,676.0,,,,,
2973.295,2023-04-23 19:00:11.062,,,,,,,,521.0,257.0,,,
2973.689,2023-04-23 19:00:11.456,,,,,,,570.0,,,,,
2973.816,2023-04-23 19:00:11.583,,,,,,,,482.0,129.0,,,
2974.259,2023-04-23 19:00:12.026,,,,,,,554.0,,,,,
2974.298,2023-04-23 19:00:12.065,,,,,,,,492.0,0.0,,,
2974.79,2023-04-23 19:00:12.557,,,,,,,,537.0,0.0,,,
2974.813,2023-04-23 19:00:12.580,,,,,,,715.0,,,,,
2975.327,2023-04-23 19:00:13.094,,,,,,,,512.0,0.0,,,
2975.528,2023-04-23 19:00:13.295,,,,,,,573.0,,,,,
2975.839,2023-04-23 19:00:13.606,,,,,,,,625.0,-44.0,,,
2976.101,2023-04-23 19:00:13.868,,,,,,,614.0,,,,,
2976.464,2023-04-23 19:00:14.231,,,,,,,,610.0,0.0,,,
2976.715,2023-04-23 19:00:14.482,,,,,,,334.0,,,,,
2977.049,2023-04-23 19:00:14.816,,,,,,,318.0,,,,,
2977.074,2023-04-23 19:00:14.841,,,,,,,,589.0,0.0,,,
2977.367,2023-04-23 19:00:15.134,,,,,,,569.0,,,,,
2977.663,2023-04-23 19:00:15.430,,,,,,,,632.0,0.0,,,
2977.936,2023-04-23 19:00:15.703,,,,,,,595.0,,,,,
2978.295,2023-04-23 19:00:16.062,,,,,,,,599.0,0.0,,,
2978.531,2023-04-23 19:00:16.298,,,,,,,591.0,,,,,
2978.894,2023-04-23 19:00:16.661,,,,,,,,488.0,146.0,,,
2979.122,2023-04-23 19:00:16.889,,,,,,,577.0,,,,,
2979.382,2023-04-23 19:00:17.149,,,,,,,,495.0,92.0,,,
2979.699,2023-04-23 19:00:17.466,,,,,,,576.0,,,,,
2979.877,2023-04-23 19:00:17.644,,,,,,,,548.0,0.0,,,
2980.275,2023-04-23 19:00:18.042,,,,,,,626.0,,,,,
2980.425,2023-04-23 19:00:18.192,,,,,,,,553.0,0.0,,,
2980.901,2023-04-23 19:00:18.668,,,,,,,568.0,,,,,
