seconds,date,activity_load_2d,activity_load_3d
4613.905,2023-04-23 19:27:31.672,0.018,0.0282
4614.905,2023-04-23 19:27:32.672,0.0142,0.0223
4615.905,2023-04-23 19:27:33.672,0.0113,0.0174
4616.905,2023-04-23 19:27:34.672,0.0085,0.0109
4617.905,2023-04-23 19:27:35.672,0.0125,0.0211
4618.905,2023-04-23 19:27:36.672,0.0097,0.0136
4619.905,2023-04-23 19:27:37.672,0.0119,0.0158
4620.905,2023-04-23 19:27:38.672,0.0096,0.013
4621.905,2023-04-23 19:27:39.672,0.0087,0.011
4622.905,2023-04-23 19:27:40.672,0.0146,0.0196
4623.905,2023-04-23 19:27:41.672,0.029,0.0388
4624.905,2023-04-23 19:27:42.672,0.0215,0.0305
4625.905,2023-04-23 19:27:43.672,0.029,0.0371
4626.905,2023-04-23 19:27:44.672,0.0424,0.061
4627.905,2023-04-23 19:27:45.672,0.0314,0.044
4628.905,2023-04-23 19:27:46.672,0.0277,0.0442
4629.905,2023-04-23 19:27:47.672,0.0267,0.0354
4630.905,2023-04-23 19:27:48.672,0.0408,0.0605
4631.905,2023-04-23 19:27:49.672,0.0579,0.0833
4632.905,2023-04-23 19:27:50.672,0.0218,0.0283
4633.905,2023-04-23 19:27:51.672,0.1619,0.2197
4634.905,2023-04-23 19:27:52.672,0.196,0.2837
4635.905,2023-04-23 19:27:53.672,0.0821,0.1234
4636.905,2023-04-23 19:27:54.672,0.0776,0.1429
4637.905,2023-04-23 19:27:55.672,0.0306,0.0505
4638.905,2023-04-23 19:27:56.672,0.0116,0.0164
4639.905,2023-04-23 19:27:57.672,0.0086,0.014
4640.905,2023-04-23 19:27:58.672,0.0072,0.0105
4641.905,2023-04-23 19:27:59.672,0.0135,0.0165
4642.905,2023-04-23 19:28:00.672,0.0338,0.0435
4643.905,2023-04-23 19:28:01.672,0.0217,0.0336
4644.905,2023-04-23 19:28:02.672,0.0104,0.014
4645.905,2023-04-23 19:28:03.672,0.0104,0.016
4646.905,2023-04-23 19:28:04.672,0.007,0.0085
4647.905,2023-04-23 19:28:05.672,0.0099,0.0124
4648.905,2023-04-23 19:28:06.672,0.0313,0.051
4650.066,2023-04-23 19:28:07.833,0.0888,0.1385
4651.066,2023-04-23 19:28:08.833,0.1332,0.1849
4652.066,2023-04-23 19:28:09.833,0.107,0.1686
4653.066,2023-04-23 19:28:10.833,0.1559,0.2776
4654.066,2023-04-23 19:28:11.833,0.1395,0.25
4655.066,2023-04-23 19:28:12.833,0.1631,0.2289
4656.066,2023-04-23 19:28:13.833,0.454,0.6562
4657.066,2023-04-23 19:28:14.833,0.3316,0.4236
4658.066,2023-04-23 19:28:15.833,0.0262,0.0354
4659.066,2023-04-23 19:28:16.833,0.0205,0.0259
4660.066,2023-04-23 19:28:17.833,0.0197,0.029
4661.066,2023-04-23 19:28:18.833,0.0278,0.0405
4662.066,2023-04-23 19:28:19.833,0.0273,0.0389
4663.066,2023-04-23 19:28:20.833,0.0249,0.032
4664.066,2023-04-23 19:28:21.833,0.0394,0.0638
4665.066,2023-04-23 19:28:22.833,0.0547,0.1078
4666.066,2023-04-23 19:28:23.833,0.0547,0.115
4667.066,2023-04-23 19:28:24.833,0.034,0.0502
4668.066,2023-04-23 19:28:25.833,0.0485,0.0638
4669.066,2023-04-23 19:28:26.833,0.0273,0.0386
4670.066,2023-04-23 19:28:27.833,0.0138,0.0211
4671.066,2023-04-23 19:28:28.833,0.0128,0.0182
4672.066,2023-04-23 19:28:29.833,0.0134,0.0192
4673.066,2023-04-23 19:28:30.833,0.0131,0.0191
4674.066,2023-04-23 19:28:31.833,0.0124,0.0177
4675.066,2023-04-23 19:28:32.833,0.0155,0.0218
4676.066,2023-04-23 19:28:33.833,0.0155,0.0211
4677.066,2023-04-23 19:28:34.833,0.0137,0.0222
4678.066,2023-04-23 19:28:35.833,0.0113,0.016
4679.066,2023-04-23 19:28:36.833,0.0113,0.016
4680.066,2023-04-23 19:28:37.833,0.0097,0.0139
4681.066,2023-04-23 19:28:38.833,0.0064,0.0091
4682.066,2023-04-23 19:28:39.833,0.0106,0.0144
4683.066,2023-04-23 19:28:40.833,0.0094,0.0135
4684.066,2023-04-23 19:28:41.833,0.0075,0.0102
4685.066,2023-04-23 19:28:42.833,0.0206,0.027
4686.066,2023-04-23 19:28:43.833,0.0105,0.0135
4687.066,2023-04-23 19:28:44.833,0.0099,0.0143
4688.066,2023-04-23 19:28:45.833,0.0089,0.0121
4689.066,2023-04-23 19:28:46.833,0.0091,0.0132
4690.066,2023-04-23 19:28:47.833,0.0194,0.0261
4691.066,2023-04-23 19:28:48.833,0.0155,0.0216
4692.066,2023-04-23 19:28:49.833,0.0078,0.0102
4693.066,2023-04-23 19:28:50.833,0.0081,0.0121
4694.066,2023-04-23 19:28:51.833,0.0108,0.0157
4695.066,2023-04-23 19:28:52.833,0.009,0.0114
4696.066,2023-04-23 19:28:53.833,0.0064,0.008
4697.066,2023-04-23 19:28:54.833,0.005,0.0062
4698.066,2023-04-23 19:28:55.833,0.0048,0.0056
4699.066,2023-04-23 19:28:56.833,0.0072,0.0096
4700.066,2023-04-23 19:28:57.833,0.0116,0.0156
4701.066,2023-04-23 19:28:58.833,0.0218,0.0276
4702.066,2023-04-23 19:28:59.833,0.0204,0.0287
4703.066,2023-04-23 19:29:00.833,0.017,0.0231
4704.066,2023-04-23 19:29:01.833,0.0142,0.0202
4705.066,2023-04-23 19:29:02.833,0.0119,0.0157
4706.066,2023-04-23 19:29:03.833,0.1385,0.1945
4707.066,2023-04-23 19:29:04.833,0.1766,0.2624
4708.066,2023-04-23 19:29:05.833,0.0424,0.0813
4709.066,2023-04-23 19:29:06.833,0.0389,0.0595
4710.066,2023-04-23 19:29:07.833,0.0195,0.0299
4711.228,2023-04-23 19:29:08.995,0.1147,0.1668
4712.228,2023-04-23 19:29:09.995,0.0732,0.1289
4713.228,2023-04-23 19:29:10.995,0.0457,0.079
4714.228,2023-04-23 19:29:11.995,0.0507,0.0965
4715.228,2023-04-23 19:29:12.995,0.0672,0.0956
4716.228,2023-04-23 19:29:13.995,0.1836,0.2994
4717.228,2023-04-23 19:29:14.995,0.0365,0.0506
4718.228,2023-04-23 19:29:15.995,0.0356,0.046
4719.228,2023-04-23 19:29:16.995,0.0515,0.0881
4720.228,2023-04-23 19:29:17.995,0.0743,0.1426
4721.228,2023-04-23 19:29:18.995,0.0717,0.121
4722.228,2023-04-23 19:29:19.995,0.0525,0.079
4723.228,2023-04-23 19:29:20.995,0.0423,0.0562
4724.228,2023-04-23 19:29:21.995,0.0418,0.0547
4725.228,2023-04-23 19:29:22.995,0.0322,0.0383
4726.228,2023-04-23 19:29:23.995,0.0146,0.0213
4727.228,2023-04-23 19:29:24.995,0.0168,0.0256
4728.228,2023-04-23 19:29:25.995,0.0526,0.0655
4729.228,2023-04-23 19:29:26.995,0.013,0.0213
4730.228,2023-04-23 19:29:27.995,0.0212,0.0312
4731.228,2023-04-23 19:29:28.995,0.0433,0.0545
4732.228,2023-04-23 19:29:29.995,0.0185,0.0233
4733.228,2023-04-23 19:29:30.995,0.0296,0.0401
4734.228,2023-04-23 19:29:31.995,0.0562,0.0723
4735.228,2023-04-23 19:29:32.995,0.0384,0.0593
4736.228,2023-04-23 19:29:33.995,0.3495,0.4753
4737.228,2023-04-23 19:29:34.995,0.2358,0.3602
4738.228,2023-04-23 19:29:35.995,0.108,0.1694
4739.228,2023-04-23 19:29:36.995,0.0792,0.1227
4740.228,2023-04-23 19:29:37.995,0.2012,0.2743
4741.228,2023-04-23 19:29:38.995,0.1552,0.2428
4742.228,2023-04-23 19:29:39.995,0.1437,0.2646
4743.228,2023-04-23 19:29:40.995,0.1277,0.2582
4744.228,2023-04-23 19:29:41.995,0.0532,0.0922
4745.228,2023-04-23 19:29:42.995,0.0205,0.029
4746.228,2023-04-23 19:29:43.995,0.014,0.0205
4747.228,2023-04-23 19:29:44.995,0.0229,0.035
4748.228,2023-04-23 19:29:45.995,0.0264,0.0359
4749.228,2023-04-23 19:29:46.995,0.0315,0.0369
4750.228,2023-04-23 19:29:47.995,0.0106,0.0147
4751.228,2023-04-23 19:29:48.995,0.0102,0.0149
4752.228,2023-04-23 19:29:49.995,0.0078,0.0106
4753.228,2023-04-23 19:29:50.995,0.0153,0.0214
4754.228,2023-04-23 19:29:51.995,0.0062,0.009
4755.228,2023-04-23 19:29:52.995,0.0041,0.0054
4756.228,2023-04-23 19:29:53.995,0.0107,0.0139
4757.228,2023-04-23 19:29:54.995,0.0143,0.024
4758.228,2023-04-23 19:29:55.995,0.0802,0.1102
4759.228,2023-04-23 19:29:56.995,0.1838,0.2514
4760.228,2023-04-23 19:29:57.995,0.0297,0.0499
4761.228,2023-04-23 19:29:58.995,0.0507,0.0726
4762.228,2023-04-23 19:29:59.995,0.1049,0.1648
4763.228,2023-04-23 19:30:00.995,0.0255,0.0354
4764.228,2023-04-23 19:30:01.995,0.0656,0.0969
4765.228,2023-04-23 19:30:02.995,0.1065,0.1596
4766.228,2023-04-23 19:30:03.995,0.0831,0.1384
4767.228,2023-04-23 19:30:04.995,0.1428,0.2163
4768.228,2023-04-23 19:30:05.995,0.1921,0.2357
4769.228,2023-04-23 19:30:06.995,0.0806,0.1176
4770.228,2023-04-23 19:30:07.995,0.0625,0.0999
4771.228,2023-04-23 19:30:08.995,0.0415,0.0637
4772.39,2023-04-23 19:30:10.157,0.024,0.0345
4773.39,2023-04-23 19:30:11.157,0.0153,0.0227
4774.39,2023-04-23 19:30:12.157,0.0073,0.0089
4775.39,2023-04-23 19:30:13.157,0.0089,0.0114
4776.39,2023-04-23 19:30:14.157,0.0069,0.0086
4777.39,2023-04-23 19:30:15.157,0.019,0.0274
4778.39,2023-04-23 19:30:16.157,0.0584,0.0847
4779.39,2023-04-23 19:30:17.157,0.0727,0.1287
4780.39,2023-04-23 19:30:18.157,0.0527,0.071
4781.39,2023-04-23 19:30:19.157,0.0984,0.1609
4782.39,2023-04-23 19:30:20.157,0.0211,0.0273
4783.39,2023-04-23 19:30:21.157,0.0179,0.0231
4784.39,2023-04-23 19:30:22.157,0.0137,0.0187
4785.39,2023-04-23 19:30:23.157,0.0199,0.0298
4786.39,2023-04-23 19:30:24.157,0.0403,0.0669
4787.39,2023-04-23 19:30:25.157,0.0627,0.116
4788.39,2023-04-23 19:30:26.157,0.0689,0.1068
4789.39,2023-04-23 19:30:27.157,0.0991,0.1756
4790.39,2023-04-23 19:30:28.157,0.1167,0.1694
4791.39,2023-04-23 19:30:29.157,0.0497,0.0717
4792.39,2023-04-23 19:30:30.157,0.0326,0.0391
4793.39,2023-04-23 19:30:31.157,0.0386,0.0542
4794.39,2023-04-23 19:30:32.157,0.0373,0.0475
4795.39,2023-04-23 19:30:33.157,0.0193,0.0285
4796.39,2023-04-23 19:30:34.157,0.088,0.1379
4797.39,2023-04-23 19:30:35.157,0.0786,0.1298
4798.39,2023-04-23 19:30:36.157,0.0233,0.0343
4799.39,2023-04-23 19:30:37.157,0.0407,0.0541
4800.39,2023-04-23 19:30:38.157,0.1125,0.1519
4801.39,2023-04-23 19:30:39.157,0.0961,0.1386
4802.39,2023-04-23 19:30:40.157,0.0827,0.1274
4803.39,2023-04-23 19:30:41.157,0.0902,0.1398
4804.39,2023-04-23 19:30:42.157,0.0452,0.0878
4805.39,2023-04-23 19:30:43.157,0.0232,0.0344
4806.39,2023-04-23 19:30:44.157,0.0127,0.0181
4807.39,2023-04-23 19:30:45.157,0.0159,0.0226
4808.39,2023-04-23 19:30:46.157,0.0136,0.0255
4809.39,2023-04-23 19:30:47.157,0.0142,0.0204
4810.39,2023-04-23 19:30:48.157,0.0125,0.0161
4811.39,2023-04-23 19:30:49.157,0.013,0.0174
4812.39,2023-04-23 19:30:50.157,0.0353,0.0449
4813.39,2023-04-23 19:30:51.157,0.0171,0.0218
4814.39,2023-04-23 19:30:52.157,0.0784,0.0988
4815.39,2023-04-23 19:30:53.157,0.036,0.0468
4816.39,2023-04-23 19:30:54.157,0.0752,0.1064
4817.39,2023-04-23 19:30:55.157,0.0778,0.0939
4818.39,2023-04-23 19:30:56.157,0.0747,0.0879
4819.39,2023-04-23 19:30:57.157,0.1072,0.1464
4820.39,2023-04-23 19:30:58.157,0.0509,0.1011
4821.39,2023-04-23 19:30:59.157,0.0264,0.0402
4822.39,2023-04-23 19:31:00.157,0.0514,0.0826
4823.39,2023-04-23 19:31:01.157,0.0658,0.1206
4824.39,2023-04-23 19:31:02.157,0.0781,0.1253
4825.39,2023-04-23 19:31:03.157,0.1073,0.18
4826.39,2023-04-23 19:31:04.157,0.0774,0.1474
4827.39,2023-04-23 19:31:05.157,0.0752,0.1364
4828.39,2023-04-23 19:31:06.157,0.0566,0.1044
4829.39,2023-04-23 19:31:07.157,0.0164,0.0248
4830.39,2023-04-23 19:31:08.157,0.0252,0.0304
4831.39,2023-04-23 19:31:09.157,0.0247,0.0322
4832.39,2023-04-23 19:31:10.157,0.0096,0.0137
4833.55,2023-04-23 19:31:11.317,0.0093,0.0142
4834.55,2023-04-23 19:31:12.317,0.0116,0.0151
4835.55,2023-04-23 19:31:13.317,0.0066,0.0093
4836.55,2023-04-23 19:31:14.317,0.0071,0.0102
4837.55,2023-04-23 19:31:15.317,0.008,0.011
4838.55,2023-04-23 19:31:16.317,0.0095,0.0143
4839.55,2023-04-23 19:31:17.317,0.0059,0.0078
4840.55,2023-04-23 19:31:18.317,0.0081,0.0109
4841.55,2023-04-23 19:31:19.317,0.0114,0.0155
4842.55,2023-04-23 19:31:20.317,0.008,0.0104
4843.55,2023-04-23 19:31:21.317,0.0105,0.0143
4844.55,2023-04-23 19:31:22.317,0.0085,0.0105
4845.55,2023-04-23 19:31:23.317,0.0142,0.0198
4846.55,2023-04-23 19:31:24.317,0.0375,0.0649
4847.55,2023-04-23 19:31:25.317,0.0151,0.0213
4848.55,2023-04-23 19:31:26.317,0.01,0.0135
4849.55,2023-04-23 19:31:27.317,0.0204,0.0289
4850.55,2023-04-23 19:31:28.317,0.0555,0.084
4851.55,2023-04-23 19:31:29.317,0.0902,0.131
4852.55,2023-04-23 19:31:30.317,0.0169,0.0275
4853.55,2023-04-23 19:31:31.317,0.0397,0.0623
4854.55,2023-04-23 19:31:32.317,0.1055,0.1483
4855.55,2023-04-23 19:31:33.317,0.1873,0.2617
4856.55,2023-04-23 19:31:34.317,0.4,0.5371
4857.55,2023-04-23 19:31:35.317,0.2746,0.4163
4858.55,2023-04-23 19:31:36.317,0.3836,0.5282
4859.55,2023-04-23 19:31:37.317,0.2056,0.3423
4860.55,2023-04-23 19:31:38.317,0.0903,0.1249
4861.55,2023-04-23 19:31:39.317,0.1124,0.1872
4862.55,2023-04-23 19:31:40.317,0.1299,0.2237
4863.55,2023-04-23 19:31:41.317,0.1461,0.24
4864.55,2023-04-23 19:31:42.317,0.1509,0.2696
4865.55,2023-04-23 19:31:43.317,0.131,0.2493
4866.55,2023-04-23 19:31:44.317,0.1079,0.2187
4867.55,2023-04-23 19:31:45.317,0.0921,0.1655
4868.55,2023-04-23 19:31:46.317,0.0154,0.0184
4869.55,2023-04-23 19:31:47.317,0.0146,0.0187
4870.55,2023-04-23 19:31:48.317,0.0158,0.0218
4871.55,2023-04-23 19:31:49.317,0.0146,0.0178
4872.55,2023-04-23 19:31:50.317,0.0076,0.0093
4873.55,2023-04-23 19:31:51.317,0.005,0.0062
4874.55,2023-04-23 19:31:52.317,0.0337,0.0481
4875.55,2023-04-23 19:31:53.317,0.0291,0.0385
4876.55,2023-04-23 19:31:54.317,0.0157,0.0215
4877.55,2023-04-23 19:31:55.317,0.0254,0.0379
4878.55,2023-04-23 19:31:56.317,0.0573,0.0904
4879.55,2023-04-23 19:31:57.317,0.0829,0.1325
4880.55,2023-04-23 19:31:58.317,0.2324,0.3507
4881.55,2023-04-23 19:31:59.317,0.0919,0.1393
4882.55,2023-04-23 19:32:00.317,0.0657,0.1165
4883.55,2023-04-23 19:32:01.317,0.0608,0.1007
4884.55,2023-04-23 19:32:02.317,0.0634,0.0833
4885.55,2023-04-23 19:32:03.317,0.0474,0.0734
4886.55,2023-04-23 19:32:04.317,0.1028,0.1421
4887.55,2023-04-23 19:32:05.317,0.1928,0.2664
4888.55,2023-04-23 19:32:06.317,0.0945,0.1605
4889.55,2023-04-23 19:32:07.317,0.0458,0.0606
4890.55,2023-04-23 19:32:08.317,0.043,0.0573
4891.55,2023-04-23 19:32:09.317,0.0418,0.0638
4892.55,2023-04-23 19:32:10.317,0.0935,0.1357
4893.55,2023-04-23 19:32:11.317,0.1116,0.1879
4894.712,2023-04-23 19:32:12.479,0.1361,0.2112
4895.712,2023-04-23 19:32:13.479,0.094,0.164
4896.712,2023-04-23 19:32:14.479,0.1007,0.1687
4897.712,2023-04-23 19:32:15.479,0.1184,0.1624
4898.712,2023-04-23 19:32:16.479,0.0414,0.0635
4899.712,2023-04-23 19:32:17.479,0.0162,0.0245
4900.712,2023-04-23 19:32:18.479,0.0441,0.0644
4901.712,2023-04-23 19:32:19.479,0.0668,0.118
4902.712,2023-04-23 19:32:20.479,0.0803,0.1462
4903.712,2023-04-23 19:32:21.479,0.0911,0.1696
4904.712,2023-04-23 19:32:22.479,0.0916,0.1501
4905.712,2023-04-23 19:32:23.479,0.0406,0.0768
4906.712,2023-04-23 19:32:24.479,0.0163,0.0244
4907.712,2023-04-23 19:32:25.479,0.0102,0.0161
4908.712,2023-04-23 19:32:26.479,0.0102,0.0151
4909.712,2023-04-23 19:32:27.479,0.0098,0.0141
4910.712,2023-04-23 19:32:28.479,0.0089,0.0118
4911.712,2023-04-23 19:32:29.479,0.0086,0.012
4912.712,2023-04-23 19:32:30.479,0.0113,0.0161
4913.712,2023-04-23 19:32:31.479,0.0118,0.0173
4914.712,2023-04-23 19:32:32.479,0.0098,0.0135
4915.712,2023-04-23 19:32:33.479,0.0092,0.0109
4916.712,2023-04-23 19:32:34.479,0.011,0.0151
4917.712,2023-04-23 19:32:35.479,0.0071,0.0113
4918.712,2023-04-23 19:32:36.479,0.0133,0.019
4919.712,2023-04-23 19:32:37.479,0.0123,0.0162
4920.712,2023-04-23 19:32:38.479,0.0134,0.0191
4921.712,2023-04-23 19:32:39.479,0.0143,0.0195
4922.712,2023-04-23 19:32:40.479,0.0184,0.0241
4923.712,2023-04-23 19:32:41.479,0.0551,0.0811
4924.712,2023-04-23 19:32:42.479,0.1791,0.2616
4925.712,2023-04-23 19:32:43.479,0.1857,0.2481
4926.712,2023-04-23 19:32:44.479,0.2084,0.3039
4927.712,2023-04-23 19:32:45.479,0.0528,0.0958
4928.712,2023-04-23 19:32:46.479,0.015,0.0203
4929.712,2023-04-23 19:32:47.479,0.0162,0.0203
4930.712,2023-04-23 19:32:48.479,0.0212,0.0293
4931.712,2023-04-23 19:32:49.479,0.0106,0.0153
4932.712,2023-04-23 19:32:50.479,0.0102,0.0149
4933.712,2023-04-23 19:32:51.479,0.0088,0.0125
4934.712,2023-04-23 19:32:52.479,0.0066,0.0095
4935.712,2023-04-23 19:32:53.479,0.0095,0.0137
4936.712,2023-04-23 19:32:54.479,0.0102,0.0129
4937.712,2023-04-23 19:32:55.479,0.0166,0.0199
4938.712,2023-04-23 19:32:56.479,0.007,0.009
4939.712,2023-04-23 19:32:57.479,0.0088,0.0121
4940.712,2023-04-23 19:32:58.479,0.0152,0.0193
4941.712,2023-04-23 19:32:59.479,0.0944,0.1239
4942.712,2023-04-23 19:33:00.479,0.0819,0.1075
4943.712,2023-04-23 19:33:01.479,0.0493,0.0682
4944.712,2023-04-23 19:33:02.479,0.0677,0.0921
4945.712,2023-04-23 19:33:03.479,0.0969,0.1512
4946.712,2023-04-23 19:33:04.479,0.0256,0.031
4947.712,2023-04-23 19:33:05.479,0.0174,0.0227
4948.712,2023-04-23 19:33:06.479,0.0756,0.1164
4949.712,2023-04-23 19:33:07.479,0.1097,0.1569
4950.712,2023-04-23 19:33:08.479,0.0396,0.0554
4951.712,2023-04-23 19:33:09.479,0.0639,0.1027
4952.712,2023-04-23 19:33:10.479,0.0434,0.064
4953.712,2023-04-23 19:33:11.479,0.0717,0.1204
4954.712,2023-04-23 19:33:12.479,0.0398,0.0645
4955.873,2023-04-23 19:33:13.640,0.0083,0.0107
4956.873,2023-04-23 19:33:14.640,0.0085,0.0109
4957.873,2023-04-23 19:33:15.640,0.0118,0.0189
4958.873,2023-04-23 19:33:16.640,0.0127,0.0169
4959.873,2023-04-23 19:33:17.640,0.0322,0.0508
4960.873,2023-04-23 19:33:18.640,0.0733,0.0984
4961.873,2023-04-23 19:33:19.640,0.047,0.0606
4962.873,2023-04-23 19:33:20.640,0.0504,0.0751
4963.873,2023-04-23 19:33:21.640,0.0591,0.096
4964.873,2023-04-23 19:33:22.640,0.0977,0.1304
4965.873,2023-04-23 19:33:23.640,0.0103,0.0132
4966.873,2023-04-23 19:33:24.640,0.0157,0.0227
4967.873,2023-04-23 19:33:25.640,0.0202,0.0282
4968.873,2023-04-23 19:33:26.640,0.0468,0.0805
4969.873,2023-04-23 19:33:27.640,0.1127,0.1683
4970.873,2023-04-23 19:33:28.640,0.0863,0.1632
4971.873,2023-04-23 19:33:29.640,0.1127,0.2054
4972.873,2023-04-23 19:33:30.640,0.163,0.269
4973.873,2023-04-23 19:33:31.640,0.033,0.0535
4974.873,2023-04-23 19:33:32.640,0.0258,0.0354
4975.873,2023-04-23 19:33:33.640,0.0154,0.0208
4976.873,2023-04-23 19:33:34.640,0.0253,0.0324
4977.873,2023-04-23 19:33:35.640,0.0144,0.0191
4978.873,2023-04-23 19:33:36.640,0.0105,0.0156
4979.873,2023-04-23 19:33:37.640,0.0224,0.027
4980.873,2023-04-23 19:33:38.640,0.0201,0.0281
4981.873,2023-04-23 19:33:39.640,0.0358,0.0444
4982.873,2023-04-23 19:33:40.640,0.0097,0.0131
4983.873,2023-04-23 19:33:41.640,0.0276,0.0304
4984.873,2023-04-23 19:33:42.640,0.0252,0.0296
4985.873,2023-04-23 19:33:43.640,0.0362,0.0438
4986.873,2023-04-23 19:33:44.640,0.0196,0.0287
4987.873,2023-04-23 19:33:45.640,0.0585,0.0789
4988.873,2023-04-23 19:33:46.640,0.0682,0.0902
4989.873,2023-04-23 19:33:47.640,0.0461,0.0743
4990.873,2023-04-23 19:33:48.640,0.0669,0.1095
4991.873,2023-04-23 19:33:49.640,0.0665,0.1145
4992.873,2023-04-23 19:33:50.640,0.0721,0.1306
4993.873,2023-04-23 19:33:51.640,0.1041,0.1732
4994.873,2023-04-23 19:33:52.640,0.2586,0.3911
4995.873,2023-04-23 19:33:53.640,0.214,0.3002
4996.873,2023-04-23 19:33:54.640,0.0892,0.1214
4997.873,2023-04-23 19:33:55.640,0.0568,0.0943
4998.873,2023-04-23 19:33:56.640,0.0634,0.1214
4999.873,2023-04-23 19:33:57.640,0.0751,0.1367
5000.873,2023-04-23 19:33:58.640,0.0851,0.1518
5001.873,2023-04-23 19:33:59.640,0.079,0.1565
5002.873,2023-04-23 19:34:00.640,0.0834,0.1493
5003.873,2023-04-23 19:34:01.640,0.0701,0.1159
5004.873,2023-04-23 19:34:02.640,0.0201,0.0287
5005.873,2023-04-23 19:34:03.640,0.0117,0.017
5006.873,2023-04-23 19:34:04.640,0.0118,0.0154
5007.873,2023-04-23 19:34:05.640,0.0082,0.0125
5008.873,2023-04-23 19:34:06.640,0.0078,0.01
5009.873,2023-04-23 19:34:07.640,0.0046,0.0057
5010.873,2023-04-23 19:34:08.640,0.0062,0.0079
5011.873,2023-04-23 19:34:09.640,0.009,0.0134
5012.873,2023-04-23 19:34:10.640,0.017,0.0227
5013.873,2023-04-23 19:34:11.640,0.0079,0.0108
5014.873,2023-04-23 19:34:12.640,0.0093,0.0144
5015.873,2023-04-23 19:34:13.640,0.0101,0.0125
5017.034,2023-04-23 19:34:14.801,0.0289,0.0367
5018.034,2023-04-23 19:34:15.801,0.0233,0.0298
5019.034,2023-04-23 19:34:16.801,0.0297,0.0399
5020.034,2023-04-23 19:34:17.801,0.0258,0.0323
5021.034,2023-04-23 19:34:18.801,0.0286,0.0386
5022.034,2023-04-23 19:34:19.801,0.0253,0.0312
5023.034,2023-04-23 19:34:20.801,0.0187,0.0279
5024.034,2023-04-23 19:34:21.801,0.0122,0.0175
5025.034,2023-04-23 19:34:22.801,0.012,0.0188
5026.034,2023-04-23 19:34:23.801,0.0083,0.0121
5027.034,2023-04-23 19:34:24.801,0.0086,0.0132
5028.034,2023-04-23 19:34:25.801,0.01,0.0129
5029.034,2023-04-23 19:34:26.801,0.0082,0.0114
5030.034,2023-04-23 19:34:27.801,0.0126,0.016
5031.034,2023-04-23 19:34:28.801,0.011,0.0159
5032.034,2023-04-23 19:34:29.801,0.0111,0.0161
5033.034,2023-04-23 19:34:30.801,0.0107,0.0137
5034.034,2023-04-23 19:34:31.801,0.009,0.0121
5035.034,2023-04-23 19:34:32.801,0.006,0.008
5036.034,2023-04-23 19:34:33.801,0.0101,0.013
5037.034,2023-04-23 19:34:34.801,0.0487,0.0679
5038.034,2023-04-23 19:34:35.801,0.0713,0.113
5039.034,2023-04-23 19:34:36.801,0.0196,0.032
5040.034,2023-04-23 19:34:37.801,0.0126,0.0187
5041.034,2023-04-23 19:34:38.801,0.0614,0.0951
5042.034,2023-04-23 19:34:39.801,0.0906,0.1424
5043.034,2023-04-23 19:34:40.801,0.1464,0.2248
5044.034,2023-04-23 19:34:41.801,0.2473,0.3465
5045.034,2023-04-23 19:34:42.801,0.3339,0.4824
5046.034,2023-04-23 19:34:43.801,0.3379,0.4518
5047.034,2023-04-23 19:34:44.801,0.1363,0.2165
5048.034,2023-04-23 19:34:45.801,0.1153,0.1639
5049.034,2023-04-23 19:34:46.801,0.1392,0.2146
5050.034,2023-04-23 19:34:47.801,0.1168,0.2144
5051.034,2023-04-23 19:34:48.801,0.1131,0.2033
5052.034,2023-04-23 19:34:49.801,0.1193,0.216
5053.034,2023-04-23 19:34:50.801,0.1217,0.2301
5054.034,2023-04-23 19:34:51.801,0.1133,0.2022
5055.034,2023-04-23 19:34:52.801,0.1092,0.1795
5056.034,2023-04-23 19:34:53.801,0.0207,0.0323
5057.034,2023-04-23 19:34:54.801,0.0122,0.0166
5058.034,2023-04-23 19:34:55.801,0.0109,0.0172
5059.034,2023-04-23 19:34:56.801,0.0144,0.019
5060.034,2023-04-23 19:34:57.801,0.0152,0.0225
5061.034,2023-04-23 19:34:58.801,0.0141,0.0217
5062.034,2023-04-23 19:34:59.801,0.0112,0.0147
5063.034,2023-04-23 19:35:00.801,0.0097,0.0119
5064.034,2023-04-23 19:35:01.801,0.011,0.0149
5065.034,2023-04-23 19:35:02.801,0.0156,0.021
5066.034,2023-04-23 19:35:03.801,0.02,0.0265
5067.034,2023-04-23 19:35:04.801,0.0136,0.0216
5068.034,2023-04-23 19:35:05.801,0.0147,0.0202
5069.034,2023-04-23 19:35:06.801,0.0164,0.0223
5070.034,2023-04-23 19:35:07.801,0.0104,0.0127
5071.034,2023-04-23 19:35:08.801,0.029,0.0377
5072.034,2023-04-23 19:35:09.801,0.1458,0.2105
5073.034,2023-04-23 19:35:10.801,0.1187,0.1659
5074.034,2023-04-23 19:35:11.801,0.1098,0.159
5075.034,2023-04-23 19:35:12.801,0.0713,0.1195
5076.034,2023-04-23 19:35:13.801,0.0304,0.0455
5077.034,2023-04-23 19:35:14.801,0.0472,0.067
5078.196,2023-04-23 19:35:15.963,0.0537,0.0939
5079.196,2023-04-23 19:35:16.963,0.0613,0.0859
5080.196,2023-04-23 19:35:17.963,0.1642,0.2174
5081.196,2023-04-23 19:35:18.963,0.1939,0.2633
5082.196,2023-04-23 19:35:19.963,0.0374,0.0756
5083.196,2023-04-23 19:35:20.963,0.0095,0.012
