seconds,date,activity_load_2d,activity_load_3d
2260.61,2023-04-23 18:48:18.377,0.013,0.0174
2261.61,2023-04-23 18:48:19.377,0.0126,0.0188
2262.61,2023-04-23 18:48:20.377,0.0114,0.0162
2263.61,2023-04-23 18:48:21.377,0.0096,0.0137
2264.772,2023-04-23 18:48:22.539,0.0258,0.0427
2265.772,2023-04-23 18:48:23.539,0.0518,0.0701
2266.772,2023-04-23 18:48:24.539,0.0541,0.068
2267.772,2023-04-23 18:48:25.539,0.0131,0.0178
2268.772,2023-04-23 18:48:26.539,0.03,0.0441
2269.772,2023-04-23 18:48:27.539,0.0119,0.0163
2270.772,2023-04-23 18:48:28.539,0.0428,0.055
2271.772,2023-04-23 18:48:29.539,0.0096,0.014
2272.772,2023-04-23 18:48:30.539,0.0062,0.0077
2273.772,2023-04-23 18:48:31.539,0.0098,0.0125
2274.772,2023-04-23 18:48:32.539,0.0138,0.0197
2275.772,2023-04-23 18:48:33.539,0.007,0.0097
2276.772,2023-04-23 18:48:34.539,0.0061,0.0085
2277.772,2023-04-23 18:48:35.539,0.0076,0.0104
2278.772,2023-04-23 18:48:36.539,0.0053,0.0074
2279.772,2023-04-23 18:48:37.539,0.005,0.0067
2280.772,2023-04-23 18:48:38.539,0.0053,0.0074
2281.772,2023-04-23 18:48:39.539,0.0049,0.0068
2282.772,2023-04-23 18:48:40.539,0.0054,0.008
2283.772,2023-04-23 18:48:41.539,0.0041,0.0049
2284.772,2023-04-23 18:48:42.539,0.0046,0.0058
2285.772,2023-04-23 18:48:43.539,0.0039,0.0051
2286.772,2023-04-23 18:48:44.539,0.0051,0.0066
2287.772,2023-04-23 18:48:45.539,0.005,0.0069
2288.772,2023-04-23 18:48:46.539,0.0063,0.0089
2289.772,2023-04-23 18:48:47.539,0.0052,0.0064
2290.772,2023-04-23 18:48:48.539,0.0039,0.0044
2291.772,2023-04-23 18:48:49.539,0.0034,0.0039
2292.772,2023-04-23 18:48:50.539,0.0043,0.0057
2293.772,2023-04-23 18:48:51.539,0.0037,0.0042
2294.772,2023-04-23 18:48:52.539,0.0024,0.0029
2295.772,2023-04-23 18:48:53.539,0.0026,0.003
2296.772,2023-04-23 18:48:54.539,0.0027,0.0031
2297.772,2023-04-23 18:48:55.539,0.0025,0.0028
2298.772,2023-04-23 18:48:56.539,0.0025,0.003
2299.772,2023-04-23 18:48:57.539,0.0025,0.0031
2300.772,2023-04-23 18:48:58.539,0.0028,0.0033
2301.772,2023-04-23 18:48:59.539,0.0034,0.0039
2302.772,2023-04-23 18:49:00.539,0.0033,0.0045
2303.772,2023-04-23 18:49:01.539,0.0033,0.0044
2304.772,2023-04-23 18:49:02.539,0.0031,0.0043
2305.772,2023-04-23 18:49:03.539,0.0038,0.006
2306.772,2023-04-23 18:49:04.539,0.0102,0.0122
2307.772,2023-04-23 18:49:05.539,0.0172,0.0231
2308.772,2023-04-23 18:49:06.539,0.0148,0.0211
2309.772,2023-04-23 18:49:07.539,0.0246,0.0359
2310.772,2023-04-23 18:49:08.539,0.0233,0.0365
2311.772,2023-04-23 18:49:09.539,0.0243,0.0351
2312.772,2023-04-23 18:49:10.539,0.0321,0.052
2313.772,2023-04-23 18:49:11.539,0.0351,0.0512
2314.772,2023-04-23 18:49:12.539,0.0246,0.031
2315.772,2023-04-23 18:49:13.539,0.0264,0.0356
2316.772,2023-04-23 18:49:14.539,0.023,0.0318
2317.772,2023-04-23 18:49:15.539,0.0209,0.0306
2318.772,2023-04-23 18:49:16.539,0.0169,0.0265
2319.772,2023-04-23 18:49:17.539,0.0325,0.0472
2320.772,2023-04-23 18:49:18.539,0.0063,0.0084
2321.772,2023-04-23 18:49:19.539,0.0102,0.0125
2322.772,2023-04-23 18:49:20.539,0.0071,0.0091
2323.772,2023-04-23 18:49:21.539,0.0259,0.0352
2324.772,2023-04-23 18:49:22.539,0.0173,0.0281
2325.934,2023-04-23 18:49:23.701,0.0141,0.0184
2326.934,2023-04-23 18:49:24.701,0.0066,0.0098
2327.934,2023-04-23 18:49:25.701,0.0052,0.0069
2328.934,2023-04-23 18:49:26.701,0.0061,0.0073
2329.934,2023-04-23 18:49:27.701,0.0068,0.0092
2330.934,2023-04-23 18:49:28.701,0.0063,0.0097
2331.934,2023-04-23 18:49:29.701,0.0041,0.0053
2332.934,2023-04-23 18:49:30.701,0.0135,0.0175
2333.934,2023-04-23 18:49:31.701,0.005,0.0059
2334.934,2023-04-23 18:49:32.701,0.0073,0.0113
2335.934,2023-04-23 18:49:33.701,0.0048,0.0054
2336.934,2023-04-23 18:49:34.701,0.0049,0.0068
2337.934,2023-04-23 18:49:35.701,0.0043,0.0058
2338.934,2023-04-23 18:49:36.701,0.0027,0.003
2339.934,2023-04-23 18:49:37.701,0.0027,0.0033
2340.934,2023-04-23 18:49:38.701,0.0026,0.0031
2341.934,2023-04-23 18:49:39.701,0.0022,0.0025
2342.934,2023-04-23 18:49:40.701,0.0026,0.003
2343.934,2023-04-23 18:49:41.701,0.0025,0.0031
2344.934,2023-04-23 18:49:42.701,0.0023,0.0028
2345.934,2023-04-23 18:49:43.701,0.0025,0.0027
2346.934,2023-04-23 18:49:44.701,0.0023,0.0028
2347.934,2023-04-23 18:49:45.701,0.0022,0.0026
2348.934,2023-04-23 18:49:46.701,0.0022,0.0025
2349.934,2023-04-23 18:49:47.701,0.0023,0.0026
2350.934,2023-04-23 18:49:48.701,0.0032,0.0041
2351.934,2023-04-23 18:49:49.701,0.0052,0.0075
2352.934,2023-04-23 18:49:50.701,0.0086,0.0125
2353.934,2023-04-23 18:49:51.701,0.004,0.0049
2354.934,2023-04-23 18:49:52.701,0.0043,0.006
2355.934,2023-04-23 18:49:53.701,0.0042,0.006
2356.934,2023-04-23 18:49:54.701,0.0044,0.0067
2357.934,2023-04-23 18:49:55.701,0.0051,0.0066
2358.934,2023-04-23 18:49:56.701,0.0035,0.0044
2359.934,2023-04-23 18:49:57.701,0.005,0.006
2360.934,2023-04-23 18:49:58.701,0.0048,0.0058
2361.934,2023-04-23 18:49:59.701,0.0046,0.006
2362.934,2023-04-23 18:50:00.701,0.0163,0.0248
2363.934,2023-04-23 18:50:01.701,0.019,0.0257
2364.934,2023-04-23 18:50:02.701,0.0095,0.0119
2365.934,2023-04-23 18:50:03.701,0.0068,0.0079
2366.934,2023-04-23 18:50:04.701,0.01,0.0133
2367.934,2023-04-23 18:50:05.701,0.008,0.0097
2368.934,2023-04-23 18:50:06.701,0.0057,0.008
2369.934,2023-04-23 18:50:07.701,0.0106,0.0141
2370.934,2023-04-23 18:50:08.701,0.0075,0.0098
2371.934,2023-04-23 18:50:09.701,0.009,0.0103
2372.934,2023-04-23 18:50:10.701,0.0073,0.0089
2373.934,2023-04-23 18:50:11.701,0.0062,0.0091
2374.934,2023-04-23 18:50:12.701,0.0266,0.0314
2375.934,2023-04-23 18:50:13.701,0.0121,0.0185
2376.934,2023-04-23 18:50:14.701,0.0033,0.0039
2377.934,2023-04-23 18:50:15.701,0.0046,0.0052
2378.934,2023-04-23 18:50:16.701,0.0028,0.0035
2379.934,2023-04-23 18:50:17.701,0.0031,0.0036
2380.934,2023-04-23 18:50:18.701,0.0025,0.003
2381.934,2023-04-23 18:50:19.701,0.0038,0.0045
2382.934,2023-04-23 18:50:20.701,0.0039,0.0046
2383.934,2023-04-23 18:50:21.701,0.0097,0.0133
2384.934,2023-04-23 18:50:22.701,0.0048,0.0056
2385.934,2023-04-23 18:50:23.701,0.0028,0.0033
2387.096,2023-04-23 18:50:24.863,0.0083,0.0092
2388.096,2023-04-23 18:50:25.863,0.0064,0.0093
2389.096,2023-04-23 18:50:26.863,0.01,0.0115
2390.096,2023-04-23 18:50:27.863,0.0114,0.0131
2391.096,2023-04-23 18:50:28.863,0.0136,0.0161
2392.096,2023-04-23 18:50:29.863,0.0128,0.0162
2393.096,2023-04-23 18:50:30.863,0.0046,0.0057
2394.096,2023-04-23 18:50:31.863,0.0214,0.0246
2395.096,2023-04-23 18:50:32.863,0.0048,0.006
2396.096,2023-04-23 18:50:33.863,0.0068,0.0132
2397.096,2023-04-23 18:50:34.863,0.0439,0.1225
2398.096,2023-04-23 18:50:35.863,0.0481,0.1486
2399.096,2023-04-23 18:50:36.863,0.0449,0.1387
2400.096,2023-04-23 18:50:37.863,0.0213,0.0387
2401.096,2023-04-23 18:50:38.863,0.0057,0.0091
2402.096,2023-04-23 18:50:39.863,0.0042,0.0052
2403.096,2023-04-23 18:50:40.863,0.0029,0.0035
2404.096,2023-04-23 18:50:41.863,0.0031,0.0039
2405.096,2023-04-23 18:50:42.863,0.0028,0.0033
2406.096,2023-04-23 18:50:43.863,0.0035,0.0044
2407.096,2023-04-23 18:50:44.863,0.0035,0.0042
2408.096,2023-04-23 18:50:45.863,0.0048,0.0069
2409.096,2023-04-23 18:50:46.863,0.0074,0.0094
2410.096,2023-04-23 18:50:47.863,0.0077,0.009
2411.096,2023-04-23 18:50:48.863,0.0056,0.0072
2412.096,2023-04-23 18:50:49.863,0.0075,0.0118
2413.096,2023-04-23 18:50:50.863,0.0363,0.0443
2414.096,2023-04-23 18:50:51.863,0.0432,0.0548
2415.096,2023-04-23 18:50:52.863,0.0161,0.0208
2416.096,2023-04-23 18:50:53.863,0.0057,0.0082
2417.096,2023-04-23 18:50:54.863,0.0104,0.0122
2418.096,2023-04-23 18:50:55.863,0.0112,0.0143
2419.096,2023-04-23 18:50:56.863,0.0097,0.0112
2420.096,2023-04-23 18:50:57.863,0.0139,0.0205
2421.096,2023-04-23 18:50:58.863,0.0217,0.0313
2422.096,2023-04-23 18:50:59.863,0.0218,0.0249
2423.096,2023-04-23 18:51:00.863,0.0116,0.0149
2424.096,2023-04-23 18:51:01.863,0.015,0.0243
2425.096,2023-04-23 18:51:02.863,0.0118,0.0148
2426.096,2023-04-23 18:51:03.863,0.0046,0.0058
2427.096,2023-04-23 18:51:04.863,0.007,0.008
2428.096,2023-04-23 18:51:05.863,0.0201,0.0209
2429.096,2023-04-23 18:51:06.863,0.0132,0.0187
2430.096,2023-04-23 18:51:07.863,0.0062,0.008
2431.096,2023-04-23 18:51:08.863,0.0057,0.0079
2432.096,2023-04-23 18:51:09.863,0.0034,0.0046
2433.096,2023-04-23 18:51:10.863,0.0029,0.0036
2434.096,2023-04-23 18:51:11.863,0.0025,0.003
2435.096,2023-04-23 18:51:12.863,0.0032,0.0039
2436.096,2023-04-23 18:51:13.863,0.003,0.0038
2437.096,2023-04-23 18:51:14.863,0.0025,0.0029
2438.096,2023-04-23 18:51:15.863,0.0021,0.0025
2439.096,2023-04-23 18:51:16.863,0.0022,0.0025
2440.096,2023-04-23 18:51:17.863,0.0024,0.0026
2441.096,2023-04-23 18:51:18.863,0.0022,0.0026
2442.096,2023-04-23 18:51:19.863,0.0023,0.0026
2443.096,2023-04-23 18:51:20.863,0.0028,0.0033
2444.096,2023-04-23 18:51:21.863,0.0027,0.0035
2445.096,2023-04-23 18:51:22.863,0.0025,0.003
2446.096,2023-04-23 18:51:23.863,0.0023,0.0027
2447.096,2023-04-23 18:51:24.863,0.0021,0.0026
2448.256,2023-04-23 18:51:26.023,0.0023,0.0027
2449.256,2023-04-23 18:51:27.023,0.002,0.0024
2450.256,2023-04-23 18:51:28.023,0.0023,0.0028
2451.256,2023-04-23 18:51:29.023,0.0025,0.0029
2452.256,2023-04-23 18:51:30.023,0.0029,0.0043
2453.256,2023-04-23 18:51:31.023,0.0023,0.0031
2454.256,2023-04-23 18:51:32.023,0.0029,0.0044
2455.256,2023-04-23 18:51:33.023,0.0029,0.0038
2456.256,2023-04-23 18:51:34.023,0.0032,0.0038
2457.256,2023-04-23 18:51:35.023,0.0036,0.0042
2458.256,2023-04-23 18:51:36.023,0.004,0.0047
2459.256,2023-04-23 18:51:37.023,0.0028,0.0035
2460.256,2023-04-23 18:51:38.023,0.0025,0.003
2461.256,2023-04-23 18:51:39.023,0.0023,0.0027
2462.256,2023-04-23 18:51:40.023,0.0023,0.0028
2463.256,2023-04-23 18:51:41.023,0.0021,0.0025
2464.256,2023-04-23 18:51:42.023,0.0022,0.0027
2465.256,2023-04-23 18:51:43.023,0.0021,0.0025
2466.256,2023-04-23 18:51:44.023,0.0024,0.003
2467.256,2023-04-23 18:51:45.023,0.0019,0.0024
2468.256,2023-04-23 18:51:46.023,0.0022,0.0026
2469.256,2023-04-23 18:51:47.023,0.0021,0.0024
2470.256,2023-04-23 18:51:48.023,0.002,0.0024
2471.256,2023-04-23 18:51:49.023,0.0021,0.0025
2472.256,2023-04-23 18:51:50.023,0.0032,0.0036
2473.256,2023-04-23 18:51:51.023,0.0031,0.0036
2474.256,2023-04-23 18:51:52.023,0.0028,0.0032
2475.256,2023-04-23 18:51:53.023,0.0026,0.003
2476.256,2023-04-23 18:51:54.023,0.002,0.0025
2477.256,2023-04-23 18:51:55.023,0.0025,0.0033
2478.256,2023-04-23 18:51:56.023,0.0024,0.0032
2479.256,2023-04-23 18:51:57.023,0.0025,0.0037
2480.256,2023-04-23 18:51:58.023,0.0023,0.0028
2481.256,2023-04-23 18:51:59.023,0.0027,0.0032
2482.256,2023-04-23 18:52:00.023,0.0046,0.0059
2483.256,2023-04-23 18:52:01.023,0.0025,0.0031
2484.256,2023-04-23 18:52:02.023,0.0024,0.003
2485.256,2023-04-23 18:52:03.023,0.0024,0.0029
2486.256,2023-04-23 18:52:04.023,0.0048,0.0062
2487.256,2023-04-23 18:52:05.023,0.0059,0.0085
2488.256,2023-04-23 18:52:06.023,0.0031,0.0036
2489.256,2023-04-23 18:52:07.023,0.0022,0.0026
2490.256,2023-04-23 18:52:08.023,0.0032,0.0037
2491.256,2023-04-23 18:52:09.023,0.0047,0.0062
2492.256,2023-04-23 18:52:10.023,0.0037,0.0051
2493.256,2023-04-23 18:52:11.023,0.0052,0.0058
2494.256,2023-04-23 18:52:12.023,0.0091,0.0104
2495.256,2023-04-23 18:52:13.023,0.0071,0.0082
2496.256,2023-04-23 18:52:14.023,0.0048,0.0057
2497.256,2023-04-23 18:52:15.023,0.0106,0.013
2498.256,2023-04-23 18:52:16.023,0.0085,0.0131
2499.256,2023-04-23 18:52:17.023,0.0105,0.0137
2500.256,2023-04-23 18:52:18.023,0.0052,0.006
2501.256,2023-04-23 18:52:19.023,0.0049,0.0063
2502.256,2023-04-23 18:52:20.023,0.0034,0.0043
2503.256,2023-04-23 18:52:21.023,0.0031,0.0036
2504.256,2023-04-23 18:52:22.023,0.0091,0.011
2505.256,2023-04-23 18:52:23.023,0.0159,0.0209
2506.256,2023-04-23 18:52:24.023,0.0334,0.0481
2507.256,2023-04-23 18:52:25.023,0.0287,0.0331
2508.256,2023-04-23 18:52:26.023,0.0092,0.0107
2509.417,2023-04-23 18:52:27.184,0.0062,0.0069
2510.417,2023-04-23 18:52:28.184,0.0069,0.0081
2511.417,2023-04-23 18:52:29.184,0.0055,0.0061
2512.417,2023-04-23 18:52:30.184,0.0059,0.0068
2513.417,2023-04-23 18:52:31.184,0.0034,0.0041
2514.417,2023-04-23 18:52:32.184,0.0077,0.0087
2515.417,2023-04-23 18:52:33.184,0.0079,0.0104
2516.417,2023-04-23 18:52:34.184,0.0037,0.0047
2517.417,2023-04-23 18:52:35.184,0.0095,0.011
2518.417,2023-04-23 18:52:36.184,0.0217,0.025
2519.417,2023-04-23 18:52:37.184,0.0134,0.0267
2520.417,2023-04-23 18:52:38.184,0.0067,0.01
2521.417,2023-04-23 18:52:39.184,0.0038,0.0049
2522.417,2023-04-23 18:52:40.184,0.0053,0.0069
2523.417,2023-04-23 18:52:41.184,0.0045,0.0063
2524.417,2023-04-23 18:52:42.184,0.0024,0.0031
2525.417,2023-04-23 18:52:43.184,0.0121,0.0157
2526.417,2023-04-23 18:52:44.184,0.0052,0.0082
2527.417,2023-04-23 18:52:45.184,0.007,0.0089
2528.417,2023-04-23 18:52:46.184,0.0033,0.0046
2529.417,2023-04-23 18:52:47.184,0.0048,0.0059
2530.417,2023-04-23 18:52:48.184,0.003,0.0038
2531.417,2023-04-23 18:52:49.184,0.0036,0.0049
2532.417,2023-04-23 18:52:50.184,0.0079,0.01
2533.417,2023-04-23 18:52:51.184,0.0064,0.0093
2534.417,2023-04-23 18:52:52.184,0.0036,0.0044
2535.417,2023-04-23 18:52:53.184,0.0075,0.0081
2536.417,2023-04-23 18:52:54.184,0.0078,0.0104
2537.417,2023-04-23 18:52:55.184,0.004,0.0044
2538.417,2023-04-23 18:52:56.184,0.0061,0.0076
2539.417,2023-04-23 18:52:57.184,0.0062,0.0085
2540.417,2023-04-23 18:52:58.184,0.0028,0.0033
2541.417,2023-04-23 18:52:59.184,0.0025,0.0029
2542.417,2023-04-23 18:53:00.184,0.0035,0.004
2543.417,2023-04-23 18:53:01.184,0.0109,0.0155
2544.417,2023-04-23 18:53:02.184,0.0032,0.0044
2545.417,2023-04-23 18:53:03.184,0.0149,0.0194
2546.417,2023-04-23 18:53:04.184,0.0069,0.0095
2547.417,2023-04-23 18:53:05.184,0.003,0.0037
2548.417,2023-04-23 18:53:06.184,0.0032,0.004
2549.417,2023-04-23 18:53:07.184,0.0041,0.0052
2550.417,2023-04-23 18:53:08.184,0.0027,0.0035
2551.417,2023-04-23 18:53:09.184,0.0024,0.0032
2552.417,2023-04-23 18:53:10.184,0.0023,0.0028
2553.417,2023-04-23 18:53:11.184,0.0021,0.0026
2554.417,2023-04-23 18:53:12.184,0.0023,0.0027
2555.417,2023-04-23 18:53:13.184,0.0019,0.0023
2556.417,2023-04-23 18:53:14.184,0.0021,0.0025
2557.417,2023-04-23 18:53:15.184,0.0024,0.0031
2558.417,2023-04-23 18:53:16.184,0.011,0.0143
2559.417,2023-04-23 18:53:17.184,0.0126,0.0146
2560.417,2023-04-23 18:53:18.184,0.012,0.0143
2561.417,2023-04-23 18:53:19.184,0.0072,0.0093
2562.417,2023-04-23 18:53:20.184,0.0042,0.005
2563.417,2023-04-23 18:53:21.184,0.0023,0.0027
2564.417,2023-04-23 18:53:22.184,0.0036,0.0044
2565.417,2023-04-23 18:53:23.184,0.0042,0.005
2566.417,2023-04-23 18:53:24.184,0.0044,0.0058
2567.417,2023-04-23 18:53:25.184,0.0079,0.0091
2568.417,2023-04-23 18:53:26.184,0.004,0.0051
2569.417,2023-04-23 18:53:27.184,0.0051,0.0064
2570.579,2023-04-23 18:53:28.346,0.0049,0.0061
2571.579,2023-04-23 18:53:29.346,0.0032,0.0044
2572.579,2023-04-23 18:53:30.346,0.0025,0.003
2573.579,2023-04-23 18:53:31.346,0.0022,0.0028
2574.579,2023-04-23 18:53:32.346,0.0026,0.0031
2575.579,2023-04-23 18:53:33.346,0.0033,0.004
2576.579,2023-04-23 18:53:34.346,0.0037,0.0062
2577.579,2023-04-23 18:53:35.346,0.0029,0.0038
2578.579,2023-04-23 18:53:36.346,0.0033,0.0041
2579.579,2023-04-23 18:53:37.346,0.005,0.006
2580.579,2023-04-23 18:53:38.346,0.0145,0.0158
2581.579,2023-04-23 18:53:39.346,0.0269,0.032
2582.579,2023-04-23 18:53:40.346,0.0104,0.0129
2583.579,2023-04-23 18:53:41.346,0.0079,0.01
2584.579,2023-04-23 18:53:42.346,0.0079,0.0094
2585.579,2023-04-23 18:53:43.346,0.0065,0.009
2586.579,2023-04-23 18:53:44.346,0.0083,0.0105
2587.579,2023-04-23 18:53:45.346,0.0076,0.0094
2588.579,2023-04-23 18:53:46.346,0.0053,0.0064
2589.579,2023-04-23 18:53:47.346,0.0061,0.0078
2590.579,2023-04-23 18:53:48.346,0.0118,0.0135
2591.579,2023-04-23 18:53:49.346,0.0056,0.0065
2592.579,2023-04-23 18:53:50.346,0.0106,0.0122
2593.579,2023-04-23 18:53:51.346,0.0077,0.0101
2594.579,2023-04-23 18:53:52.346,0.0082,0.0094
2595.579,2023-04-23 18:53:53.346,0.0199,0.0228
2596.579,2023-04-23 18:53:54.346,0.0072,0.0084
2597.579,2023-04-23 18:53:55.346,0.0082,0.01
2598.579,2023-04-23 18:53:56.346,0.0097,0.0118
2599.579,2023-04-23 18:53:57.346,0.0057,0.0087
2600.579,2023-04-23 18:53:58.346,0.0058,0.0069
2601.579,2023-04-23 18:53:59.346,0.0085,0.0102
2602.579,2023-04-23 18:54:00.346,0.0069,0.0085
2603.579,2023-04-23 18:54:01.346,0.009,0.0128
2604.579,2023-04-23 18:54:02.346,0.0097,0.0118
2605.579,2023-04-23 18:54:03.346,0.0074,0.0099
2606.579,2023-04-23 18:54:04.346,0.004,0.0047
2607.579,2023-04-23 18:54:05.346,0.016,0.0187
2608.579,2023-04-23 18:54:06.346,0.0095,0.0128
2609.579,2023-04-23 18:54:07.346,0.0132,0.0182
2610.579,2023-04-23 18:54:08.346,0.0078,0.0112
2611.579,2023-04-23 18:54:09.346,0.0091,0.0102
2612.579,2023-04-23 18:54:10.346,0.0885,0.1121
2613.579,2023-04-23 18:54:11.346,0.0968,0.1333
2614.579,2023-04-23 18:54:12.346,0.0262,0.0362
2615.579,2023-04-23 18:54:13.346,0.0417,0.0517
2616.579,2023-04-23 18:54:14.346,0.0276,0.0384
2617.579,2023-04-23 18:54:15.346,0.0153,0.0215
2618.579,2023-04-23 18:54:16.346,0.2151,0.2548
2619.579,2023-04-23 18:54:17.346,0.0744,0.0869
2620.579,2023-04-23 18:54:18.346,0.052,0.0572
2621.579,2023-04-23 18:54:19.346,0.0548,0.0613
2622.579,2023-04-23 18:54:20.346,0.0261,0.0353
2623.579,2023-04-23 18:54:21.346,0.0373,0.0401
2624.579,2023-04-23 18:54:22.346,0.0328,0.0405
2625.579,2023-04-23 18:54:23.346,0.0322,0.038
2626.579,2023-04-23 18:54:24.346,0.049,0.0547
2627.579,2023-04-23 18:54:25.346,0.0816,0.0993
2628.579,2023-04-23 18:54:26.346,0.026,0.0369
2629.579,2023-04-23 18:54:27.346,0.0191,0.0277
2630.579,2023-04-23 18:54:28.346,0.0171,0.0254
2631.74,2023-04-23 18:54:29.507,0.0155,0.0223
2632.74,2023-04-23 18:54:30.507,0.0194,0.0269
2633.74,2023-04-23 18:54:31.507,0.0242,0.0329
2634.74,2023-04-23 18:54:32.507,0.0503,0.0817
2635.74,2023-04-23 18:54:33.507,0.0892,0.1396
2636.74,2023-04-23 18:54:34.507,0.1074,0.1733
2637.74,2023-04-23 18:54:35.507,0.1375,0.2217
2638.74,2023-04-23 18:54:36.507,0.1061,0.1852
2639.74,2023-04-23 18:54:37.507,0.1187,0.1994
2640.74,2023-04-23 18:54:38.507,0.1079,0.2023
2641.74,2023-04-23 18:54:39.507,0.1129,0.1933
2642.74,2023-04-23 18:54:40.507,0.0848,0.1267
2643.74,2023-04-23 18:54:41.507,0.1224,0.2012
2644.74,2023-04-23 18:54:42.507,0.0257,0.0364
2645.74,2023-04-23 18:54:43.507,0.0924,0.1077
2646.74,2023-04-23 18:54:44.507,0.0302,0.0409
2647.74,2023-04-23 18:54:45.507,0.0262,0.0456
2648.74,2023-04-23 18:54:46.507,0.0394,0.0982
2649.74,2023-04-23 18:54:47.507,0.0448,0.1083
2650.74,2023-04-23 18:54:48.507,0.0543,0.1205
2651.74,2023-04-23 18:54:49.507,0.0461,0.0801
2652.74,2023-04-23 18:54:50.507,0.0078,0.0117
2653.74,2023-04-23 18:54:51.507,0.0073,0.0093
2654.74,2023-04-23 18:54:52.507,0.0052,0.0088
2655.74,2023-04-23 18:54:53.507,0.0034,0.0043
2656.74,2023-04-23 18:54:54.507,0.0032,0.0039
2657.74,2023-04-23 18:54:55.507,0.006,0.0077
2658.74,2023-04-23 18:54:56.507,0.175,0.2181
2659.74,2023-04-23 18:54:57.507,0.0437,0.0637
2660.74,2023-04-23 18:54:58.507,0.012,0.016
2661.74,2023-04-23 18:54:59.507,0.0055,0.0072
2662.74,2023-04-23 18:55:00.507,0.0096,0.0119
2663.74,2023-04-23 18:55:01.507,0.0135,0.0163
2664.74,2023-04-23 18:55:02.507,0.0085,0.011
2665.74,2023-04-23 18:55:03.507,0.0087,0.0134
2666.74,2023-04-23 18:55:04.507,0.0074,0.01
2667.74,2023-04-23 18:55:05.507,0.0074,0.0095
2668.74,2023-04-23 18:55:06.507,0.0169,0.0314
2669.74,2023-04-23 18:55:07.507,0.0253,0.0295
2670.74,2023-04-23 18:55:08.507,0.0106,0.0147
2671.74,2023-04-23 18:55:09.507,0.0047,0.0059
2672.74,2023-04-23 18:55:10.507,0.0106,0.013
2673.74,2023-04-23 18:55:11.507,0.0169,0.0202
2674.74,2023-04-23 18:55:12.507,0.0149,0.0169
2675.74,2023-04-23 18:55:13.507,0.0108,0.0142
2676.74,2023-04-23 18:55:14.507,0.0055,0.0072
2677.74,2023-04-23 18:55:15.507,0.0051,0.0071
2678.74,2023-04-23 18:55:16.507,0.0054,0.0065
2679.74,2023-04-23 18:55:17.507,0.0062,0.0074
2680.74,2023-04-23 18:55:18.507,0.007,0.0082
2681.74,2023-04-23 18:55:19.507,0.0092,0.0106
2682.74,2023-04-23 18:55:20.507,0.0344,0.0465
2683.74,2023-04-23 18:55:21.507,0.0084,0.011
2684.74,2023-04-23 18:55:22.507,0.0121,0.0153
2685.74,2023-04-23 18:55:23.507,0.0081,0.01
2686.74,2023-04-23 18:55:24.507,0.0114,0.0143
2687.74,2023-04-23 18:55:25.507,0.0052,0.0064
2688.74,2023-04-23 18:55:26.507,0.0115,0.0142
2689.74,2023-04-23 18:55:27.507,0.0102,0.0114
2690.74,2023-04-23 18:55:28.507,0.0183,0.0209
2691.74,2023-04-23 18:55:29.507,0.0045,0.0051
2692.901,2023-04-23 18:55:30.668,0.0051,0.0059
2693.901,2023-04-23 18:55:31.668,0.0158,0.0191
2694.901,2023-04-23 18:55:32.668,0.037,0.045
2695.901,2023-04-23 18:55:33.668,0.0166,0.0221
2696.901,2023-04-23 18:55:34.668,0.0085,0.0116
2697.901,2023-04-23 18:55:35.668,0.0058,0.0083
2698.901,2023-04-23 18:55:36.668,0.0058,0.0084
2699.901,2023-04-23 18:55:37.668,0.0053,0.0064
2700.901,2023-04-23 18:55:38.668,0.0055,0.0074
2701.901,2023-04-23 18:55:39.668,0.0232,0.0269
2702.901,2023-04-23 18:55:40.668,0.0114,0.0142
2703.901,2023-04-23 18:55:41.668,0.0077,0.0122
2704.901,2023-04-23 18:55:42.668,0.0048,0.0067
2705.901,2023-04-23 18:55:43.668,0.0187,0.0285
2706.901,2023-04-23 18:55:44.668,0.0191,0.0235
2707.901,2023-04-23 18:55:45.668,0.009,0.0117
2708.901,2023-04-23 18:55:46.668,0.0115,0.0154
2709.901,2023-04-23 18:55:47.668,0.0114,0.0133
2710.901,2023-04-23 18:55:48.668,0.0066,0.0093
2711.901,2023-04-23 18:55:49.668,0.012,0.0173
2712.901,2023-04-23 18:55:50.668,0.0185,0.0244
2713.901,2023-04-23 18:55:51.668,0.0125,0.015
2714.901,2023-04-23 18:55:52.668,0.0059,0.0077
2715.901,2023-04-23 18:55:53.668,0.0101,0.0143
2716.901,2023-04-23 18:55:54.668,0.0058,0.0069
2717.901,2023-04-23 18:55:55.668,0.0544,0.0847
2718.901,2023-04-23 18:55:56.668,0.0433,0.0929
2719.901,2023-04-23 18:55:57.668,0.0569,0.1198
2720.901,2023-04-23 18:55:58.668,0.0598,0.1272
2721.901,2023-04-23 18:55:59.668,0.0551,0.1284
2722.901,2023-04-23 18:56:00.668,0.0584,0.1043
2723.901,2023-04-23 18:56:01.668,0.0098,0.0139
2724.901,2023-04-23 18:56:02.668,0.0096,0.0122
2725.901,2023-04-23 18:56:03.668,0.0058,0.0069
2726.901,2023-04-23 18:56:04.668,0.0084,0.0101
2727.901,2023-04-23 18:56:05.668,0.012,0.0147
2728.901,2023-04-23 18:56:06.668,0.0115,0.0136
2729.901,2023-04-23 18:56:07.668,0.0494,0.0637
