seconds,date,hr
126.304,2023-04-23 18:12:44.071,75.0
126.804,2023-04-23 18:12:44.571,75.0
127.304,2023-04-23 18:12:45.071,75.0
127.804,2023-04-23 18:12:45.571,75.0
128.304,2023-04-23 18:12:46.071,75.0
128.804,2023-04-23 18:12:46.571,75.0
129.304,2023-04-23 18:12:47.071,75.0
129.804,2023-04-23 18:12:47.571,75.0
130.304,2023-04-23 18:12:48.071,76.0
130.804,2023-04-23 18:12:48.571,76.0
131.304,2023-04-23 18:12:49.071,77.0
131.804,2023-04-23 18:12:49.571,77.0
132.304,2023-04-23 18:12:50.071,77.0
132.804,2023-04-23 18:12:50.571,77.0
133.304,2023-04-23 18:12:51.071,77.0
133.804,2023-04-23 18:12:51.571,77.0
134.304,2023-04-23 18:12:52.071,77.0
134.804,2023-04-23 18:12:52.571,78.0
135.304,2023-04-23 18:12:53.071,78.0
135.804,2023-04-23 18:12:53.571,78.0
136.304,2023-04-23 18:12:54.071,78.0
136.804,2023-04-23 18:12:54.571,78.0
137.304,2023-04-23 18:12:55.071,78.0
137.804,2023-04-23 18:12:55.571,78.0
138.304,2023-04-23 18:12:56.071,78.0
138.804,2023-04-23 18:12:56.571,78.0
139.304,2023-04-23 18:12:57.071,78.0
139.804,2023-04-23 18:12:57.571,78.0
140.304,2023-04-23 18:12:58.071,78.0
140.804,2023-04-23 18:12:58.571,78.0
141.304,2023-04-23 18:12:59.071,78.0
141.804,2023-04-23 18:12:59.571,78.0
142.304,2023-04-23 18:13:00.071,78.0
142.804,2023-04-23 18:13:00.571,78.0
143.304,2023-04-23 18:13:01.071,78.0
143.804,2023-04-23 18:13:01.571,79.0
144.304,2023-04-23 18:13:02.071,79.0
144.804,2023-04-23 18:13:02.571,79.0
145.304,2023-04-23 18:13:03.071,79.0
145.804,2023-04-23 18:13:03.571,79.0
146.304,2023-04-23 18:13:04.071,79.0
149.804,2023-04-23 18:13:07.571,80.0
150.304,2023-04-23 18:13:08.071,80.0
150.804,2023-04-23 18:13:08.571,80.0
151.304,2023-04-23 18:13:09.071,80.0
151.804,2023-04-23 18:13:09.571,80.0
152.304,2023-04-23 18:13:10.071,80.0
152.804,2023-04-23 18:13:10.571,81.0
153.304,2023-04-23 18:13:11.071,81.0
153.804,2023-04-23 18:13:11.571,81.0
154.304,2023-04-23 18:13:12.071,81.0
154.804,2023-04-23 18:13:12.571,81.0
155.304,2023-04-23 18:13:13.071,81.0
155.804,2023-04-23 18:13:13.571,81.0
156.304,2023-04-23 18:13:14.071,81.0
156.804,2023-04-23 18:13:14.571,81.0
157.304,2023-04-23 18:13:15.071,81.0
157.804,2023-04-23 18:13:15.571,81.0
158.304,2023-04-23 18:13:16.071,81.0
158.804,2023-04-23 18:13:16.571,81.0
159.304,2023-04-23 18:13:17.071,81.0
159.804,2023-04-23 18:13:17.571,81.0
160.304,2023-04-23 18:13:18.071,81.0
160.804,2023-04-23 18:13:18.571,81.0
161.304,2023-04-23 18:13:19.071,81.0
165.804,2023-04-23 18:13:23.571,81.0
166.304,2023-04-23 18:13:24.071,81.0
166.804,2023-04-23 18:13:24.571,81.0
167.304,2023-04-23 18:13:25.071,81.0
167.804,2023-04-23 18:13:25.571,81.0
168.304,2023-04-23 18:13:26.071,81.0
168.804,2023-04-23 18:13:26.571,81.0
169.304,2023-04-23 18:13:27.071,81.0
169.804,2023-04-23 18:13:27.571,81.0
170.304,2023-04-23 18:13:28.071,81.0
170.804,2023-04-23 18:13:28.571,81.0
171.304,2023-04-23 18:13:29.071,81.0
171.804,2023-04-23 18:13:29.571,82.0
172.304,2023-04-23 18:13:30.071,82.0
172.804,2023-04-23 18:13:30.571,82.0
173.304,2023-04-23 18:13:31.071,82.0
173.804,2023-04-23 18:13:31.571,82.0
174.304,2023-04-23 18:13:32.071,82.0
174.804,2023-04-23 18:13:32.571,82.0
175.304,2023-04-23 18:13:33.071,82.0
175.804,2023-04-23 18:13:33.571,83.0
176.304,2023-04-23 18:13:34.071,83.0
176.804,2023-04-23 18:13:34.571,83.0
177.304,2023-04-23 18:13:35.071,83.0
177.804,2023-04-23 18:13:35.571,83.0
178.304,2023-04-23 18:13:36.071,83.0
178.804,2023-04-23 18:13:36.571,83.0
179.304,2023-04-23 18:13:37.071,83.0
179.804,2023-04-23 18:13:37.571,83.0
180.304,2023-04-23 18:13:38.071,83.0
180.804,2023-04-23 18:13:38.571,83.0
181.304,2023-04-23 18:13:39.071,83.0
181.804,2023-04-23 18:13:39.571,83.0
182.304,2023-04-23 18:13:40.071,83.0
182.804,2023-04-23 18:13:40.571,83.0
183.304,2023-04-23 18:13:41.071,83.0
183.804,2023-04-23 18:13:41.571,83.0
184.304,2023-04-23 18:13:42.071,83.0
184.804,2023-04-23 18:13:42.571,83.0
185.304,2023-04-23 18:13:43.071,83.0
185.804,2023-04-23 18:13:43.571,83.0
186.304,2023-04-23 18:13:44.071,83.0
186.804,2023-04-23 18:13:44.571,83.0
187.304,2023-04-23 18:13:45.071,83.0
187.804,2023-04-23 18:13:45.571,83.0
188.304,2023-04-23 18:13:46.071,83.0
188.804,2023-04-23 18:13:46.571,83.0
189.304,2023-04-23 18:13:47.071,83.0
189.804,2023-04-23 18:13:47.571,83.0
190.304,2023-04-23 18:13:48.071,83.0
190.804,2023-04-23 18:13:48.571,83.0
191.304,2023-04-23 18:13:49.071,83.0
191.804,2023-04-23 18:13:49.571,83.0
192.304,2023-04-23 18:13:50.071,83.0
192.804,2023-04-23 18:13:50.571,83.0
193.304,2023-04-23 18:13:51.071,83.0
193.804,2023-04-23 18:13:51.571,83.0
194.304,2023-04-23 18:13:52.071,83.0
194.804,2023-04-23 18:13:52.571,82.0
195.304,2023-04-23 18:13:53.071,82.0
195.804,2023-04-23 18:13:53.571,82.0
196.304,2023-04-23 18:13:54.071,82.0
196.804,2023-04-23 18:13:54.571,82.0
197.304,2023-04-23 18:13:55.071,82.0
199.804,2023-04-23 18:13:57.571,82.0
200.304,2023-04-23 18:13:58.071,81.0
200.804,2023-04-23 18:13:58.571,81.0
201.304,2023-04-23 18:13:59.071,80.0
201.804,2023-04-23 18:13:59.571,80.0
202.304,2023-04-23 18:14:00.071,80.0
202.804,2023-04-23 18:14:00.571,80.0
203.304,2023-04-23 18:14:01.071,80.0
203.804,2023-04-23 18:14:01.571,80.0
204.304,2023-04-23 18:14:02.071,80.0
204.804,2023-04-23 18:14:02.571,80.0
205.304,2023-04-23 18:14:03.071,80.0
205.804,2023-04-23 18:14:03.571,80.0
206.304,2023-04-23 18:14:04.071,80.0
206.804,2023-04-23 18:14:04.571,80.0
207.304,2023-04-23 18:14:05.071,80.0
207.804,2023-04-23 18:14:05.571,80.0
208.304,2023-04-23 18:14:06.071,80.0
208.804,2023-04-23 18:14:06.571,80.0
209.304,2023-04-23 18:14:07.071,80.0
209.804,2023-04-23 18:14:07.571,80.0
210.304,2023-04-23 18:14:08.071,80.0
210.804,2023-04-23 18:14:08.571,80.0
211.304,2023-04-23 18:14:09.071,80.0
211.804,2023-04-23 18:14:09.571,80.0
212.304,2023-04-23 18:14:10.071,80.0
212.804,2023-04-23 18:14:10.571,80.0
213.304,2023-04-23 18:14:11.071,80.0
213.804,2023-04-23 18:14:11.571,80.0
214.304,2023-04-23 18:14:12.071,80.0
214.804,2023-04-23 18:14:12.571,80.0
215.304,2023-04-23 18:14:13.071,80.0
215.804,2023-04-23 18:14:13.571,80.0
216.304,2023-04-23 18:14:14.071,80.0
216.804,2023-04-23 18:14:14.571,80.0
217.304,2023-04-23 18:14:15.071,80.0
217.804,2023-04-23 18:14:15.571,80.0
218.304,2023-04-23 18:14:16.071,80.0
218.804,2023-04-23 18:14:16.571,80.0
219.304,2023-04-23 18:14:17.071,80.0
219.804,2023-04-23 18:14:17.571,80.0
220.304,2023-04-23 18:14:18.071,80.0
220.804,2023-04-23 18:14:18.571,80.0
221.304,2023-04-23 18:14:19.071,80.0
221.804,2023-04-23 18:14:19.571,80.0
222.304,2023-04-23 18:14:20.071,80.0
222.804,2023-04-23 18:14:20.571,80.0
223.304,2023-04-23 18:14:21.071,80.0
223.804,2023-04-23 18:14:21.571,80.0
224.304,2023-04-23 18:14:22.071,80.0
224.804,2023-04-23 18:14:22.571,80.0
225.304,2023-04-23 18:14:23.071,80.0
225.804,2023-04-23 18:14:23.571,80.0
226.304,2023-04-23 18:14:24.071,80.0
226.804,2023-04-23 18:14:24.571,80.0
227.304,2023-04-23 18:14:25.071,80.0
227.804,2023-04-23 18:14:25.571,80.0
228.304,2023-04-23 18:14:26.071,80.0
228.804,2023-04-23 18:14:26.571,80.0
229.304,2023-04-23 18:14:27.071,80.0
229.804,2023-04-23 18:14:27.571,80.0
230.304,2023-04-23 18:14:28.071,79.0
230.804,2023-04-23 18:14:28.571,79.0
231.304,2023-04-23 18:14:29.071,78.0
231.804,2023-04-23 18:14:29.571,78.0
232.304,2023-04-23 18:14:30.071,79.0
232.804,2023-04-23 18:14:30.571,80.0
233.304,2023-04-23 18:14:31.071,81.0
233.804,2023-04-23 18:14:31.571,82.0
234.304,2023-04-23 18:14:32.071,82.0
234.804,2023-04-23 18:14:32.571,82.0
235.304,2023-04-23 18:14:33.071,82.0
235.804,2023-04-23 18:14:33.571,82.0
236.304,2023-04-23 18:14:34.071,82.0
239.804,2023-04-23 18:14:37.571,82.0
240.304,2023-04-23 18:14:38.071,82.0
240.804,2023-04-23 18:14:38.571,81.0
241.304,2023-04-23 18:14:39.071,81.0
241.804,2023-04-23 18:14:39.571,81.0
242.304,2023-04-23 18:14:40.071,81.0
242.804,2023-04-23 18:14:40.571,81.0
243.304,2023-04-23 18:14:41.071,81.0
243.804,2023-04-23 18:14:41.571,81.0
244.304,2023-04-23 18:14:42.071,81.0
245.804,2023-04-23 18:14:43.571,81.0
246.304,2023-04-23 18:14:44.071,81.0
246.804,2023-04-23 18:14:44.571,80.0
247.304,2023-04-23 18:14:45.071,80.0
247.804,2023-04-23 18:14:45.571,80.0
248.304,2023-04-23 18:14:46.071,80.0
248.804,2023-04-23 18:14:46.571,80.0
249.304,2023-04-23 18:14:47.071,80.0
250.804,2023-04-23 18:14:48.571,80.0
251.304,2023-04-23 18:14:49.071,80.0
251.804,2023-04-23 18:14:49.571,80.0
252.304,2023-04-23 18:14:50.071,80.0
252.804,2023-04-23 18:14:50.571,80.0
253.304,2023-04-23 18:14:51.071,80.0
253.804,2023-04-23 18:14:51.571,80.0
254.304,2023-04-23 18:14:52.071,80.0
254.804,2023-04-23 18:14:52.571,80.0
255.304,2023-04-23 18:14:53.071,80.0
255.804,2023-04-23 18:14:53.571,80.0
256.304,2023-04-23 18:14:54.071,80.0
256.804,2023-04-23 18:14:54.571,80.0
257.304,2023-04-23 18:14:55.071,80.0
257.804,2023-04-23 18:14:55.571,81.0
258.304,2023-04-23 18:14:56.071,81.0
258.804,2023-04-23 18:14:56.571,81.0
259.304,2023-04-23 18:14:57.071,81.0
259.804,2023-04-23 18:14:57.571,81.0
260.304,2023-04-23 18:14:58.071,82.0
262.804,2023-04-23 18:15:00.571,82.0
263.304,2023-04-23 18:15:01.071,83.0
263.804,2023-04-23 18:15:01.571,83.0
264.304,2023-04-23 18:15:02.071,83.0
264.804,2023-04-23 18:15:02.571,83.0
265.304,2023-04-23 18:15:03.071,83.0
265.804,2023-04-23 18:15:03.571,83.0
266.304,2023-04-23 18:15:04.071,83.0
266.804,2023-04-23 18:15:04.571,83.0
267.304,2023-04-23 18:15:05.071,83.0
267.804,2023-04-23 18:15:05.571,83.0
268.304,2023-04-23 18:15:06.071,83.0
268.804,2023-04-23 18:15:06.571,83.0
269.304,2023-04-23 18:15:07.071,83.0
269.804,2023-04-23 18:15:07.571,83.0
270.304,2023-04-23 18:15:08.071,83.0
270.804,2023-04-23 18:15:08.571,83.0
271.304,2023-04-23 18:15:09.071,83.0
271.804,2023-04-23 18:15:09.571,83.0
272.304,2023-04-23 18:15:10.071,83.0
272.804,2023-04-23 18:15:10.571,83.0
273.304,2023-04-23 18:15:11.071,83.0
273.804,2023-04-23 18:15:11.571,83.0
274.304,2023-04-23 18:15:12.071,83.0
274.804,2023-04-23 18:15:12.571,83.0
275.304,2023-04-23 18:15:13.071,83.0
275.804,2023-04-23 18:15:13.571,83.0
276.304,2023-04-23 18:15:14.071,83.0
276.804,2023-04-23 18:15:14.571,83.0
277.304,2023-04-23 18:15:15.071,83.0
279.804,2023-04-23 18:15:17.571,83.0
280.304,2023-04-23 18:15:18.071,83.0
280.804,2023-04-23 18:15:18.571,83.0
281.304,2023-04-23 18:15:19.071,83.0
281.804,2023-04-23 18:15:19.571,83.0
282.304,2023-04-23 18:15:20.071,83.0
282.804,2023-04-23 18:15:20.571,83.0
283.304,2023-04-23 18:15:21.071,83.0
283.804,2023-04-23 18:15:21.571,83.0
284.304,2023-04-23 18:15:22.071,83.0
284.804,2023-04-23 18:15:22.571,83.0
285.304,2023-04-23 18:15:23.071,83.0
285.804,2023-04-23 18:15:23.571,83.0
286.304,2023-04-23 18:15:24.071,83.0
286.804,2023-04-23 18:15:24.571,84.0
287.304,2023-04-23 18:15:25.071,84.0
287.804,2023-04-23 18:15:25.571,84.0
288.304,2023-04-23 18:15:26.071,84.0
288.804,2023-04-23 18:15:26.571,84.0
289.304,2023-04-23 18:15:27.071,84.0
289.804,2023-04-23 18:15:27.571,84.0
290.304,2023-04-23 18:15:28.071,84.0
290.804,2023-04-23 18:15:28.571,84.0
291.304,2023-04-23 18:15:29.071,84.0
291.804,2023-04-23 18:15:29.571,84.0
292.304,2023-04-23 18:15:30.071,84.0
292.804,2023-04-23 18:15:30.571,85.0
293.304,2023-04-23 18:15:31.071,85.0
293.804,2023-04-23 18:15:31.571,85.0
294.304,2023-04-23 18:15:32.071,85.0
294.804,2023-04-23 18:15:32.571,86.0
295.304,2023-04-23 18:15:33.071,86.0
295.804,2023-04-23 18:15:33.571,86.0
296.304,2023-04-23 18:15:34.071,86.0
296.804,2023-04-23 18:15:34.571,86.0
297.304,2023-04-23 18:15:35.071,86.0
297.804,2023-04-23 18:15:35.571,86.0
298.304,2023-04-23 18:15:36.071,87.0
298.804,2023-04-23 18:15:36.571,87.0
299.304,2023-04-23 18:15:37.071,88.0
299.804,2023-04-23 18:15:37.571,88.0
300.304,2023-04-23 18:15:38.071,88.0
300.804,2023-04-23 18:15:38.571,88.0
301.304,2023-04-23 18:15:39.071,88.0
301.804,2023-04-23 18:15:39.571,88.0
302.304,2023-04-23 18:15:40.071,88.0
302.804,2023-04-23 18:15:40.571,88.0
303.304,2023-04-23 18:15:41.071,88.0
303.804,2023-04-23 18:15:41.571,88.0
304.304,2023-04-23 18:15:42.071,87.0
308.804,2023-04-23 18:15:46.571,87.0
309.304,2023-04-23 18:15:47.071,86.0
309.804,2023-04-23 18:15:47.571,86.0
310.304,2023-04-23 18:15:48.071,86.0
310.804,2023-04-23 18:15:48.571,86.0
311.304,2023-04-23 18:15:49.071,86.0
327.804,2023-04-23 18:16:05.571,86.0
328.304,2023-04-23 18:16:06.071,86.0
328.804,2023-04-23 18:16:06.571,86.0
329.304,2023-04-23 18:16:07.071,86.0
329.804,2023-04-23 18:16:07.571,86.0
330.304,2023-04-23 18:16:08.071,86.0
331.804,2023-04-23 18:16:09.571,86.0
332.304,2023-04-23 18:16:10.071,86.0
332.804,2023-04-23 18:16:10.571,86.0
333.304,2023-04-23 18:16:11.071,86.0
333.804,2023-04-23 18:16:11.571,86.0
334.304,2023-04-23 18:16:12.071,86.0
334.804,2023-04-23 18:16:12.571,86.0
335.304,2023-04-23 18:16:13.071,86.0
335.804,2023-04-23 18:16:13.571,86.0
336.304,2023-04-23 18:16:14.071,86.0
336.804,2023-04-23 18:16:14.571,86.0
337.304,2023-04-23 18:16:15.071,86.0
337.804,2023-04-23 18:16:15.571,86.0
338.304,2023-04-23 18:16:16.071,86.0
338.804,2023-04-23 18:16:16.571,86.0
339.304,2023-04-23 18:16:17.071,86.0
339.804,2023-04-23 18:16:17.571,86.0
340.304,2023-04-23 18:16:18.071,86.0
343.804,2023-04-23 18:16:21.571,86.0
344.304,2023-04-23 18:16:22.071,86.0
344.804,2023-04-23 18:16:22.571,86.0
345.304,2023-04-23 18:16:23.071,86.0
345.804,2023-04-23 18:16:23.571,86.0
346.304,2023-04-23 18:16:24.071,86.0
346.804,2023-04-23 18:16:24.571,86.0
347.304,2023-04-23 18:16:25.071,86.0
347.804,2023-04-23 18:16:25.571,86.0
348.304,2023-04-23 18:16:26.071,86.0
348.804,2023-04-23 18:16:26.571,86.0
349.304,2023-04-23 18:16:27.071,86.0
349.804,2023-04-23 18:16:27.571,86.0
350.304,2023-04-23 18:16:28.071,86.0
350.804,2023-04-23 18:16:28.571,86.0
351.304,2023-04-23 18:16:29.071,86.0
351.804,2023-04-23 18:16:29.571,86.0
352.304,2023-04-23 18:16:30.071,86.0
352.804,2023-04-23 18:16:30.571,86.0
353.304,2023-04-23 18:16:31.071,86.0
353.804,2023-04-23 18:16:31.571,86.0
354.304,2023-04-23 18:16:32.071,86.0
354.804,2023-04-23 18:16:32.571,86.0
355.304,2023-04-23 18:16:33.071,86.0
355.804,2023-04-23 18:16:33.571,86.0
356.304,2023-04-23 18:16:34.071,86.0
356.804,2023-04-23 18:16:34.571,86.0
357.304,2023-04-23 18:16:35.071,86.0
357.804,2023-04-23 18:16:35.571,86.0
358.304,2023-04-23 18:16:36.071,86.0
369.804,2023-04-23 18:16:47.571,87.0
370.304,2023-04-23 18:16:48.071,87.0
370.804,2023-04-23 18:16:48.571,87.0
371.304,2023-04-23 18:16:49.071,87.0
371.804,2023-04-23 18:16:49.571,87.0
372.304,2023-04-23 18:16:50.071,87.0
372.804,2023-04-23 18:16:50.571,87.0
373.304,2023-04-23 18:16:51.071,87.0
376.804,2023-04-23 18:16:54.571,87.0
377.304,2023-04-23 18:16:55.071,87.0
377.804,2023-04-23 18:16:55.571,87.0
378.304,2023-04-23 18:16:56.071,87.0
378.804,2023-04-23 18:16:56.571,87.0
379.304,2023-04-23 18:16:57.071,87.0
392.804,2023-04-23 18:17:10.571,86.0
393.304,2023-04-23 18:17:11.071,86.0
393.804,2023-04-23 18:17:11.571,86.0
394.304,2023-04-23 18:17:12.071,86.0
394.804,2023-04-23 18:17:12.571,86.0
395.304,2023-04-23 18:17:13.071,86.0
404.804,2023-04-23 18:17:22.571,86.0
405.304,2023-04-23 18:17:23.071,86.0
405.804,2023-04-23 18:17:23.571,86.0
406.304,2023-04-23 18:17:24.071,87.0
406.804,2023-04-23 18:17:24.571,87.0
407.304,2023-04-23 18:17:25.071,88.0
407.804,2023-04-23 18:17:25.571,88.0
408.304,2023-04-23 18:17:26.071,88.0
408.804,2023-04-23 18:17:26.571,88.0
409.304,2023-04-23 18:17:27.071,88.0
409.804,2023-04-23 18:17:27.571,88.0
410.304,2023-04-23 18:17:28.071,88.0
410.804,2023-04-23 18:17:28.571,88.0
411.304,2023-04-23 18:17:29.071,88.0
411.804,2023-04-23 18:17:29.571,88.0
412.304,2023-04-23 18:17:30.071,88.0
412.804,2023-04-23 18:17:30.571,88.0
413.304,2023-04-23 18:17:31.071,88.0
413.804,2023-04-23 18:17:31.571,88.0
414.304,2023-04-23 18:17:32.071,88.0
414.804,2023-04-23 18:17:32.571,88.0
415.304,2023-04-23 18:17:33.071,88.0
415.804,2023-04-23 18:17:33.571,88.0
416.304,2023-04-23 18:17:34.071,88.0
416.804,2023-04-23 18:17:34.571,88.0
417.304,2023-04-23 18:17:35.071,88.0
417.804,2023-04-23 18:17:35.571,88.0
418.304,2023-04-23 18:17:36.071,88.0
418.804,2023-04-23 18:17:36.571,88.0
419.304,2023-04-23 18:17:37.071,88.0
419.804,2023-04-23 18:17:37.571,88.0
420.304,2023-04-23 18:17:38.071,88.0
420.804,2023-04-23 18:17:38.571,88.0
421.304,2023-04-23 18:17:39.071,88.0
421.804,2023-04-23 18:17:39.571,88.0
422.304,2023-04-23 18:17:40.071,88.0
422.804,2023-04-23 18:17:40.571,88.0
423.304,2023-04-23 18:17:41.071,88.0
423.804,2023-04-23 18:17:41.571,87.0
424.304,2023-04-23 18:17:42.071,87.0
424.804,2023-04-23 18:17:42.571,87.0
425.304,2023-04-23 18:17:43.071,87.0
425.804,2023-04-23 18:17:43.571,87.0
426.304,2023-04-23 18:17:44.071,87.0
427.804,2023-04-23 18:17:45.571,87.0
428.304,2023-04-23 18:17:46.071,87.0
428.804,2023-04-23 18:17:46.571,87.0
429.304,2023-04-23 18:17:47.071,87.0
429.804,2023-04-23 18:17:47.571,87.0
430.304,2023-04-23 18:17:48.071,87.0
431.804,2023-04-23 18:17:49.571,87.0
432.304,2023-04-23 18:17:50.071,87.0
432.804,2023-04-23 18:17:50.571,87.0
433.304,2023-04-23 18:17:51.071,87.0
433.804,2023-04-23 18:17:51.571,87.0
434.304,2023-04-23 18:17:52.071,87.0
434.804,2023-04-23 18:17:52.571,87.0
435.304,2023-04-23 18:17:53.071,87.0
435.804,2023-04-23 18:17:53.571,87.0
436.304,2023-04-23 18:17:54.071,87.0
436.804,2023-04-23 18:17:54.571,87.0
437.304,2023-04-23 18:17:55.071,87.0
437.804,2023-04-23 18:17:55.571,86.0
438.304,2023-04-23 18:17:56.071,86.0
438.804,2023-04-23 18:17:56.571,86.0
439.304,2023-04-23 18:17:57.071,86.0
439.804,2023-04-23 18:17:57.571,86.0
440.304,2023-04-23 18:17:58.071,86.0
440.804,2023-04-23 18:17:58.571,86.0
441.304,2023-04-23 18:17:59.071,86.0
441.804,2023-04-23 18:17:59.571,86.0
442.304,2023-04-23 18:18:00.071,86.0
442.804,2023-04-23 18:18:00.571,86.0
443.304,2023-04-23 18:18:01.071,86.0
443.804,2023-04-23 18:18:01.571,86.0
444.304,2023-04-23 18:18:02.071,86.0
444.804,2023-04-23 18:18:02.571,86.0
445.304,2023-04-23 18:18:03.071,86.0
445.804,2023-04-23 18:18:03.571,86.0
446.304,2023-04-23 18:18:04.071,86.0
446.804,2023-04-23 18:18:04.571,86.0
447.304,2023-04-23 18:18:05.071,86.0
447.804,2023-04-23 18:18:05.571,86.0
448.304,2023-04-23 18:18:06.071,86.0
448.804,2023-04-23 18:18:06.571,86.0
449.304,2023-04-23 18:18:07.071,86.0
449.804,2023-04-23 18:18:07.571,86.0
450.304,2023-04-23 18:18:08.071,86.0
450.804,2023-04-23 18:18:08.571,87.0
451.304,2023-04-23 18:18:09.071,87.0
451.804,2023-04-23 18:18:09.571,87.0
452.304,2023-04-23 18:18:10.071,87.0
452.804,2023-04-23 18:18:10.571,87.0
453.304,2023-04-23 18:18:11.071,87.0
453.804,2023-04-23 18:18:11.571,87.0
454.304,2023-04-23 18:18:12.071,87.0
454.804,2023-04-23 18:18:12.571,87.0
455.304,2023-04-23 18:18:13.071,87.0
455.804,2023-04-23 18:18:13.571,86.0
456.304,2023-04-23 18:18:14.071,86.0
456.804,2023-04-23 18:18:14.571,86.0
457.304,2023-04-23 18:18:15.071,86.0
457.804,2023-04-23 18:18:15.571,85.0
458.304,2023-04-23 18:18:16.071,85.0
458.804,2023-04-23 18:18:16.571,85.0
459.304,2023-04-23 18:18:17.071,85.0
459.804,2023-04-23 18:18:17.571,85.0
460.304,2023-04-23 18:18:18.071,85.0
460.804,2023-04-23 18:18:18.571,85.0
461.304,2023-04-23 18:18:19.071,85.0
461.804,2023-04-23 18:18:19.571,85.0
462.304,2023-04-23 18:18:20.071,85.0
462.804,2023-04-23 18:18:20.571,85.0
463.304,2023-04-23 18:18:21.071,85.0
463.804,2023-04-23 18:18:21.571,85.0
464.304,2023-04-23 18:18:22.071,85.0
464.804,2023-04-23 18:18:22.571,85.0
465.304,2023-04-23 18:18:23.071,85.0
465.804,2023-04-23 18:18:23.571,85.0
466.304,2023-04-23 18:18:24.071,85.0
466.804,2023-04-23 18:18:24.571,85.0
467.304,2023-04-23 18:18:25.071,85.0
467.804,2023-04-23 18:18:25.571,85.0
468.304,2023-04-23 18:18:26.071,85.0
468.804,2023-04-23 18:18:26.571,85.0
469.304,2023-04-23 18:18:27.071,85.0
469.804,2023-04-23 18:18:27.571,85.0
470.304,2023-04-23 18:18:28.071,85.0
470.804,2023-04-23 18:18:28.571,85.0
471.304,2023-04-23 18:18:29.071,85.0
471.804,2023-04-23 18:18:29.571,85.0
472.304,2023-04-23 18:18:30.071,85.0
472.804,2023-04-23 18:18:30.571,85.0
473.304,2023-04-23 18:18:31.071,85.0
473.804,2023-04-23 18:18:31.571,85.0
474.304,2023-04-23 18:18:32.071,85.0
474.804,2023-04-23 18:18:32.571,85.0
475.304,2023-04-23 18:18:33.071,85.0
475.804,2023-04-23 18:18:33.571,85.0
476.304,2023-04-23 18:18:34.071,85.0
476.804,2023-04-23 18:18:34.571,84.0
477.304,2023-04-23 18:18:35.071,84.0
477.804,2023-04-23 18:18:35.571,84.0
478.304,2023-04-23 18:18:36.071,84.0
478.804,2023-04-23 18:18:36.571,84.0
479.304,2023-04-23 18:18:37.071,84.0
482.804,2023-04-23 18:18:40.571,84.0
483.304,2023-04-23 18:18:41.071,84.0
483.804,2023-04-23 18:18:41.571,84.0
484.304,2023-04-23 18:18:42.071,84.0
484.804,2023-04-23 18:18:42.571,84.0
485.304,2023-04-23 18:18:43.071,84.0
485.804,2023-04-23 18:18:43.571,84.0
486.304,2023-04-23 18:18:44.071,84.0
491.804,2023-04-23 18:18:49.571,85.0
492.304,2023-04-23 18:18:50.071,85.0
492.804,2023-04-23 18:18:50.571,85.0
493.304,2023-04-23 18:18:51.071,85.0
493.804,2023-04-23 18:18:51.571,85.0
494.304,2023-04-23 18:18:52.071,85.0
494.804,2023-04-23 18:18:52.571,85.0
495.304,2023-04-23 18:18:53.071,85.0
495.804,2023-04-23 18:18:53.571,85.0
496.304,2023-04-23 18:18:54.071,85.0
496.804,2023-04-23 18:18:54.571,85.0
497.304,2023-04-23 18:18:55.071,85.0
497.804,2023-04-23 18:18:55.571,84.0
498.304,2023-04-23 18:18:56.071,84.0
498.804,2023-04-23 18:18:56.571,84.0
499.304,2023-04-23 18:18:57.071,84.0
499.804,2023-04-23 18:18:57.571,83.0
500.304,2023-04-23 18:18:58.071,83.0
500.804,2023-04-23 18:18:58.571,83.0
501.304,2023-04-23 18:18:59.071,83.0
501.804,2023-04-23 18:18:59.571,83.0
502.304,2023-04-23 18:19:00.071,83.0
506.804,2023-04-23 18:19:04.571,83.0
507.304,2023-04-23 18:19:05.071,83.0
507.804,2023-04-23 18:19:05.571,83.0
508.304,2023-04-23 18:19:06.071,83.0
508.804,2023-04-23 18:19:06.571,83.0
509.304,2023-04-23 18:19:07.071,83.0
509.804,2023-04-23 18:19:07.571,83.0
510.304,2023-04-23 18:19:08.071,83.0
510.804,2023-04-23 18:19:08.571,83.0
511.304,2023-04-23 18:19:09.071,83.0
511.804,2023-04-23 18:19:09.571,83.0
512.304,2023-04-23 18:19:10.071,83.0
512.804,2023-04-23 18:19:10.571,83.0
513.304,2023-04-23 18:19:11.071,83.0
513.804,2023-04-23 18:19:11.571,83.0
514.304,2023-04-23 18:19:12.071,83.0
514.804,2023-04-23 18:19:12.571,83.0
515.304,2023-04-23 18:19:13.071,83.0
515.804,2023-04-23 18:19:13.571,83.0
516.304,2023-04-23 18:19:14.071,83.0
516.804,2023-04-23 18:19:14.571,83.0
517.304,2023-04-23 18:19:15.071,83.0
517.804,2023-04-23 18:19:15.571,83.0
518.304,2023-04-23 18:19:16.071,83.0
518.804,2023-04-23 18:19:16.571,83.0
519.304,2023-04-23 18:19:17.071,83.0
525.804,2023-04-23 18:19:23.571,83.0
526.304,2023-04-23 18:19:24.071,83.0
526.804,2023-04-23 18:19:24.571,83.0
527.304,2023-04-23 18:19:25.071,83.0
527.804,2023-04-23 18:19:25.571,83.0
