,0,1,2,3,4
1198,0.0031,0.0028,0.0035,0.0035,0.0048
1199,0.0035,0.0035,0.0048,0.0074,0.0077
1200,0.0048,0.0074,0.0077,0.0056,0.0075
1201,0.0077,0.0056,0.0075,0.0363,0.0432
1202,0.0075,0.0363,0.0432,0.0161,0.0057
1203,0.0432,0.0161,0.0057,0.0104,0.0112
1204,0.0057,0.0104,0.0112,0.0097,0.0139
1205,0.0112,0.0097,0.0139,0.0217,0.0218
1206,0.0139,0.0217,0.0218,0.0116,0.015
1207,0.0218,0.0116,0.015,0.0118,0.0046
1208,0.015,0.0118,0.0046,0.007,0.0201
1209,0.0046,0.007,0.0201,0.0132,0.0062
1210,0.0201,0.0132,0.0062,0.0057,0.0034
1211,0.0062,0.0057,0.0034,0.0029,0.0025
1212,0.0034,0.0029,0.0025,0.0032,0.003
1213,0.0025,0.0032,0.003,0.0025,0.0021
1214,0.003,0.0025,0.0021,0.0022,0.0024
1215,0.0021,0.0022,0.0024,0.0022,0.0023
1216,0.0024,0.0022,0.0023,0.0028,0.0027
1217,0.0023,0.0028,0.0027,0.0025,0.0023
1218,0.0027,0.0025,0.0023,0.0021,0.0023
1219,0.0023,0.0021,0.0023,0.002,0.0023
1220,0.0023,0.002,0.0023,0.0025,0.0029
1221,0.0023,0.0025,0.0029,0.0023,0.0029
1222,0.0029,0.0023,0.0029,0.0029,0.0032
1223,0.0029,0.0029,0.0032,0.0036,0.004
1224,0.0032,0.0036,0.004,0.0028,0.0025
1225,0.004,0.0028,0.0025,0.0023,0.0023
1226,0.0025,0.0023,0.0023,0.0021,0.0022
1227,0.0023,0.0021,0.0022,0.0021,0.0024
1228,0.0022,0.0021,0.0024,0.0019,0.0022
1229,0.0024,0.0019,0.0022,0.0021,0.002
1230,0.0022,0.0021,0.002,0.0021,0.0032
1231,0.002,0.0021,0.0032,0.0031,0.0028
1232,0.0032,0.0031,0.0028,0.0026,0.002
1233,0.0028,0.0026,0.002,0.0025,0.0024
1234,0.002,0.0025,0.0024,0.0025,0.0023
1235,0.0024,0.0025,0.0023,0.0027,0.0046
1236,0.0023,0.0027,0.0046,0.0025,0.0024
1237,0.0046,0.0025,0.0024,0.0024,0.0048
1238,0.0024,0.0024,0.0048,0.0059,0.0031
1239,0.0048,0.0059,0.0031,0.0022,0.0032
1240,0.0031,0.0022,0.0032,0.0047,0.0037
1241,0.0032,0.0047,0.0037,0.0052,0.0091
1242,0.0037,0.0052,0.0091,0.0071,0.0048
1243,0.0091,0.0071,0.0048,0.0106,0.0085
1244,0.0048,0.0106,0.0085,0.0105,0.0052
1245,0.0085,0.0105,0.0052,0.0049,0.0034
1246,0.0052,0.0049,0.0034,0.0031,0.0091
1247,0.0034,0.0031,0.0091,0.0159,0.0334
1248,0.0091,0.0159,0.0334,0.0287,0.0092
1249,0.0334,0.0287,0.0092,0.0062,0.0069
1250,0.0092,0.0062,0.0069,0.0055,0.0059
1251,0.0069,0.0055,0.0059,0.0034,0.0077
1252,0.0059,0.0034,0.0077,0.0079,0.0037
1253,0.0077,0.0079,0.0037,0.0095,0.0217
1254,0.0037,0.0095,0.0217,0.0134,0.0067
1255,0.0217,0.0134,0.0067,0.0038,0.0053
1256,0.0067,0.0038,0.0053,0.0045,0.0024
1257,0.0053,0.0045,0.0024,0.0121,0.0052
1258,0.0024,0.0121,0.0052,0.007,0.0033
1259,0.0052,0.007,0.0033,0.0048,0.003
1260,0.0033,0.0048,0.003,0.0036,0.0079
1261,0.003,0.0036,0.0079,0.0064,0.0036
1262,0.0079,0.0064,0.0036,0.0075,0.0078
1263,0.0036,0.0075,0.0078,0.004,0.0061
1264,0.0078,0.004,0.0061,0.0062,0.0028
1265,0.0061,0.0062,0.0028,0.0025,0.0035
1266,0.0028,0.0025,0.0035,0.0109,0.0032
1267,0.0035,0.0109,0.0032,0.0149,0.0069
1268,0.0032,0.0149,0.0069,0.003,0.0032
1269,0.0069,0.003,0.0032,0.0041,0.0027
1270,0.0032,0.0041,0.0027,0.0024,0.0023
1271,0.0027,0.0024,0.0023,0.0021,0.0023
1272,0.0023,0.0021,0.0023,0.0019,0.0021
1273,0.0023,0.0019,0.0021,0.0024,0.011
1274,0.0021,0.0024,0.011,0.0126,0.012
1275,0.011,0.0126,0.012,0.0072,0.0042
1276,0.012,0.0072,0.0042,0.0023,0.0036
1277,0.0042,0.0023,0.0036,0.0042,0.0044
1278,0.0036,0.0042,0.0044,0.0079,0.004
1279,0.0044,0.0079,0.004,0.0051,0.0049
1280,0.004,0.0051,0.0049,0.0032,0.0025
1281,0.0049,0.0032,0.0025,0.0022,0.0026
1282,0.0025,0.0022,0.0026,0.0033,0.0037
1283,0.0026,0.0033,0.0037,0.0029,0.0033
1284,0.0037,0.0029,0.0033,0.005,0.0145
1285,0.0033,0.005,0.0145,0.0269,0.0104
1286,0.0145,0.0269,0.0104,0.0079,0.0079
1287,0.0104,0.0079,0.0079,0.0065,0.0083
1288,0.0079,0.0065,0.0083,0.0076,0.0053
1289,0.0083,0.0076,0.0053,0.0061,0.0118
1290,0.0053,0.0061,0.0118,0.0056,0.0106
1291,0.0118,0.0056,0.0106,0.0077,0.0082
1292,0.0106,0.0077,0.0082,0.0199,0.0072
1293,0.0082,0.0199,0.0072,0.0082,0.0097
1294,0.0072,0.0082,0.0097,0.0057,0.0058
1295,0.0097,0.0057,0.0058,0.0085,0.0069
1296,0.0058,0.0085,0.0069,0.009,0.0097
1297,0.0069,0.009,0.0097,0.0074,0.004
1298,0.0097,0.0074,0.004,0.016,0.0095
1299,0.004,0.016,0.0095,0.0132,0.0078
1300,0.0095,0.0132,0.0078,0.0091,0.0885
1301,0.0078,0.0091,0.0885,0.0968,0.0262
1302,0.0885,0.0968,0.0262,0.0417,0.0276
1303,0.0262,0.0417,0.0276,0.0153,0.2151
1304,0.0276,0.0153,0.2151,0.0744,0.052
1305,0.2151,0.0744,0.052,0.0548,0.0261
1306,0.052,0.0548,0.0261,0.0373,0.0328
1307,0.0261,0.0373,0.0328,0.0322,0.049
1308,0.0328,0.0322,0.049,0.0816,0.026
1309,0.049,0.0816,0.026,0.0191,0.0171
1310,0.026,0.0191,0.0171,0.0155,0.0194
1311,0.0171,0.0155,0.0194,0.0242,0.0503
1312,0.0194,0.0242,0.0503,0.0892,0.1074
1313,0.0503,0.0892,0.1074,0.1375,0.1061
1314,0.1074,0.1375,0.1061,0.1187,0.1079
1315,0.1061,0.1187,0.1079,0.1129,0.0848
1316,0.1079,0.1129,0.0848,0.1224,0.0257
1317,0.0848,0.1224,0.0257,0.0924,0.0302
1318,0.0257,0.0924,0.0302,0.0262,0.0394
1319,0.0302,0.0262,0.0394,0.0448,0.0543
1320,0.0394,0.0448,0.0543,0.0461,0.0078
1321,0.0543,0.0461,0.0078,0.0073,0.0052
1322,0.0078,0.0073,0.0052,0.0034,0.0032
1323,0.0052,0.0034,0.0032,0.006,0.175
1324,0.0032,0.006,0.175,0.0437,0.012
1325,0.175,0.0437,0.012,0.0055,0.0096
1326,0.012,0.0055,0.0096,0.0135,0.0085
1327,0.0096,0.0135,0.0085,0.0087,0.0074
1328,0.0085,0.0087,0.0074,0.0074,0.0169
1329,0.0074,0.0074,0.0169,0.0253,0.0106
1330,0.0169,0.0253,0.0106,0.0047,0.0106
1331,0.0106,0.0047,0.0106,0.0169,0.0149
1332,0.0106,0.0169,0.0149,0.0108,0.0055
1333,0.0149,0.0108,0.0055,0.0051,0.0054
1334,0.0055,0.0051,0.0054,0.0062,0.007
1335,0.0054,0.0062,0.007,0.0092,0.0344
1336,0.007,0.0092,0.0344,0.0084,0.0121
1337,0.0344,0.0084,0.0121,0.0081,0.0114
1338,0.0121,0.0081,0.0114,0.0052,0.0115
1339,0.0114,0.0052,0.0115,0.0102,0.0183
1340,0.0115,0.0102,0.0183,0.0045,0.0051
1341,0.0183,0.0045,0.0051,0.0158,0.037
1342,0.0051,0.0158,0.037,0.0166,0.0085
1343,0.037,0.0166,0.0085,0.0058,0.0058
1344,0.0085,0.0058,0.0058,0.0053,0.0055
1345,0.0058,0.0053,0.0055,0.0232,0.0114
1346,0.0055,0.0232,0.0114,0.0077,0.0048
1347,0.0114,0.0077,0.0048,0.0187,0.0191
1348,0.0048,0.0187,0.0191,0.009,0.0115
1349,0.0191,0.009,0.0115,0.0114,0.0066
1350,0.0115,0.0114,0.0066,0.012,0.0185
1351,0.0066,0.012,0.0185,0.0125,0.0059
1352,0.0185,0.0125,0.0059,0.0101,0.0058
1353,0.0059,0.0101,0.0058,0.0544,0.0433
1354,0.0058,0.0544,0.0433,0.0569,0.0598
1355,0.0433,0.0569,0.0598,0.0551,0.0584
1356,0.0598,0.0551,0.0584,0.0098,0.0096
1357,0.0584,0.0098,0.0096,0.0058,0.0084
1358,0.0096,0.0058,0.0084,0.012,0.0115
1359,0.0084,0.012,0.0115,0.0494,0.0103
1360,0.0115,0.0494,0.0103,0.009,0.0123
1361,0.0103,0.009,0.0123,0.0077,0.0043
1362,0.0123,0.0077,0.0043,0.0055,0.0034
1363,0.0043,0.0055,0.0034,0.0028,0.0048
1364,0.0034,0.0028,0.0048,0.0113,0.0107
1365,0.0048,0.0113,0.0107,0.0059,0.0244
1366,0.0107,0.0059,0.0244,0.0103,0.0099
1367,0.0244,0.0103,0.0099,0.0108,0.0071
1368,0.0099,0.0108,0.0071,0.0051,0.0053
1369,0.0071,0.0051,0.0053,0.0034,0.0173
1370,0.0053,0.0034,0.0173,0.0149,0.007
1371,0.0173,0.0149,0.007,0.0061,0.0414
1372,0.007,0.0061,0.0414,0.0669,0.0479
1373,0.0414,0.0669,0.0479,0.0477,0.0872
1374,0.0479,0.0477,0.0872,0.0316,0.0054
1375,0.0872,0.0316,0.0054,0.005,0.0034
1376,0.0054,0.005,0.0034,0.0048,0.0049
1377,0.0034,0.0048,0.0049,0.0049,0.012
1378,0.0049,0.0049,0.012,0.0333,0.0186
1379,0.012,0.0333,0.0186,0.0104,0.0074
1380,0.0186,0.0104,0.0074,0.0084,0.0041
1381,0.0074,0.0084,0.0041,0.004,0.0047
1382,0.0041,0.004,0.0047,0.0043,0.0036
1383,0.0047,0.0043,0.0036,0.0043,0.0052
1384,0.0036,0.0043,0.0052,0.0046,0.0143
1385,0.0052,0.0046,0.0143,0.0197,0.0121
1386,0.0143,0.0197,0.0121,0.0075,0.0078
1387,0.0121,0.0075,0.0078,0.0072,0.0046
1388,0.0078,0.0072,0.0046,0.0082,0.0141
1389,0.0046,0.0082,0.0141,0.0494,0.0566
1390,0.0141,0.0494,0.0566,0.0526,0.0596
1391,0.0566,0.0526,0.0596,0.0179,0.0084
1392,0.0596,0.0179,0.0084,0.0067,0.0055
1393,0.0084,0.0067,0.0055,0.0058,0.0048
1394,0.0055,0.0058,0.0048,0.0143,0.01
1395,0.0048,0.0143,0.01,0.0281,0.0593
1396,0.01,0.0281,0.0593,0.034,0.0365
1397,0.0593,0.034,0.0365,0.0456,0.0539
1398,0.0365,0.0456,0.0539,0.042,0.0434
1399,0.0539,0.042,0.0434,0.0187,0.0241
1400,0.0434,0.0187,0.0241,0.0159,0.0062
1401,0.0241,0.0159,0.0062,0.0047,0.0039
1402,0.0062,0.0047,0.0039,0.008,0.0061
1403,0.0039,0.008,0.0061,0.0058,0.0066
1404,0.0061,0.0058,0.0066,0.01,0.0088
1405,0.0066,0.01,0.0088,0.008,0.0062
1406,0.0088,0.008,0.0062,0.009,0.0076
1407,0.0062,0.009,0.0076,0.0051,0.0056
1408,0.0076,0.0051,0.0056,0.0042,0.003
1409,0.0056,0.0042,0.003,0.0033,0.0038
1410,0.003,0.0033,0.0038,0.0035,0.0064
1411,0.0038,0.0035,0.0064,0.0044,0.0042
1412,0.0064,0.0044,0.0042,0.0052,0.0343
1413,0.0042,0.0052,0.0343,0.0733,0.1086
1414,0.0343,0.0733,0.1086,0.0903,0.0344
1415,0.1086,0.0903,0.0344,0.0094,0.0066
1416,0.0344,0.0094,0.0066,0.0064,0.0056
1417,0.0066,0.0064,0.0056,0.006,0.0051
1418,0.0056,0.006,0.0051,0.0045,0.0044
1419,0.0051,0.0045,0.0044,0.0042,0.0059
1420,0.0044,0.0042,0.0059,0.0075,0.0089
1421,0.0059,0.0075,0.0089,0.0067,0.0063
1422,0.0089,0.0067,0.0063,0.0055,0.0051
1423,0.0063,0.0055,0.0051,0.007,0.0046
1424,0.0051,0.007,0.0046,0.0097,0.0064
1425,0.0046,0.0097,0.0064,0.0079,0.0067
1426,0.0064,0.0079,0.0067,0.0076,0.0094
1427,0.0067,0.0076,0.0094,0.0218,0.0295
1428,0.0094,0.0218,0.0295,0.0298,0.0239
1429,0.0295,0.0298,0.0239,0.0272,0.0314
1430,0.0239,0.0272,0.0314,0.0509,0.0321
1431,0.0314,0.0509,0.0321,0.0089,0.0078
1432,0.0321,0.0089,0.0078,0.0068,0.0038
1433,0.0078,0.0068,0.0038,0.0042,0.0048
1434,0.0038,0.0042,0.0048,0.0043,0.0058
1435,0.0048,0.0043,0.0058,0.006,0.0045
1436,0.0058,0.006,0.0045,0.0064,0.005
1437,0.0045,0.0064,0.005,0.0055,0.0073
1438,0.005,0.0055,0.0073,0.0098,0.0067
1439,0.0073,0.0098,0.0067,0.0054,0.0115
1440,0.0067,0.0054,0.0115,0.0072,0.0048
1441,0.0115,0.0072,0.0048,0.0071,0.008
1442,0.0048,0.0071,0.008,0.0088,0.013
1443,0.008,0.0088,0.013,0.0077,0.0067
1444,0.013,0.0077,0.0067,0.0065,0.0085
1445,0.0067,0.0065,0.0085,0.0083,0.0059
1446,0.0085,0.0083,0.0059,0.0045,0.0041
1447,0.0059,0.0045,0.0041,0.0055,0.0064
1448,0.0041,0.0055,0.0064,0.0058,0.0045
1449,0.0064,0.0058,0.0045,0.0044,0.0069
1450,0.0045,0.0044,0.0069,0.0082,0.0049
1451,0.0069,0.0082,0.0049,0.0145,0.0185
1452,0.0049,0.0145,0.0185,0.0068,0.0061
1453,0.0185,0.0068,0.0061,0.0042,0.0033
1454,0.0061,0.0042,0.0033,0.0037,0.0056
1455,0.0033,0.0037,0.0056,0.0064,0.0049
1456,0.0056,0.0064,0.0049,0.0073,0.0065
1457,0.0049,0.0073,0.0065,0.0057,0.0061
1458,0.0065,0.0057,0.0061,0.0046,0.0053
1459,0.0061,0.0046,0.0053,0.004,0.0067
1460,0.0053,0.004,0.0067,0.006,0.0055
1461,0.0067,0.006,0.0055,0.0066,0.0061
1462,0.0055,0.0066,0.0061,0.0065,0.0046
1463,0.0061,0.0065,0.0046,0.0058,0.0079
1464,0.0046,0.0058,0.0079,0.0294,0.0431
1465,0.0079,0.0294,0.0431,0.0425,0.0108
1466,0.0431,0.0425,0.0108,0.0073,0.0075
1467,0.0108,0.0073,0.0075,0.0069,0.039
1468,0.0075,0.0069,0.039,0.0417,0.043
1469,0.039,0.0417,0.043,0.0495,0.0444
1470,0.043,0.0495,0.0444,0.0376,0.0316
1471,0.0444,0.0376,0.0316,0.0192,0.0188
1472,0.0316,0.0192,0.0188,0.0243,0.0152
1473,0.0188,0.0243,0.0152,0.0076,0.0068
1474,0.0152,0.0076,0.0068,0.005,0.0049
1475,0.0068,0.005,0.0049,0.0079,0.013
1476,0.0049,0.0079,0.013,0.0097,0.0079
1477,0.013,0.0097,0.0079,0.0104,0.0062
1478,0.0079,0.0104,0.0062,0.0063,0.0068
1479,0.0062,0.0063,0.0068,0.0085,0.0057
1480,0.0068,0.0085,0.0057,0.0074,0.0062
1481,0.0057,0.0074,0.0062,0.0045,0.0036
1482,0.0062,0.0045,0.0036,0.0027,0.0036
1483,0.0036,0.0027,0.0036,0.0064,0.0039
1484,0.0036,0.0064,0.0039,0.0023,0.0028
1485,0.0039,0.0023,0.0028,0.004,0.0048
1486,0.0028,0.004,0.0048,0.0037,0.0031
1487,0.0048,0.0037,0.0031,0.0036,0.0033
1488,0.0031,0.0036,0.0033,0.0048,0.0034
1489,0.0033,0.0048,0.0034,0.0035,0.0024
1490,0.0034,0.0035,0.0024,0.0028,0.0026
1491,0.0024,0.0028,0.0026,0.0028,0.0037
1492,0.0026,0.0028,0.0037,0.0032,0.0107
1493,0.0037,0.0032,0.0107,0.0139,0.0082
1494,0.0107,0.0139,0.0082,0.0046,0.0049
1495,0.0082,0.0046,0.0049,0.0047,0.0044
1496,0.0049,0.0047,0.0044,0.0062,0.0077
1497,0.0044,0.0062,0.0077,0.0077,0.0035
1498,0.0077,0.0077,0.0035,0.0037,0.0028
1499,0.0035,0.0037,0.0028,0.0022,0.0023
1500,0.0028,0.0022,0.0023,0.0022,0.0023
1501,0.0023,0.0022,0.0023,0.0021,0.0022
1502,0.0023,0.0021,0.0022,0.0021,0.0022
1503,0.0022,0.0021,0.0022,0.0022,0.0019
1504,0.0022,0.0022,0.0019,0.002,0.0023
1505,0.0019,0.002,0.0023,0.002,0.0021
1506,0.0023,0.002,0.0021,0.0022,0.002
1507,0.0021,0.0022,0.002,0.002,0.0021
1508,0.002,0.002,0.0021,0.0018,0.0019
1509,0.0021,0.0018,0.0019,0.0019,0.0021
1510,0.0019,0.0019,0.0021,0.0022,0.0023
1511,0.0021,0.0022,0.0023,0.0019,0.0022
1512,0.0023,0.0019,0.0022,0.0019,0.0024
1513,0.0022,0.0019,0.0024,0.0023,0.002
1514,0.0024,0.0023,0.002,0.0022,0.0021
1515,0.002,0.0022,0.0021,0.002,0.0021
1516,0.0021,0.002,0.0021,0.0023,0.0022
1517,0.0021,0.0023,0.0022,0.0023,0.0021
1518,0.0022,0.0023,0.0021,0.0021,0.0021
1519,0.0021,0.0021,0.0021,0.002,0.0017
1520,0.0021,0.002,0.0017,0.0024,0.0019
1521,0.0017,0.0024,0.0019,0.0019,0.0023
1522,0.0019,0.0019,0.0023,0.0037,0.0132
1523,0.0023,0.0037,0.0132,0.0228,0.018
1524,0.0132,0.0228,0.018,0.0182,0.0118
1525,0.018,0.0182,0.0118,0.0063,0.0023
1526,0.0118,0.0063,0.0023,0.0029,0.0035
1527,0.0023,0.0029,0.0035,0.0029,0.0027
1528,0.0035,0.0029,0.0027,0.0023,0.0023
1529,0.0027,0.0023,0.0023,0.0029,0.0043
1530,0.0023,0.0029,0.0043,0.004,0.004
1531,0.0043,0.004,0.004,0.0031,0.0026
1532,0.004,0.0031,0.0026,0.0028,0.0024
1533,0.0026,0.0028,0.0024,0.0033,0.0041
1534,0.0024,0.0033,0.0041,0.0048,0.0038
1535,0.0041,0.0048,0.0038,0.0035,0.0039
1536,0.0038,0.0035,0.0039,0.0037,0.0051
1537,0.0039,0.0037,0.0051,0.0072,0.004
1538,0.0051,0.0072,0.004,0.0075,0.008
1539,0.004,0.0075,0.008,0.0204,0.0226
1540,0.008,0.0204,0.0226,0.0267,0.0265
1541,0.0226,0.0267,0.0265,0.0316,0.0085
1542,0.0265,0.0316,0.0085,0.0071,0.0253
1543,0.0085,0.0071,0.0253,0.0323,0.0928
1544,0.0253,0.0323,0.0928,0.0122,0.0071
1545,0.0928,0.0122,0.0071,0.0052,0.0073
1546,0.0071,0.0052,0.0073,0.0084,0.0062
1547,0.0073,0.0084,0.0062,0.0053,0.0065
1548,0.0062,0.0053,0.0065,0.005,0.0044
1549,0.0065,0.005,0.0044,0.0078,0.0098
1550,0.0044,0.0078,0.0098,0.0099,0.0104
1551,0.0098,0.0099,0.0104,0.0073,0.0084
1552,0.0104,0.0073,0.0084,0.0126,0.0115
1553,0.0084,0.0126,0.0115,0.0131,0.0075
1554,0.0115,0.0131,0.0075,0.0066,0.0077
1555,0.0075,0.0066,0.0077,0.0074,0.0068
1556,0.0077,0.0074,0.0068,0.0057,0.0097
1557,0.0068,0.0057,0.0097,0.0149,0.0071
1558,0.0097,0.0149,0.0071,0.0022,0.0026
1559,0.0071,0.0022,0.0026,0.0023,0.0022
1560,0.0026,0.0023,0.0022,0.0026,0.0036
1561,0.0022,0.0026,0.0036,0.0031,0.0024
1562,0.0036,0.0031,0.0024,0.003,0.0031
1563,0.0024,0.003,0.0031,0.0033,0.0046
1564,0.0031,0.0033,0.0046,0.0029,0.0076
1565,0.0046,0.0029,0.0076,0.0177,0.0414
1566,0.0076,0.0177,0.0414,0.2893,0.0514
1567,0.0414,0.2893,0.0514,0.0746,0.0905
1568,0.0514,0.0746,0.0905,0.1185,0.0984
1569,0.0905,0.1185,0.0984,0.1032,0.1386
1570,0.0984,0.1032,0.1386,0.1436,0.1515
1571,0.1386,0.1436,0.1515,0.0655,0.0714
1572,0.1515,0.0655,0.0714,0.112,0.1537
1573,0.0714,0.112,0.1537,0.1108,0.0879
1574,0.1537,0.1108,0.0879,0.0572,0.0065
1575,0.0879,0.0572,0.0065,0.0062,0.0091
1576,0.0065,0.0062,0.0091,0.0075,0.0048
1577,0.0091,0.0075,0.0048,0.0032,0.0032
1578,0.0048,0.0032,0.0032,0.0029,0.003
1579,0.0032,0.0029,0.003,0.0029,0.0039
1580,0.003,0.0029,0.0039,0.004,0.0044
1581,0.0039,0.004,0.0044,0.0032,0.0028
1582,0.0044,0.0032,0.0028,0.0032,0.0028
1583,0.0028,0.0032,0.0028,0.0034,0.003
1584,0.0028,0.0034,0.003,0.0028,0.0028
1585,0.003,0.0028,0.0028,0.0027,0.0027
1586,0.0028,0.0027,0.0027,0.0029,0.0027
1587,0.0027,0.0029,0.0027,0.0082,0.0127
1588,0.0027,0.0082,0.0127,0.0038,0.013
1589,0.0127,0.0038,0.013,0.0105,0.015
1590,0.013,0.0105,0.015,0.0217,0.0043
1591,0.015,0.0217,0.0043,0.003,0.0024
1592,0.0043,0.003,0.0024,0.0027,0.0119
1593,0.0024,0.0027,0.0119,0.0442,0.1348
1594,0.0119,0.0442,0.1348,0.0275,0.0703
1595,0.1348,0.0275,0.0703,0.1148,0.0953
1596,0.0703,0.1148,0.0953,0.05,0.1886
1597,0.0953,0.05,0.1886,0.1242,0.278
1598,0.1886,0.1242,0.278,0.0679,0.0552
1599,0.278,0.0679,0.0552,0.0458,0.083
1600,0.0552,0.0458,0.083,0.0162,0.053
1601,0.083,0.0162,0.053,0.2879,0.0363
1602,0.053,0.2879,0.0363,0.1483,0.0293
1603,0.0363,0.1483,0.0293,0.0336,0.1546
1604,0.0293,0.0336,0.1546,0.0147,0.0142
1605,0.1546,0.0147,0.0142,0.0132,0.1087
1606,0.0142,0.0132,0.1087,0.0681,0.1254
1607,0.1087,0.0681,0.1254,0.0305,0.0211
1608,0.1254,0.0305,0.0211,0.0232,0.0898
1609,0.0211,0.0232,0.0898,0.1175,0.0902
1610,0.0898,0.1175,0.0902,0.0302,0.0209
1611,0.0902,0.0302,0.0209,0.0067,0.0135
1612,0.0209,0.0067,0.0135,0.04,0.0117
1613,0.0135,0.04,0.0117,0.0383,0.0112
1614,0.0117,0.0383,0.0112,0.0057,0.0077
1615,0.0112,0.0057,0.0077,0.0123,0.0262
1616,0.0077,0.0123,0.0262,0.0173,0.015
1617,0.0262,0.0173,0.015,0.0096,0.0087
1618,0.015,0.0096,0.0087,0.0093,0.0095
1619,0.0087,0.0093,0.0095,0.0095,0.0103
1620,0.0095,0.0095,0.0103,0.0123,0.0075
1621,0.0103,0.0123,0.0075,0.0069,0.0068
1622,0.0075,0.0069,0.0068,0.0124,0.015
1623,0.0068,0.0124,0.015,0.0188,0.0283
1624,0.015,0.0188,0.0283,0.0157,0.0218
1625,0.0283,0.0157,0.0218,0.031,0.0232
1626,0.0218,0.031,0.0232,0.0202,0.0228
1627,0.0232,0.0202,0.0228,0.0104,0.0089
1628,0.0228,0.0104,0.0089,0.007,0.0062
1629,0.0089,0.007,0.0062,0.0076,0.0088
1630,0.0062,0.0076,0.0088,0.0091,0.0116
1631,0.0088,0.0091,0.0116,0.0129,0.0085
1632,0.0116,0.0129,0.0085,0.0063,0.0059
1633,0.0085,0.0063,0.0059,0.0072,0.0057
1634,0.0059,0.0072,0.0057,0.0143,0.0086
1635,0.0057,0.0143,0.0086,0.0083,0.0081
1636,0.0086,0.0083,0.0081,0.0109,0.0096
1637,0.0081,0.0109,0.0096,0.0065,0.0042
1638,0.0096,0.0065,0.0042,0.0082,0.0146
1639,0.0042,0.0082,0.0146,0.0071,0.0071
1640,0.0146,0.0071,0.0071,0.0105,0.0076
1641,0.0071,0.0105,0.0076,0.0115,0.008
1642,0.0076,0.0115,0.008,0.0069,0.0092
1643,0.008,0.0069,0.0092,0.0139,0.0079
1644,0.0092,0.0139,0.0079,0.0097,0.0067
1645,0.0079,0.0097,0.0067,0.0102,0.0218
1646,0.0067,0.0102,0.0218,0.0175,0.0205
1647,0.0218,0.0175,0.0205,0.0155,0.022
1648,0.0205,0.0155,0.022,0.0062,0.0064
1649,0.022,0.0062,0.0064,0.0071,0.0084
1650,0.0064,0.0071,0.0084,0.0075,0.0087
1651,0.0084,0.0075,0.0087,0.01,0.004
1652,0.0087,0.01,0.004,0.0068,0.0048
1653,0.004,0.0068,0.0048,0.0072,0.0066
1654,0.0048,0.0072,0.0066,0.0039,0.0072
1655,0.0066,0.0039,0.0072,0.0031,0.0028
1656,0.0072,0.0031,0.0028,0.003,0.0048
1657,0.0028,0.003,0.0048,0.0036,0.0047
1658,0.0048,0.0036,0.0047,0.0044,0.0037
1659,0.0047,0.0044,0.0037,0.0029,0.0065
1660,0.0037,0.0029,0.0065,0.016,0.0163
1661,0.0065,0.016,0.0163,0.0194,0.0151
1662,0.0163,0.0194,0.0151,0.0094,0.0036
1663,0.0151,0.0094,0.0036,0.0039,0.0187
1664,0.0036,0.0039,0.0187,0.0428,0.019
1665,0.0187,0.0428,0.019,0.0119,0.008
1666,0.019,0.0119,0.008,0.0074,0.0025
1667,0.008,0.0074,0.0025,0.0021,0.0023
1668,0.0025,0.0021,0.0023,0.0021,0.0024
1669,0.0023,0.0021,0.0024,0.0035,0.0148
1670,0.0024,0.0035,0.0148,0.0145,0.0099
1671,0.0148,0.0145,0.0099,0.0089,0.0102
1672,0.0099,0.0089,0.0102,0.0214,0.0092
1673,0.0102,0.0214,0.0092,0.0059,0.0036
1674,0.0092,0.0059,0.0036,0.0055,0.0087
1675,0.0036,0.0055,0.0087,0.0059,0.0066
1676,0.0087,0.0059,0.0066,0.0074,0.0066
1677,0.0066,0.0074,0.0066,0.0102,0.0068
1678,0.0066,0.0102,0.0068,0.0041,0.0094
1679,0.0068,0.0041,0.0094,0.004,0.0035
1680,0.0094,0.004,0.0035,0.005,0.0027
1681,0.0035,0.005,0.0027,0.0021,0.0022
1682,0.0027,0.0021,0.0022,0.0026,0.0023
1683,0.0022,0.0026,0.0023,0.0023,0.0025
1684,0.0023,0.0023,0.0025,0.0036,0.0036
1685,0.0025,0.0036,0.0036,0.0028,0.0027
1686,0.0036,0.0028,0.0027,0.0027,0.0024
1687,0.0027,0.0027,0.0024,0.0044,0.0026
1688,0.0024,0.0044,0.0026,0.0021,0.0023
1689,0.0026,0.0021,0.0023,0.0019,0.0024
1690,0.0023,0.0019,0.0024,0.0025,0.0037
1691,0.0024,0.0025,0.0037,0.0023,0.0037
1692,0.0037,0.0023,0.0037,0.0035,0.0031
1693,0.0037,0.0035,0.0031,0.0029,0.0046
1694,0.0031,0.0029,0.0046,0.0047,0.0037
1695,0.0046,0.0047,0.0037,0.0029,0.0022
1696,0.0037,0.0029,0.0022,0.0018,0.0022
1697,0.0022,0.0018,0.0022,0.0035,0.0051
1698,0.0022,0.0035,0.0051,0.0036,0.003
1699,0.0051,0.0036,0.003,0.0026,0.0058
1700,0.003,0.0026,0.0058,0.0039,0.0023
1701,0.0058,0.0039,0.0023,0.0028,0.0022
1702,0.0023,0.0028,0.0022,0.0022,0.0022
1703,0.0022,0.0022,0.0022,0.002,0.0019
1704,0.0022,0.002,0.0019,0.0022,0.0022
1705,0.0019,0.0022,0.0022,0.0023,0.0112
