,seconds,date,hr
10709,"97,952",[2023-09-09 20:19:30 914],95.0
10765,"98,452",[2023-09-09 20:19:31 414],94.0
10823,"98,952",[2023-09-09 20:19:31 914],94.0
10876,"99,452",[2023-09-09 20:19:32 414],92.0
10931,"99,952",[2023-09-09 20:19:32 914],91.0
10986,"100,452",[2023-09-09 20:19:33 414],89.0
11044,"100,952",[2023-09-09 20:19:33 914],88.0
11101,"101,452",[2023-09-09 20:19:34 414],87.0
11158,"101,952",[2023-09-09 20:19:34 914],86.0
11215,"102,452",[2023-09-09 20:19:35 414],86.0
11271,"102,952",[2023-09-09 20:19:35 914],86.0
11324,"103,452",[2023-09-09 20:19:36 414],86.0
11381,"103,952",[2023-09-09 20:19:36 914],87.0
11438,"104,452",[2023-09-09 20:19:37 414],87.0
11495,"104,952",[2023-09-09 20:19:37 914],88.0
11551,"105,452",[2023-09-09 20:19:38 414],88.0
11609,"105,952",[2023-09-09 20:19:38 914],89.0
11666,"106,452",[2023-09-09 20:19:39 414],89.0
11720,"106,952",[2023-09-09 20:19:39 914],90.0
11775,"107,452",[2023-09-09 20:19:40 414],90.0
11833,"107,952",[2023-09-09 20:19:40 914],91.0
11890,"108,452",[2023-09-09 20:19:41 414],92.0
11948,"108,952",[2023-09-09 20:19:41 914],92.0
12005,"109,452",[2023-09-09 20:19:42 414],93.0
12061,"109,952",[2023-09-09 20:19:42 914],94.0
12118,"110,452",[2023-09-09 20:19:43 414],94.0
12176,"110,952",[2023-09-09 20:19:43 914],93.0
12230,"111,452",[2023-09-09 20:19:44 414],93.0
12284,"111,952",[2023-09-09 20:19:44 914],93.0
12341,"112,452",[2023-09-09 20:19:45 414],93.0
12398,"112,952",[2023-09-09 20:19:45 914],94.0
12455,"113,452",[2023-09-09 20:19:46 414],95.0
12513,"113,952",[2023-09-09 20:19:46 914],96.0
12569,"114,452",[2023-09-09 20:19:47 414],98.0
12625,"114,952",[2023-09-09 20:19:47 914],99.0
12678,"115,452",[2023-09-09 20:19:48 414],100.0
12736,"115,952",[2023-09-09 20:19:48 914],100.0
12793,"116,452",[2023-09-09 20:19:49 414],100.0
12851,"116,952",[2023-09-09 20:19:49 914],101.0
12907,"117,452",[2023-09-09 20:19:50 414],100.0
12965,"117,952",[2023-09-09 20:19:50 914],100.0
13022,"118,452",[2023-09-09 20:19:51 414],99.0
13078,"118,952",[2023-09-09 20:19:51 914],99.0
13132,"119,452",[2023-09-09 20:19:52 414],99.0
13190,"119,952",[2023-09-09 20:19:52 914],99.0
13248,"120,452",[2023-09-09 20:19:53 414],99.0
13306,"120,952",[2023-09-09 20:19:53 914],100.0
13363,"121,452",[2023-09-09 20:19:54 414],100.0
13422,"121,952",[2023-09-09 20:19:54 914],100.0
13478,"122,452",[2023-09-09 20:19:55 414],100.0
13534,"122,952",[2023-09-09 20:19:55 914],100.0
13591,"123,452",[2023-09-09 20:19:56 414],101.0
13647,"123,952",[2023-09-09 20:19:56 914],102.0
13705,"124,452",[2023-09-09 20:19:57 414],103.0
13762,"124,952",[2023-09-09 20:19:57 914],102.0
13820,"125,452",[2023-09-09 20:19:58 414],102.0
13877,"125,952",[2023-09-09 20:19:58 914],101.0
13931,"126,452",[2023-09-09 20:19:59 414],102.0
13987,"126,952",[2023-09-09 20:19:59 914],102.0
14044,"127,452",[2023-09-09 20:20:00 414],103.0
14101,"127,952",[2023-09-09 20:20:00 914],104.0
14158,"128,452",[2023-09-09 20:20:01 414],104.0
14215,"128,952",[2023-09-09 20:20:01 914],103.0
14273,"129,452",[2023-09-09 20:20:02 414],104.0
14327,"129,952",[2023-09-09 20:20:02 914],104.0
14383,"130,452",[2023-09-09 20:20:03 414],104.0
14440,"130,952",[2023-09-09 20:20:03 914],104.0
14498,"131,452",[2023-09-09 20:20:04 414],103.0
14554,"131,952",[2023-09-09 20:20:04 914],102.0
14612,"132,452",[2023-09-09 20:20:05 414],100.0
14668,"132,952",[2023-09-09 20:20:05 914],99.0
14725,"133,452",[2023-09-09 20:20:06 414],96.0
14779,"133,952",[2023-09-09 20:20:06 914],96.0
14837,"134,452",[2023-09-09 20:20:07 414],95.0
14893,"134,952",[2023-09-09 20:20:07 914],95.0
14951,"135,452",[2023-09-09 20:20:08 414],95.0
15008,"135,952",[2023-09-09 20:20:08 914],94.0
15066,"136,452",[2023-09-09 20:20:09 414],94.0
15123,"136,952",[2023-09-09 20:20:09 914],94.0
15179,"137,452",[2023-09-09 20:20:10 414],94.0
15238,"137,952",[2023-09-09 20:20:10 914],93.0
15298,"138,452",[2023-09-09 20:20:11 414],92.0
15355,"138,952",[2023-09-09 20:20:11 914],91.0
15413,"139,452",[2023-09-09 20:20:12 414],89.0
15470,"139,952",[2023-09-09 20:20:12 914],89.0
15528,"140,452",[2023-09-09 20:20:13 414],87.0
15583,"140,952",[2023-09-09 20:20:13 914],87.0
15640,"141,452",[2023-09-09 20:20:14 414],87.0
15696,"141,952",[2023-09-09 20:20:14 914],87.0
15755,"142,452",[2023-09-09 20:20:15 414],88.0
15812,"142,952",[2023-09-09 20:20:15 914],87.0
15870,"143,452",[2023-09-09 20:20:16 414],86.0
15927,"143,952",[2023-09-09 20:20:16 914],85.0
15986,"144,452",[2023-09-09 20:20:17 414],84.0
16038,"144,952",[2023-09-09 20:20:17 914],83.0
16095,"145,452",[2023-09-09 20:20:18 414],82.0
16153,"145,952",[2023-09-09 20:20:18 914],82.0
16211,"146,452",[2023-09-09 20:20:19 414],81.0
16268,"146,952",[2023-09-09 20:20:19 914],82.0
16326,"147,452",[2023-09-09 20:20:20 414],82.0
16382,"147,952",[2023-09-09 20:20:20 914],82.0
16439,"148,452",[2023-09-09 20:20:21 414],83.0
16496,"148,952",[2023-09-09 20:20:21 914],83.0
16550,"149,452",[2023-09-09 20:20:22 414],84.0
16605,"149,952",[2023-09-09 20:20:22 914],85.0
16662,"150,452",[2023-09-09 20:20:23 414],85.0
16719,"150,952",[2023-09-09 20:20:23 914],85.0
16776,"151,452",[2023-09-09 20:20:24 414],85.0
16832,"151,952",[2023-09-09 20:20:24 914],84.0
16890,"152,452",[2023-09-09 20:20:25 414],84.0
16945,"152,952",[2023-09-09 20:20:25 914],84.0
16999,"153,452",[2023-09-09 20:20:26 414],84.0
17055,"153,952",[2023-09-09 20:20:26 914],84.0
17113,"154,452",[2023-09-09 20:20:27 414],84.0
17169,"154,952",[2023-09-09 20:20:27 914],84.0
17226,"155,452",[2023-09-09 20:20:28 414],84.0
17283,"155,952",[2023-09-09 20:20:28 914],83.0
17339,"156,452",[2023-09-09 20:20:29 414],82.0
17392,"156,952",[2023-09-09 20:20:29 914],82.0
17449,"157,452",[2023-09-09 20:20:30 414],82.0
17505,"157,952",[2023-09-09 20:20:30 914],82.0
17563,"158,452",[2023-09-09 20:20:31 414],83.0
17621,"158,952",[2023-09-09 20:20:31 914],83.0
17679,"159,452",[2023-09-09 20:20:32 414],83.0
17735,"159,952",[2023-09-09 20:20:32 914],84.0
17789,"160,452",[2023-09-09 20:20:33 414],85.0
17844,"160,952",[2023-09-09 20:20:33 914],86.0
17902,"161,452",[2023-09-09 20:20:34 414],88.0
17957,"161,952",[2023-09-09 20:20:34 914],88.0
18015,"162,452",[2023-09-09 20:20:35 414],90.0
18071,"162,952",[2023-09-09 20:20:35 914],91.0
18129,"163,452",[2023-09-09 20:20:36 414],92.0
18183,"163,952",[2023-09-09 20:20:36 914],92.0
18238,"164,452",[2023-09-09 20:20:37 414],91.0
18294,"164,952",[2023-09-09 20:20:37 914],91.0
18352,"165,452",[2023-09-09 20:20:38 414],89.0
18408,"165,952",[2023-09-09 20:20:38 914],89.0
18464,"166,452",[2023-09-09 20:20:39 414],88.0
18522,"166,952",[2023-09-09 20:20:39 914],88.0
18580,"167,452",[2023-09-09 20:20:40 414],88.0
18631,"167,952",[2023-09-09 20:20:40 914],89.0
18688,"168,452",[2023-09-09 20:20:41 414],90.0
18745,"168,952",[2023-09-09 20:20:41 914],91.0
18803,"169,452",[2023-09-09 20:20:42 414],95.0
19083,"171,952",[2023-09-09 20:20:44 914],98.0
19141,"172,452",[2023-09-09 20:20:45 414],101.0
19198,"172,952",[2023-09-09 20:20:45 914],100.0
19256,"173,452",[2023-09-09 20:20:46 414],100.0
19313,"173,952",[2023-09-09 20:20:46 914],100.0
19369,"174,452",[2023-09-09 20:20:47 414],100.0
19426,"174,952",[2023-09-09 20:20:47 914],99.0
19480,"175,452",[2023-09-09 20:20:48 414],99.0
19536,"175,952",[2023-09-09 20:20:48 914],99.0
19594,"176,452",[2023-09-09 20:20:49 414],99.0
19651,"176,952",[2023-09-09 20:20:49 914],98.0
19706,"177,452",[2023-09-09 20:20:50 414],98.0
19763,"177,952",[2023-09-09 20:20:50 914],98.0
19821,"178,452",[2023-09-09 20:20:51 414],98.0
19875,"178,952",[2023-09-09 20:20:51 914],97.0
19932,"179,452",[2023-09-09 20:20:52 414],97.0
19987,"179,952",[2023-09-09 20:20:52 914],97.0
20045,"180,452",[2023-09-09 20:20:53 414],98.0
20102,"180,952",[2023-09-09 20:20:53 914],98.0
20160,"181,452",[2023-09-09 20:20:54 414],99.0
20217,"181,952",[2023-09-09 20:20:54 914],99.0
20273,"182,452",[2023-09-09 20:20:55 414],100.0
20326,"182,952",[2023-09-09 20:20:55 914],100.0
20384,"183,452",[2023-09-09 20:20:56 414],101.0
20441,"183,952",[2023-09-09 20:20:56 914],100.0
20500,"184,452",[2023-09-09 20:20:57 414],100.0
20557,"184,952",[2023-09-09 20:20:57 914],100.0
20615,"185,452",[2023-09-09 20:20:58 414],100.0
20670,"185,952",[2023-09-09 20:20:58 914],100.0
20728,"186,452",[2023-09-09 20:20:59 414],100.0
20785,"186,952",[2023-09-09 20:20:59 914],101.0
20838,"187,452",[2023-09-09 20:21:00 414],102.0
20895,"187,952",[2023-09-09 20:21:00 914],102.0
20952,"188,452",[2023-09-09 20:21:01 414],104.0
21009,"188,952",[2023-09-09 20:21:01 914],104.0
21066,"189,452",[2023-09-09 20:21:02 414],106.0
21122,"189,952",[2023-09-09 20:21:02 914],107.0
21180,"190,452",[2023-09-09 20:21:03 414],108.0
21234,"190,952",[2023-09-09 20:21:03 914],108.0
21290,"191,452",[2023-09-09 20:21:04 414],108.0
21347,"191,952",[2023-09-09 20:21:04 914],109.0
21405,"192,452",[2023-09-09 20:21:05 414],109.0
21461,"192,952",[2023-09-09 20:21:05 914],110.0
21519,"193,452",[2023-09-09 20:21:06 414],110.0
21576,"193,952",[2023-09-09 20:21:06 914],109.0
21633,"194,452",[2023-09-09 20:21:07 414],108.0
21688,"194,952",[2023-09-09 20:21:07 914],108.0
21745,"195,452",[2023-09-09 20:21:08 414],107.0
21802,"195,952",[2023-09-09 20:21:08 914],107.0
21860,"196,452",[2023-09-09 20:21:09 414],108.0
21917,"196,952",[2023-09-09 20:21:09 914],108.0
21975,"197,452",[2023-09-09 20:21:10 414],109.0
22031,"197,952",[2023-09-09 20:21:10 914],109.0
22086,"198,452",[2023-09-09 20:21:11 414],110.0
22142,"198,952",[2023-09-09 20:21:11 914],110.0
22200,"199,452",[2023-09-09 20:21:12 414],111.0
22257,"199,952",[2023-09-09 20:21:12 914],111.0
22315,"200,452",[2023-09-09 20:21:13 414],111.0
22372,"200,952",[2023-09-09 20:21:13 914],110.0
22429,"201,452",[2023-09-09 20:21:14 414],109.0
22484,"201,952",[2023-09-09 20:21:14 914],109.0
22540,"202,452",[2023-09-09 20:21:15 414],107.0
22596,"202,952",[2023-09-09 20:21:15 914],107.0
22653,"203,452",[2023-09-09 20:21:16 414],104.0
22709,"203,952",[2023-09-09 20:21:16 914],103.0
22767,"204,452",[2023-09-09 20:21:17 414],100.0
22824,"204,952",[2023-09-09 20:21:17 914],99.0
22882,"205,452",[2023-09-09 20:21:18 414],98.0
22933,"205,952",[2023-09-09 20:21:18 914],98.0
22990,"206,452",[2023-09-09 20:21:19 414],98.0
23047,"206,952",[2023-09-09 20:21:19 914],98.0
23105,"207,452",[2023-09-09 20:21:20 414],98.0
23162,"207,952",[2023-09-09 20:21:20 914],97.0
23218,"208,452",[2023-09-09 20:21:21 414],96.0
23275,"208,952",[2023-09-09 20:21:21 914],96.0
23331,"209,452",[2023-09-09 20:21:22 414],95.0
23386,"209,952",[2023-09-09 20:21:22 914],95.0
23445,"210,452",[2023-09-09 20:21:23 414],95.0
23500,"210,952",[2023-09-09 20:21:23 914],96.0
23557,"211,452",[2023-09-09 20:21:24 414],97.0
23614,"211,952",[2023-09-09 20:21:24 914],98.0
23672,"212,452",[2023-09-09 20:21:25 414],100.0
23728,"212,952",[2023-09-09 20:21:25 914],102.0
23782,"213,452",[2023-09-09 20:21:26 414],104.0
23838,"213,952",[2023-09-09 20:21:26 914],104.0
23896,"214,452",[2023-09-09 20:21:27 414],105.0
23953,"214,952",[2023-09-09 20:21:27 914],106.0
24009,"215,452",[2023-09-09 20:21:28 414],105.0
24066,"215,952",[2023-09-09 20:21:28 914],105.0
24124,"216,452",[2023-09-09 20:21:29 414],103.0
24176,"216,952",[2023-09-09 20:21:29 914],103.0
24233,"217,452",[2023-09-09 20:21:30 414],101.0
24289,"217,952",[2023-09-09 20:21:30 914],100.0
24346,"218,452",[2023-09-09 20:21:31 414],99.0
24403,"218,952",[2023-09-09 20:21:31 914],98.0
24461,"219,452",[2023-09-09 20:21:32 414],98.0
24518,"219,952",[2023-09-09 20:21:32 914],99.0
24574,"220,452",[2023-09-09 20:21:33 414],99.0
24627,"220,952",[2023-09-09 20:21:33 914],98.0
24684,"221,452",[2023-09-09 20:21:34 414],98.0
24741,"221,952",[2023-09-09 20:21:34 914],98.0
24798,"222,452",[2023-09-09 20:21:35 414],98.0
24855,"222,952",[2023-09-09 20:21:35 914],99.0
24913,"223,452",[2023-09-09 20:21:36 414],99.0
24968,"223,952",[2023-09-09 20:21:36 914],99.0
25026,"224,452",[2023-09-09 20:21:37 414],98.0
25082,"224,952",[2023-09-09 20:21:37 914],96.0
25136,"225,452",[2023-09-09 20:21:38 414],95.0
25193,"225,952",[2023-09-09 20:21:38 914],96.0
25249,"226,452",[2023-09-09 20:21:39 414],95.0
25306,"226,952",[2023-09-09 20:21:39 914],94.0
25364,"227,452",[2023-09-09 20:21:40 414],93.0
25421,"227,952",[2023-09-09 20:21:40 914],92.0
25478,"228,452",[2023-09-09 20:21:41 414],93.0
25530,"228,952",[2023-09-09 20:21:41 914],93.0
25586,"229,452",[2023-09-09 20:21:42 414],95.0
25643,"229,952",[2023-09-09 20:21:42 914],95.0
25701,"230,452",[2023-09-09 20:21:43 414],98.0
25757,"230,952",[2023-09-09 20:21:43 914],99.0
25814,"231,452",[2023-09-09 20:21:44 414],102.0
25871,"231,952",[2023-09-09 20:21:44 914],103.0
25927,"232,452",[2023-09-09 20:21:45 414],105.0
25981,"232,952",[2023-09-09 20:21:45 914],106.0
26039,"233,452",[2023-09-09 20:21:46 414],107.0
26096,"233,952",[2023-09-09 20:21:46 914],108.0
26153,"234,452",[2023-09-09 20:21:47 414],108.0
26210,"234,952",[2023-09-09 20:21:47 914],108.0
26268,"235,452",[2023-09-09 20:21:48 414],108.0
26324,"235,952",[2023-09-09 20:21:48 914],107.0
26378,"236,452",[2023-09-09 20:21:49 414],106.0
26434,"236,952",[2023-09-09 20:21:49 914],105.0
26492,"237,452",[2023-09-09 20:21:50 414],104.0
26549,"237,952",[2023-09-09 20:21:50 914],103.0
26606,"238,452",[2023-09-09 20:21:51 414],102.0
26662,"238,952",[2023-09-09 20:21:51 914],101.0
26720,"239,452",[2023-09-09 20:21:52 414],99.0
26774,"239,952",[2023-09-09 20:21:52 914],99.0
26831,"240,452",[2023-09-09 20:21:53 414],98.0
26886,"240,952",[2023-09-09 20:21:53 914],98.0
26944,"241,452",[2023-09-09 20:21:54 414],98.0
27001,"241,952",[2023-09-09 20:21:54 914],99.0
27059,"242,452",[2023-09-09 20:21:55 414],99.0
27116,"242,952",[2023-09-09 20:21:55 914],100.0
27172,"243,452",[2023-09-09 20:21:56 414],100.0
27224,"243,952",[2023-09-09 20:21:56 914],100.0
27282,"244,452",[2023-09-09 20:21:57 414],100.0
27339,"244,952",[2023-09-09 20:21:57 914],101.0
27397,"245,452",[2023-09-09 20:21:58 414],100.0
27455,"245,952",[2023-09-09 20:21:58 914],100.0
27511,"246,452",[2023-09-09 20:21:59 414],98.0
27569,"246,952",[2023-09-09 20:21:59 914],98.0
27624,"247,452",[2023-09-09 20:22:00 414],96.0
27679,"247,952",[2023-09-09 20:22:00 914],96.0
27736,"248,452",[2023-09-09 20:22:01 414],94.0
27793,"248,952",[2023-09-09 20:22:01 914],92.0
27850,"249,452",[2023-09-09 20:22:02 414],91.0
27907,"249,952",[2023-09-09 20:22:02 914],90.0
27963,"250,452",[2023-09-09 20:22:03 414],90.0
28018,"250,952",[2023-09-09 20:22:03 914],90.0
28073,"251,452",[2023-09-09 20:22:04 414],91.0
28130,"251,952",[2023-09-09 20:22:04 914],91.0
28188,"252,452",[2023-09-09 20:22:05 414],93.0
28244,"252,952",[2023-09-09 20:22:05 914],93.0
28302,"253,452",[2023-09-09 20:22:06 414],95.0
28358,"253,952",[2023-09-09 20:22:06 914],97.0
28415,"254,452",[2023-09-09 20:22:07 414],98.0
28468,"254,952",[2023-09-09 20:22:07 914],98.0
28525,"255,452",[2023-09-09 20:22:08 414],98.0
28581,"255,952",[2023-09-09 20:22:08 914],97.0
28638,"256,452",[2023-09-09 20:22:09 414],96.0
28695,"256,952",[2023-09-09 20:22:09 914],95.0
28753,"257,452",[2023-09-09 20:22:10 414],94.0
28810,"257,952",[2023-09-09 20:22:10 914],94.0
28864,"258,452",[2023-09-09 20:22:11 414],94.0
28919,"258,952",[2023-09-09 20:22:11 914],93.0
28978,"259,452",[2023-09-09 20:22:12 414],93.0
29035,"259,952",[2023-09-09 20:22:12 914],94.0
29092,"260,452",[2023-09-09 20:22:13 414],94.0
29148,"260,952",[2023-09-09 20:22:13 914],94.0
29206,"261,452",[2023-09-09 20:22:14 414],94.0
29263,"261,952",[2023-09-09 20:22:14 914],94.0
29321,"262,452",[2023-09-09 20:22:15 414],94.0
29375,"262,952",[2023-09-09 20:22:15 914],94.0
29430,"263,452",[2023-09-09 20:22:16 414],94.0
29486,"263,952",[2023-09-09 20:22:16 914],93.0
29543,"264,452",[2023-09-09 20:22:17 414],91.0
29600,"264,952",[2023-09-09 20:22:17 914],90.0
29658,"265,452",[2023-09-09 20:22:18 414],87.0
29714,"265,952",[2023-09-09 20:22:18 914],87.0
29771,"266,452",[2023-09-09 20:22:19 414],86.0
29825,"266,952",[2023-09-09 20:22:19 914],85.0
29882,"267,452",[2023-09-09 20:22:20 414],85.0
29937,"267,952",[2023-09-09 20:22:20 914],84.0
29995,"268,452",[2023-09-09 20:22:21 414],84.0
30052,"268,952",[2023-09-09 20:22:21 914],85.0
30108,"269,452",[2023-09-09 20:22:22 414],85.0
30165,"269,952",[2023-09-09 20:22:22 914],86.0
30220,"270,452",[2023-09-09 20:22:23 414],87.0
30274,"270,952",[2023-09-09 20:22:23 914],87.0
30332,"271,452",[2023-09-09 20:22:24 414],89.0
30388,"271,952",[2023-09-09 20:22:24 914],90.0
30446,"272,452",[2023-09-09 20:22:25 414],92.0
30502,"272,952",[2023-09-09 20:22:25 914],94.0
30560,"273,452",[2023-09-09 20:22:26 414],95.0
30616,"273,952",[2023-09-09 20:22:26 914],95.0
30670,"274,452",[2023-09-09 20:22:27 414],95.0
30726,"274,952",[2023-09-09 20:22:27 914],95.0
30783,"275,452",[2023-09-09 20:22:28 414],96.0
30840,"275,952",[2023-09-09 20:22:28 914],97.0
30897,"276,452",[2023-09-09 20:22:29 414],98.0
30954,"276,952",[2023-09-09 20:22:29 914],99.0
31011,"277,452",[2023-09-09 20:22:30 414],99.0
31062,"277,952",[2023-09-09 20:22:30 914],100.0
31119,"278,452",[2023-09-09 20:22:31 414],101.0
31176,"278,952",[2023-09-09 20:22:31 914],101.0
31234,"279,452",[2023-09-09 20:22:32 414],103.0
31291,"279,952",[2023-09-09 20:22:32 914],105.0
31349,"280,452",[2023-09-09 20:22:33 414],107.0
31405,"280,952",[2023-09-09 20:22:33 914],107.0
31461,"281,452",[2023-09-09 20:22:34 414],109.0
31515,"281,952",[2023-09-09 20:22:34 914],109.0
31573,"282,452",[2023-09-09 20:22:35 414],110.0
31629,"282,952",[2023-09-09 20:22:35 914],111.0
31687,"283,452",[2023-09-09 20:22:36 414],110.0
31745,"283,952",[2023-09-09 20:22:36 914],110.0
31803,"284,452",[2023-09-09 20:22:37 414],109.0
31860,"284,952",[2023-09-09 20:22:37 914],108.0
31916,"285,452",[2023-09-09 20:22:38 414],108.0
31972,"285,952",[2023-09-09 20:22:38 914],109.0
32030,"286,452",[2023-09-09 20:22:39 414],110.0
32086,"286,952",[2023-09-09 20:22:39 914],110.0
32144,"287,452",[2023-09-09 20:22:40 414],112.0
32201,"287,952",[2023-09-09 20:22:40 914],112.0
32258,"288,452",[2023-09-09 20:22:41 414],113.0
32311,"288,952",[2023-09-09 20:22:41 914],114.0
32367,"289,452",[2023-09-09 20:22:42 414],115.0
32424,"289,952",[2023-09-09 20:22:42 914],116.0
32482,"290,452",[2023-09-09 20:22:43 414],117.0
32539,"290,952",[2023-09-09 20:22:43 914],118.0
32597,"291,452",[2023-09-09 20:22:44 414],118.0
32654,"291,952",[2023-09-09 20:22:44 914],118.0
32710,"292,452",[2023-09-09 20:22:45 414],117.0
32764,"292,952",[2023-09-09 20:22:45 914],116.0
32821,"293,452",[2023-09-09 20:22:46 414],114.0
32878,"293,952",[2023-09-09 20:22:46 914],113.0
32936,"294,452",[2023-09-09 20:22:47 414],109.0
33275,"297,452",[2023-09-09 20:22:50 414],106.0
33331,"297,952",[2023-09-09 20:22:50 914],103.0
33388,"298,452",[2023-09-09 20:22:51 414],104.0
33445,"298,952",[2023-09-09 20:22:51 914],104.0
33503,"299,452",[2023-09-09 20:22:52 414],106.0
33560,"299,952",[2023-09-09 20:22:52 914],107.0
33618,"300,452",[2023-09-09 20:22:53 414],108.0
33672,"300,952",[2023-09-09 20:22:53 914],109.0
33727,"301,452",[2023-09-09 20:22:54 414],109.0
33784,"301,952",[2023-09-09 20:22:54 914],109.0
33842,"302,452",[2023-09-09 20:22:55 414],109.0
33899,"302,952",[2023-09-09 20:22:55 914],109.0
33956,"303,452",[2023-09-09 20:22:56 414],110.0
34013,"303,952",[2023-09-09 20:22:56 914],110.0
34070,"304,452",[2023-09-09 20:22:57 414],111.0
34123,"304,952",[2023-09-09 20:22:57 914],112.0
34181,"305,452",[2023-09-09 20:22:58 414],112.0
34238,"305,952",[2023-09-09 20:22:58 914],111.0
34296,"306,452",[2023-09-09 20:22:59 414],110.0
34353,"306,952",[2023-09-09 20:22:59 914],109.0
34410,"307,452",[2023-09-09 20:23:00 414],107.0
34467,"307,952",[2023-09-09 20:23:00 914],107.0
34522,"308,452",[2023-09-09 20:23:01 414],105.0
34577,"308,952",[2023-09-09 20:23:01 914],105.0
34634,"309,452",[2023-09-09 20:23:02 414],104.0
34693,"309,952",[2023-09-09 20:23:02 914],103.0
34750,"310,452",[2023-09-09 20:23:03 414],103.0
34808,"310,952",[2023-09-09 20:23:03 914],104.0
34865,"311,452",[2023-09-09 20:23:04 414],103.0
34919,"311,952",[2023-09-09 20:23:04 914],103.0
34974,"312,452",[2023-09-09 20:23:05 414],102.0
35032,"312,952",[2023-09-09 20:23:05 914],101.0
35089,"313,452",[2023-09-09 20:23:06 414],101.0
35147,"313,952",[2023-09-09 20:23:06 914],100.0
35204,"314,452",[2023-09-09 20:23:07 414],100.0
35263,"314,952",[2023-09-09 20:23:07 914],99.0
35319,"315,452",[2023-09-09 20:23:08 414],99.0
35373,"315,952",[2023-09-09 20:23:08 914],100.0
35429,"316,452",[2023-09-09 20:23:09 414],100.0
35487,"316,952",[2023-09-09 20:23:09 914],100.0
35544,"317,452",[2023-09-09 20:23:10 414],100.0
35602,"317,952",[2023-09-09 20:23:10 914],99.0
35659,"318,452",[2023-09-09 20:23:11 414],98.0
35716,"318,952",[2023-09-09 20:23:11 914],96.0
35770,"319,452",[2023-09-09 20:23:12 414],95.0
35825,"319,952",[2023-09-09 20:23:12 914],94.0
35882,"320,452",[2023-09-09 20:23:13 414],93.0
35939,"320,952",[2023-09-09 20:23:13 914],93.0
35996,"321,452",[2023-09-09 20:23:14 414],92.0
36054,"321,952",[2023-09-09 20:23:14 914],91.0
36109,"322,452",[2023-09-09 20:23:15 414],91.0
36166,"322,952",[2023-09-09 20:23:15 914],90.0
36220,"323,452",[2023-09-09 20:23:16 414],89.0
36277,"323,952",[2023-09-09 20:23:16 914],89.0
36333,"324,452",[2023-09-09 20:23:17 414],86.0
36390,"324,952",[2023-09-09 20:23:17 914],85.0
36447,"325,452",[2023-09-09 20:23:18 414],82.0
36504,"325,952",[2023-09-09 20:23:18 914],82.0
36560,"326,452",[2023-09-09 20:23:19 414],81.0
36615,"326,952",[2023-09-09 20:23:19 914],80.0
36670,"327,452",[2023-09-09 20:23:20 414],80.0
36727,"327,952",[2023-09-09 20:23:20 914],81.0
36784,"328,452",[2023-09-09 20:23:21 414],81.0
36841,"328,952",[2023-09-09 20:23:21 914],80.0
36898,"329,452",[2023-09-09 20:23:22 414],80.0
36955,"329,952",[2023-09-09 20:23:22 914],80.0
37009,"330,452",[2023-09-09 20:23:23 414],80.0
37065,"330,952",[2023-09-09 20:23:23 914],80.0
37122,"331,452",[2023-09-09 20:23:24 414],80.0
37178,"331,952",[2023-09-09 20:23:24 914],79.0
37235,"332,452",[2023-09-09 20:23:25 414],79.0
37293,"332,952",[2023-09-09 20:23:25 914],79.0
37349,"333,452",[2023-09-09 20:23:26 414],79.0
