,seconds,date,activity_load_2d,activity_load_3d
246496,2168.505,[2023-09-09 20:54:01 467],0.0135,0.0179
246604,2169.505,[2023-09-09 20:54:02 467],0.0114,0.0168
246718,2170.499,[2023-09-09 20:54:03 461],0.0121,0.0179
246832,2171.505,[2023-09-09 20:54:04 467],0.0121,0.0177
246945,2172.501,[2023-09-09 20:54:05 463],0.0112,0.0167
247055,2173.503,[2023-09-09 20:54:06 465],0.0112,0.0161
247170,2174.502,[2023-09-09 20:54:07 464],0.009,0.0135
247285,2175.501,[2023-09-09 20:54:08 463],0.0116,0.0151
247396,2176.485,[2023-09-09 20:54:09 447],0.0067,0.008
247510,2177.504,[2023-09-09 20:54:10 466],0.0053,0.0069
247626,2178.506,[2023-09-09 20:54:11 468],0.0054,0.0074
247740,2179.507,[2023-09-09 20:54:12 469],0.0051,0.0064
247849,2180.505,[2023-09-09 20:54:13 467],0.0095,0.0136
247962,2181.505,[2023-09-09 20:54:14 467],0.0065,0.0085
248077,2182.505,[2023-09-09 20:54:15 467],0.0136,0.0201
248191,2183.505,[2023-09-09 20:54:16 467],0.0118,0.0155
248300,2184.504,[2023-09-09 20:54:17 466],0.0116,0.0156
248413,2185.505,[2023-09-09 20:54:18 467],0.0122,0.0151
248528,2186.486,[2023-09-09 20:54:19 448],0.0209,0.0254
248640,2187.504,[2023-09-09 20:54:20 466],0.0179,0.0224
248754,2188.504,[2023-09-09 20:54:21 466],0.0153,0.0217
248869,2189.506,[2023-09-09 20:54:22 468],0.0146,0.0191
248984,2190.505,[2023-09-09 20:54:23 467],0.0075,0.0106
249095,2191.506,[2023-09-09 20:54:24 468],0.0063,0.009
249207,2192.506,[2023-09-09 20:54:25 468],0.0163,0.0184
249322,2193.506,[2023-09-09 20:54:26 468],0.0119,0.0199
249437,2194.505,[2023-09-09 20:54:27 467],0.011,0.0141
249551,2195.505,[2023-09-09 20:54:28 467],0.0052,0.0072
249661,2196.487,[2023-09-09 20:54:29 449],0.0062,0.0084
249775,2197.506,[2023-09-09 20:54:30 468],0.0042,0.0056
249891,2198.506,[2023-09-09 20:54:31 468],0.0035,0.0045
250003,2199.503,[2023-09-09 20:54:32 465],0.0047,0.006
250114,2200.504,[2023-09-09 20:54:33 466],0.0185,0.024
250229,2201.506,[2023-09-09 20:54:34 468],0.0143,0.0197
250343,2202.507,[2023-09-09 20:54:35 469],0.0094,0.0116
250472,2203.668,[2023-09-09 20:54:36 630],0.0042,0.0057
250587,2204.67,[2023-09-09 20:54:37 632],0.0051,0.0067
250700,2205.651,[2023-09-09 20:54:38 613],0.0108,0.0146
250816,2206.668,[2023-09-09 20:54:39 630],0.0104,0.0128
250926,2207.669,[2023-09-09 20:54:40 631],0.0071,0.0086
251043,2208.669,[2023-09-09 20:54:41 631],0.0034,0.0041
251154,2209.669,[2023-09-09 20:54:42 631],0.0029,0.0034
251266,2210.665,[2023-09-09 20:54:43 627],0.0026,0.0032
251379,2211.667,[2023-09-09 20:54:44 629],0.0026,0.0032
251494,2212.668,[2023-09-09 20:54:45 630],0.0029,0.0033
251609,2213.667,[2023-09-09 20:54:46 629],0.0025,0.0028
251719,2214.668,[2023-09-09 20:54:47 630],0.003,0.0035
251830,2215.65,[2023-09-09 20:54:48 612],0.0028,0.0033
251945,2216.668,[2023-09-09 20:54:49 630],0.0029,0.0033
252059,2217.671,[2023-09-09 20:54:50 633],0.0096,0.0139
252170,2218.67,[2023-09-09 20:54:51 632],0.006,0.0089
252284,2219.67,[2023-09-09 20:54:52 632],0.0054,0.0076
252400,2220.669,[2023-09-09 20:54:53 631],0.0074,0.01
252512,2221.67,[2023-09-09 20:54:54 632],0.0087,0.0116
252624,2222.669,[2023-09-09 20:54:55 631],0.0087,0.0137
252739,2223.67,[2023-09-09 20:54:56 632],0.0049,0.0074
252854,2224.67,[2023-09-09 20:54:57 632],0.0055,0.0077
252963,2225.652,[2023-09-09 20:54:58 614],0.0088,0.0107
253074,2226.669,[2023-09-09 20:54:59 631],0.0056,0.0067
253189,2227.669,[2023-09-09 20:55:00 631],0.009,0.0115
253303,2228.668,[2023-09-09 20:55:01 630],0.0103,0.0138
253412,2229.668,[2023-09-09 20:55:02 630],0.0051,0.0067
253524,2230.671,[2023-09-09 20:55:03 633],0.0032,0.005
253639,2231.669,[2023-09-09 20:55:04 631],0.0024,0.0028
253754,2232.67,[2023-09-09 20:55:05 632],0.0023,0.0027
253864,2233.67,[2023-09-09 20:55:06 632],0.0022,0.0025
253976,2234.668,[2023-09-09 20:55:07 630],0.0023,0.0028
254090,2235.651,[2023-09-09 20:55:08 613],0.0022,0.0026
254206,2236.669,[2023-09-09 20:55:09 631],0.0025,0.003
254316,2237.671,[2023-09-09 20:55:10 633],0.005,0.0064
254429,2238.67,[2023-09-09 20:55:11 632],0.0086,0.0103
254544,2239.671,[2023-09-09 20:55:12 633],0.0046,0.0065
254657,2240.67,[2023-09-09 20:55:13 632],0.003,0.0036
254768,2241.67,[2023-09-09 20:55:14 632],0.0033,0.0041
254883,2242.669,[2023-09-09 20:55:15 631],0.0063,0.0084
254998,2243.67,[2023-09-09 20:55:16 632],0.0039,0.0048
255112,2244.671,[2023-09-09 20:55:17 633],0.0036,0.0045
255220,2245.653,[2023-09-09 20:55:18 615],0.0034,0.004
255334,2246.67,[2023-09-09 20:55:19 632],0.0029,0.0035
255448,2247.669,[2023-09-09 20:55:20 631],0.006,0.0078
255560,2248.67,[2023-09-09 20:55:21 632],0.0123,0.0143
255672,2249.672,[2023-09-09 20:55:22 634],0.0053,0.007
255787,2250.673,[2023-09-09 20:55:23 635],0.004,0.0051
255902,2251.673,[2023-09-09 20:55:24 635],0.0037,0.0045
256012,2252.672,[2023-09-09 20:55:25 634],0.0037,0.0046
256125,2253.673,[2023-09-09 20:55:26 635],0.0033,0.0062
256239,2254.671,[2023-09-09 20:55:27 633],0.0033,0.0038
256353,2255.654,[2023-09-09 20:55:28 616],0.0037,0.0044
256459,2256.669,[2023-09-09 20:55:29 631],0.003,0.0043
256573,2257.671,[2023-09-09 20:55:30 633],0.0034,0.0041
256687,2258.669,[2023-09-09 20:55:31 631],0.0037,0.0058
256800,2259.672,[2023-09-09 20:55:32 634],0.0069,0.0095
256909,2260.671,[2023-09-09 20:55:33 633],0.0036,0.0049
257024,2261.671,[2023-09-09 20:55:34 633],0.0041,0.0057
257139,2262.672,[2023-09-09 20:55:35 634],0.0042,0.0059
257250,2263.674,[2023-09-09 20:55:36 636],0.0037,0.0052
257380,2264.832,[2023-09-09 20:55:37 794],0.0032,0.0039
257495,2265.832,[2023-09-09 20:55:38 794],0.0032,0.0039
257610,2266.836,[2023-09-09 20:55:39 798],0.004,0.005
257718,2267.835,[2023-09-09 20:55:40 797],0.0044,0.0056
257831,2268.833,[2023-09-09 20:55:41 795],0.0042,0.005
257944,2269.833,[2023-09-09 20:55:42 795],0.0038,0.0044
258059,2270.833,[2023-09-09 20:55:43 795],0.004,0.0044
258170,2271.833,[2023-09-09 20:55:44 795],0.0073,0.0085
258284,2272.831,[2023-09-09 20:55:45 793],0.0139,0.0167
258399,2273.833,[2023-09-09 20:55:46 795],0.0096,0.0112
258513,2274.833,[2023-09-09 20:55:47 795],0.0095,0.011
258625,2275.817,[2023-09-09 20:55:48 779],0.0069,0.0097
258737,2276.835,[2023-09-09 20:55:49 797],0.0048,0.0059
258851,2277.834,[2023-09-09 20:55:50 796],0.0043,0.0056
258965,2278.836,[2023-09-09 20:55:51 798],0.005,0.0062
259075,2279.835,[2023-09-09 20:55:52 797],0.0049,0.0063
259189,2280.838,[2023-09-09 20:55:53 800],0.0032,0.0039
259304,2281.836,[2023-09-09 20:55:54 798],0.0028,0.0033
259416,2282.84,[2023-09-09 20:55:55 802],0.0078,0.0092
259527,2283.836,[2023-09-09 20:55:56 798],0.0068,0.0081
259640,2284.837,[2023-09-09 20:55:57 799],0.0032,0.0038
259755,2285.821,[2023-09-09 20:55:58 783],0.0047,0.0058
259865,2286.836,[2023-09-09 20:55:59 798],0.005,0.0062
259977,2287.833,[2023-09-09 20:56:00 795],0.0078,0.0087
260091,2288.836,[2023-09-09 20:56:01 798],0.0042,0.0051
260205,2289.838,[2023-09-09 20:56:02 800],0.005,0.0062
260317,2290.836,[2023-09-09 20:56:03 798],0.0076,0.0097
260429,2291.837,[2023-09-09 20:56:04 799],0.0057,0.0082
260543,2292.836,[2023-09-09 20:56:05 798],0.011,0.0133
260658,2293.838,[2023-09-09 20:56:06 800],0.0109,0.0124
260770,2294.837,[2023-09-09 20:56:07 799],0.0085,0.0116
260883,2295.823,[2023-09-09 20:56:08 785],0.0056,0.0074
260998,2296.838,[2023-09-09 20:56:09 800],0.0049,0.0066
261108,2297.835,[2023-09-09 20:56:10 797],0.005,0.0059
261222,2298.837,[2023-09-09 20:56:11 799],0.0042,0.0052
261336,2299.836,[2023-09-09 20:56:12 798],0.0064,0.0089
261451,2300.835,[2023-09-09 20:56:13 797],0.0111,0.0149
261560,2301.835,[2023-09-09 20:56:14 797],0.0078,0.0127
261672,2302.837,[2023-09-09 20:56:15 799],0.0055,0.0078
261788,2303.836,[2023-09-09 20:56:16 798],0.0056,0.0069
261901,2304.804,[2023-09-09 20:56:17 766],0.0028,0.0031
262013,2305.821,[2023-09-09 20:56:18 783],0.0038,0.0045
262126,2306.836,[2023-09-09 20:56:19 798],0.0032,0.004
262240,2307.838,[2023-09-09 20:56:20 800],0.0023,0.0028
262354,2308.84,[2023-09-09 20:56:21 802],0.0023,0.0029
262462,2309.84,[2023-09-09 20:56:22 802],0.0028,0.0033
262576,2310.838,[2023-09-09 20:56:23 800],0.003,0.0036
262690,2311.837,[2023-09-09 20:56:24 799],0.0076,0.009
262804,2312.838,[2023-09-09 20:56:25 800],0.0078,0.0093
262916,2313.836,[2023-09-09 20:56:26 798],0.0066,0.0078
263027,2314.837,[2023-09-09 20:56:27 799],0.0069,0.008
263142,2315.822,[2023-09-09 20:56:28 784],0.0061,0.0075
263256,2316.838,[2023-09-09 20:56:29 800],0.0065,0.0076
263368,2317.835,[2023-09-09 20:56:30 797],0.0034,0.005
263482,2318.84,[2023-09-09 20:56:31 802],0.0028,0.0035
263598,2319.84,[2023-09-09 20:56:32 802],0.0022,0.0026
263710,2320.837,[2023-09-09 20:56:33 799],0.0023,0.0026
263823,2321.837,[2023-09-09 20:56:34 799],0.0022,0.0026
263936,2322.837,[2023-09-09 20:56:35 799],0.0024,0.0029
264050,2323.842,[2023-09-09 20:56:36 804],0.0039,0.0049
264160,2324.84,[2023-09-09 20:56:37 802],0.0047,0.0071
264291,2325.983,[2023-09-09 20:56:38 945],0.0065,0.0088
264404,2327.0,[2023-09-09 20:56:39 962],0.0033,0.0039
264517,2327.998,[2023-09-09 20:56:40 960],0.0031,0.0039
264628,2328.998,[2023-09-09 20:56:41 960],0.0028,0.0034
264740,2329.998,[2023-09-09 20:56:42 960],0.0037,0.0047
264854,2330.998,[2023-09-09 20:56:43 960],0.0029,0.0039
264965,2331.998,[2023-09-09 20:56:44 960],0.003,0.0038
265080,2333.001,[2023-09-09 20:56:45 963],0.0038,0.0049
265191,2333.997,[2023-09-09 20:56:46 959],0.0044,0.0055
265307,2335.003,[2023-09-09 20:56:47 965],0.0046,0.0055
265418,2335.984,[2023-09-09 20:56:48 946],0.0032,0.0038
265532,2337.001,[2023-09-09 20:56:49 963],0.0044,0.005
265644,2337.998,[2023-09-09 20:56:50 960],0.0043,0.0052
265757,2339.0,[2023-09-09 20:56:51 962],0.0049,0.0058
265872,2340.0,[2023-09-09 20:56:52 962],0.0038,0.0047
265985,2341.001,[2023-09-09 20:56:53 963],0.0033,0.0045
266097,2342.001,[2023-09-09 20:56:54 963],0.0045,0.0053
266208,2343.0,[2023-09-09 20:56:55 962],0.0031,0.0036
266322,2343.998,[2023-09-09 20:56:56 960],0.0059,0.0075
266436,2345.001,[2023-09-09 20:56:57 963],0.0078,0.0108
266548,2345.981,[2023-09-09 20:56:58 943],0.0061,0.0081
266663,2347.002,[2023-09-09 20:56:59 964],0.0032,0.0041
266773,2348.003,[2023-09-09 20:57:00 965],0.0029,0.0034
266884,2349.003,[2023-09-09 20:57:01 965],0.0027,0.0035
266998,2350.001,[2023-09-09 20:57:02 963],0.0022,0.0027
267111,2351.002,[2023-09-09 20:57:03 964],0.002,0.0023
267223,2352.002,[2023-09-09 20:57:04 964],0.0021,0.0025
267337,2353.003,[2023-09-09 20:57:05 965],0.0021,0.0026
267453,2354.003,[2023-09-09 20:57:06 965],0.0021,0.0025
267566,2355.002,[2023-09-09 20:57:07 964],0.002,0.0024
267680,2355.984,[2023-09-09 20:57:08 946],0.002,0.0025
267793,2357.003,[2023-09-09 20:57:09 965],0.0021,0.0025
267910,2358.001,[2023-09-09 20:57:10 963],0.0018,0.0022
268021,2359.001,[2023-09-09 20:57:11 963],0.0021,0.0024
268134,2360.002,[2023-09-09 20:57:12 964],0.0021,0.0026
268246,2361.005,[2023-09-09 20:57:13 967],0.0022,0.0027
268360,2362.002,[2023-09-09 20:57:14 964],0.0023,0.0026
268472,2363.003,[2023-09-09 20:57:15 965],0.0021,0.0025
268585,2364.004,[2023-09-09 20:57:16 966],0.002,0.0023
268700,2365.003,[2023-09-09 20:57:17 965],0.002,0.0024
268812,2365.987,[2023-09-09 20:57:18 949],0.0021,0.0024
268926,2367.006,[2023-09-09 20:57:19 968],0.002,0.0024
269038,2368.003,[2023-09-09 20:57:20 965],0.0019,0.0023
269150,2369.005,[2023-09-09 20:57:21 967],0.0019,0.0023
269261,2370.003,[2023-09-09 20:57:22 965],0.0022,0.0026
269377,2371.005,[2023-09-09 20:57:23 967],0.0022,0.0026
269488,2372.003,[2023-09-09 20:57:24 965],0.002,0.0024
269603,2373.004,[2023-09-09 20:57:25 966],0.0021,0.0024
269713,2374.007,[2023-09-09 20:57:26 969],0.002,0.0025
269827,2375.003,[2023-09-09 20:57:27 965],0.0019,0.0024
269940,2375.987,[2023-09-09 20:57:28 949],0.0022,0.0026
270052,2377.004,[2023-09-09 20:57:29 966],0.002,0.0024
270166,2378.003,[2023-09-09 20:57:30 965],0.0021,0.0026
270280,2379.006,[2023-09-09 20:57:31 968],0.011,0.0163
270393,2380.002,[2023-09-09 20:57:32 964],0.0122,0.0152
270504,2381.006,[2023-09-09 20:57:33 968],0.0104,0.013
270620,2382.003,[2023-09-09 20:57:34 965],0.0103,0.0122
270734,2383.007,[2023-09-09 20:57:35 969],0.0107,0.0128
270848,2384.005,[2023-09-09 20:57:36 967],0.0101,0.012
270963,2385.007,[2023-09-09 20:57:37 969],0.0081,0.0096
271070,2385.984,[2023-09-09 20:57:38 946],0.0067,0.0078
271203,2387.165,[2023-09-09 20:57:40 127],0.0035,0.0042
271317,2388.165,[2023-09-09 20:57:41 127],0.0037,0.0044
271428,2389.165,[2023-09-09 20:57:42 127],0.0091,0.0112
271543,2390.165,[2023-09-09 20:57:43 127],0.0092,0.0135
271658,2391.165,[2023-09-09 20:57:44 127],0.009,0.0125
271773,2392.166,[2023-09-09 20:57:45 128],0.0174,0.0228
271884,2393.165,[2023-09-09 20:57:46 127],0.0244,0.0288
271998,2394.166,[2023-09-09 20:57:47 128],0.0315,0.0356
272111,2395.165,[2023-09-09 20:57:48 127],0.0161,0.0207
272227,2396.151,[2023-09-09 20:57:49 113],0.015,0.0195
272341,2397.168,[2023-09-09 20:57:50 130],0.0174,0.0213
272455,2398.168,[2023-09-09 20:57:51 130],0.0101,0.0127
272572,2399.167,[2023-09-09 20:57:52 129],0.0029,0.0036
272685,2400.17,[2023-09-09 20:57:53 132],0.0035,0.0043
272801,2401.168,[2023-09-09 20:57:54 130],0.0038,0.0048
272917,2402.168,[2023-09-09 20:57:55 130],0.0025,0.0033
273033,2403.168,[2023-09-09 20:57:56 130],0.0022,0.0027
273146,2404.167,[2023-09-09 20:57:57 129],0.0021,0.0026
273263,2405.169,[2023-09-09 20:57:58 131],0.0019,0.0024
273376,2406.154,[2023-09-09 20:57:59 116],0.0018,0.0023
273493,2407.167,[2023-09-09 20:58:00 129],0.0023,0.0028
273607,2408.17,[2023-09-09 20:58:01 132],0.002,0.0025
273722,2409.167,[2023-09-09 20:58:02 129],0.0025,0.003
273836,2410.174,[2023-09-09 20:58:03 136],0.002,0.0025
273950,2411.169,[2023-09-09 20:58:04 131],0.0021,0.0025
274064,2412.169,[2023-09-09 20:58:05 131],0.0022,0.0025
274177,2413.169,[2023-09-09 20:58:06 131],0.0031,0.0038
274291,2414.17,[2023-09-09 20:58:07 132],0.0023,0.0028
274402,2415.168,[2023-09-09 20:58:08 130],0.0032,0.0042
274517,2416.155,[2023-09-09 20:58:09 117],0.0025,0.0031
274631,2417.154,[2023-09-09 20:58:10 116],0.0118,0.0147
274746,2418.154,[2023-09-09 20:58:11 116],0.0435,0.0613
274857,2419.154,[2023-09-09 20:58:12 116],0.0837,0.1305
274972,2420.154,[2023-09-09 20:58:13 116],0.0795,0.0972
275086,2421.154,[2023-09-09 20:58:14 116],0.0963,0.1311
275202,2422.166,[2023-09-09 20:58:15 128],0.1035,0.1563
275313,2423.168,[2023-09-09 20:58:16 130],0.0711,0.1039
275425,2424.169,[2023-09-09 20:58:17 131],0.065,0.0782
275540,2425.165,[2023-09-09 20:58:18 127],0.0675,0.1104
275655,2426.151,[2023-09-09 20:58:19 113],0.1089,0.1738
275763,2427.169,[2023-09-09 20:58:20 131],0.1366,0.2114
275878,2428.165,[2023-09-09 20:58:21 127],0.1218,0.2122
275991,2429.166,[2023-09-09 20:58:22 128],0.1293,0.2486
276104,2430.165,[2023-09-09 20:58:23 127],0.1594,0.2694
276214,2431.166,[2023-09-09 20:58:24 128],0.1535,0.2512
276328,2432.166,[2023-09-09 20:58:25 128],0.2097,0.3025
276442,2433.166,[2023-09-09 20:58:26 128],0.0986,0.1276
276555,2434.167,[2023-09-09 20:58:27 129],0.0954,0.1558
276667,2435.166,[2023-09-09 20:58:28 128],0.121,0.2327
276781,2436.151,[2023-09-09 20:58:29 113],0.1144,0.221
276895,2437.168,[2023-09-09 20:58:30 130],0.0826,0.1617
277005,2438.169,[2023-09-09 20:58:31 131],0.0711,0.1138
277120,2439.17,[2023-09-09 20:58:32 132],0.0086,0.0144
277233,2440.17,[2023-09-09 20:58:33 132],0.0087,0.0147
277347,2441.169,[2023-09-09 20:58:34 131],0.0083,0.0132
277458,2442.169,[2023-09-09 20:58:35 131],0.0062,0.0079
277574,2443.169,[2023-09-09 20:58:36 131],0.0061,0.009
277688,2444.17,[2023-09-09 20:58:37 132],0.0068,0.0092
277803,2445.167,[2023-09-09 20:58:38 129],0.0041,0.0056
277916,2446.15,[2023-09-09 20:58:39 112],0.0047,0.0067
278030,2447.17,[2023-09-09 20:58:40 132],0.0028,0.0034
278163,2448.333,[2023-09-09 20:58:41 295],0.0029,0.0034
278274,2449.333,[2023-09-09 20:58:42 295],0.0027,0.0033
278388,2450.333,[2023-09-09 20:58:43 295],0.0028,0.0033
278504,2451.333,[2023-09-09 20:58:44 295],0.0034,0.0037
278619,2452.335,[2023-09-09 20:58:45 297],0.0033,0.0038
278728,2453.333,[2023-09-09 20:58:46 295],0.0029,0.0033
278844,2454.333,[2023-09-09 20:58:47 295],0.0032,0.0038
278960,2455.335,[2023-09-09 20:58:48 297],0.015,0.0228
279074,2456.317,[2023-09-09 20:58:49 279],0.0085,0.0117
279186,2457.335,[2023-09-09 20:58:50 297],0.0051,0.0076
279303,2458.335,[2023-09-09 20:58:51 297],0.0036,0.0043
279418,2459.335,[2023-09-09 20:58:52 297],0.0066,0.0094
279534,2460.333,[2023-09-09 20:58:53 295],0.0047,0.006
279644,2461.334,[2023-09-09 20:58:54 296],0.0063,0.0076
279760,2462.333,[2023-09-09 20:58:55 295],0.0036,0.0045
279876,2463.331,[2023-09-09 20:58:56 293],0.0032,0.0037
279992,2464.333,[2023-09-09 20:58:57 295],0.0047,0.0059
280105,2465.338,[2023-09-09 20:58:58 300],0.0088,0.0132
280220,2466.318,[2023-09-09 20:58:59 280],0.0073,0.0094
280335,2467.336,[2023-09-09 20:59:00 298],0.0053,0.0065
280448,2468.335,[2023-09-09 20:59:01 297],0.0028,0.0033
280562,2469.336,[2023-09-09 20:59:02 298],0.0082,0.01
280678,2470.335,[2023-09-09 20:59:03 297],0.0134,0.0176
280794,2471.336,[2023-09-09 20:59:04 298],0.0244,0.0357
280906,2472.336,[2023-09-09 20:59:05 298],0.1071,0.1575
281019,2473.337,[2023-09-09 20:59:06 299],0.0442,0.0581
281134,2474.336,[2023-09-09 20:59:07 298],0.1637,0.2084
281248,2475.334,[2023-09-09 20:59:08 296],0.0743,0.0942
281359,2476.32,[2023-09-09 20:59:09 282],0.057,0.0705
281475,2477.337,[2023-09-09 20:59:10 299],0.0709,0.0992
281590,2478.339,[2023-09-09 20:59:11 301],0.0358,0.047
281704,2479.338,[2023-09-09 20:59:12 300],0.0811,0.115
281816,2480.337,[2023-09-09 20:59:13 299],0.1029,0.1608
281931,2481.337,[2023-09-09 20:59:14 299],0.1591,0.2144
282045,2482.337,[2023-09-09 20:59:15 299],0.0288,0.0369
282157,2483.335,[2023-09-09 20:59:16 297],0.2154,0.2619
282272,2484.334,[2023-09-09 20:59:17 296],0.0475,0.067
282387,2485.335,[2023-09-09 20:59:18 297],0.0902,0.1276
282501,2486.32,[2023-09-09 20:59:19 282],0.1543,0.1919
282615,2487.335,[2023-09-09 20:59:20 297],0.0353,0.0454
282731,2488.329,[2023-09-09 20:59:21 291],0.1118,0.1559
282846,2489.335,[2023-09-09 20:59:22 297],0.0133,0.0191
282962,2490.333,[2023-09-09 20:59:23 295],0.0103,0.0122
283072,2491.337,[2023-09-09 20:59:24 299],0.0156,0.0224
283189,2492.336,[2023-09-09 20:59:25 298],0.0105,0.0134
283304,2493.337,[2023-09-09 20:59:26 299],0.0088,0.0124
283417,2494.336,[2023-09-09 20:59:27 298],0.1484,0.1767
283527,2495.337,[2023-09-09 20:59:28 299],0.0163,0.0221
283642,2496.286,[2023-09-09 20:59:29 248],0.0259,0.031
283757,2497.338,[2023-09-09 20:59:30 300],0.0099,0.0137
283871,2498.338,[2023-09-09 20:59:31 300],0.0951,0.124
283980,2499.338,[2023-09-09 20:59:32 300],0.0712,0.0908
284097,2500.338,[2023-09-09 20:59:33 300],0.0236,0.0272
284212,2501.336,[2023-09-09 20:59:34 298],0.0891,0.1113
284325,2502.337,[2023-09-09 20:59:35 299],0.1536,0.1673
284437,2503.336,[2023-09-09 20:59:36 298],0.0549,0.0667
284552,2504.339,[2023-09-09 20:59:37 301],0.0274,0.0344
284666,2505.338,[2023-09-09 20:59:38 300],0.0295,0.041
284778,2506.32,[2023-09-09 20:59:39 282],0.0267,0.0313
284890,2507.337,[2023-09-09 20:59:40 299],0.0334,0.0368
285006,2508.336,[2023-09-09 20:59:41 298],0.0111,0.0174
285136,2509.499,[2023-09-09 20:59:42 461],0.0124,0.0145
285247,2510.499,[2023-09-09 20:59:43 461],0.0147,0.019
285362,2511.5,[2023-09-09 20:59:44 462],0.0107,0.0143
285476,2512.5,[2023-09-09 20:59:45 462],0.0141,0.0206
285590,2513.503,[2023-09-09 20:59:46 465],0.1045,0.1257
285700,2514.5,[2023-09-09 20:59:47 462],0.0285,0.0356
285815,2515.499,[2023-09-09 20:59:48 461],0.0236,0.0316
285931,2516.483,[2023-09-09 20:59:49 445],0.0145,0.0207
286042,2517.502,[2023-09-09 20:59:50 464],0.0083,0.0123
286157,2518.5,[2023-09-09 20:59:51 462],0.0127,0.0178
286273,2519.498,[2023-09-09 20:59:52 460],0.0064,0.0081
286387,2520.498,[2023-09-09 20:59:53 460],0.005,0.0059
286498,2521.5,[2023-09-09 20:59:54 462],0.0136,0.0169
286613,2522.502,[2023-09-09 20:59:55 464],0.0143,0.0178
286729,2523.503,[2023-09-09 20:59:56 465],0.0168,0.022
286843,2524.503,[2023-09-09 20:59:57 465],0.013,0.0158
286952,2525.502,[2023-09-09 20:59:58 464],0.0085,0.0108
287066,2526.485,[2023-09-09 20:59:59 447],0.0082,0.0115
287181,2527.503,[2023-09-09 21:00:00 465],0.0076,0.0102
287292,2528.503,[2023-09-09 21:00:01 465],0.0089,0.0113
287403,2529.503,[2023-09-09 21:00:02 465],0.0197,0.0273
287519,2530.504,[2023-09-09 21:00:03 466],0.0128,0.017
287634,2531.504,[2023-09-09 21:00:04 466],0.0081,0.0105
287744,2532.503,[2023-09-09 21:00:05 465],0.0142,0.018
287856,2533.502,[2023-09-09 21:00:06 464],0.0186,0.025
287971,2534.502,[2023-09-09 21:00:07 464],0.0119,0.0176
288085,2535.503,[2023-09-09 21:00:08 465],0.018,0.0257
288198,2536.485,[2023-09-09 21:00:09 447],0.0065,0.01
288308,2537.5,[2023-09-09 21:00:10 462],0.0059,0.0089
288423,2538.502,[2023-09-09 21:00:11 464],0.0102,0.0147
288536,2539.503,[2023-09-09 21:00:12 465],0.0086,0.0109
288647,2540.503,[2023-09-09 21:00:13 465],0.0174,0.0241
288760,2541.503,[2023-09-09 21:00:14 465],0.0081,0.0106
288875,2542.503,[2023-09-09 21:00:15 465],0.0115,0.016
288989,2543.505,[2023-09-09 21:00:16 467],0.012,0.0202
289101,2544.504,[2023-09-09 21:00:17 466],0.0118,0.0149
289215,2545.503,[2023-09-09 21:00:18 465],0.006,0.0074
289328,2546.485,[2023-09-09 21:00:19 447],0.0178,0.0253
289441,2547.503,[2023-09-09 21:00:20 465],0.0092,0.0123
289551,2548.503,[2023-09-09 21:00:21 465],0.0107,0.0132
289665,2549.502,[2023-09-09 21:00:22 464],0.016,0.0266
289780,2550.504,[2023-09-09 21:00:23 466],0.0077,0.0103
289892,2551.504,[2023-09-09 21:00:24 466],0.0059,0.0073
290004,2552.502,[2023-09-09 21:00:25 464],0.0097,0.0118
290119,2553.504,[2023-09-09 21:00:26 466],0.0051,0.0064
290234,2554.504,[2023-09-09 21:00:27 466],0.0039,0.0048
290341,2555.504,[2023-09-09 21:00:28 466],0.0051,0.0064
290454,2556.487,[2023-09-09 21:00:29 449],0.0061,0.0071
290569,2557.5,[2023-09-09 21:00:30 462],0.0061,0.0071
290684,2558.503,[2023-09-09 21:00:31 465],0.0044,0.0051
290794,2559.504,[2023-09-09 21:00:32 466],0.0057,0.0074
290909,2560.504,[2023-09-09 21:00:33 466],0.0046,0.006
291023,2561.504,[2023-09-09 21:00:34 466],0.0076,0.009
291135,2562.502,[2023-09-09 21:00:35 464],0.0045,0.006
291247,2563.505,[2023-09-09 21:00:36 467],0.0034,0.0046
291362,2564.506,[2023-09-09 21:00:37 468],0.005,0.0063
291477,2565.506,[2023-09-09 21:00:38 468],0.009,0.0116
291585,2566.488,[2023-09-09 21:00:39 450],0.0107,0.0152
291696,2567.506,[2023-09-09 21:00:40 468],0.0072,0.0093
291813,2568.506,[2023-09-09 21:00:41 468],0.0115,0.0155
291928,2569.508,[2023-09-09 21:00:42 470],0.0163,0.0219
292058,2570.668,[2023-09-09 21:00:43 630],0.0126,0.0199
292172,2571.665,[2023-09-09 21:00:44 627],0.0087,0.0118
292285,2572.665,[2023-09-09 21:00:45 627],0.0121,0.0182
292398,2573.666,[2023-09-09 21:00:46 628],0.009,0.0121
292508,2574.666,[2023-09-09 21:00:47 628],0.0103,0.0145
292619,2575.648,[2023-09-09 21:00:48 610],0.0127,0.0203
292734,2576.668,[2023-09-09 21:00:49 630],0.0111,0.0151
292848,2577.668,[2023-09-09 21:00:50 630],0.0078,0.0094
292955,2578.664,[2023-09-09 21:00:51 626],0.0102,0.0153
293068,2579.669,[2023-09-09 21:00:52 631],0.0076,0.0095
293182,2580.668,[2023-09-09 21:00:53 630],0.0096,0.0113
293295,2581.669,[2023-09-09 21:00:54 631],0.0087,0.0104
