,seconds,date,activity_load_2d,activity_load_3d
9013,82.934,[2023-09-09 20:19:15 896],0.006,0.0072
9126,83.934,[2023-09-09 20:19:16 896],0.0064,0.0088
9237,84.934,[2023-09-09 20:19:17 896],0.0072,0.0089
9349,85.934,[2023-09-09 20:19:18 896],0.0093,0.0123
9463,86.934,[2023-09-09 20:19:19 896],0.0097,0.0117
9578,87.934,[2023-09-09 20:19:20 896],0.0074,0.0103
9686,88.934,[2023-09-09 20:19:21 896],0.007,0.0081
9800,89.934,[2023-09-09 20:19:22 896],0.0042,0.005
9913,90.934,[2023-09-09 20:19:23 896],0.006,0.0074
10027,91.934,[2023-09-09 20:19:24 896],0.0057,0.0065
10136,92.934,[2023-09-09 20:19:25 896],0.0068,0.0078
10251,93.934,[2023-09-09 20:19:26 896],0.0069,0.009
10365,94.934,[2023-09-09 20:19:27 896],0.0068,0.0082
10479,95.934,[2023-09-09 20:19:28 896],0.0046,0.0056
10591,96.934,[2023-09-09 20:19:29 896],0.0028,0.0034
10705,97.934,[2023-09-09 20:19:30 896],0.0028,0.0033
10820,98.934,[2023-09-09 20:19:31 896],0.0056,0.0072
10928,99.934,[2023-09-09 20:19:32 896],0.0048,0.0063
11041,100.934,[2023-09-09 20:19:33 896],0.0063,0.0083
11155,101.934,[2023-09-09 20:19:34 896],0.0094,0.0136
11268,102.934,[2023-09-09 20:19:35 896],0.0103,0.0122
11379,103.934,[2023-09-09 20:19:36 896],0.0118,0.0152
11492,104.934,[2023-09-09 20:19:37 896],0.0217,0.0287
11606,105.934,[2023-09-09 20:19:38 896],0.0117,0.015
11718,106.934,[2023-09-09 20:19:39 896],0.0101,0.0137
11831,107.934,[2023-09-09 20:19:40 896],0.0135,0.0182
11945,108.934,[2023-09-09 20:19:41 896],0.0106,0.0169
12058,109.934,[2023-09-09 20:19:42 896],0.0096,0.0144
12173,110.934,[2023-09-09 20:19:43 896],0.0206,0.0293
12282,111.934,[2023-09-09 20:19:44 896],0.0092,0.014
12395,112.934,[2023-09-09 20:19:45 896],0.0087,0.0149
12510,113.934,[2023-09-09 20:19:46 896],0.0096,0.0118
12622,114.934,[2023-09-09 20:19:47 896],0.0086,0.0106
12733,115.934,[2023-09-09 20:19:48 896],0.0112,0.0163
12848,116.934,[2023-09-09 20:19:49 896],0.0062,0.0093
12962,117.934,[2023-09-09 20:19:50 896],0.0073,0.0104
13076,118.934,[2023-09-09 20:19:51 896],0.0071,0.0093
13187,119.934,[2023-09-09 20:19:52 896],0.0064,0.0085
13303,120.934,[2023-09-09 20:19:53 896],0.0042,0.0049
13419,121.934,[2023-09-09 20:19:54 896],0.0051,0.0062
13532,122.934,[2023-09-09 20:19:55 896],0.0054,0.0068
13664,124.096,[2023-09-09 20:19:57 058],0.0056,0.0065
13779,125.096,[2023-09-09 20:19:58 058],0.0074,0.0085
13893,126.096,[2023-09-09 20:19:59 058],0.0041,0.0052
14004,127.096,[2023-09-09 20:20:00 058],0.0052,0.0095
14118,128.096,[2023-09-09 20:20:01 058],0.0053,0.0076
14232,129.096,[2023-09-09 20:20:02 058],0.0048,0.0058
14342,130.096,[2023-09-09 20:20:03 058],0.0044,0.0056
14457,131.096,[2023-09-09 20:20:04 058],0.0065,0.0083
14571,132.096,[2023-09-09 20:20:05 058],0.0114,0.0142
14685,133.096,[2023-09-09 20:20:06 058],0.0092,0.0126
14796,134.096,[2023-09-09 20:20:07 058],0.0104,0.015
14910,135.096,[2023-09-09 20:20:08 058],0.0108,0.0169
15024,136.096,[2023-09-09 20:20:09 058],0.0127,0.0207
15139,137.096,[2023-09-09 20:20:10 058],0.0168,0.0241
15256,138.096,[2023-09-09 20:20:11 058],0.0169,0.0244
15371,139.096,[2023-09-09 20:20:12 058],0.0143,0.0215
15487,140.096,[2023-09-09 20:20:13 058],0.0209,0.0258
15599,141.096,[2023-09-09 20:20:14 058],0.0133,0.0206
15714,142.096,[2023-09-09 20:20:15 058],0.0052,0.006
15829,143.096,[2023-09-09 20:20:16 058],0.0043,0.0048
15944,144.096,[2023-09-09 20:20:17 058],0.0081,0.0091
16056,145.096,[2023-09-09 20:20:18 058],0.005,0.0059
16170,146.096,[2023-09-09 20:20:19 058],0.0082,0.0096
16285,147.096,[2023-09-09 20:20:20 058],0.0034,0.0039
16399,148.096,[2023-09-09 20:20:21 058],0.0022,0.0026
16512,149.096,[2023-09-09 20:20:22 058],0.0022,0.0029
16623,150.096,[2023-09-09 20:20:23 058],0.0022,0.0026
16735,151.096,[2023-09-09 20:20:24 058],0.005,0.0063
16849,152.096,[2023-09-09 20:20:25 058],0.0022,0.0027
16960,153.096,[2023-09-09 20:20:26 058],0.002,0.0025
17071,154.096,[2023-09-09 20:20:27 058],0.0026,0.0029
17186,155.096,[2023-09-09 20:20:28 058],0.0026,0.0031
17299,156.096,[2023-09-09 20:20:29 058],0.0073,0.0087
17408,157.096,[2023-09-09 20:20:30 058],0.0072,0.0086
17522,158.096,[2023-09-09 20:20:31 058],0.0063,0.0085
17637,159.096,[2023-09-09 20:20:32 058],0.0136,0.0181
17751,160.096,[2023-09-09 20:20:33 058],0.0159,0.02
17861,161.096,[2023-09-09 20:20:34 058],0.0139,0.0166
17975,162.096,[2023-09-09 20:20:35 058],0.0049,0.0061
18087,163.096,[2023-09-09 20:20:36 058],0.009,0.0114
18200,164.096,[2023-09-09 20:20:37 058],0.0111,0.0152
18311,165.096,[2023-09-09 20:20:38 058],0.0207,0.0279
18425,166.096,[2023-09-09 20:20:39 058],0.0275,0.0337
18538,167.096,[2023-09-09 20:20:40 058],0.0129,0.0165
18649,168.096,[2023-09-09 20:20:41 058],0.0158,0.0201
18762,169.096,[2023-09-09 20:20:42 058],0.0118,0.015
18876,170.096,[2023-09-09 20:20:43 058],0.0231,0.031
18991,171.096,[2023-09-09 20:20:44 058],0.0158,0.0204
19101,172.096,[2023-09-09 20:20:45 058],0.0167,0.0214
19215,173.096,[2023-09-09 20:20:46 058],0.0129,0.0184
19329,174.096,[2023-09-09 20:20:47 058],0.0194,0.0255
19442,175.096,[2023-09-09 20:20:48 058],0.017,0.0244
19553,176.096,[2023-09-09 20:20:49 058],0.017,0.0233
19667,177.096,[2023-09-09 20:20:50 058],0.0144,0.0203
19779,178.096,[2023-09-09 20:20:51 058],0.0181,0.0256
19891,179.096,[2023-09-09 20:20:52 058],0.0203,0.0277
20006,180.096,[2023-09-09 20:20:53 058],0.0152,0.0211
20118,181.096,[2023-09-09 20:20:54 058],0.0103,0.0182
20233,182.096,[2023-09-09 20:20:55 058],0.0074,0.01
20345,183.096,[2023-09-09 20:20:56 058],0.0305,0.0536
20459,184.096,[2023-09-09 20:20:57 058],0.0126,0.0178
20591,185.257,[2023-09-09 20:20:58 219],0.0148,0.0216
20706,186.257,[2023-09-09 20:20:59 219],0.0132,0.0228
20817,187.257,[2023-09-09 20:21:00 219],0.0125,0.0214
20930,188.257,[2023-09-09 20:21:01 219],0.0132,0.0219
21044,189.257,[2023-09-09 20:21:02 219],0.0154,0.0236
21158,190.257,[2023-09-09 20:21:03 219],0.0135,0.0208
21268,191.257,[2023-09-09 20:21:04 219],0.0156,0.0224
21383,192.257,[2023-09-09 20:21:05 219],0.0139,0.02
21497,193.257,[2023-09-09 20:21:06 219],0.0151,0.0214
21611,194.257,[2023-09-09 20:21:07 219],0.0192,0.027
21724,195.257,[2023-09-09 20:21:08 219],0.0181,0.0261
21839,196.257,[2023-09-09 20:21:09 219],0.014,0.0213
21952,197.257,[2023-09-09 20:21:10 219],0.013,0.0187
22065,198.257,[2023-09-09 20:21:11 219],0.013,0.0201
22178,199.257,[2023-09-09 20:21:12 219],0.0122,0.0176
22292,200.257,[2023-09-09 20:21:13 219],0.0154,0.0216
22407,201.257,[2023-09-09 20:21:14 219],0.0157,0.0248
22519,202.257,[2023-09-09 20:21:15 219],0.0144,0.0221
22631,203.257,[2023-09-09 20:21:16 219],0.0194,0.0269
22745,204.257,[2023-09-09 20:21:17 219],0.0194,0.0268
22858,205.257,[2023-09-09 20:21:18 219],0.0182,0.0266
22969,206.257,[2023-09-09 20:21:19 219],0.0161,0.0238
23084,207.257,[2023-09-09 20:21:20 219],0.0153,0.0232
23196,208.257,[2023-09-09 20:21:21 219],0.0153,0.023
23310,209.257,[2023-09-09 20:21:22 219],0.0147,0.0228
23421,210.257,[2023-09-09 20:21:23 219],0.0146,0.0227
23536,211.257,[2023-09-09 20:21:24 219],0.0162,0.0234
23649,212.257,[2023-09-09 20:21:25 219],0.0138,0.0228
23760,213.257,[2023-09-09 20:21:26 219],0.0124,0.0213
23874,214.257,[2023-09-09 20:21:27 219],0.011,0.0183
23988,215.257,[2023-09-09 20:21:28 219],0.0094,0.0159
24101,216.257,[2023-09-09 20:21:29 219],0.01,0.0174
24210,217.257,[2023-09-09 20:21:30 219],0.0095,0.016
24325,218.257,[2023-09-09 20:21:31 219],0.0081,0.0111
24439,219.257,[2023-09-09 20:21:32 219],0.0079,0.0117
24552,220.257,[2023-09-09 20:21:33 219],0.0106,0.0137
24663,221.257,[2023-09-09 20:21:34 219],0.0083,0.0106
24777,222.257,[2023-09-09 20:21:35 219],0.0059,0.0079
24889,223.257,[2023-09-09 20:21:36 219],0.0076,0.0103
25004,224.257,[2023-09-09 20:21:37 219],0.0105,0.0154
25113,225.257,[2023-09-09 20:21:38 219],0.0052,0.0073
25228,226.257,[2023-09-09 20:21:39 219],0.0063,0.0106
25341,227.257,[2023-09-09 20:21:40 219],0.0101,0.0154
25455,228.257,[2023-09-09 20:21:41 219],0.0093,0.0124
25565,229.257,[2023-09-09 20:21:42 219],0.0386,0.0512
25678,230.257,[2023-09-09 20:21:43 219],0.0135,0.0173
25792,231.257,[2023-09-09 20:21:44 219],0.0075,0.0093
25906,232.257,[2023-09-09 20:21:45 219],0.0095,0.0128
26017,233.257,[2023-09-09 20:21:46 219],0.0134,0.0167
26132,234.257,[2023-09-09 20:21:47 219],0.0082,0.0103
26245,235.257,[2023-09-09 20:21:48 219],0.0082,0.0099
26357,236.257,[2023-09-09 20:21:49 219],0.0114,0.0142
26470,237.257,[2023-09-09 20:21:50 219],0.0145,0.0208
26583,238.257,[2023-09-09 20:21:51 219],0.0143,0.0205
26698,239.257,[2023-09-09 20:21:52 219],0.0467,0.0607
26808,240.257,[2023-09-09 20:21:53 219],0.0171,0.0235
26923,241.257,[2023-09-09 20:21:54 219],0.016,0.0232
27036,242.257,[2023-09-09 20:21:55 219],0.0188,0.0249
27150,243.257,[2023-09-09 20:21:56 219],0.0145,0.0211
27261,244.257,[2023-09-09 20:21:57 219],0.015,0.0207
27375,245.257,[2023-09-09 20:21:58 219],0.0129,0.0177
27506,246.419,[2023-09-09 20:21:59 381],0.0105,0.0166
27620,247.419,[2023-09-09 20:22:00 381],0.0087,0.0125
27732,248.419,[2023-09-09 20:22:01 381],0.0107,0.0137
27846,249.419,[2023-09-09 20:22:02 381],0.009,0.0128
27959,250.419,[2023-09-09 20:22:03 381],0.0034,0.004
28069,251.419,[2023-09-09 20:22:04 381],0.0036,0.0047
28184,252.419,[2023-09-09 20:22:05 381],0.0031,0.0043
28297,253.419,[2023-09-09 20:22:06 381],0.0105,0.0132
28411,254.419,[2023-09-09 20:22:07 381],0.0079,0.0107
28521,255.419,[2023-09-09 20:22:08 381],0.0084,0.0134
28634,256.419,[2023-09-09 20:22:09 381],0.0081,0.0129
28749,257.419,[2023-09-09 20:22:10 381],0.0134,0.0182
28859,258.419,[2023-09-09 20:22:11 381],0.0054,0.0077
28974,259.419,[2023-09-09 20:22:12 381],0.0041,0.0047
29088,260.419,[2023-09-09 20:22:13 381],0.0064,0.0082
29202,261.419,[2023-09-09 20:22:14 381],0.0079,0.0115
29315,262.419,[2023-09-09 20:22:15 381],0.0059,0.0091
29425,263.419,[2023-09-09 20:22:16 381],0.0044,0.0057
29539,264.419,[2023-09-09 20:22:17 381],0.0045,0.0068
29653,265.419,[2023-09-09 20:22:18 381],0.0041,0.0062
29766,266.419,[2023-09-09 20:22:19 381],0.005,0.0074
29878,267.419,[2023-09-09 20:22:20 381],0.0051,0.0067
29991,268.419,[2023-09-09 20:22:21 381],0.0087,0.0124
30103,269.419,[2023-09-09 20:22:22 381],0.0059,0.0076
30216,270.419,[2023-09-09 20:22:23 381],0.0065,0.0084
30328,271.419,[2023-09-09 20:22:24 381],0.0095,0.0129
30442,272.419,[2023-09-09 20:22:25 381],0.0133,0.0178
30555,273.419,[2023-09-09 20:22:26 381],0.0115,0.0155
30666,274.419,[2023-09-09 20:22:27 381],0.01,0.0133
30779,275.419,[2023-09-09 20:22:28 381],0.008,0.0113
30893,276.419,[2023-09-09 20:22:29 381],0.0141,0.0198
31006,277.419,[2023-09-09 20:22:30 381],0.016,0.0199
31115,278.419,[2023-09-09 20:22:31 381],0.0148,0.018
31230,279.419,[2023-09-09 20:22:32 381],0.0244,0.0385
31344,280.419,[2023-09-09 20:22:33 381],0.0187,0.0223
31457,281.419,[2023-09-09 20:22:34 381],0.0128,0.0182
31568,282.419,[2023-09-09 20:22:35 381],0.0083,0.0098
31683,283.419,[2023-09-09 20:22:36 381],0.0076,0.0089
31798,284.419,[2023-09-09 20:22:37 381],0.0088,0.0102
31912,285.419,[2023-09-09 20:22:38 381],0.0077,0.0094
32025,286.419,[2023-09-09 20:22:39 381],0.01,0.012
32140,287.419,[2023-09-09 20:22:40 381],0.0133,0.0172
32254,288.419,[2023-09-09 20:22:41 381],0.016,0.0243
32363,289.419,[2023-09-09 20:22:42 381],0.014,0.018
32478,290.419,[2023-09-09 20:22:43 381],0.009,0.0122
32593,291.419,[2023-09-09 20:22:44 381],0.0075,0.0096
32705,292.419,[2023-09-09 20:22:45 381],0.0068,0.0081
32817,293.419,[2023-09-09 20:22:46 381],0.0074,0.0086
32932,294.419,[2023-09-09 20:22:47 381],0.0059,0.0069
33046,295.419,[2023-09-09 20:22:48 381],0.0058,0.0072
33156,296.419,[2023-09-09 20:22:49 381],0.0038,0.005
33270,297.419,[2023-09-09 20:22:50 381],0.0079,0.0102
33384,298.419,[2023-09-09 20:22:51 381],0.0097,0.0142
33499,299.419,[2023-09-09 20:22:52 381],0.01,0.0144
33613,300.419,[2023-09-09 20:22:53 381],0.0068,0.0107
33723,301.419,[2023-09-09 20:22:54 381],0.0096,0.0159
33838,302.419,[2023-09-09 20:22:55 381],0.0123,0.0162
33951,303.419,[2023-09-09 20:22:56 381],0.0349,0.0487
34065,304.419,[2023-09-09 20:22:57 381],0.0149,0.02
34177,305.419,[2023-09-09 20:22:58 381],0.045,0.054
34292,306.419,[2023-09-09 20:22:59 381],0.0191,0.0296
34424,307.58,[2023-09-09 20:23:00 542],0.0161,0.0192
34535,308.58,[2023-09-09 20:23:01 542],0.026,0.0346
34650,309.58,[2023-09-09 20:23:02 542],0.0162,0.0194
34765,310.58,[2023-09-09 20:23:03 542],0.0223,0.0341
34879,311.58,[2023-09-09 20:23:04 542],0.0106,0.0161
34989,312.58,[2023-09-09 20:23:05 542],0.0147,0.018
35104,313.58,[2023-09-09 20:23:06 542],0.0188,0.0276
35219,314.58,[2023-09-09 20:23:07 542],0.0128,0.0157
35333,315.58,[2023-09-09 20:23:08 542],0.0048,0.0064
35445,316.58,[2023-09-09 20:23:09 542],0.0037,0.0049
35559,317.58,[2023-09-09 20:23:10 542],0.005,0.006
35674,318.58,[2023-09-09 20:23:11 542],0.0063,0.0074
35783,319.58,[2023-09-09 20:23:12 542],0.0042,0.0057
35898,320.58,[2023-09-09 20:23:13 542],0.0028,0.0034
36011,321.58,[2023-09-09 20:23:14 542],0.0035,0.0045
36125,322.58,[2023-09-09 20:23:15 542],0.005,0.0066
36235,323.58,[2023-09-09 20:23:16 542],0.0069,0.0082
36349,324.58,[2023-09-09 20:23:17 542],0.0049,0.0058
36462,325.58,[2023-09-09 20:23:18 542],0.0158,0.0201
36573,326.58,[2023-09-09 20:23:19 542],0.008,0.0108
36686,327.58,[2023-09-09 20:23:20 542],0.0065,0.0083
36799,328.58,[2023-09-09 20:23:21 542],0.0063,0.008
36913,329.58,[2023-09-09 20:23:22 542],0.0104,0.0121
37022,330.58,[2023-09-09 20:23:23 542],0.0114,0.015
37137,331.58,[2023-09-09 20:23:24 542],0.0033,0.0043
37250,332.58,[2023-09-09 20:23:25 542],0.003,0.0038
37365,333.58,[2023-09-09 20:23:26 542],0.0198,0.0259
37474,334.58,[2023-09-09 20:23:27 542],0.0061,0.0075
37589,335.58,[2023-09-09 20:23:28 542],0.0101,0.0124
37703,336.58,[2023-09-09 20:23:29 542],0.0236,0.0273
37816,337.58,[2023-09-09 20:23:30 542],0.0071,0.0103
37928,338.58,[2023-09-09 20:23:31 542],0.0079,0.0118
38038,339.58,[2023-09-09 20:23:32 542],0.0064,0.0103
38152,340.58,[2023-09-09 20:23:33 542],0.0077,0.0103
38265,341.58,[2023-09-09 20:23:34 542],0.0077,0.0098
38376,342.58,[2023-09-09 20:23:35 542],0.0066,0.0083
38491,343.58,[2023-09-09 20:23:36 542],0.0064,0.008
38604,344.58,[2023-09-09 20:23:37 542],0.006,0.0079
38718,345.58,[2023-09-09 20:23:38 542],0.005,0.0069
38830,346.58,[2023-09-09 20:23:39 542],0.0088,0.0114
38944,347.58,[2023-09-09 20:23:40 542],0.0092,0.0113
39059,348.58,[2023-09-09 20:23:41 542],0.0076,0.0094
39171,349.58,[2023-09-09 20:23:42 542],0.0068,0.0081
39282,350.58,[2023-09-09 20:23:43 542],0.009,0.0114
39398,351.58,[2023-09-09 20:23:44 542],0.0345,0.0415
39515,352.58,[2023-09-09 20:23:45 542],0.0198,0.0271
39626,353.58,[2023-09-09 20:23:46 542],0.0336,0.0467
39739,354.58,[2023-09-09 20:23:47 542],0.0133,0.0174
39855,355.58,[2023-09-09 20:23:48 542],0.0037,0.005
39968,356.58,[2023-09-09 20:23:49 542],0.0126,0.0234
40078,357.58,[2023-09-09 20:23:50 542],0.0195,0.0248
40192,358.58,[2023-09-09 20:23:51 542],0.0197,0.0235
40307,359.58,[2023-09-09 20:23:52 542],0.017,0.0267
40421,360.58,[2023-09-09 20:23:53 542],0.0418,0.0511
40531,361.58,[2023-09-09 20:23:54 542],0.0123,0.016
40645,362.58,[2023-09-09 20:23:55 542],0.0068,0.0087
40760,363.58,[2023-09-09 20:23:56 542],0.008,0.0104
40871,364.58,[2023-09-09 20:23:57 542],0.0082,0.0125
40982,365.58,[2023-09-09 20:23:58 542],0.007,0.0101
41095,366.58,[2023-09-09 20:23:59 542],0.0056,0.0078
41210,367.58,[2023-09-09 20:24:00 542],0.0073,0.0095
41337,368.74,[2023-09-09 20:24:01 702],0.0054,0.0073
41451,369.74,[2023-09-09 20:24:02 702],0.0055,0.0073
41566,370.74,[2023-09-09 20:24:03 702],0.0053,0.0068
41679,371.74,[2023-09-09 20:24:04 702],0.0062,0.0081
41789,372.74,[2023-09-09 20:24:05 702],0.0092,0.0134
41904,373.74,[2023-09-09 20:24:06 702],0.0057,0.0081
42017,374.74,[2023-09-09 20:24:07 702],0.0077,0.0101
42131,375.74,[2023-09-09 20:24:08 702],0.0073,0.0088
42242,376.74,[2023-09-09 20:24:09 702],0.0083,0.0109
42355,377.74,[2023-09-09 20:24:10 702],0.016,0.0221
42469,378.74,[2023-09-09 20:24:11 702],0.0104,0.0154
42583,379.74,[2023-09-09 20:24:12 702],0.008,0.0104
42694,380.74,[2023-09-09 20:24:13 702],0.0241,0.0291
42809,381.74,[2023-09-09 20:24:14 702],0.0116,0.015
42923,382.74,[2023-09-09 20:24:15 702],0.0094,0.0136
43036,383.74,[2023-09-09 20:24:16 702],0.0102,0.0131
43148,384.74,[2023-09-09 20:24:17 702],0.008,0.0113
43263,385.74,[2023-09-09 20:24:18 702],0.009,0.0123
43380,386.74,[2023-09-09 20:24:19 702],0.0113,0.0154
43492,387.74,[2023-09-09 20:24:20 702],0.0191,0.0245
43606,388.74,[2023-09-09 20:24:21 702],0.0136,0.0184
43722,389.74,[2023-09-09 20:24:22 702],0.02,0.0267
43836,390.74,[2023-09-09 20:24:23 702],0.0168,0.0193
43947,391.74,[2023-09-09 20:24:24 702],0.0137,0.0167
44061,392.74,[2023-09-09 20:24:25 702],0.0102,0.0134
44177,393.74,[2023-09-09 20:24:26 702],0.0106,0.0125
44291,394.74,[2023-09-09 20:24:27 702],0.0103,0.0129
44402,395.74,[2023-09-09 20:24:28 702],0.0143,0.0177
44517,396.74,[2023-09-09 20:24:29 702],0.0121,0.0156
44631,397.74,[2023-09-09 20:24:30 702],0.0124,0.0144
44744,398.74,[2023-09-09 20:24:31 702],0.0127,0.0172
44856,399.74,[2023-09-09 20:24:32 702],0.0118,0.0141
44972,400.74,[2023-09-09 20:24:33 702],0.0101,0.0132
45086,401.74,[2023-09-09 20:24:34 702],0.0143,0.0187
45198,402.74,[2023-09-09 20:24:35 702],0.0215,0.0321
45313,403.74,[2023-09-09 20:24:36 702],0.0135,0.0168
45429,404.74,[2023-09-09 20:24:37 702],0.0112,0.0135
45542,405.74,[2023-09-09 20:24:38 702],0.01,0.0124
45653,406.74,[2023-09-09 20:24:39 702],0.0117,0.0145
45767,407.74,[2023-09-09 20:24:40 702],0.0101,0.0128
45882,408.74,[2023-09-09 20:24:41 702],0.0113,0.013
45996,409.74,[2023-09-09 20:24:42 702],0.0109,0.0135
46106,410.74,[2023-09-09 20:24:43 702],0.0119,0.0152
46219,411.74,[2023-09-09 20:24:44 702],0.0079,0.0101
46334,412.74,[2023-09-09 20:24:45 702],0.0206,0.0226
46447,413.74,[2023-09-09 20:24:46 702],0.0086,0.0135
46558,414.74,[2023-09-09 20:24:47 702],0.0027,0.0033
46671,415.74,[2023-09-09 20:24:48 702],0.0033,0.0037
46786,416.74,[2023-09-09 20:24:49 702],0.0024,0.0031
46903,417.74,[2023-09-09 20:24:50 702],0.004,0.0049
47015,418.74,[2023-09-09 20:24:51 702],0.0048,0.0078
47133,419.74,[2023-09-09 20:24:52 702],0.0073,0.0097
47250,420.74,[2023-09-09 20:24:53 702],0.0073,0.0084
47365,421.74,[2023-09-09 20:24:54 702],0.0025,0.003
47478,422.74,[2023-09-09 20:24:55 702],0.0025,0.0031
47595,423.74,[2023-09-09 20:24:56 702],0.0086,0.0114
47711,424.74,[2023-09-09 20:24:57 702],0.0075,0.0104
47823,425.74,[2023-09-09 20:24:58 702],0.0043,0.0063
47938,426.74,[2023-09-09 20:24:59 702],0.0026,0.0034
