,seconds,date,activity_load_2d,activity_load_3d
79,1.79,[2023-09-08 19:18:01 442],0.0088,0.0097
185,2.79,[2023-09-08 19:18:02 442],0.0018,0.0025
295,3.79,[2023-09-08 19:18:03 442],0.0018,0.0029
406,4.79,[2023-09-08 19:18:04 442],0.0042,0.0051
517,5.79,[2023-09-08 19:18:05 442],0.0031,0.0041
623,6.79,[2023-09-08 19:18:06 442],0.0021,0.0031
733,7.79,[2023-09-08 19:18:07 442],0.0017,0.0027
844,8.79,[2023-09-08 19:18:08 442],0.004,0.005
955,9.79,[2023-09-08 19:18:09 442],0.0017,0.0026
1065,10.79,[2023-09-08 19:18:10 442],0.0019,0.003
1172,11.79,[2023-09-08 19:18:11 442],0.002,0.0028
1283,12.79,[2023-09-08 19:18:12 442],0.002,0.0028
1394,13.79,[2023-09-08 19:18:13 442],0.0028,0.0035
1501,14.79,[2023-09-08 19:18:14 442],0.0022,0.003
1610,15.79,[2023-09-08 19:18:15 442],0.0018,0.0028
1721,16.79,[2023-09-08 19:18:16 442],0.0046,0.0057
1831,17.79,[2023-09-08 19:18:17 442],0.0024,0.0032
1937,18.79,[2023-09-08 19:18:18 442],0.0019,0.0027
2048,19.79,[2023-09-08 19:18:19 442],0.0072,0.0081
2159,20.79,[2023-09-08 19:18:20 442],0.0027,0.0036
2269,21.79,[2023-09-08 19:18:21 442],0.002,0.0025
2377,22.79,[2023-09-08 19:18:22 442],0.0058,0.0066
2488,23.79,[2023-09-08 19:18:23 442],0.0033,0.004
2599,24.79,[2023-09-08 19:18:24 442],0.0025,0.0034
2707,25.79,[2023-09-08 19:18:25 442],0.0025,0.0033
2816,26.79,[2023-09-08 19:18:26 442],0.0277,0.029
2927,27.79,[2023-09-08 19:18:27 442],0.0021,0.003
3037,28.79,[2023-09-08 19:18:28 442],0.0363,0.0542
3143,29.79,[2023-09-08 19:18:29 442],0.1293,0.1803
3254,30.79,[2023-09-08 19:18:30 442],0.0383,0.0467
3365,31.79,[2023-09-08 19:18:31 442],0.0141,0.0182
3475,32.79,[2023-09-08 19:18:32 442],0.0563,0.0652
3583,33.79,[2023-09-08 19:18:33 442],0.038,0.0449
3694,34.79,[2023-09-08 19:18:34 442],0.0319,0.04
3805,35.79,[2023-09-08 19:18:35 442],0.0178,0.0223
3914,36.79,[2023-09-08 19:18:36 442],0.0209,0.0269
4024,37.79,[2023-09-08 19:18:37 442],0.0236,0.0313
4135,38.79,[2023-09-08 19:18:38 442],0.0063,0.0078
4246,39.79,[2023-09-08 19:18:39 442],0.0049,0.006
4353,40.79,[2023-09-08 19:18:40 442],0.0032,0.0038
4463,41.79,[2023-09-08 19:18:41 442],0.0166,0.021
4574,42.79,[2023-09-08 19:18:42 442],0.0269,0.0358
4685,43.79,[2023-09-08 19:18:43 442],0.0075,0.0103
4791,44.79,[2023-09-08 19:18:44 442],0.011,0.014
4901,45.79,[2023-09-08 19:18:45 442],0.0087,0.0116
5012,46.79,[2023-09-08 19:18:46 442],0.0043,0.005
5123,47.79,[2023-09-08 19:18:47 442],0.0042,0.0051
5233,48.79,[2023-09-08 19:18:48 442],0.007,0.0081
5341,49.79,[2023-09-08 19:18:49 442],0.0113,0.0184
5452,50.79,[2023-09-08 19:18:50 442],0.0094,0.0138
5562,51.79,[2023-09-08 19:18:51 442],0.0109,0.0145
5670,52.79,[2023-09-08 19:18:52 442],0.0379,0.0453
5780,53.79,[2023-09-08 19:18:53 442],0.0283,0.0323
5891,54.79,[2023-09-08 19:18:54 442],0.0674,0.0832
6001,55.79,[2023-09-08 19:18:55 442],0.0561,0.0729
6106,56.79,[2023-09-08 19:18:56 442],0.0566,0.0674
6217,57.79,[2023-09-08 19:18:57 442],0.0228,0.0286
6328,58.79,[2023-09-08 19:18:58 442],0.0535,0.0614
6437,59.79,[2023-09-08 19:18:59 442],0.0291,0.0347
6544,60.79,[2023-09-08 19:19:00 442],0.0914,0.1201
6655,61.79,[2023-09-08 19:19:01 442],0.0995,0.1352
6783,62.948,[2023-09-08 19:19:02 600],0.074,0.0902
6891,63.948,[2023-09-08 19:19:03 600],0.0608,0.067
7002,64.948,[2023-09-08 19:19:04 600],0.0226,0.0263
7113,65.948,[2023-09-08 19:19:05 600],0.0313,0.0368
7223,66.948,[2023-09-08 19:19:06 600],0.0543,0.0692
7330,67.948,[2023-09-08 19:19:07 600],0.1213,0.1441
7441,68.948,[2023-09-08 19:19:08 600],0.0487,0.0623
7552,69.948,[2023-09-08 19:19:09 600],0.019,0.0221
7663,70.948,[2023-09-08 19:19:10 600],0.0619,0.0772
7773,71.948,[2023-09-08 19:19:11 600],0.0579,0.0756
7886,72.948,[2023-09-08 19:19:12 600],0.0087,0.0109
7999,73.948,[2023-09-08 19:19:13 600],0.0041,0.0053
8108,74.948,[2023-09-08 19:19:14 600],0.0387,0.0436
8221,75.948,[2023-09-08 19:19:15 600],0.005,0.0059
8335,76.948,[2023-09-08 19:19:16 600],0.057,0.0676
8450,77.948,[2023-09-08 19:19:17 600],0.0461,0.0588
8560,78.948,[2023-09-08 19:19:18 600],0.0687,0.1329
8674,79.948,[2023-09-08 19:19:19 600],0.1578,0.1943
8789,80.948,[2023-09-08 19:19:20 600],0.0269,0.0405
8902,81.948,[2023-09-08 19:19:21 600],0.089,0.1122
9011,82.948,[2023-09-08 19:19:22 600],0.0123,0.0171
9124,83.948,[2023-09-08 19:19:23 600],0.0203,0.0252
9237,84.948,[2023-09-08 19:19:24 600],0.024,0.029
9349,85.948,[2023-09-08 19:19:25 600],0.0097,0.0151
9459,86.948,[2023-09-08 19:19:26 600],0.0167,0.0219
9571,87.948,[2023-09-08 19:19:27 600],0.0246,0.0344
9682,88.948,[2023-09-08 19:19:28 600],0.0237,0.0391
9792,89.948,[2023-09-08 19:19:29 600],0.0071,0.0113
9900,90.948,[2023-09-08 19:19:30 600],0.013,0.0188
10011,91.948,[2023-09-08 19:19:31 600],0.0099,0.0145
10121,92.948,[2023-09-08 19:19:32 600],0.0115,0.0171
10232,93.948,[2023-09-08 19:19:33 600],0.0088,0.0112
10340,94.948,[2023-09-08 19:19:34 600],0.015,0.019
10451,95.948,[2023-09-08 19:19:35 600],0.0122,0.0165
10561,96.948,[2023-09-08 19:19:36 600],0.0173,0.0238
10671,97.948,[2023-09-08 19:19:37 600],0.0212,0.0262
10782,98.948,[2023-09-08 19:19:38 600],0.0119,0.0155
10894,99.948,[2023-09-08 19:19:39 600],0.0114,0.0182
11005,100.948,[2023-09-08 19:19:40 600],0.0057,0.0087
11112,101.948,[2023-09-08 19:19:41 600],0.0063,0.0093
11224,102.948,[2023-09-08 19:19:42 600],0.0083,0.0128
11336,103.948,[2023-09-08 19:19:43 600],0.0066,0.0094
11448,104.948,[2023-09-08 19:19:44 600],0.0281,0.0344
11557,105.948,[2023-09-08 19:19:45 600],0.0454,0.0705
11668,106.948,[2023-09-08 19:19:46 600],0.0832,0.1476
11779,107.948,[2023-09-08 19:19:47 600],0.0168,0.0243
11888,108.948,[2023-09-08 19:19:48 600],0.016,0.0252
11998,109.948,[2023-09-08 19:19:49 600],0.0125,0.0188
12109,110.948,[2023-09-08 19:19:50 600],0.0115,0.0159
12220,111.948,[2023-09-08 19:19:51 600],0.0111,0.0158
12327,112.948,[2023-09-08 19:19:52 600],0.0093,0.0153
12438,113.948,[2023-09-08 19:19:53 600],0.0099,0.0175
12549,114.948,[2023-09-08 19:19:54 600],0.0099,0.0131
12659,115.948,[2023-09-08 19:19:55 600],0.0053,0.0063
12766,116.948,[2023-09-08 19:19:56 600],0.0077,0.0103
12877,117.948,[2023-09-08 19:19:57 600],0.0124,0.0181
12988,118.948,[2023-09-08 19:19:58 600],0.0201,0.0389
13097,119.948,[2023-09-08 19:19:59 600],0.0313,0.0525
13205,120.948,[2023-09-08 19:20:00 600],0.0231,0.0348
13316,121.948,[2023-09-08 19:20:01 600],0.0178,0.0278
13428,122.948,[2023-09-08 19:20:02 600],0.0157,0.026
13556,124.11,[2023-09-08 19:20:03 762],0.0152,0.0253
13663,125.11,[2023-09-08 19:20:04 762],0.0136,0.0247
13774,126.11,[2023-09-08 19:20:05 762],0.0155,0.0252
13885,127.11,[2023-09-08 19:20:06 762],0.0128,0.0209
13994,128.11,[2023-09-08 19:20:07 762],0.0143,0.0209
14101,129.11,[2023-09-08 19:20:08 762],0.0142,0.0209
14212,130.11,[2023-09-08 19:20:09 762],0.0139,0.021
14323,131.11,[2023-09-08 19:20:10 762],0.0128,0.0196
14430,132.11,[2023-09-08 19:20:11 762],0.0136,0.0199
14539,133.11,[2023-09-08 19:20:12 762],0.014,0.0198
14650,134.11,[2023-09-08 19:20:13 762],0.0101,0.0141
14761,135.11,[2023-09-08 19:20:14 762],0.0126,0.02
14868,136.11,[2023-09-08 19:20:15 762],0.0114,0.0193
14979,137.11,[2023-09-08 19:20:16 762],0.0128,0.0211
15090,138.11,[2023-09-08 19:20:17 762],0.0098,0.0159
15200,139.11,[2023-09-08 19:20:18 762],0.0115,0.0181
15306,140.11,[2023-09-08 19:20:19 762],0.0124,0.0156
15417,141.11,[2023-09-08 19:20:20 762],0.0144,0.0229
15528,142.11,[2023-09-08 19:20:21 762],0.0147,0.0203
15637,143.11,[2023-09-08 19:20:22 762],0.0137,0.0189
15747,144.11,[2023-09-08 19:20:23 762],0.0138,0.0198
15859,145.11,[2023-09-08 19:20:24 762],0.0116,0.0184
15970,146.11,[2023-09-08 19:20:25 762],0.0098,0.0159
16076,147.11,[2023-09-08 19:20:26 762],0.0126,0.0205
16187,148.11,[2023-09-08 19:20:27 762],0.0128,0.0194
16298,149.11,[2023-09-08 19:20:28 762],0.0175,0.027
16409,150.11,[2023-09-08 19:20:29 762],0.0177,0.0301
16514,151.11,[2023-09-08 19:20:30 762],0.0169,0.025
16625,152.11,[2023-09-08 19:20:31 762],0.0137,0.0229
16736,153.11,[2023-09-08 19:20:32 762],0.0186,0.0282
16844,154.11,[2023-09-08 19:20:33 762],0.0148,0.0218
16954,155.11,[2023-09-08 19:20:34 762],0.0126,0.0158
17065,156.11,[2023-09-08 19:20:35 762],0.0112,0.0155
17176,157.11,[2023-09-08 19:20:36 762],0.0061,0.0081
17282,158.11,[2023-09-08 19:20:37 762],0.0157,0.0195
17393,159.11,[2023-09-08 19:20:38 762],0.0239,0.0308
17504,160.11,[2023-09-08 19:20:39 762],0.024,0.0327
17615,161.11,[2023-09-08 19:20:40 762],0.0226,0.0313
17727,162.11,[2023-09-08 19:20:41 762],0.0183,0.0277
17836,163.11,[2023-09-08 19:20:42 762],0.0171,0.0273
17949,164.11,[2023-09-08 19:20:43 762],0.02,0.0292
18060,165.11,[2023-09-08 19:20:44 762],0.0159,0.0254
18169,166.11,[2023-09-08 19:20:45 762],0.0157,0.0249
18276,167.11,[2023-09-08 19:20:46 762],0.0169,0.0255
18387,168.11,[2023-09-08 19:20:47 762],0.0153,0.0247
18498,169.11,[2023-09-08 19:20:48 762],0.0137,0.0229
18606,170.11,[2023-09-08 19:20:49 762],0.0152,0.0222
18716,171.11,[2023-09-08 19:20:50 762],0.0138,0.0201
18827,172.11,[2023-09-08 19:20:51 762],0.0115,0.0176
18938,173.11,[2023-09-08 19:20:52 762],0.013,0.0199
19043,174.11,[2023-09-08 19:20:53 762],0.0137,0.0208
19154,175.11,[2023-09-08 19:20:54 762],0.0134,0.0196
19267,176.11,[2023-09-08 19:20:55 762],0.0135,0.0206
19377,177.11,[2023-09-08 19:20:56 762],0.0105,0.0173
19483,178.11,[2023-09-08 19:20:57 762],0.01,0.0166
19594,179.11,[2023-09-08 19:20:58 762],0.0124,0.0187
19705,180.11,[2023-09-08 19:20:59 762],0.0122,0.0186
19813,181.11,[2023-09-08 19:21:00 762],0.0069,0.012
19923,182.11,[2023-09-08 19:21:01 762],0.0066,0.0097
20034,183.11,[2023-09-08 19:21:02 762],0.0072,0.0095
20145,184.11,[2023-09-08 19:21:03 762],0.0084,0.0102
20270,185.271,[2023-09-08 19:21:04 923],0.0035,0.0046
20381,186.271,[2023-09-08 19:21:05 923],0.0049,0.0067
20492,187.271,[2023-09-08 19:21:06 923],0.0037,0.0045
20602,188.271,[2023-09-08 19:21:07 923],0.0046,0.0059
20709,189.271,[2023-09-08 19:21:08 923],0.0041,0.0052
20819,190.271,[2023-09-08 19:21:09 923],0.0038,0.0052
20930,191.271,[2023-09-08 19:21:10 923],0.0047,0.0059
21039,192.271,[2023-09-08 19:21:11 923],0.0034,0.0042
21148,193.271,[2023-09-08 19:21:12 923],0.0022,0.0028
21259,194.271,[2023-09-08 19:21:13 923],0.0028,0.0034
21370,195.271,[2023-09-08 19:21:14 923],0.0026,0.0033
21476,196.271,[2023-09-08 19:21:15 923],0.0022,0.0027
21586,197.271,[2023-09-08 19:21:16 923],0.0027,0.0034
21697,198.271,[2023-09-08 19:21:17 923],0.0031,0.004
21808,199.271,[2023-09-08 19:21:18 923],0.0019,0.0025
21918,200.271,[2023-09-08 19:21:19 923],0.0022,0.0027
22025,201.271,[2023-09-08 19:21:20 923],0.0052,0.0065
22136,202.271,[2023-09-08 19:21:21 923],0.0027,0.0035
22247,203.271,[2023-09-08 19:21:22 923],0.0023,0.003
22354,204.271,[2023-09-08 19:21:23 923],0.0034,0.004
22463,205.271,[2023-09-08 19:21:24 923],0.0026,0.0032
22574,206.271,[2023-09-08 19:21:25 923],0.0026,0.0031
22684,207.271,[2023-09-08 19:21:26 923],0.0028,0.0036
22790,208.271,[2023-09-08 19:21:27 923],0.0027,0.0032
22901,209.271,[2023-09-08 19:21:28 923],0.0023,0.0029
23012,210.271,[2023-09-08 19:21:29 923],0.0026,0.0033
23122,211.271,[2023-09-08 19:21:30 923],0.0025,0.0031
23229,212.271,[2023-09-08 19:21:31 923],0.0022,0.0026
23340,213.271,[2023-09-08 19:21:32 923],0.0033,0.0042
23451,214.271,[2023-09-08 19:21:33 923],0.0028,0.0036
23559,215.271,[2023-09-08 19:21:34 923],0.0071,0.009
23668,216.271,[2023-09-08 19:21:35 923],0.0048,0.0054
23779,217.271,[2023-09-08 19:21:36 923],0.0045,0.0054
23889,218.271,[2023-09-08 19:21:37 923],0.0027,0.0035
23996,219.271,[2023-09-08 19:21:38 923],0.0041,0.0053
24107,220.271,[2023-09-08 19:21:39 923],0.003,0.004
24218,221.271,[2023-09-08 19:21:40 923],0.0075,0.0094
24328,222.271,[2023-09-08 19:21:41 923],0.003,0.0039
24434,223.271,[2023-09-08 19:21:42 923],0.0033,0.0041
24545,224.271,[2023-09-08 19:21:43 923],0.0027,0.0037
24656,225.271,[2023-09-08 19:21:44 923],0.0035,0.0042
24765,226.271,[2023-09-08 19:21:45 923],0.003,0.0038
24874,227.271,[2023-09-08 19:21:46 923],0.0022,0.003
24985,228.271,[2023-09-08 19:21:47 923],0.0028,0.0036
25096,229.271,[2023-09-08 19:21:48 923],0.0045,0.0061
25203,230.271,[2023-09-08 19:21:49 923],0.0029,0.0035
25312,231.271,[2023-09-08 19:21:50 923],0.0037,0.005
25423,232.271,[2023-09-08 19:21:51 923],0.0045,0.0063
25534,233.271,[2023-09-08 19:21:52 923],0.0067,0.0095
25640,234.271,[2023-09-08 19:21:53 923],0.01,0.0158
25750,235.271,[2023-09-08 19:21:54 923],0.0112,0.0174
25861,236.271,[2023-09-08 19:21:55 923],0.0105,0.0184
25972,237.271,[2023-09-08 19:21:56 923],0.0129,0.0205
26083,238.271,[2023-09-08 19:21:57 923],0.0139,0.022
26193,239.271,[2023-09-08 19:21:58 923],0.0115,0.0197
26306,240.271,[2023-09-08 19:21:59 923],0.0127,0.0206
26417,241.271,[2023-09-08 19:22:00 923],0.012,0.0177
26526,242.271,[2023-09-08 19:22:01 923],0.0119,0.0185
26636,243.271,[2023-09-08 19:22:02 923],0.0148,0.0226
26747,244.271,[2023-09-08 19:22:03 923],0.0137,0.0213
26857,245.271,[2023-09-08 19:22:04 923],0.0121,0.0186
26981,246.434,[2023-09-08 19:22:06 086],0.0109,0.0164
27092,247.434,[2023-09-08 19:22:07 086],0.0144,0.0209
27203,248.434,[2023-09-08 19:22:08 086],0.0129,0.0197
27312,249.434,[2023-09-08 19:22:09 086],0.0126,0.019
27419,250.434,[2023-09-08 19:22:10 086],0.0095,0.0135
27529,251.434,[2023-09-08 19:22:11 086],0.0115,0.0167
27640,252.434,[2023-09-08 19:22:12 086],0.0137,0.0195
27748,253.434,[2023-09-08 19:22:13 086],0.0111,0.0167
27858,254.434,[2023-09-08 19:22:14 086],0.0126,0.0201
27968,255.434,[2023-09-08 19:22:15 086],0.0127,0.0203
28079,256.434,[2023-09-08 19:22:16 086],0.0131,0.0195
28187,257.434,[2023-09-08 19:22:17 086],0.0104,0.0163
28297,258.434,[2023-09-08 19:22:18 086],0.0105,0.0168
28408,259.434,[2023-09-08 19:22:19 086],0.0087,0.0164
28519,260.434,[2023-09-08 19:22:20 086],0.0034,0.0041
28628,261.434,[2023-09-08 19:22:21 086],0.0039,0.0048
28738,262.434,[2023-09-08 19:22:22 086],0.0052,0.009
28849,263.434,[2023-09-08 19:22:23 086],0.0063,0.0093
28956,264.434,[2023-09-08 19:22:24 086],0.0082,0.013
29065,265.434,[2023-09-08 19:22:25 086],0.0041,0.0055
29178,266.434,[2023-09-08 19:22:26 086],0.0034,0.0047
29289,267.434,[2023-09-08 19:22:27 086],0.0026,0.0032
29396,268.434,[2023-09-08 19:22:28 086],0.003,0.0044
29506,269.434,[2023-09-08 19:22:29 086],0.0027,0.0033
29617,270.434,[2023-09-08 19:22:30 086],0.004,0.005
29728,271.434,[2023-09-08 19:22:31 086],0.0046,0.0056
29835,272.434,[2023-09-08 19:22:32 086],0.0028,0.004
29945,273.434,[2023-09-08 19:22:33 086],0.004,0.0053
30056,274.434,[2023-09-08 19:22:34 086],0.0031,0.0041
30167,275.434,[2023-09-08 19:22:35 086],0.0027,0.0036
30273,276.434,[2023-09-08 19:22:36 086],0.0045,0.0058
30383,277.434,[2023-09-08 19:22:37 086],0.0029,0.0036
30497,278.434,[2023-09-08 19:22:38 086],0.0022,0.0028
30609,279.434,[2023-09-08 19:22:39 086],0.0029,0.0036
30717,280.434,[2023-09-08 19:22:40 086],0.0028,0.0035
30828,281.434,[2023-09-08 19:22:41 086],0.004,0.005
30939,282.434,[2023-09-08 19:22:42 086],0.0031,0.004
31050,283.434,[2023-09-08 19:22:43 086],0.0034,0.0041
31157,284.434,[2023-09-08 19:22:44 086],0.0042,0.0051
31268,285.434,[2023-09-08 19:22:45 086],0.0035,0.0044
31379,286.434,[2023-09-08 19:22:46 086],0.0039,0.0048
31488,287.434,[2023-09-08 19:22:47 086],0.0031,0.004
31597,288.434,[2023-09-08 19:22:48 086],0.0077,0.0088
31707,289.434,[2023-09-08 19:22:49 086],0.0034,0.0044
31818,290.434,[2023-09-08 19:22:50 086],0.0036,0.0043
31925,291.434,[2023-09-08 19:22:51 086],0.0058,0.0071
32035,292.434,[2023-09-08 19:22:52 086],0.003,0.0038
32147,293.434,[2023-09-08 19:22:53 086],0.0053,0.0066
32260,294.434,[2023-09-08 19:22:54 086],0.0065,0.0073
32369,295.434,[2023-09-08 19:22:55 086],0.004,0.0051
32481,296.434,[2023-09-08 19:22:56 086],0.0029,0.0036
32593,297.434,[2023-09-08 19:22:57 086],0.0045,0.0056
32704,298.434,[2023-09-08 19:22:58 086],0.0054,0.0066
32815,299.434,[2023-09-08 19:22:59 086],0.0043,0.0053
32925,300.434,[2023-09-08 19:23:00 086],0.0032,0.0037
33038,301.434,[2023-09-08 19:23:01 086],0.0029,0.0033
33147,302.434,[2023-09-08 19:23:02 086],0.0054,0.0068
33258,303.434,[2023-09-08 19:23:03 086],0.0033,0.0044
33370,304.434,[2023-09-08 19:23:04 086],0.0044,0.006
33481,305.434,[2023-09-08 19:23:05 086],0.0036,0.0048
33588,306.434,[2023-09-08 19:23:06 086],0.0028,0.0036
33716,307.595,[2023-09-08 19:23:07 247],0.0029,0.0037
33827,308.595,[2023-09-08 19:23:08 247],0.0029,0.0038
33937,309.595,[2023-09-08 19:23:09 247],0.0024,0.0029
34046,310.595,[2023-09-08 19:23:10 247],0.0026,0.0033
34156,311.595,[2023-09-08 19:23:11 247],0.0027,0.0033
34266,312.595,[2023-09-08 19:23:12 247],0.0022,0.0029
34378,313.595,[2023-09-08 19:23:13 247],0.0026,0.0031
34485,314.595,[2023-09-08 19:23:14 247],0.0025,0.0032
34595,315.595,[2023-09-08 19:23:15 247],0.0031,0.0044
34706,316.595,[2023-09-08 19:23:16 247],0.0029,0.0037
34816,317.595,[2023-09-08 19:23:17 247],0.0027,0.0034
34924,318.595,[2023-09-08 19:23:18 247],0.0022,0.0026
35034,319.595,[2023-09-08 19:23:19 247],0.003,0.0041
35145,320.595,[2023-09-08 19:23:20 247],0.0027,0.0034
35254,321.595,[2023-09-08 19:23:21 247],0.0028,0.0034
35362,322.595,[2023-09-08 19:23:22 247],0.0038,0.0047
35472,323.595,[2023-09-08 19:23:23 247],0.002,0.0025
35583,324.595,[2023-09-08 19:23:24 247],0.0037,0.0043
35692,325.595,[2023-09-08 19:23:25 247],0.0034,0.0041
35801,326.595,[2023-09-08 19:23:26 247],0.0032,0.0039
35911,327.595,[2023-09-08 19:23:27 247],0.006,0.008
36022,328.595,[2023-09-08 19:23:28 247],0.0061,0.0078
36130,329.595,[2023-09-08 19:23:29 247],0.0038,0.0046
36240,330.595,[2023-09-08 19:23:30 247],0.0027,0.0035
36351,331.595,[2023-09-08 19:23:31 247],0.0029,0.0034
36461,332.595,[2023-09-08 19:23:32 247],0.0033,0.0043
36569,333.595,[2023-09-08 19:23:33 247],0.0025,0.003
36679,334.595,[2023-09-08 19:23:34 247],0.0043,0.0052
36790,335.595,[2023-09-08 19:23:35 247],0.0025,0.0034
36898,336.595,[2023-09-08 19:23:36 247],0.0026,0.0034
37008,337.595,[2023-09-08 19:23:37 247],0.0026,0.0032
37118,338.595,[2023-09-08 19:23:38 247],0.002,0.0027
37232,339.595,[2023-09-08 19:23:39 247],0.0023,0.0028
37339,340.595,[2023-09-08 19:23:40 247],0.0024,0.0029
37453,341.595,[2023-09-08 19:23:41 247],0.0021,0.0025
37566,342.595,[2023-09-08 19:23:42 247],0.0025,0.0033
37678,343.595,[2023-09-08 19:23:43 247],0.0028,0.0033
37789,344.595,[2023-09-08 19:23:44 247],0.0033,0.0039
37902,345.595,[2023-09-08 19:23:45 247],0.0028,0.0033
38013,346.595,[2023-09-08 19:23:46 247],0.0026,0.0032
38121,347.595,[2023-09-08 19:23:47 247],0.003,0.0036
38231,348.595,[2023-09-08 19:23:48 247],0.0026,0.0033
38341,349.595,[2023-09-08 19:23:49 247],0.0021,0.0026
38451,350.595,[2023-09-08 19:23:50 247],0.0022,0.0027
38563,351.595,[2023-09-08 19:23:51 247],0.0023,0.0029
38670,352.595,[2023-09-08 19:23:52 247],0.0031,0.0037
38780,353.595,[2023-09-08 19:23:53 247],0.0023,0.0028
38891,354.595,[2023-09-08 19:23:54 247],0.0022,0.0027
39001,355.595,[2023-09-08 19:23:55 247],0.0033,0.004
39109,356.595,[2023-09-08 19:23:56 247],0.0051,0.0073
39219,357.595,[2023-09-08 19:23:57 247],0.0049,0.0067
39330,358.595,[2023-09-08 19:23:58 247],0.0063,0.0079
39440,359.595,[2023-09-08 19:23:59 247],0.018,0.0214
39548,360.595,[2023-09-08 19:24:00 247],0.0292,0.0462
39658,361.595,[2023-09-08 19:24:01 247],0.0048,0.0065
39769,362.595,[2023-09-08 19:24:02 247],0.0103,0.0141
39876,363.595,[2023-09-08 19:24:03 247],0.0042,0.0051
39987,364.595,[2023-09-08 19:24:04 247],0.0048,0.0059
40097,365.595,[2023-09-08 19:24:05 247],0.0065,0.0077
40208,366.595,[2023-09-08 19:24:06 247],0.0071,0.0086
40317,367.595,[2023-09-08 19:24:07 247],0.0073,0.0112
40446,368.755,[2023-09-08 19:24:08 407],0.008,0.01
40557,369.755,[2023-09-08 19:24:09 407],0.0057,0.0072
40664,370.755,[2023-09-08 19:24:10 407],0.0068,0.0104
40775,371.755,[2023-09-08 19:24:11 407],0.0052,0.0065
40885,372.755,[2023-09-08 19:24:12 407],0.0038,0.0049
40996,373.755,[2023-09-08 19:24:13 407],0.0051,0.0071
41104,374.755,[2023-09-08 19:24:14 407],0.0027,0.0032
41218,375.755,[2023-09-08 19:24:15 407],0.0023,0.003
41330,376.755,[2023-09-08 19:24:16 407],0.0041,0.0054
41440,377.755,[2023-09-08 19:24:17 407],0.0038,0.0053
41548,378.755,[2023-09-08 19:24:18 407],0.0028,0.0036
41658,379.755,[2023-09-08 19:24:19 407],0.0028,0.0041
41768,380.755,[2023-09-08 19:24:20 407],0.0026,0.0035
41875,381.755,[2023-09-08 19:24:21 407],0.0024,0.0036
41985,382.755,[2023-09-08 19:24:22 407],0.0025,0.0031
42095,383.755,[2023-09-08 19:24:23 407],0.0027,0.0034
42206,384.755,[2023-09-08 19:24:24 407],0.0024,0.0031
42313,385.755,[2023-09-08 19:24:25 407],0.0033,0.0041
42424,386.755,[2023-09-08 19:24:26 407],0.0051,0.0063
42534,387.755,[2023-09-08 19:24:27 407],0.0056,0.0066
42645,388.755,[2023-09-08 19:24:28 407],0.0032,0.0039
42756,389.755,[2023-09-08 19:24:29 407],0.0033,0.0041
42862,390.755,[2023-09-08 19:24:30 407],0.0029,0.0035
42972,391.755,[2023-09-08 19:24:31 407],0.0027,0.0033
43083,392.755,[2023-09-08 19:24:32 407],0.0025,0.0034
43191,393.755,[2023-09-08 19:24:33 407],0.0029,0.0035
43299,394.755,[2023-09-08 19:24:34 407],0.0025,0.0033
43410,395.755,[2023-09-08 19:24:35 407],0.0029,0.0036
43521,396.755,[2023-09-08 19:24:36 407],0.0041,0.0052
43628,397.755,[2023-09-08 19:24:37 407],0.0038,0.0051
43738,398.755,[2023-09-08 19:24:38 407],0.0025,0.0032
43850,399.755,[2023-09-08 19:24:39 407],0.0025,0.0033
43962,400.755,[2023-09-08 19:24:40 407],0.0022,0.0031
44072,401.755,[2023-09-08 19:24:41 407],0.0034,0.0043
44186,402.755,[2023-09-08 19:24:42 407],0.0057,0.0072
44301,403.755,[2023-09-08 19:24:43 407],0.0044,0.0052
44414,404.755,[2023-09-08 19:24:44 407],0.0026,0.0032
44528,405.755,[2023-09-08 19:24:45 407],0.0029,0.0035
44642,406.755,[2023-09-08 19:24:46 407],0.005,0.0066
44756,407.755,[2023-09-08 19:24:47 407],0.0037,0.0047
44867,408.755,[2023-09-08 19:24:48 407],0.0033,0.004
44980,409.755,[2023-09-08 19:24:49 407],0.0033,0.0041
45093,410.755,[2023-09-08 19:24:50 407],0.0026,0.0034
45209,411.755,[2023-09-08 19:24:51 407],0.0023,0.0029
45319,412.755,[2023-09-08 19:24:52 407],0.0024,0.0029
45431,413.755,[2023-09-08 19:24:53 407],0.0024,0.0029
45542,414.755,[2023-09-08 19:24:54 407],0.0026,0.0033
45653,415.755,[2023-09-08 19:24:55 407],0.0025,0.0031
45764,416.755,[2023-09-08 19:24:56 407],0.0026,0.0032
45875,417.755,[2023-09-08 19:24:57 407],0.0026,0.0032
45988,418.755,[2023-09-08 19:24:58 407],0.003,0.0035
46097,419.755,[2023-09-08 19:24:59 407],0.0024,0.003
46208,420.755,[2023-09-08 19:25:00 407],0.0029,0.0037
46318,421.755,[2023-09-08 19:25:01 407],0.0028,0.0035
46429,422.755,[2023-09-08 19:25:02 407],0.002,0.0025
46536,423.755,[2023-09-08 19:25:03 407],0.0026,0.0033
46647,424.755,[2023-09-08 19:25:04 407],0.0023,0.0027
46757,425.755,[2023-09-08 19:25:05 407],0.0021,0.0026
46868,426.755,[2023-09-08 19:25:06 407],0.0024,0.0032
46978,427.755,[2023-09-08 19:25:07 407],0.0039,0.0053
