,seconds,date,activity_load_2d,activity_load_3d
72,1.765,[2023-09-08 19:18:54 902],0.005,0.0055
181,2.765,[2023-09-08 19:18:55 902],0.0019,0.0022
291,3.765,[2023-09-08 19:18:56 902],0.0022,0.0025
402,4.765,[2023-09-08 19:18:57 902],0.002,0.0023
513,5.765,[2023-09-08 19:18:58 902],0.0022,0.0025
621,6.765,[2023-09-08 19:18:59 902],0.0018,0.0021
731,7.765,[2023-09-08 19:19:00 902],0.0021,0.0023
842,8.765,[2023-09-08 19:19:01 902],0.0023,0.0026
952,9.765,[2023-09-08 19:19:02 902],0.0022,0.0025
1060,10.765,[2023-09-08 19:19:03 902],0.0024,0.0026
1171,11.765,[2023-09-08 19:19:04 902],0.0023,0.0026
1282,12.765,[2023-09-08 19:19:05 902],0.0022,0.0025
1389,13.765,[2023-09-08 19:19:06 902],0.0026,0.0029
1499,14.765,[2023-09-08 19:19:07 902],0.0022,0.0024
1610,15.765,[2023-09-08 19:19:08 902],0.0024,0.0027
1721,16.765,[2023-09-08 19:19:09 902],0.0025,0.0027
1829,17.765,[2023-09-08 19:19:10 902],0.0019,0.0023
1939,18.765,[2023-09-08 19:19:11 902],0.002,0.0023
2049,19.765,[2023-09-08 19:19:12 902],0.0021,0.0025
2159,20.765,[2023-09-08 19:19:13 902],0.0022,0.0025
2267,21.765,[2023-09-08 19:19:14 902],0.0022,0.0025
2377,22.765,[2023-09-08 19:19:15 902],0.0023,0.0026
2487,23.765,[2023-09-08 19:19:16 902],0.0017,0.002
2594,24.765,[2023-09-08 19:19:17 902],0.0018,0.0022
2704,25.765,[2023-09-08 19:19:18 902],0.0017,0.0021
2814,26.765,[2023-09-08 19:19:19 902],0.0017,0.0021
2925,27.765,[2023-09-08 19:19:20 902],0.0015,0.0019
3033,28.765,[2023-09-08 19:19:21 902],0.0018,0.002
3144,29.765,[2023-09-08 19:19:22 902],0.0018,0.0022
3254,30.765,[2023-09-08 19:19:23 902],0.0021,0.0024
3365,31.765,[2023-09-08 19:19:24 902],0.0017,0.0021
3476,32.765,[2023-09-08 19:19:25 902],0.0018,0.0021
3582,33.765,[2023-09-08 19:19:26 902],0.0016,0.0019
3692,34.765,[2023-09-08 19:19:27 902],0.0021,0.0023
3803,35.765,[2023-09-08 19:19:28 902],0.0018,0.0023
3911,36.765,[2023-09-08 19:19:29 902],0.0023,0.0026
4019,37.765,[2023-09-08 19:19:30 902],0.0033,0.0036
4130,38.765,[2023-09-08 19:19:31 902],0.0077,0.008
4241,39.765,[2023-09-08 19:19:32 902],0.0063,0.0065
4348,40.765,[2023-09-08 19:19:33 902],0.0043,0.0045
4458,41.765,[2023-09-08 19:19:34 902],0.0238,0.0283
4569,42.765,[2023-09-08 19:19:35 902],0.059,0.0726
4680,43.765,[2023-09-08 19:19:36 902],0.0414,0.0484
4787,44.765,[2023-09-08 19:19:37 902],0.0176,0.0222
4897,45.765,[2023-09-08 19:19:38 902],0.0162,0.0207
5008,46.765,[2023-09-08 19:19:39 902],0.022,0.0274
5116,47.765,[2023-09-08 19:19:40 902],0.0144,0.021
5226,48.765,[2023-09-08 19:19:41 902],0.0326,0.0405
5337,49.765,[2023-09-08 19:19:42 902],0.0272,0.0325
5448,50.765,[2023-09-08 19:19:43 902],0.0624,0.0791
5555,51.765,[2023-09-08 19:19:44 902],0.0615,0.0728
5665,52.765,[2023-09-08 19:19:45 902],0.0276,0.0352
5776,53.765,[2023-09-08 19:19:46 902],0.021,0.0259
5887,54.765,[2023-09-08 19:19:47 902],0.0196,0.0232
5994,55.765,[2023-09-08 19:19:48 902],0.0211,0.0255
6104,56.765,[2023-09-08 19:19:49 902],0.015,0.0199
6214,57.765,[2023-09-08 19:19:50 902],0.0185,0.0245
6323,58.765,[2023-09-08 19:19:51 902],0.022,0.0246
6433,59.765,[2023-09-08 19:19:52 902],0.0324,0.0415
6543,60.765,[2023-09-08 19:19:53 902],0.0222,0.0338
6653,61.765,[2023-09-08 19:19:54 902],0.0232,0.0287
6777,62.92,[2023-09-08 19:19:56 057],0.054,0.0646
6888,63.92,[2023-09-08 19:19:57 057],0.0278,0.0328
6999,64.92,[2023-09-08 19:19:58 057],0.0237,0.0337
7109,65.92,[2023-09-08 19:19:59 057],0.0258,0.0305
7216,66.92,[2023-09-08 19:20:00 057],0.0113,0.0158
7327,67.92,[2023-09-08 19:20:01 057],0.0194,0.0234
7438,68.92,[2023-09-08 19:20:02 057],0.0438,0.0543
7548,69.92,[2023-09-08 19:20:03 057],0.0326,0.0396
7656,70.92,[2023-09-08 19:20:04 057],0.0712,0.0829
7766,71.92,[2023-09-08 19:20:05 057],0.0683,0.0857
7877,72.92,[2023-09-08 19:20:06 057],0.0065,0.0085
7987,73.92,[2023-09-08 19:20:07 057],0.0044,0.0053
8095,74.92,[2023-09-08 19:20:08 057],0.0041,0.0062
8206,75.92,[2023-09-08 19:20:09 057],0.0291,0.0376
8317,76.92,[2023-09-08 19:20:10 057],0.047,0.0623
8427,77.92,[2023-09-08 19:20:11 057],0.1055,0.1282
8533,78.92,[2023-09-08 19:20:12 057],0.1007,0.1269
8644,79.92,[2023-09-08 19:20:13 057],0.1194,0.1483
8755,80.92,[2023-09-08 19:20:14 057],0.163,0.244
8863,81.92,[2023-09-08 19:20:15 057],0.113,0.1552
8972,82.92,[2023-09-08 19:20:16 057],0.0148,0.0271
9083,83.92,[2023-09-08 19:20:17 057],0.0156,0.031
9194,84.92,[2023-09-08 19:20:18 057],0.0487,0.0745
9299,85.92,[2023-09-08 19:20:19 057],0.0114,0.0182
9410,86.92,[2023-09-08 19:20:20 057],0.0222,0.0358
9522,87.92,[2023-09-08 19:20:21 057],0.032,0.0456
9634,88.92,[2023-09-08 19:20:22 057],0.0222,0.0398
9744,89.92,[2023-09-08 19:20:23 057],0.0131,0.0239
9857,90.92,[2023-09-08 19:20:24 057],0.008,0.0114
9971,91.92,[2023-09-08 19:20:25 057],0.0068,0.0112
10084,92.92,[2023-09-08 19:20:26 057],0.0025,0.0033
10194,93.92,[2023-09-08 19:20:27 057],0.0149,0.0175
10307,94.92,[2023-09-08 19:20:28 057],0.0304,0.042
10421,95.92,[2023-09-08 19:20:29 057],0.0194,0.0245
10530,96.92,[2023-09-08 19:20:30 057],0.0094,0.0124
10642,97.92,[2023-09-08 19:20:31 057],0.0155,0.0209
10755,98.92,[2023-09-08 19:20:32 057],0.0077,0.0098
10869,99.92,[2023-09-08 19:20:33 057],0.0135,0.0175
10977,100.92,[2023-09-08 19:20:34 057],0.0109,0.0149
11092,101.92,[2023-09-08 19:20:35 057],0.0118,0.0165
11205,102.92,[2023-09-08 19:20:36 057],0.014,0.0183
11319,103.92,[2023-09-08 19:20:37 057],0.0287,0.0382
11428,104.92,[2023-09-08 19:20:38 057],0.007,0.0084
11543,105.92,[2023-09-08 19:20:39 057],0.0057,0.0078
11656,106.92,[2023-09-08 19:20:40 057],0.0077,0.0094
11770,107.92,[2023-09-08 19:20:41 057],0.0092,0.0105
11879,108.92,[2023-09-08 19:20:42 057],0.0077,0.0105
11992,109.92,[2023-09-08 19:20:43 057],0.0051,0.0061
12107,110.92,[2023-09-08 19:20:44 057],0.0051,0.0059
12219,111.92,[2023-09-08 19:20:45 057],0.0053,0.0061
12330,112.92,[2023-09-08 19:20:46 057],0.0049,0.006
12443,113.92,[2023-09-08 19:20:47 057],0.0045,0.0057
12557,114.92,[2023-09-08 19:20:48 057],0.0046,0.0054
12670,115.92,[2023-09-08 19:20:49 057],0.0051,0.0058
12779,116.92,[2023-09-08 19:20:50 057],0.0041,0.0049
12894,117.92,[2023-09-08 19:20:51 057],0.0047,0.0055
13007,118.92,[2023-09-08 19:20:52 057],0.0055,0.0063
13118,119.92,[2023-09-08 19:20:53 057],0.0053,0.0063
13230,120.92,[2023-09-08 19:20:54 057],0.0055,0.0066
13345,121.92,[2023-09-08 19:20:55 057],0.0052,0.0059
13460,122.92,[2023-09-08 19:20:56 057],0.0038,0.0043
13587,124.082,[2023-09-08 19:20:57 219],0.0133,0.0155
13700,125.082,[2023-09-08 19:20:58 219],0.0116,0.0161
13813,126.082,[2023-09-08 19:20:59 219],0.012,0.0152
13925,127.082,[2023-09-08 19:21:00 219],0.0057,0.008
14035,128.082,[2023-09-08 19:21:01 219],0.0082,0.0122
14148,129.082,[2023-09-08 19:21:02 219],0.0098,0.0138
14260,130.082,[2023-09-08 19:21:03 219],0.0098,0.0133
14374,131.082,[2023-09-08 19:21:04 219],0.0074,0.0101
14486,132.082,[2023-09-08 19:21:05 219],0.0063,0.0079
14600,133.082,[2023-09-08 19:21:06 219],0.0081,0.0132
14714,134.082,[2023-09-08 19:21:07 219],0.0067,0.0097
14824,135.082,[2023-09-08 19:21:08 219],0.0072,0.0107
14938,136.082,[2023-09-08 19:21:09 219],0.007,0.0104
15051,137.082,[2023-09-08 19:21:10 219],0.0051,0.0067
15165,138.082,[2023-09-08 19:21:11 219],0.0044,0.0054
15275,139.082,[2023-09-08 19:21:12 219],0.0043,0.0064
15388,140.082,[2023-09-08 19:21:13 219],0.0041,0.0056
15502,141.082,[2023-09-08 19:21:14 219],0.0052,0.0065
15613,142.082,[2023-09-08 19:21:15 219],0.0076,0.0099
15725,143.082,[2023-09-08 19:21:16 219],0.0123,0.019
15837,144.082,[2023-09-08 19:21:17 219],0.0064,0.0097
15951,145.082,[2023-09-08 19:21:18 219],0.0071,0.0106
16065,146.082,[2023-09-08 19:21:19 219],0.01,0.0151
16173,147.082,[2023-09-08 19:21:20 219],0.0078,0.0124
16287,148.082,[2023-09-08 19:21:21 219],0.0072,0.0129
16400,149.082,[2023-09-08 19:21:22 219],0.0073,0.0108
16513,150.082,[2023-09-08 19:21:23 219],0.0072,0.0107
16622,151.082,[2023-09-08 19:21:24 219],0.0082,0.0124
16736,152.082,[2023-09-08 19:21:25 219],0.0192,0.0391
16850,153.082,[2023-09-08 19:21:26 219],0.0215,0.0442
16960,154.082,[2023-09-08 19:21:27 219],0.0168,0.0256
17070,155.082,[2023-09-08 19:21:28 219],0.0139,0.0229
17185,156.082,[2023-09-08 19:21:29 219],0.0167,0.0278
17299,157.082,[2023-09-08 19:21:30 219],0.0172,0.0268
17408,158.082,[2023-09-08 19:21:31 219],0.0109,0.0173
17520,159.082,[2023-09-08 19:21:32 219],0.0076,0.0111
17634,160.082,[2023-09-08 19:21:33 219],0.0072,0.0107
17748,161.082,[2023-09-08 19:21:34 219],0.0107,0.015
17856,162.082,[2023-09-08 19:21:35 219],0.0103,0.0175
17971,163.082,[2023-09-08 19:21:36 219],0.0161,0.0289
18084,164.082,[2023-09-08 19:21:37 219],0.0096,0.0163
18195,165.082,[2023-09-08 19:21:38 219],0.0109,0.0172
18305,166.082,[2023-09-08 19:21:39 219],0.0079,0.011
18419,167.082,[2023-09-08 19:21:40 219],0.0059,0.0077
18532,168.082,[2023-09-08 19:21:41 219],0.006,0.0109
18642,169.082,[2023-09-08 19:21:42 219],0.0081,0.0111
18754,170.082,[2023-09-08 19:21:43 219],0.01,0.0151
18868,171.082,[2023-09-08 19:21:44 219],0.0078,0.0101
18982,172.082,[2023-09-08 19:21:45 219],0.0118,0.0197
19091,173.082,[2023-09-08 19:21:46 219],0.0135,0.0202
19205,174.082,[2023-09-08 19:21:47 219],0.0129,0.0199
19319,175.082,[2023-09-08 19:21:48 219],0.0116,0.0172
19431,176.082,[2023-09-08 19:21:49 219],0.0104,0.0168
19544,177.082,[2023-09-08 19:21:50 219],0.0104,0.0171
19656,178.082,[2023-09-08 19:21:51 219],0.0141,0.022
19770,179.082,[2023-09-08 19:21:52 219],0.0131,0.0209
19881,180.082,[2023-09-08 19:21:53 219],0.0134,0.0203
19993,181.082,[2023-09-08 19:21:54 219],0.0139,0.0207
20107,182.082,[2023-09-08 19:21:55 219],0.0141,0.0225
20220,183.082,[2023-09-08 19:21:56 219],0.0154,0.0223
20334,184.082,[2023-09-08 19:21:57 219],0.0138,0.0196
20462,185.243,[2023-09-08 19:21:58 380],0.0101,0.0155
20577,186.243,[2023-09-08 19:21:59 380],0.0128,0.0197
20692,187.243,[2023-09-08 19:22:00 380],0.0097,0.0151
20802,188.243,[2023-09-08 19:22:01 380],0.0073,0.0123
20914,189.243,[2023-09-08 19:22:02 380],0.0106,0.0163
21027,190.243,[2023-09-08 19:22:03 380],0.0112,0.0167
21142,191.243,[2023-09-08 19:22:04 380],0.0112,0.0167
21251,192.243,[2023-09-08 19:22:05 380],0.0091,0.0144
21365,193.243,[2023-09-08 19:22:06 380],0.0109,0.0165
21479,194.243,[2023-09-08 19:22:07 380],0.0157,0.0227
21592,195.243,[2023-09-08 19:22:08 380],0.0132,0.015
21703,196.243,[2023-09-08 19:22:09 380],0.014,0.0178
21816,197.243,[2023-09-08 19:22:10 380],0.0113,0.0172
21931,198.243,[2023-09-08 19:22:11 380],0.0122,0.0191
22042,199.243,[2023-09-08 19:22:12 380],0.0127,0.0184
22155,200.243,[2023-09-08 19:22:13 380],0.0089,0.0138
22267,201.243,[2023-09-08 19:22:14 380],0.0105,0.016
22381,202.243,[2023-09-08 19:22:15 380],0.0111,0.0169
22491,203.243,[2023-09-08 19:22:16 380],0.0092,0.0139
22604,204.243,[2023-09-08 19:22:17 380],0.0101,0.0156
22717,205.243,[2023-09-08 19:22:18 380],0.0131,0.0186
22831,206.243,[2023-09-08 19:22:19 380],0.0091,0.0146
22942,207.243,[2023-09-08 19:22:20 380],0.0092,0.0136
23055,208.243,[2023-09-08 19:22:21 380],0.0067,0.0094
23169,209.243,[2023-09-08 19:22:22 380],0.0085,0.0103
23282,210.243,[2023-09-08 19:22:23 380],0.0108,0.0124
23393,211.243,[2023-09-08 19:22:24 380],0.0056,0.0076
23505,212.243,[2023-09-08 19:22:25 380],0.0067,0.0094
23621,213.243,[2023-09-08 19:22:26 380],0.0099,0.0147
23731,214.243,[2023-09-08 19:22:27 380],0.0054,0.007
23844,215.243,[2023-09-08 19:22:28 380],0.005,0.0068
23956,216.243,[2023-09-08 19:22:29 380],0.0053,0.0074
24071,217.243,[2023-09-08 19:22:30 380],0.0073,0.0098
24181,218.243,[2023-09-08 19:22:31 380],0.0078,0.0111
24295,219.243,[2023-09-08 19:22:32 380],0.022,0.0302
24408,220.243,[2023-09-08 19:22:33 380],0.0083,0.0107
24523,221.243,[2023-09-08 19:22:34 380],0.008,0.0103
24635,222.243,[2023-09-08 19:22:35 380],0.0157,0.021
24744,223.243,[2023-09-08 19:22:36 380],0.0474,0.0644
24858,224.243,[2023-09-08 19:22:37 380],0.0424,0.0575
24972,225.243,[2023-09-08 19:22:38 380],0.0092,0.0112
25082,226.243,[2023-09-08 19:22:39 380],0.0078,0.0094
25194,227.243,[2023-09-08 19:22:40 380],0.0072,0.0093
25309,228.243,[2023-09-08 19:22:41 380],0.0073,0.009
25423,229.243,[2023-09-08 19:22:42 380],0.0077,0.0091
25530,230.243,[2023-09-08 19:22:43 380],0.006,0.0077
25644,231.243,[2023-09-08 19:22:44 380],0.0069,0.0083
25758,232.243,[2023-09-08 19:22:45 380],0.007,0.0087
25872,233.243,[2023-09-08 19:22:46 380],0.006,0.0078
25980,234.243,[2023-09-08 19:22:47 380],0.0225,0.0308
26094,235.243,[2023-09-08 19:22:48 380],0.0069,0.0094
26208,236.243,[2023-09-08 19:22:49 380],0.0039,0.0051
26319,237.243,[2023-09-08 19:22:50 380],0.0031,0.0035
26431,238.243,[2023-09-08 19:22:51 380],0.0028,0.0037
26546,239.243,[2023-09-08 19:22:52 380],0.0029,0.0036
26659,240.243,[2023-09-08 19:22:53 380],0.004,0.0052
26768,241.243,[2023-09-08 19:22:54 380],0.0042,0.0052
26882,242.243,[2023-09-08 19:22:55 380],0.0081,0.0105
26994,243.243,[2023-09-08 19:22:56 380],0.0032,0.0039
27107,244.243,[2023-09-08 19:22:57 380],0.0029,0.0034
27218,245.243,[2023-09-08 19:22:58 380],0.0031,0.0037
27349,246.405,[2023-09-08 19:22:59 542],0.003,0.0035
27463,247.405,[2023-09-08 19:23:00 542],0.0027,0.0033
27574,248.405,[2023-09-08 19:23:01 542],0.0036,0.0042
27686,249.405,[2023-09-08 19:23:02 542],0.0026,0.0031
27800,250.405,[2023-09-08 19:23:03 542],0.0063,0.0075
27913,251.405,[2023-09-08 19:23:04 542],0.011,0.0138
28027,252.405,[2023-09-08 19:23:05 542],0.0134,0.0157
28141,253.405,[2023-09-08 19:23:06 542],0.0136,0.0163
28255,254.405,[2023-09-08 19:23:07 542],0.0151,0.0171
28370,255.405,[2023-09-08 19:23:08 542],0.0192,0.0218
28482,256.405,[2023-09-08 19:23:09 542],0.0129,0.0157
28596,257.405,[2023-09-08 19:23:10 542],0.0172,0.0193
28712,258.405,[2023-09-08 19:23:11 542],0.0109,0.014
28827,259.405,[2023-09-08 19:23:12 542],0.0093,0.0126
28939,260.405,[2023-09-08 19:23:13 542],0.0149,0.0177
29054,261.405,[2023-09-08 19:23:14 542],0.0134,0.0154
29169,262.405,[2023-09-08 19:23:15 542],0.0101,0.0115
29283,263.405,[2023-09-08 19:23:16 542],0.009,0.0105
29396,264.405,[2023-09-08 19:23:17 542],0.0034,0.004
29510,265.405,[2023-09-08 19:23:18 542],0.0024,0.0028
29622,266.405,[2023-09-08 19:23:19 542],0.0036,0.0043
29736,267.405,[2023-09-08 19:23:20 542],0.005,0.006
29846,268.405,[2023-09-08 19:23:21 542],0.0062,0.0071
29958,269.405,[2023-09-08 19:23:22 542],0.0038,0.0045
30072,270.405,[2023-09-08 19:23:23 542],0.004,0.0048
30183,271.405,[2023-09-08 19:23:24 542],0.0039,0.0045
30294,272.405,[2023-09-08 19:23:25 542],0.0051,0.006
30406,273.405,[2023-09-08 19:23:26 542],0.0113,0.013
30519,274.405,[2023-09-08 19:23:27 542],0.0131,0.0147
30627,275.405,[2023-09-08 19:23:28 542],0.0136,0.016
30740,276.405,[2023-09-08 19:23:29 542],0.0108,0.0123
30853,277.405,[2023-09-08 19:23:30 542],0.0062,0.0079
30966,278.405,[2023-09-08 19:23:31 542],0.0095,0.012
31076,279.405,[2023-09-08 19:23:32 542],0.0125,0.0167
31188,280.405,[2023-09-08 19:23:33 542],0.0118,0.0164
31300,281.405,[2023-09-08 19:23:34 542],0.0087,0.0114
31414,282.405,[2023-09-08 19:23:35 542],0.0146,0.02
31527,283.405,[2023-09-08 19:23:36 542],0.0131,0.0163
31639,284.405,[2023-09-08 19:23:37 542],0.0078,0.0099
31753,285.405,[2023-09-08 19:23:38 542],0.0098,0.0123
31863,286.405,[2023-09-08 19:23:39 542],0.0064,0.009
31975,287.405,[2023-09-08 19:23:40 542],0.0083,0.0114
32089,288.405,[2023-09-08 19:23:41 542],0.0059,0.0079
32202,289.405,[2023-09-08 19:23:42 542],0.0101,0.0116
32312,290.405,[2023-09-08 19:23:43 542],0.0182,0.0253
32426,291.405,[2023-09-08 19:23:44 542],0.0126,0.0173
32541,292.405,[2023-09-08 19:23:45 542],0.0124,0.017
32653,293.405,[2023-09-08 19:23:46 542],0.0061,0.0101
32764,294.405,[2023-09-08 19:23:47 542],0.0108,0.0144
32877,295.405,[2023-09-08 19:23:48 542],0.0265,0.0294
32992,296.405,[2023-09-08 19:23:49 542],0.0132,0.0152
33107,297.405,[2023-09-08 19:23:50 542],0.014,0.0165
33218,298.405,[2023-09-08 19:23:51 542],0.016,0.0182
33334,299.405,[2023-09-08 19:23:52 542],0.0099,0.0117
33448,300.405,[2023-09-08 19:23:53 542],0.0127,0.0179
33563,301.405,[2023-09-08 19:23:54 542],0.0126,0.0171
33675,302.405,[2023-09-08 19:23:55 542],0.005,0.0072
33789,303.405,[2023-09-08 19:23:56 542],0.0046,0.0057
33903,304.405,[2023-09-08 19:23:57 542],0.004,0.005
34017,305.405,[2023-09-08 19:23:58 542],0.0066,0.0079
34128,306.405,[2023-09-08 19:23:59 542],0.005,0.0059
34260,307.566,[2023-09-08 19:24:00 703],0.0049,0.006
34374,308.566,[2023-09-08 19:24:01 703],0.0201,0.0253
34486,309.566,[2023-09-08 19:24:02 703],0.0111,0.0162
34599,310.566,[2023-09-08 19:24:03 703],0.0144,0.0197
34712,311.566,[2023-09-08 19:24:04 703],0.0045,0.0071
34826,312.566,[2023-09-08 19:24:05 703],0.0035,0.0053
34935,313.566,[2023-09-08 19:24:06 703],0.0047,0.0073
35048,314.566,[2023-09-08 19:24:07 703],0.0052,0.0068
35162,315.566,[2023-09-08 19:24:08 703],0.0107,0.0132
35275,316.566,[2023-09-08 19:24:09 703],0.0172,0.021
35386,317.566,[2023-09-08 19:24:10 703],0.02,0.0228
35498,318.566,[2023-09-08 19:24:11 703],0.0129,0.015
35612,319.566,[2023-09-08 19:24:12 703],0.0183,0.0276
35726,320.566,[2023-09-08 19:24:13 703],0.0121,0.0183
35838,321.566,[2023-09-08 19:24:14 703],0.0077,0.0101
35952,322.566,[2023-09-08 19:24:15 703],0.0073,0.0101
36065,323.566,[2023-09-08 19:24:16 703],0.0057,0.0072
36175,324.566,[2023-09-08 19:24:17 703],0.0052,0.0072
36290,325.566,[2023-09-08 19:24:18 703],0.0049,0.0068
36403,326.566,[2023-09-08 19:24:19 703],0.0112,0.0146
36517,327.566,[2023-09-08 19:24:20 703],0.0118,0.0168
36629,328.566,[2023-09-08 19:24:21 703],0.0141,0.0171
36744,329.566,[2023-09-08 19:24:22 703],0.0118,0.0169
36857,330.566,[2023-09-08 19:24:23 703],0.0061,0.0083
36968,331.566,[2023-09-08 19:24:24 703],0.0055,0.0068
37081,332.566,[2023-09-08 19:24:25 703],0.0044,0.0051
37196,333.566,[2023-09-08 19:24:26 703],0.0046,0.0054
37309,334.566,[2023-09-08 19:24:27 703],0.0039,0.005
37423,335.566,[2023-09-08 19:24:28 703],0.0053,0.0063
37533,336.566,[2023-09-08 19:24:29 703],0.0038,0.0047
37647,337.566,[2023-09-08 19:24:30 703],0.005,0.0057
37760,338.566,[2023-09-08 19:24:31 703],0.0042,0.0052
37873,339.566,[2023-09-08 19:24:32 703],0.0045,0.0052
37985,340.566,[2023-09-08 19:24:33 703],0.0048,0.0058
38099,341.566,[2023-09-08 19:24:34 703],0.0049,0.0063
38213,342.566,[2023-09-08 19:24:35 703],0.005,0.0066
38326,343.566,[2023-09-08 19:24:36 703],0.0057,0.0073
38438,344.566,[2023-09-08 19:24:37 703],0.0059,0.0073
38551,345.566,[2023-09-08 19:24:38 703],0.0047,0.0057
38664,346.566,[2023-09-08 19:24:39 703],0.0051,0.0061
38775,347.566,[2023-09-08 19:24:40 703],0.005,0.0068
38889,348.566,[2023-09-08 19:24:41 703],0.0053,0.0065
39002,349.566,[2023-09-08 19:24:42 703],0.0043,0.0054
39117,350.566,[2023-09-08 19:24:43 703],0.005,0.0063
39227,351.566,[2023-09-08 19:24:44 703],0.0048,0.0058
39342,352.566,[2023-09-08 19:24:45 703],0.0045,0.0062
39457,353.566,[2023-09-08 19:24:46 703],0.0048,0.0061
39571,354.566,[2023-09-08 19:24:47 703],0.0049,0.0062
39682,355.566,[2023-09-08 19:24:48 703],0.0041,0.0054
39795,356.566,[2023-09-08 19:24:49 703],0.007,0.0084
39909,357.566,[2023-09-08 19:24:50 703],0.0075,0.0111
40020,358.566,[2023-09-08 19:24:51 703],0.0058,0.0086
40134,359.566,[2023-09-08 19:24:52 703],0.0096,0.0143
40247,360.566,[2023-09-08 19:24:53 703],0.0073,0.0107
40360,361.566,[2023-09-08 19:24:54 703],0.0068,0.0084
40470,362.566,[2023-09-08 19:24:55 703],0.0049,0.006
40585,363.566,[2023-09-08 19:24:56 703],0.0038,0.0042
40699,364.566,[2023-09-08 19:24:57 703],0.0026,0.0036
40813,365.566,[2023-09-08 19:24:58 703],0.0036,0.0042
40927,366.566,[2023-09-08 19:24:59 703],0.0035,0.0043
41041,367.566,[2023-09-08 19:25:00 703],0.0023,0.0028
41177,368.728,[2023-09-08 19:25:01 865],0.0042,0.0058
41289,369.728,[2023-09-08 19:25:02 865],0.0073,0.0093
41404,370.728,[2023-09-08 19:25:03 865],0.0103,0.014
41520,371.728,[2023-09-08 19:25:04 865],0.0056,0.0081
41634,372.728,[2023-09-08 19:25:05 865],0.0083,0.0121
41750,373.728,[2023-09-08 19:25:06 865],0.0113,0.0142
41862,374.728,[2023-09-08 19:25:07 865],0.0075,0.0091
41975,375.728,[2023-09-08 19:25:08 865],0.0071,0.0086
42089,376.728,[2023-09-08 19:25:09 865],0.0091,0.0114
42200,377.728,[2023-09-08 19:25:10 865],0.0099,0.0127
42312,378.728,[2023-09-08 19:25:11 865],0.0111,0.0144
42426,379.728,[2023-09-08 19:25:12 865],0.0122,0.0153
42540,380.728,[2023-09-08 19:25:13 865],0.0089,0.0112
42652,381.728,[2023-09-08 19:25:14 865],0.0082,0.0101
42765,382.728,[2023-09-08 19:25:15 865],0.0088,0.0114
42877,383.728,[2023-09-08 19:25:16 865],0.007,0.0086
42992,384.728,[2023-09-08 19:25:17 865],0.0058,0.0072
43103,385.728,[2023-09-08 19:25:18 865],0.0059,0.0083
43217,386.728,[2023-09-08 19:25:19 865],0.0158,0.0191
43330,387.728,[2023-09-08 19:25:20 865],0.0089,0.0103
43440,388.728,[2023-09-08 19:25:21 865],0.0064,0.008
43553,389.728,[2023-09-08 19:25:22 865],0.0177,0.0271
43667,390.728,[2023-09-08 19:25:23 865],0.0092,0.011
43780,391.728,[2023-09-08 19:25:24 865],0.0091,0.0108
43890,392.728,[2023-09-08 19:25:25 865],0.0109,0.0132
44006,393.728,[2023-09-08 19:25:26 865],0.013,0.0187
44119,394.728,[2023-09-08 19:25:27 865],0.0098,0.0117
44232,395.728,[2023-09-08 19:25:28 865],0.0077,0.0095
44344,396.728,[2023-09-08 19:25:29 865],0.0064,0.0082
44459,397.728,[2023-09-08 19:25:30 865],0.0139,0.0219
44572,398.728,[2023-09-08 19:25:31 865],0.0104,0.0123
44684,399.728,[2023-09-08 19:25:32 865],0.0082,0.0097
44796,400.728,[2023-09-08 19:25:33 865],0.01,0.0127
44912,401.728,[2023-09-08 19:25:34 865],0.0074,0.0108
45026,402.728,[2023-09-08 19:25:35 865],0.0195,0.0256
45136,403.728,[2023-09-08 19:25:36 865],0.008,0.0098
45249,404.728,[2023-09-08 19:25:37 865],0.011,0.0132
45363,405.728,[2023-09-08 19:25:38 865],0.008,0.0112
45476,406.728,[2023-09-08 19:25:39 865],0.0139,0.023
45586,407.728,[2023-09-08 19:25:40 865],0.0087,0.0106
45701,408.728,[2023-09-08 19:25:41 865],0.0092,0.0111
45815,409.728,[2023-09-08 19:25:42 865],0.0101,0.0129
45928,410.728,[2023-09-08 19:25:43 865],0.0107,0.0148
46042,411.728,[2023-09-08 19:25:44 865],0.0085,0.0107
46153,412.728,[2023-09-08 19:25:45 865],0.012,0.0164
46266,413.728,[2023-09-08 19:25:46 865],0.0043,0.0064
46380,414.728,[2023-09-08 19:25:47 865],0.0041,0.0058
46493,415.728,[2023-09-08 19:25:48 865],0.0084,0.012
46606,416.728,[2023-09-08 19:25:49 865],0.0151,0.0194
46720,417.728,[2023-09-08 19:25:50 865],0.012,0.0165
46834,418.728,[2023-09-08 19:25:51 865],0.0078,0.011
46943,419.728,[2023-09-08 19:25:52 865],0.0112,0.0158
47057,420.728,[2023-09-08 19:25:53 865],0.0122,0.0172
47171,421.728,[2023-09-08 19:25:54 865],0.0075,0.01
47284,422.728,[2023-09-08 19:25:55 865],0.012,0.0167
47395,423.728,[2023-09-08 19:25:56 865],0.0117,0.0156
47510,424.728,[2023-09-08 19:25:57 865],0.0079,0.0107
47622,425.728,[2023-09-08 19:25:58 865],0.0101,0.0146
47731,426.728,[2023-09-08 19:25:59 865],0.011,0.0161
47846,427.728,[2023-09-08 19:26:00 865],0.0073,0.0104
